Entity,Code,Year,Penn World Table 9.0 (Real GDP at chained PPPs in 2011US$) (US$ (PPP-adjusted; real 2011)),CO₂ emissions per capita (tonnes) (tonnes per year),Total population (Gapminder)
Afghanistan,AFG,1800,,,3280000
Afghanistan,AFG,1820,,,3280000
Afghanistan,AFG,1870,,,4207000
Afghanistan,AFG,1913,,,5730000
Afghanistan,AFG,1950,,0,8151455
Afghanistan,AFG,1951,,0,8276820
Afghanistan,AFG,1952,,0,8407148
Afghanistan,AFG,1953,,0,8542906
Afghanistan,AFG,1954,,0,8684494
Afghanistan,AFG,1955,,0,8832253
Afghanistan,AFG,1956,,0.0367,8986449
Afghanistan,AFG,1957,,0.0367,9147286
Afghanistan,AFG,1958,,0.0367,9314915
Afghanistan,AFG,1959,,0.0367,9489453
Afghanistan,AFG,1960,,0.0367,9671046
Afghanistan,AFG,1961,,0.0367,9859928
Afghanistan,AFG,1962,,0.0734,10056480
Afghanistan,AFG,1963,,0.0734,10261254
Afghanistan,AFG,1964,,0.0734,10474903
Afghanistan,AFG,1965,,0.1101,10697983
Afghanistan,AFG,1966,,0.1101,10927724
Afghanistan,AFG,1967,,0.1101,11163656
Afghanistan,AFG,1968,,0.1101,11411022
Afghanistan,AFG,1969,,0.0734,11676990
Afghanistan,AFG,1970,,0.1468,11964906
Afghanistan,AFG,1971,,0.1468,12273101
Afghanistan,AFG,1972,,0.1101,12593688
Afghanistan,AFG,1973,,0.1101,12915499
Afghanistan,AFG,1974,,0.1468,13223928
Afghanistan,AFG,1975,,0.1468,13505544
Afghanistan,AFG,1976,,0.1468,13766792
Afghanistan,AFG,1977,,0.1835,14003408
Afghanistan,AFG,1978,,0.1468,14179656
Afghanistan,AFG,1979,,0.1468,14249493
Afghanistan,AFG,1980,,0.1101,14185729
Afghanistan,AFG,1981,,0.1468,13984092
Afghanistan,AFG,1982,,0.1468,13672870
Afghanistan,AFG,1983,,0.1835,13300056
Afghanistan,AFG,1984,,0.2202,12931791
Afghanistan,AFG,1985,,0.2936,12625292
Afghanistan,AFG,1986,,0.2569,12372113
Afghanistan,AFG,1987,,0.2569,12183387
Afghanistan,AFG,1988,,0.2202,12156685
Afghanistan,AFG,1989,,0.2202,12414686
Afghanistan,AFG,1990,,0.1835,13032161
Afghanistan,AFG,1991,,0.1835,14069854
Afghanistan,AFG,1992,,0.0734,15472076
Afghanistan,AFG,1993,,0.0734,17053213
Afghanistan,AFG,1994,,0.0734,18553819
Afghanistan,AFG,1995,,0.0734,19789880
Afghanistan,AFG,1996,,0.0734,20684982
Afghanistan,AFG,1997,,0.0367,21299350
Afghanistan,AFG,1998,,0.0367,21752257
Afghanistan,AFG,1999,,0.0367,22227543
Afghanistan,AFG,2000,,0.0367,22856302
Afghanistan,AFG,2001,,0.0367,23677385
Afghanistan,AFG,2002,,0.0367,24639841
Afghanistan,AFG,2003,,0.0367,25678639
Afghanistan,AFG,2004,,0.0367,26693486
Afghanistan,AFG,2005,,0.0367,27614718
Afghanistan,AFG,2006,,0.0734,28420974
Afghanistan,AFG,2007,,0.0734,29145841
Afghanistan,AFG,2008,,0.1468,29839994
Afghanistan,AFG,2009,,0.2569,30577756
Afghanistan,AFG,2010,,0.2936,31411743
Afghanistan,AFG,2011,,0.4404,32358260
Afghanistan,AFG,2012,,0.367,33397058
Afghanistan,AFG,2013,,0.3303,34499915
Afghanistan,AFG,2014,,0.2936,
Albania,ALB,1700,,,300000
Albania,ALB,1800,,,410445
Albania,ALB,1820,,,437000
Albania,ALB,1850,,,500000
Albania,ALB,1870,,,603000
Albania,ALB,1890,,,726000
Albania,ALB,1900,,,800000
Albania,ALB,1910,,,874000
Albania,ALB,1913,,,898000
Albania,ALB,1920,,,932000
Albania,ALB,1921,,,937000
Albania,ALB,1922,,,942000
Albania,ALB,1923,,,947000
Albania,ALB,1924,,,952000
Albania,ALB,1925,,,956000
Albania,ALB,1926,,,962000
Albania,ALB,1927,,,967000
Albania,ALB,1928,,,972000
Albania,ALB,1929,,,977000
Albania,ALB,1930,,,982000
Albania,ALB,1931,,,988000
Albania,ALB,1932,,,993000
Albania,ALB,1933,,,998000
Albania,ALB,1934,,,1003000
Albania,ALB,1935,,,1009000
Albania,ALB,1936,,,1014000
Albania,ALB,1937,,,1030000
Albania,ALB,1938,,,1040000
Albania,ALB,1939,,,1070000
Albania,ALB,1940,,,1088000
Albania,ALB,1941,,,1100000
Albania,ALB,1942,,,1117000
Albania,ALB,1943,,,1119000
Albania,ALB,1944,,,1122000
Albania,ALB,1945,,,1138000
Albania,ALB,1946,,,1154000
Albania,ALB,1947,,,1175000
Albania,ALB,1948,,,1192000
Albania,ALB,1949,,,1209000
Albania,ALB,1950,,0.2569,1215002
Albania,ALB,1951,,0.3303,1239971
Albania,ALB,1952,,0.2936,1269302
Albania,ALB,1953,,0.3303,1302536
Albania,ALB,1954,,0.367,1339240
Albania,ALB,1955,,0.4771,1378998
Albania,ALB,1956,,0.5872,1421417
Albania,ALB,1957,,1.0276,1466124
Albania,ALB,1958,,0.8074,1512765
Albania,ALB,1959,,0.9175,1561012
Albania,ALB,1960,,1.2478,1610565
Albania,ALB,1961,,1.3579,1661158
Albania,ALB,1962,,1.4313,1712563
Albania,ALB,1963,,1.1744,1764593
Albania,ALB,1964,,1.101,1817098
Albania,ALB,1965,,1.1744,1869942
Albania,ALB,1966,,1.3212,1922993
Albania,ALB,1967,,1.3579,1976140
Albania,ALB,1968,,1.5047,2029314
Albania,ALB,1969,,1.5781,2082474
Albania,ALB,1970,3345.638184,1.7616,2135599
Albania,ALB,1971,3398.69873,1.9818,2188650
Albania,ALB,1972,3454.167236,2.5323,2241623
Albania,ALB,1973,3510.072021,2.3121,2294578
Albania,ALB,1974,3571.005859,1.835,2347607
Albania,ALB,1975,3633.952637,1.9084,2400801
Albania,ALB,1976,3691.241943,2.0185,2454255
Albania,ALB,1977,3768.363281,2.2754,2508026
Albania,ALB,1978,3837.112549,2.5323,2562121
Albania,ALB,1979,3874.424072,2.8993,2616530
Albania,ALB,1980,4017.12915,1.9451,2671300
Albania,ALB,1981,4058.801025,2.6791,2725029
Albania,ALB,1982,4001.077148,2.6424,2777592
Albania,ALB,1983,4090.821533,2.6791,2831682
Albania,ALB,1984,4089.284668,2.7158,2891004
Albania,ALB,1985,4021.358154,2.6791,2957390
Albania,ALB,1986,4149.380859,2.6424,3033393
Albania,ALB,1987,4130.442871,2.3855,3116009
Albania,ALB,1988,3945.256104,2.3121,3194854
Albania,ALB,1989,4157.533691,2.7525,3255859
Albania,ALB,1990,3993.289307,1.6882,3289483
Albania,ALB,1991,3341.186279,1.3212,3291695
Albania,ALB,1992,2632.108154,0.7707,3266983
Albania,ALB,1993,3259.702148,0.734,3224901
Albania,ALB,1994,3955.783447,0.6239,3179442
Albania,ALB,1995,4315.894531,0.6606,3141102
Albania,ALB,1996,5141.331543,0.6606,3112597
Albania,ALB,1997,4166.963867,0.5138,3091902
Albania,ALB,1998,4150.92627,0.5872,3079037
Albania,ALB,1999,4755.109375,0.9542,3072725
Albania,ALB,2000,4869.447754,0.9909,3071856
Albania,ALB,2001,5031.688965,1.0643,3077378
Albania,ALB,2002,5075.974609,1.2111,3089778
Albania,ALB,2003,5418.200684,1.3946,3106701
Albania,ALB,2004,5825.086426,1.3212,3124861
Albania,ALB,2005,6109.334473,1.3579,3141800
Albania,ALB,2006,6671.164063,1.2478,3156607
Albania,ALB,2007,7284.930176,1.2478,3169665
Albania,ALB,2008,8169.508301,1.3946,3181397
Albania,ALB,2009,8886.302734,1.5047,3192723
Albania,ALB,2010,8978.370117,1.5781,3204284
Albania,ALB,2011,9196.805664,1.835,3215988
Albania,ALB,2012,10001.63965,1.6882,3227373
Albania,ALB,2013,10101.00781,1.7616,3238316
Albania,ALB,2014,10664.41895,1.9818,
Algeria,DZA,1700,,,1750000
Algeria,DZA,1800,,,2503218
Algeria,DZA,1820,,,2689000
Algeria,DZA,1870,,,3776000
Algeria,DZA,1913,,,5497000
Algeria,DZA,1950,,0.4404,8752997
Algeria,DZA,1951,,0.4771,8953373
Algeria,DZA,1952,,0.4404,9140990
Algeria,DZA,1953,,0.4404,9326099
Algeria,DZA,1954,,0.4404,9515990
Algeria,DZA,1955,,0.4771,9715002
Algeria,DZA,1956,,0.5138,9924347
Algeria,DZA,1957,,0.5505,10142284
Algeria,DZA,1958,,0.5138,10364614
Algeria,DZA,1959,,0.5505,10585506
Algeria,DZA,1960,5078.308105,0.5872,10799997
Algeria,DZA,1961,4528.408203,0.5505,11006643
Algeria,DZA,1962,3572.413086,0.5138,11209845
Algeria,DZA,1963,4222.02002,0.4771,11420845
Algeria,DZA,1964,4360.839355,0.4771,11654905
Algeria,DZA,1965,4613.373535,0.5505,11923002
Algeria,DZA,1966,3920.279297,0.6973,12229853
Algeria,DZA,1967,4389.917969,0.6606,12572629
Algeria,DZA,1968,4607.585938,0.6973,12945462
Algeria,DZA,1969,4874.30127,0.8441,13338918
Algeria,DZA,1970,5363.249023,1.101,13746185
Algeria,DZA,1971,5080.771484,1.3212,14165889
Algeria,DZA,1972,5603.771973,1.9451,14600659
Algeria,DZA,1973,5953.84668,2.5323,15052371
Algeria,DZA,1974,8227.915039,2.0552,15524137
Algeria,DZA,1975,7665.836914,2.0185,16018195
Algeria,DZA,1976,8040.90625,2.3855,16533323
Algeria,DZA,1977,8583.331055,2.4589,17068212
Algeria,DZA,1978,9067.764648,3.5599,17624756
Algeria,DZA,1979,10265.81152,2.4956,18205468
Algeria,DZA,1980,10960.75391,3.5232,18811199
Algeria,DZA,1981,11452.90918,2.3855,19442423
Algeria,DZA,1982,11167.42285,1.9451,20095648
Algeria,DZA,1983,11413.54102,2.5323,20762767
Algeria,DZA,1984,11571.60156,3.303,21433070
Algeria,DZA,1985,11831.46777,3.303,22098298
Algeria,DZA,1986,9879.983398,3.3397,22753511
Algeria,DZA,1987,8992.598633,3.5966,23398470
Algeria,DZA,1988,7972.871582,3.4865,24035237
Algeria,DZA,1989,7994.873047,3.2296,24668100
Algeria,DZA,1990,8201.133789,3.0461,25299182
Algeria,DZA,1991,8206.358398,3.0461,25930560
Algeria,DZA,1992,7794.835449,3.0094,26557969
Algeria,DZA,1993,7127.503906,3.0461,27169903
Algeria,DZA,1994,6862.116699,3.1195,27751086
Algeria,DZA,1995,6973.381836,3.3764,28291591
Algeria,DZA,1996,7599.692871,3.3764,28786855
Algeria,DZA,1997,7487.864258,2.9727,29242917
Algeria,DZA,1998,7255.25293,3.5966,29673694
Algeria,DZA,1999,7661.131348,3.0461,30099010
Algeria,DZA,2000,9375.664063,2.8626,30533827
Algeria,DZA,2001,8914.530273,2.7158,30982214
Algeria,DZA,2002,8947.325195,2.8626,31441848
Algeria,DZA,2003,9702.256836,2.8626,31913462
Algeria,DZA,2004,10088.9082,2.7525,32396048
Algeria,DZA,2005,11603.67188,3.2663,32888449
Algeria,DZA,2006,12635.3291,3.0461,33391954
Algeria,DZA,2007,12377.68164,3.1195,33906605
Algeria,DZA,2008,12978.41113,3.0828,34428028
Algeria,DZA,2009,11036.99609,3.4498,34950168
Algeria,DZA,2010,12449.70117,3.303,35468208
Algeria,DZA,2011,13440.07227,3.303,35980193
Algeria,DZA,2012,13562.23047,3.4865,36485828
Algeria,DZA,2013,13114.58984,3.5232,36983924
Algeria,DZA,2014,12812.00195,3.7434,
American Samoa,ASM,1700,,,7427
American Samoa,ASM,1800,,,8170
American Samoa,ASM,1850,,,8100
American Samoa,ASM,1900,,,5700
American Samoa,ASM,1912,,,7300
American Samoa,ASM,1920,,,8100
American Samoa,ASM,1930,,,10000
American Samoa,ASM,1940,,,13000
American Samoa,ASM,1950,,,18937
American Samoa,ASM,1951,,,19287
American Samoa,ASM,1952,,,19525
American Samoa,ASM,1953,,,19659
American Samoa,ASM,1954,,,19706
American Samoa,ASM,1955,,,19688
American Samoa,ASM,1956,,,19640
American Samoa,ASM,1957,,,19603
American Samoa,ASM,1958,,,19624
American Samoa,ASM,1959,,,19757
American Samoa,ASM,1960,,,20041
American Samoa,ASM,1961,,,20500
American Samoa,ASM,1962,,,21124
American Samoa,ASM,1963,,,21870
American Samoa,ASM,1964,,,22672
American Samoa,ASM,1965,,,23480
American Samoa,ASM,1966,,,24283
American Samoa,ASM,1967,,,25087
American Samoa,ASM,1968,,,25869
American Samoa,ASM,1969,,,26608
American Samoa,ASM,1970,,,27288
American Samoa,ASM,1971,,,27907
American Samoa,ASM,1972,,,28470
American Samoa,ASM,1973,,,28983
American Samoa,ASM,1974,,,29453
American Samoa,ASM,1975,,,29897
American Samoa,ASM,1976,,,30305
American Samoa,ASM,1977,,,30696
American Samoa,ASM,1978,,,31139
American Samoa,ASM,1979,,,31727
American Samoa,ASM,1980,,,32526
American Samoa,ASM,1981,,,33557
American Samoa,ASM,1982,,,34797
American Samoa,ASM,1983,,,36203
American Samoa,ASM,1984,,,37706
American Samoa,ASM,1985,,,39253
American Samoa,ASM,1986,,,40834
American Samoa,ASM,1987,,,42446
American Samoa,ASM,1988,,,44048
American Samoa,ASM,1989,,,45595
American Samoa,ASM,1990,,,47052
American Samoa,ASM,1991,,,48402
American Samoa,ASM,1992,,,49648
American Samoa,ASM,1993,,,50801
American Samoa,ASM,1994,,,51885
American Samoa,ASM,1995,,,52919
American Samoa,ASM,1996,,,53901
American Samoa,ASM,1997,,,54834
American Samoa,ASM,1998,,,55745
American Samoa,ASM,1999,,,56667
American Samoa,ASM,2000,,,57625
American Samoa,ASM,2001,,,58633
American Samoa,ASM,2002,,,59687
American Samoa,ASM,2003,,,60774
American Samoa,ASM,2004,,,61871
American Samoa,ASM,2005,,,62962
American Samoa,ASM,2006,,,64045
American Samoa,ASM,2007,,,65130
American Samoa,ASM,2008,,,66217
American Samoa,ASM,2009,,,67312
American Samoa,ASM,2010,,,68420
American Samoa,ASM,2011,,,69543
American Samoa,ASM,2012,,,70680
American Samoa,ASM,2013,,,71834
Andorra,AND,1800,,,2654
Andorra,AND,1820,,,2654
Andorra,AND,1950,,,6197
Andorra,AND,1951,,,6692
Andorra,AND,1952,,,7247
Andorra,AND,1953,,,7856
Andorra,AND,1954,,,8514
Andorra,AND,1955,,,9217
Andorra,AND,1956,,,9964
Andorra,AND,1957,,,10754
Andorra,AND,1958,,,11585
Andorra,AND,1959,,,12460
Andorra,AND,1960,,,13377
Andorra,AND,1961,,,14337
Andorra,AND,1962,,,15337
Andorra,AND,1963,,,16373
Andorra,AND,1964,,,17438
Andorra,AND,1965,,,18529
Andorra,AND,1966,,,19640
Andorra,AND,1967,,,20772
Andorra,AND,1968,,,21931
Andorra,AND,1969,,,23127
Andorra,AND,1970,,,24364
Andorra,AND,1971,,,25656
Andorra,AND,1972,,,26997
Andorra,AND,1973,,,28357
Andorra,AND,1974,,,29688
Andorra,AND,1975,,,30967
Andorra,AND,1976,,,32156
Andorra,AND,1977,,,33279
Andorra,AND,1978,,,34432
Andorra,AND,1979,,,35753
Andorra,AND,1980,,,37328
Andorra,AND,1981,,,39226
Andorra,AND,1982,,,41390
Andorra,AND,1983,,,43636
Andorra,AND,1984,,,45702
Andorra,AND,1985,,,47414
Andorra,AND,1986,,,48653
Andorra,AND,1987,,,49504
Andorra,AND,1988,,,50236
Andorra,AND,1989,,,51241
Andorra,AND,1990,,7.6703,52773
Andorra,AND,1991,,7.3767,54996
Andorra,AND,1992,,7.0097,57767
Andorra,AND,1993,,6.7895,60670
Andorra,AND,1994,,6.4225,63111
Andorra,AND,1995,,6.5693,64699
Andorra,AND,1996,,6.973,65227
Andorra,AND,1997,,7.1932,64905
Andorra,AND,1998,,7.6703,64246
Andorra,AND,1999,,8.0373,63985
Andorra,AND,2000,,8.1474,64634
Andorra,AND,2001,,7.9272,66390
Andorra,AND,2002,,7.707,69043
Andorra,AND,2003,,7.4134,72203
Andorra,AND,2004,,7.4501,75292
Andorra,AND,2005,,7.4134,77888
Andorra,AND,2006,,6.8629,79874
Andorra,AND,2007,,6.606,81390
Andorra,AND,2008,,6.7161,82577
Andorra,AND,2009,,6.0555,83677
Andorra,AND,2010,,6.1656,84864
Andorra,AND,2011,,5.9821,86165
Andorra,AND,2012,,6.1656,87518
Andorra,AND,2013,,6.2757,88909
Andorra,AND,2014,,6.3858,
Angola,AGO,1800,,,1567028
Angola,AGO,1820,,,1567028
Angola,AGO,1940,,,3738000
Angola,AGO,1950,,0.0367,4147509
Angola,AGO,1951,,0.0734,4219332
Angola,AGO,1952,,0.0734,4296534
Angola,AGO,1953,,0.0734,4376947
Angola,AGO,1954,,0.0734,4458962
Angola,AGO,1955,,0.0734,4541519
Angola,AGO,1956,,0.1101,4624143
Angola,AGO,1957,,0.1468,4706909
Angola,AGO,1958,,0.1101,4790376
Angola,AGO,1959,,0.1101,4875462
Angola,AGO,1960,,0.1101,4963068
Angola,AGO,1961,,0.0734,5053693
Angola,AGO,1962,,0.2202,5147083
Angola,AGO,1963,,0.2202,5242084
Angola,AGO,1964,,0.2202,5337063
Angola,AGO,1965,,0.2202,5431135
Angola,AGO,1966,,0.2936,5524090
Angola,AGO,1967,,0.1835,5617242
Angola,AGO,1968,,0.2936,5713156
Angola,AGO,1969,,0.4771,5815282
Angola,AGO,1970,4746.71875,0.5872,5926333
Angola,AGO,1971,4927.628906,0.5505,6047736
Angola,AGO,1972,4795.146484,0.734,6179685
Angola,AGO,1973,5060.046387,0.7707,6322194
Angola,AGO,1974,5078.355469,0.7707,6474796
Angola,AGO,1975,4727.937012,0.6606,6637419
Angola,AGO,1976,4380.940918,0.4771,6808850
Angola,AGO,1977,4274.328125,0.5138,6989988
Angola,AGO,1978,3934.075928,0.7707,7185188
Angola,AGO,1979,3779.889404,0.734,7400231
Angola,AGO,1980,3914.673096,0.6973,7638420
Angola,AGO,1981,3667.256836,0.6606,7903368
Angola,AGO,1982,3389.012451,0.5505,8191774
Angola,AGO,1983,3460.826416,0.5872,8491682
Angola,AGO,1984,3338.018799,0.5872,8786652
Angola,AGO,1985,3505.512939,0.5138,9065562
Angola,AGO,1986,2873.97168,0.5138,9322550
Angola,AGO,1987,3104.918213,0.6239,9562796
Angola,AGO,1988,2909.204346,0.5138,9799680
Angola,AGO,1989,3032.053955,0.5138,10052567
Angola,AGO,1990,3068.959717,0.4771,10335052
Angola,AGO,1991,2354.886963,0.4771,10653515
Angola,AGO,1992,2537.650879,0.4771,11002910
Angola,AGO,1993,2255.178223,0.5138,11371750
Angola,AGO,1994,2356.67749,0.3303,11742960
Angola,AGO,1995,2284.179199,0.9175,12105105
Angola,AGO,1996,3133.446289,0.8441,12452725
Angola,AGO,1997,2713.087891,0.5872,12792237
Angola,AGO,1998,3063.982422,0.5505,13138265
Angola,AGO,1999,2807.783936,0.6606,13511575
Angola,AGO,2000,2266.947754,0.6973,13926373
Angola,AGO,2001,2534.623535,0.6606,14388244
Angola,AGO,2002,2810.856201,0.8441,14890474
Angola,AGO,2003,2671.211914,0.5872,15419943
Angola,AGO,2004,3061.275146,1.1744,15957460
Angola,AGO,2005,3695.131592,1.1744,16489021
Angola,AGO,2006,4494.814453,1.3212,17010366
Angola,AGO,2007,4724.783691,1.4313,17525367
Angola,AGO,2008,5394.979004,1.3946,18037964
Angola,AGO,2009,4675.468262,1.3579,18555115
Angola,AGO,2010,6130.026855,1.3579,19081912
Angola,AGO,2011,7527.508301,1.3946,19618432
Angola,AGO,2012,7595.546875,1.468,20162517
Angola,AGO,2013,7842.665527,1.3946,20714494
Angola,AGO,2014,7967.857422,1.4313,
Anguilla,AIA,1800,,,2025
Anguilla,AIA,1820,,,2025
Anguilla,AIA,1950,,,5121
Anguilla,AIA,1951,,,5297
Anguilla,AIA,1952,,,5438
Anguilla,AIA,1953,,,5549
Anguilla,AIA,1954,,,5635
Anguilla,AIA,1955,,,5697
Anguilla,AIA,1956,,,5743
Anguilla,AIA,1957,,,5777
Anguilla,AIA,1958,,,5805
Anguilla,AIA,1959,,,5831
Anguilla,AIA,1960,,,5863
Anguilla,AIA,1961,,,5901
Anguilla,AIA,1962,,,5948
Anguilla,AIA,1963,,,6001
Anguilla,AIA,1964,,,6057
Anguilla,AIA,1965,,,6114
Anguilla,AIA,1966,,,6171
Anguilla,AIA,1967,,,6228
Anguilla,AIA,1968,,,6287
Anguilla,AIA,1969,,,6344
Anguilla,AIA,1970,8933.208984,,6400
Anguilla,AIA,1971,8637.801758,,6454
Anguilla,AIA,1972,9561.042969,,6506
Anguilla,AIA,1973,9891.017578,,6554
Anguilla,AIA,1974,9806.714844,,6596
Anguilla,AIA,1975,10081.29004,,6630
Anguilla,AIA,1976,10197.51758,,6662
Anguilla,AIA,1977,10194.43652,,6691
Anguilla,AIA,1978,10916.98828,,6713
Anguilla,AIA,1979,11894.18555,,6716
Anguilla,AIA,1980,12454.92188,,6698
Anguilla,AIA,1981,13145.92188,,6651
Anguilla,AIA,1982,13260.79688,,6586
Anguilla,AIA,1983,13200.00586,,6536
Anguilla,AIA,1984,13410.50781,,6551
Anguilla,AIA,1985,14839.81836,,6661
Anguilla,AIA,1986,17544.89648,,6881
Anguilla,AIA,1987,18614.83984,,7197
Anguilla,AIA,1988,18172.93945,,7575
Anguilla,AIA,1989,19419.66406,,7964
Anguilla,AIA,1990,22759.30273,6.2757,8332
Anguilla,AIA,1991,17328.66016,6.0188,8669
Anguilla,AIA,1992,20939.62109,6.1656,8985
Anguilla,AIA,1993,20934.56055,6.973,9277
Anguilla,AIA,1994,22135.41211,6.7528,9549
Anguilla,AIA,1995,20612.9375,6.8996,9805
Anguilla,AIA,1996,20560.81445,7.0464,10036
Anguilla,AIA,1997,21972.58203,6.8996,10244
Anguilla,AIA,1998,24821.11914,7.34,10461
Anguilla,AIA,1999,25429.41602,7.4501,10727
Anguilla,AIA,2000,24863.07227,8.0373,11068
Anguilla,AIA,2001,24093.97852,8.2942,11498
Anguilla,AIA,2002,21574.50977,7.9272,12003
Anguilla,AIA,2003,22369.80664,8.3309,12548
Anguilla,AIA,2004,25643.23633,9.175,13083
Anguilla,AIA,2005,28679.10547,9.5053,13574
Anguilla,AIA,2006,33309.88672,10.3127,14008
Anguilla,AIA,2007,39237.70703,11.4504,14393
Anguilla,AIA,2008,38679.48828,11.2669,14737
Anguilla,AIA,2009,29119.42969,10.8632,15055
Anguilla,AIA,2010,27138.19727,10.9366,15358
Anguilla,AIA,2011,27386.32813,10.1292,15645
Anguilla,AIA,2012,25682.48047,10.0191,15911
Anguilla,AIA,2013,25410.03516,9.4686,16158
Anguilla,AIA,2014,27290.41016,9.7622,
Antigua and Barbuda,ATG,1800,,,37000
Antigua and Barbuda,ATG,1851,,,37000
Antigua and Barbuda,ATG,1861,,,37000
Antigua and Barbuda,ATG,1871,,,35000
Antigua and Barbuda,ATG,1881,,,35000
Antigua and Barbuda,ATG,1891,,,37000
Antigua and Barbuda,ATG,1901,,,35000
Antigua and Barbuda,ATG,1911,,,32000
Antigua and Barbuda,ATG,1921,,,30000
Antigua and Barbuda,ATG,1946,,,42000
Antigua and Barbuda,ATG,1950,,,46301
Antigua and Barbuda,ATG,1951,,,48316
Antigua and Barbuda,ATG,1952,,,49906
Antigua and Barbuda,ATG,1953,,,51117
Antigua and Barbuda,ATG,1954,,,52002
Antigua and Barbuda,ATG,1955,,,52625
Antigua and Barbuda,ATG,1956,,,53061
Antigua and Barbuda,ATG,1957,,,53393
Antigua and Barbuda,ATG,1958,,,53711
Antigua and Barbuda,ATG,1959,,,54107
Antigua and Barbuda,ATG,1960,,,54657
Antigua and Barbuda,ATG,1961,,,55408
Antigua and Barbuda,ATG,1962,,,56362
Antigua and Barbuda,ATG,1963,,,57472
Antigua and Barbuda,ATG,1964,,,58653
Antigua and Barbuda,ATG,1965,,,59844
Antigua and Barbuda,ATG,1966,,,61032
Antigua and Barbuda,ATG,1967,,,62226
Antigua and Barbuda,ATG,1968,,,63401
Antigua and Barbuda,ATG,1969,,,64528
Antigua and Barbuda,ATG,1970,4503.094238,,65587
Antigua and Barbuda,ATG,1971,4765.646484,,66554
Antigua and Barbuda,ATG,1972,5050.427246,,67419
Antigua and Barbuda,ATG,1973,5397.594238,,68182
Antigua and Barbuda,ATG,1974,5590.70166,,68848
Antigua and Barbuda,ATG,1975,5211.160645,,69420
Antigua and Barbuda,ATG,1976,4684.72168,,69910
Antigua and Barbuda,ATG,1977,4992.644531,,70301
Antigua and Barbuda,ATG,1978,5019.318848,,70533
Antigua and Barbuda,ATG,1979,6222.45166,,70525
Antigua and Barbuda,ATG,1980,6019.597168,,70228
Antigua and Barbuda,ATG,1981,6295.213379,,69639
Antigua and Barbuda,ATG,1982,7982.004883,,68803
Antigua and Barbuda,ATG,1983,8351.375,,67792
Antigua and Barbuda,ATG,1984,7353.712402,,66701
Antigua and Barbuda,ATG,1985,8067.410645,,65614
Antigua and Barbuda,ATG,1986,9636.017578,,64539
Antigua and Barbuda,ATG,1987,10364.35938,,63510
Antigua and Barbuda,ATG,1988,11682.77539,,62669
Antigua and Barbuda,ATG,1989,12304.53613,,62192
Antigua and Barbuda,ATG,1990,12842.99023,,62202
Antigua and Barbuda,ATG,1991,13008.12402,,62754
Antigua and Barbuda,ATG,1992,13130.61523,,63802
Antigua and Barbuda,ATG,1993,13781.97363,,65238
Antigua and Barbuda,ATG,1994,14235.97461,,66895
Antigua and Barbuda,ATG,1995,13233.52051,,68642
Antigua and Barbuda,ATG,1996,13525.42188,,70450
Antigua and Barbuda,ATG,1997,14005.90332,,72322
Antigua and Barbuda,ATG,1998,14630.12012,,74190
Antigua and Barbuda,ATG,1999,15009.22266,,75985
Antigua and Barbuda,ATG,2000,15229.71484,,77656
Antigua and Barbuda,ATG,2001,14969.86816,,79165
Antigua and Barbuda,ATG,2002,15576.33008,,80507
Antigua and Barbuda,ATG,2003,15950.92773,,81716
Antigua and Barbuda,ATG,2004,16603.96094,,82838
Antigua and Barbuda,ATG,2005,17499.28125,,83916
Antigua and Barbuda,ATG,2006,19597.47266,,84952
Antigua and Barbuda,ATG,2007,21427.17969,,85935
Antigua and Barbuda,ATG,2008,22674.7832,,86881
Antigua and Barbuda,ATG,2009,21447.41211,,87802
Antigua and Barbuda,ATG,2010,19725.58789,,88710
Antigua and Barbuda,ATG,2011,19766.77539,,89612
Antigua and Barbuda,ATG,2012,20216.83789,,90510
Antigua and Barbuda,ATG,2013,20322.51953,,91404
Antigua and Barbuda,ATG,2014,21001.60352,,
Argentina,ARG,1800,,,534000
Argentina,ARG,1820,,,534000
Argentina,ARG,1850,,,1100000
Argentina,ARG,1870,,,1796000
Argentina,ARG,1890,,,3376000
Argentina,ARG,1900,,,4693000
Argentina,ARG,1901,,,4873000
Argentina,ARG,1902,,,5060000
Argentina,ARG,1903,,,5254000
Argentina,ARG,1904,,,5455000
Argentina,ARG,1905,,,5664000
Argentina,ARG,1906,,,5881000
Argentina,ARG,1907,,,6107000
Argentina,ARG,1908,,,6341000
Argentina,ARG,1909,,,6584000
Argentina,ARG,1910,,,6836000
Argentina,ARG,1911,,,7098000
Argentina,ARG,1912,,,7370000
Argentina,ARG,1913,,,7653000
Argentina,ARG,1914,,,7885000
Argentina,ARG,1915,,,8072000
Argentina,ARG,1916,,,8226000
Argentina,ARG,1917,,,8374000
Argentina,ARG,1918,,,8518000
Argentina,ARG,1919,,,8672000
Argentina,ARG,1920,,,8861000
Argentina,ARG,1921,,,9092000
Argentina,ARG,1922,,,9368000
Argentina,ARG,1923,,,9707000
Argentina,ARG,1924,,,10054000
Argentina,ARG,1925,,,10358000
Argentina,ARG,1926,,,10652000
Argentina,ARG,1927,,,10965000
Argentina,ARG,1928,,,11282000
Argentina,ARG,1929,,,11592000
Argentina,ARG,1930,,,11896000
Argentina,ARG,1931,,,12167000
Argentina,ARG,1932,,,12402000
Argentina,ARG,1933,,,12623000
