,Kenya,Iceland,"China, Hong Kong SAR","China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Belgium,Thailand,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,South Africa,Norway,Yemen,Portugal,Australia & New Zealand,Barbados,Mongolia,French Polynesia,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Latvia,Mauritius,Luxembourg,Israel,Dominica,Fiji,Cabo Verde,Turkmenistan,United Arab Emirates,Switzerland,Sri Lanka,Grenada,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Yugoslav SFR,Malta,Colombia,Libya,Sudan (former),Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,Kazakhstan,Estonia,France,Micronesia,Poland,"China, mainland",Russian Federation,Timor-Leste,Ukraine,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,Uzbekistan,South Sudan,Guadeloupe,Denmark,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,Morocco,Niger,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Djibouti,Kuwait,Cuba,Republic of Moldova,Turkey,Czechia,French Guiana,Suriname,Ghana,Costa Rica,Georgia,India,El Salvador,Austria,Bahrain,Czechoslovakia,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Italy,Singapore,Polynesia,Panama,Australia,Montserrat,Lithuania,Finland,Netherlands,Oman,Guyana,New Zealand,Guam,Belgium-Luxembourg
1988,-1.0,500.0,1370.0,64239.0,-1.0,-1.0,93770.0,5800.0,253372.0,4800.0,-1.0,205000.0,-1.0,307000.0,-1.0,166800.0,21700.0,-1.0,504660.0,200989.0,0.0,22478.0,11229.0,13325.0,7500.0,20463.0,402.0,-1.0,497.0,43530.0,-1.0,-1.0,-1,800.0,-1.0,-1.0,3160.0,-1.0,83150.0,1700.0,-1.0,220.0,-1.0,3976.0,9400.0,22854.0,52.0,-1.0,265000.0,-1.0,5965609.0,113699.0,-1.0,4027.0,16000.0,-1.0,100000.0,-1.0,86800.0,-1.0,28000.0,159293.0,-1.0,-1.0,-1.0,124700.0,278.0,495676.0,5900000.0,-1.0,-1.0,-1.0,-1.0,3890.0,18071.0,63000.0,-1.0,-1.0,-1.0,34000.0,148602.0,-1.0,3000.0,-1.0,-1,2950.0,10000.0,84900.0,975300.0,11093.0,290900.0,9144.0,11000.0,161.0,356424.0,17500.0,-1.0,-1.0,155296.0,591100.0,12990.0,350.0,-1.0,-1.0,41742.0,44818.0,-1.0,800000.0,-1.0,-1.0,1309.0,50.0,-1.0,-1.0,95000.0,7300.0,24971.0,633.0,102575.0,15694.0,577.0,276661.0,1470000.0,244000.0,-1.0,-1.0,68001.0,-1.0,1100.0,-1.0,-1.0,-1.0,8565.0,-1.0,3658.0,113430.0,1600.0,497.0,979.0,17763.0,60.0,-1.0,36850.0,413000.0,-1.0,-1.0,2700.0,278.0,41950.0
1989,-1.0,429.0,1670.0,51435.0,-1.0,-1.0,90542.0,6000.0,183700.0,4200.0,-1.0,205000.0,-1.0,324386.0,-1.0,162500.0,25000.0,-1.0,844975.0,212383.0,0.0,23288.0,10891.0,14544.0,7500.0,20468.0,431.0,-1.0,480.0,50404.0,-1.0,-1.0,-1,818.0,-1.0,-1.0,5125.0,-1.0,86170.0,1898.0,-1.0,275.0,-1.0,6158.0,8317.0,25074.0,55.0,-1.0,290000.0,-1.0,6183105.0,106249.0,-1.0,3850.0,19000.0,-1.0,115000.0,-1.0,87495.0,-1.0,29000.0,76559.0,-1.0,-1.0,-1.0,132900.0,270.0,352465.0,6130000.0,-1.0,-1.0,-1.0,-1.0,4000.0,14011.0,64000.0,-1.0,-1.0,-1.0,36500.0,156818.0,-1.0,3000.0,-1.0,-1,3290.0,10000.0,96300.0,975000.0,7801.0,342800.0,8769.0,11800.0,180.0,346082.0,21800.0,-1.0,325.0,128005.0,583000.0,14218.0,350.0,-1.0,-1.0,57710.0,45000.0,-1.0,800000.0,-1.0,-1.0,2076.0,50.0,-1.0,-1.0,98000.0,7400.0,19559.0,673.0,63168.0,16060.0,981.0,267161.0,1358000.0,183000.0,-1.0,-1.0,53087.0,-1.0,1200.0,-1.0,-1.0,-1.0,8202.0,-1.0,1589.0,108570.0,1500.0,480.0,1089.0,17168.0,60.0,-1.0,32022.0,437500.0,-1.0,-1.0,3300.0,270.0,60500.0
1990,-1.0,391.0,1920.0,47809.0,-1.0,-1.0,83410.0,4872.0,173200.0,4200.0,-1.0,206000.0,-1.0,255156.0,-1.0,163770.0,25000.0,400.0,1484721.0,216130.0,-1.0,20152.0,11049.0,11149.0,9000.0,23197.0,350.0,-1.0,450.0,28776.0,-1.0,-1.0,-1,820.0,-1.0,-1.0,4865.0,-1.0,93756.0,1961.0,-1.0,280.0,-1.0,6963.0,9445.0,25830.0,54.0,-1.0,267000.0,-1.0,6789729.0,101194.0,-1.0,4125.0,22000.0,5000.0,140000.0,-1.0,105021.0,-1.0,30673.0,95524.0,-1.0,-1.0,-1.0,133700.0,265.0,387547.0,6740000.0,-1.0,9.0,-1.0,-1.0,3280.0,11183.0,65000.0,-1.0,30000.0,-1.0,37000.0,124560.0,-1.0,2399.0,-1.0,-1,2500.0,10000.0,121768.0,931100.0,8366.0,361800.0,8532.0,13000.0,200.0,330225.0,37421.0,-1.0,58.0,149274.0,592830.0,15025.0,352.0,-1.0,5.0,34263.0,45000.0,-1.0,1000000.0,-1.0,-1.0,2516.0,45.0,-1.0,-1.0,102000.0,7500.0,23276.0,436.0,79618.0,19741.0,1048.0,297771.0,1360000.0,79463.0,-1.0,7930.0,54341.0,-1.0,1800.0,20000.0,31000.0,-1.0,8115.0,430.0,2859.0,109578.0,1200.0,450.0,1199.0,17997.0,65.0,-1.0,33087.0,448100.0,2600.0,-1.0,5200.0,265.0,47900.0
1991,50.0,426.0,1280.0,49923.0,-1.0,-1.0,96070.0,5599.0,143435.0,4250.0,-1.0,207000.0,-1.0,268201.0,-1.0,189200.0,32500.0,600.0,799716.0,267146.0,-1.0,20420.0,11889.0,11128.0,8500.0,17883.0,504.0,-1.0,542.0,34978.0,-1.0,-1.0,-1,825.0,-1.0,-1.0,4765.0,-1.0,94453.0,1966.0,-1.0,105.0,-1.0,10468.0,9788.0,19087.0,50.0,-1.0,250299.0,-1.0,7466203.0,123345.0,-1.0,4800.0,18000.0,10000.0,157784.0,-1.0,108398.0,-1.0,26585.0,108211.0,-1.0,-1.0,-1.0,147500.0,260.0,463156.0,7415000.0,-1.0,0.0,-1.0,-1.0,3610.0,13667.0,67000.0,-1.0,40000.0,-1.0,30000.0,123879.0,-1.0,4000.0,-1.0,-1,2500.0,12044.0,77970.0,889100.0,11924.0,297670.0,8438.0,13800.0,230.0,336276.0,30210.0,-1.0,60.0,151534.0,565200.0,15155.0,286.0,-1.0,5.0,5000.0,45000.0,-1.0,1010000.0,-1.0,-1.0,4218.0,2.0,-1.0,-1.0,105690.0,7600.0,24326.0,353.0,113229.0,15433.0,1158.0,270936.0,1435000.0,61638.0,-1.0,7960.0,56246.0,-1.0,1900.0,20832.0,34000.0,-1.0,6885.0,620.0,2982.0,100282.0,1100.0,542.0,1256.0,13883.0,69.0,-1.0,35194.0,475800.0,3200.0,-1.0,4000.0,260.0,66808.0
1992,210.0,400.0,1580.0,49939.0,81000.0,16222.0,110096.0,5747.0,157588.0,3600.0,-1.0,208000.0,-1.0,268436.0,26736.0,155200.0,32300.0,550.0,1057400.0,273041.0,-1.0,18823.0,11578.0,11804.0,7500.0,19113.0,489.0,500.0,482.0,36635.0,3747.0,-1.0,-1,830.0,9500.0,15000.0,4545.0,-1.0,74328.0,1779.0,-1.0,240.0,3000.0,15960.0,8600.0,17502.0,57.0,60000.0,270310.0,-1.0,7651519.0,-1.0,-1.0,4538.0,16000.0,15000.0,151753.0,12000.0,115424.0,-1.0,25109.0,99137.0,-1.0,123000.0,8811.0,146300.0,262.0,395493.0,7600000.0,330000.0,5.0,386800.0,-1.0,3329.0,16401.0,70000.0,-1.0,50000.0,-1.0,33000.0,141400.0,43000.0,4500.0,197200.0,-1,4296.0,8100.0,86890.0,898900.0,13417.0,375000.0,7297.0,12500.0,250.0,328654.0,16165.0,-1.0,348.0,119494.0,921600.0,15150.0,287.0,-1.0,5.0,9437.0,45000.0,55000.0,1050000.0,-1.0,-1.0,4747.0,3.0,-1.0,20000.0,109000.0,7700.0,21877.0,572.0,101201.0,13245.0,1346.0,217784.0,-1.0,99320.0,-1.0,8760.0,34214.0,-1.0,2500.0,21048.0,47000.0,-1.0,9137.0,490.0,2634.0,103885.0,1000.0,482.0,1315.0,15628.0,70.0,10000.0,37704.0,506700.0,2700.0,-1.0,3485.0,262.0,67700.0
1993,50.0,583.0,1370.0,51714.0,114000.0,20908.0,128261.0,6249.0,164700.0,3000.0,-1.0,210000.0,-1.0,418000.0,20874.0,182900.0,15500.0,400.0,1184655.0,348547.0,2180.0,19791.0,11950.0,11728.0,7000.0,17017.0,675.0,800.0,560.0,32436.0,4124.0,-1.0,-1,851.0,8500.0,18000.0,5497.0,-1.0,82400.0,1404.0,2180.0,165.0,5000.0,15840.0,8560.0,18312.0,82.0,55000.0,247000.0,-1.0,9253084.0,-1.0,-1.0,4671.0,13000.0,20000.0,155000.0,8900.0,108655.0,-1.0,23856.0,89389.0,-1.0,100500.0,5227.0,141400.0,262.0,376615.0,9200000.0,328000.0,26.0,636000.0,50.0,3681.0,21241.0,60000.0,-1.0,60000.0,-1.0,47000.0,118600.0,36000.0,5000.0,171600.0,-1,4290.0,7722.0,89690.0,835500.0,13542.0,350000.0,6392.0,12600.0,231.0,335700.0,19200.0,-1.0,364.0,104001.0,955900.0,15470.0,287.0,-1.0,6.0,25407.0,34000.0,56000.0,1050000.0,54746.0,-1.0,5100.0,5.0,-1.0,30000.0,111000.0,7700.0,20531.0,329.0,-1.0,27700.0,890.0,283480.0,-1.0,111414.0,501.0,25452.0,45957.0,-1.0,2300.0,21000.0,52000.0,40300.0,12539.0,900.0,2510.0,105270.0,500.0,560.0,1400.0,14017.0,70.0,20000.0,39200.0,515000.0,2000.0,-1.0,3000.0,262.0,48900.0
1994,989.0,606.0,1729.0,42179.0,124000.0,24080.0,132304.0,6941.0,131863.0,3000.0,-1.0,215000.0,-1.0,530000.0,19258.0,184500.0,19000.0,417.0,1226736.0,303436.0,391.0,15307.0,11398.0,10570.0,7500.0,16000.0,367.0,700.0,581.0,40469.0,4696.0,-1.0,-1,874.0,8600.0,15000.0,5847.0,-1.0,83500.0,1500.0,391.0,225.0,10000.0,13193.0,7200.0,25206.0,59.0,50000.0,290000.0,-1.0,10543908.0,-1.0,-1.0,4635.0,10000.0,30000.0,178000.0,11000.0,111000.0,-1.0,22000.0,92971.0,-1.0,90000.0,6000.0,142300.0,270.0,365963.0,10500000.0,330000.0,30.0,516000.0,55.0,3720.0,3335.0,65000.0,-1.0,70000.0,-1.0,50000.0,148800.0,30000.0,5500.0,168000.0,-1,4290.0,7700.0,96260.0,865500.0,13046.0,340000.0,10985.0,12300.0,219.0,338908.0,26125.0,-1.0,36.0,98586.0,1001800.0,15820.0,286.0,-1.0,6.0,16080.0,48000.0,45000.0,1140000.0,51287.0,3535.0,5500.0,11.0,100.0,20000.0,113000.0,7800.0,21696.0,516.0,-1.0,27700.0,1961.0,262017.0,-1.0,100000.0,2230.0,25500.0,35068.0,-1.0,2400.0,21339.0,57000.0,39000.0,15980.0,960.0,3917.0,104610.0,175.0,581.0,1500.0,14000.0,75.0,10000.0,41200.0,536700.0,1900.0,-1.0,2000.0,270.0,48438.0
1995,72.0,606.0,1290.0,50544.0,120000.0,20000.0,148734.0,6806.0,141900.0,3000.0,-1.0,220000.0,500.0,631326.0,20800.0,181700.0,19000.0,403.0,1286120.0,337348.0,1000.0,15321.0,11413.0,10683.0,7447.0,15144.0,1428.0,900.0,635.0,44472.0,6581.0,-1.0,-1,900.0,8600.0,14000.0,7160.0,-1.0,94000.0,1563.0,1000.0,250.0,7500.0,13612.0,7500.0,27000.0,66.0,50000.0,330000.0,-1.0,11576834.0,-1.0,-1.0,5000.0,5500.0,40000.0,187520.0,15400.0,89700.0,-1.0,21777.0,93747.0,-1.0,95000.0,4567.0,148263.0,276.0,406100.0,11525000.0,450000.0,135.0,668700.0,60.0,3800.0,4358.0,60000.0,-1.0,80000.0,-1.0,43355.0,172000.0,35000.0,6000.0,154000.0,-1,3390.0,7300.0,99400.0,826400.0,13000.0,345000.0,13144.0,14000.0,200.0,341674.0,23340.0,-1.0,58.0,157803.0,1008000.0,16445.0,295.0,-1.0,7.0,23173.0,34020.0,33410.0,1250000.0,45769.0,3410.0,4800.0,16.0,100.0,20300.0,114000.0,7900.0,24876.0,527.0,-1.0,27700.0,3861.0,310975.0,-1.0,124000.0,1876.0,25000.0,95400.0,-1.0,2500.0,22000.0,41000.0,21800.0,18597.0,1200.0,3697.0,97680.0,55.0,635.0,1433.0,14144.0,71.0,2500.0,40200.0,508000.0,2500.0,-1.0,1000.0,276.0,44445.0
1996,435.0,603.0,1300.0,52465.0,140000.0,25884.0,146654.0,8764.0,125427.0,3000.0,-1.0,210000.0,498.0,614381.0,20488.0,151900.0,21000.0,408.0,1065000.0,359708.0,1081.0,16133.0,11057.0,11457.0,7000.0,16523.0,1450.0,700.0,660.0,42390.0,6784.0,-1.0,-1,950.0,7000.0,12000.0,6273.0,-1.0,105700.0,1550.0,1081.0,295.0,8000.0,11828.0,7000.0,26000.0,70.0,57003.0,360000.0,-1.0,13353765.0,-1.0,-1.0,5500.0,6000.0,60000.0,219014.0,20300.0,85600.0,99165.0,22637.0,101983.0,-1.0,102000.0,3513.0,139800.0,283.0,310000.0,13300000.0,500000.0,100.0,691100.0,60.0,3513.0,4620.0,63975.0,-1.0,90000.0,-1.0,40000.0,124862.0,48000.0,6500.0,141000.0,-1,4060.0,11500.0,114530.0,822900.0,13500.0,342000.0,15092.0,13000.0,207.0,389000.0,34410.0,-1.0,32.0,118255.0,957700.0,17000.0,300.0,-1.0,7.0,22238.0,51706.0,40000.0,1300000.0,52768.0,3410.0,4300.0,23.0,150.0,33900.0,115000.0,8000.0,25979.0,530.0,-1.0,32400.0,4583.0,343120.0,-1.0,110000.0,1934.0,25500.0,74184.0,-1.0,2000.0,24014.0,38000.0,25000.0,17407.0,1340.0,3452.0,102300.0,20.0,660.0,1501.0,16523.0,72.0,12100.0,38352.0,505100.0,2800.0,-1.0,0.0,283.0,32675.0
1997,700.0,704.0,1500.0,62385.0,172300.0,28576.0,121539.0,8488.0,105700.0,3200.0,-1.0,215133.0,538.0,489595.0,18000.0,171000.0,22000.0,411.0,1037687.0,332877.0,1111.0,16307.0,10431.0,10134.0,8683.0,15876.0,1400.0,1000.0,646.0,35352.0,6625.0,-1.0,-1,960.0,6200.0,6300.0,8827.0,-1.0,102390.0,1588.0,1111.0,340.0,10000.0,12552.0,6800.0,27000.0,70.0,49036.0,398000.0,-1.0,14263885.0,-1.0,-1.0,5700.0,10000.0,80000.0,166249.0,29400.0,82000.0,112383.0,22670.0,119053.0,-1.0,125000.0,6888.0,140229.0,294.0,335000.0,14200000.0,590000.0,105.0,682600.0,65.0,3440.0,13536.0,64185.0,-1.0,100000.0,-1.0,50000.0,134845.0,35000.0,7000.0,134600.0,-1,2620.0,11500.0,116610.0,797600.0,14000.0,340000.0,14057.0,13500.0,208.0,490000.0,29300.0,-1.0,87.0,134353.0,1087300.0,18000.0,292.0,-1.0,7.0,26537.0,51000.0,53000.0,1400000.0,56295.0,2750.0,4400.0,29.0,100.0,35000.0,116000.0,8000.0,39843.0,535.0,-1.0,32400.0,4827.0,413375.0,-1.0,110000.0,784.0,25000.0,62204.0,-1.0,1700.0,30330.0,43000.0,24000.0,13505.0,1330.0,2684.0,110300.0,0.0,646.0,1572.0,15876.0,72.0,17500.0,43400.0,485000.0,2000.0,4000.0,0.0,294.0,30200.0
1998,70.0,779.0,2000.0,75451.0,144500.0,36955.0,135560.0,9125.0,126700.0,3200.0,-1.0,215000.0,580.0,506889.0,22000.0,167000.0,28000.0,414.0,1291000.0,408317.0,1115.0,15000.0,10649.0,13111.0,8518.0,16025.0,1400.0,1500.0,565.0,41983.0,4790.0,272.0,-1,950.0,5800.0,3100.0,7965.0,-1.0,115480.0,1600.0,1115.0,495.0,9000.0,15003.0,6500.0,28000.0,70.0,53349.0,450000.0,-1.0,15077451.0,-1.0,720.0,5687.0,15000.0,100000.0,142800.0,35800.0,84000.0,108412.0,22592.0,125583.0,-1.0,136219.0,5594.0,143400.0,309.0,400000.0,15000000.0,750000.0,178.0,627100.0,70.0,3374.0,18503.0,63500.0,-1.0,110000.0,-1.0,55000.0,132824.0,40000.0,7500.0,135700.0,-1,2669.0,11500.0,148770.0,746300.0,15949.0,344000.0,16299.0,16000.0,210.0,446600.0,36215.0,-1.0,128.0,193276.0,1049500.0,18000.0,290.0,-1.0,7.0,32608.0,77491.0,26830.0,1475000.0,48676.0,3695.0,1550.0,33.0,100.0,30000.0,117000.0,8000.0,39038.0,540.0,-1.0,32400.0,2324.0,430000.0,-1.0,116000.0,595.0,25000.0,93287.0,-1.0,1600.0,30981.0,48000.0,40198.0,14691.0,1260.0,3861.0,66800.0,1.0,837.0,1646.0,16025.0,72.0,17900.0,37527.0,445000.0,2300.0,4796.0,0.0,309.0,26700.0
1999,857.0,837.0,2500.0,73576.0,178500.0,25000.0,133000.0,9292.0,93814.0,4000.0,-1.0,210000.0,624.0,431950.0,24855.0,157000.0,28000.0,410.0,1367430.0,418796.0,1119.0,14000.0,10946.0,13713.0,8405.0,17920.0,1450.0,1500.0,937.0,46329.0,5578.0,300.0,-1,960.0,6800.0,7500.0,8693.0,-1.0,108300.0,1650.0,1119.0,1020.0,10000.0,16926.0,7000.0,26682.0,75.0,70734.0,563970.0,-1.0,16576076.0,-1.0,730.0,6000.0,28080.0,126000.0,119300.0,45900.0,84000.0,108994.0,23000.0,125791.0,-1.0,162000.0,6130.0,147100.0,333.0,385000.0,16500000.0,850000.0,172.0,641100.0,75.0,3309.0,18068.0,64643.0,-1.0,121112.0,-1.0,52000.0,146378.0,55300.0,8000.0,151100.0,-1,3918.0,11500.0,164070.0,765900.0,17288.0,411000.0,17347.0,18500.0,212.0,412000.0,26020.0,-1.0,103.0,170660.0,1110760.0,19000.0,280.0,-1.0,7.0,28607.0,102001.0,32050.0,1650000.0,52108.0,3695.0,1400.0,39.0,250.0,42000.0,118000.0,8000.0,44517.0,551.0,-1.0,36615.0,6325.0,476071.0,-1.0,145000.0,428.0,25500.0,68105.0,-1.0,1600.0,15912.0,37000.0,40697.0,15378.0,1400.0,2494.0,47400.0,1.0,1237.0,1806.0,17920.0,72.0,14200.0,44115.0,455000.0,1100.0,5000.0,0.0,333.0,25413.0
2000,627.0,831.0,2000.0,67181.0,158000.0,11000.0,135948.0,8845.0,91302.0,4940.0,23757.0,298831.0,669.0,423282.0,25151.0,164000.0,28500.0,400.0,1342000.0,453525.0,1100.0,15000.0,12099.0,13989.0,8443.0,16723.0,1500.0,2600.0,1000.0,52837.0,3002.0,320.0,-1,950.0,5000.0,1940.0,9000.0,-1.0,124300.0,1646.0,1100.0,1200.0,12000.0,36833.0,8370.0,26441.0,75.0,80500.0,566980.0,-1.0,23269181.0,-1.0,750.0,6435.0,22000.0,144000.0,149400.0,49800.0,79800.0,135745.0,25000.0,102651.0,-1.0,190600.0,5605.0,149956.0,358.0,356000.0,23200000.0,1192000.0,200.0,709000.0,80.0,3500.0,16284.0,64000.0,-1.0,122002.0,-1.0,40000.0,160447.0,30000.0,8500.0,150000.0,-1,3700.0,13668.0,175610.0,766500.0,5618.0,390000.0,18048.0,16500.0,211.0,425000.0,23980.0,1000.0,109.0,131287.0,1106351.0,20000.0,285.0,-1.0,7.0,31590.0,201210.0,19900.0,1825000.0,40657.0,3364.0,1500.0,41.0,650.0,50200.0,119000.0,8500.0,42837.0,290.0,-1.0,37404.0,7890.0,459261.0,-1.0,108000.0,500.0,25000.0,135608.0,-1.0,1600.0,16245.0,30000.0,44700.0,13473.0,1770.0,3503.0,58923.0,0.0,1320.0,1891.0,16723.0,72.0,8600.0,40750.0,410000.0,2000.0,8379.0,0.0,358.0,-1.0
2001,536.0,1049.0,1833.0,72218.0,150000.0,14451.0,165521.0,8618.0,102004.0,5705.0,25000.0,287693.0,716.0,431921.0,25563.0,163000.0,29300.0,410.0,1233000.0,451518.0,1061.0,15202.0,12470.0,14637.0,8390.0,9736.0,1550.0,2600.0,950.0,59392.0,3170.0,350.0,-1,928.0,8500.0,4700.0,9355.0,-1.0,119500.0,1656.0,1061.0,1250.0,12000.0,23981.0,8841.0,26617.0,75.0,96000.0,567610.0,-1.0,25074051.0,-1.0,760.0,5700.0,10500.0,144000.0,161000.0,57800.0,71500.0,147641.0,26000.0,98596.0,-1.0,200000.0,11479.0,127422.0,375.0,340000.0,25000000.0,1197000.0,230.0,467000.0,100.0,3238.0,16550.0,65000.0,-1.0,117352.0,-1.0,50000.0,210000.0,39100.0,9000.0,157000.0,-1,3400.0,13700.0,186086.0,735500.0,4375.0,361000.0,13855.0,17500.0,205.0,440000.0,36320.0,1363.0,196.0,62504.0,1052913.0,21000.0,289.0,-1.0,7.0,32300.0,248044.0,25900.0,1740000.0,35341.0,3299.0,1550.0,48.0,1100.0,80000.0,120000.0,8500.0,43760.0,290.0,-1.0,29500.0,4356.0,460808.0,-1.0,135000.0,512.0,59000.0,78087.0,-1.0,1844.0,25644.0,32000.0,35900.0,15796.0,1780.0,4707.0,51565.0,0.0,1300.0,2540.0,9736.0,72.0,8000.0,44700.0,425000.0,2900.0,4235.0,0.0,375.0,-1.0
2002,720.0,1012.0,1808.0,71163.0,179000.0,13897.0,176496.0,8995.0,140953.0,6757.0,26400.0,266914.0,700.0,406141.0,26485.0,166000.0,30900.0,400.0,1430000.0,463707.0,1066.0,15176.0,12442.0,15177.0,8465.0,14390.0,1702.0,3200.0,900.0,67568.0,3347.0,400.0,-1,913.0,10000.0,7800.0,9841.0,-1.0,143950.0,1646.0,1066.0,1260.0,18000.0,25883.0,9258.0,26000.0,80.0,137622.0,538443.0,23416.0,27572971.0,-1.0,809.0,5500.0,10000.0,144000.0,132194.0,26091.0,73600.0,147641.0,26500.0,96411.0,-1.0,246000.0,8132.0,137245.0,390.0,260000.0,27500000.0,1173690.0,260.0,650900.0,120.0,3550.0,16357.0,65270.0,-1.0,127429.0,-1.0,45000.0,238800.0,36580.0,9712.0,165560.0,-1,3000.0,13688.0,170337.0,729200.0,4234.0,495000.0,13905.0,16400.0,210.0,516832.0,45200.0,1397.0,189.0,73527.0,1115495.0,22000.0,293.0,-1.0,7.0,32609.0,300226.0,36500.0,1670000.0,34623.0,3700.0,1500.0,54.0,2000.0,83000.0,122610.0,8500.0,42949.0,57.0,-1.0,35250.0,903.0,434794.0,-1.0,140760.0,800.0,61369.0,120268.0,-1.0,1702.0,24989.0,32000.0,27126.0,13516.0,1920.0,3607.0,66621.0,0.0,1300.0,2558.0,14390.0,72.0,8300.0,45300.0,433000.0,2700.0,4000.0,0.0,390.0,-1.0
2003,452.0,896.0,1786.0,56864.0,255002.0,11200.0,179605.0,9127.0,152025.0,13200.0,28000.0,253042.0,821.0,514210.0,28900.0,161000.0,39500.0,363.0,1556477.0,445033.0,1072.0,15160.0,13881.0,15704.0,8405.0,15000.0,2018.0,2000.0,898.0,71840.0,2760.0,455.0,-1,899.0,15000.0,17498.0,11820.0,-1.0,148220.0,1648.0,1072.0,1275.0,19800.0,11307.0,9145.0,23390.0,80.0,156584.0,674117.0,18739.0,27358650.0,-1.0,853.0,12064.0,10768.0,84000.0,156000.0,50164.0,77000.0,152817.0,27000.0,94290.0,-1.0,226643.0,6749.0,135772.0,392.0,488458.0,27300000.0,1312030.0,290.0,816100.0,130.0,2015.0,27315.0,66000.0,-1.0,122306.0,-1.0,49435.0,232239.0,36582.0,9940.0,168040.0,-1,2538.0,18664.0,178122.0,684100.0,3079.0,369000.0,13994.0,14300.0,220.0,577124.0,46300.0,1500.0,248.0,85304.0,1073945.0,23000.0,300.0,-1.0,7.0,34072.0,347239.0,33100.0,1780000.0,29050.0,2560.0,1450.0,61.0,1000.0,90000.0,125297.0,8500.0,43153.0,33.0,-1.0,31074.0,94.0,475000.0,-1.0,151319.0,1200.0,65357.0,102279.0,529.0,1688.0,17349.0,53300.0,26383.0,16134.0,2070.0,1889.0,67397.0,0.0,1353.0,2576.0,15000.0,75.0,7331.0,44216.0,430000.0,3000.0,4396.0,0.0,392.0,-1.0
2004,630.0,930.0,1767.0,57515.0,265939.0,10534.0,216644.0,9540.0,149074.0,3500.0,29900.0,271219.0,878.0,477716.0,35730.0,156108.0,35000.0,339.0,1715024.0,407464.0,1078.0,15849.0,14276.0,7811.0,8384.0,16265.0,1362.0,2000.0,843.0,91850.0,3145.0,450.0,-1,884.0,17500.0,12069.0,12625.0,-1.0,144980.0,1650.0,1078.0,1270.0,20000.0,26000.0,8058.0,22910.0,80.0,151140.0,583114.0,23622.0,27059282.0,-1.0,694.0,7861.0,11000.0,24000.0,159000.0,55743.0,61400.0,141631.0,27500.0,82741.0,557.0,260024.0,6705.0,135869.0,392.0,463829.0,27000000.0,1321870.0,320.0,712500.0,135.0,2028.0,23543.0,65731.0,63288.0,124997.0,-1.0,52531.0,204903.0,60250.0,8157.0,184320.0,-1,2970.0,18664.0,186514.0,672900.0,4461.0,433000.0,16982.0,17686.0,225.0,550378.0,40945.0,1436.0,101.0,86560.0,1047699.0,25000.0,294.0,-1.0,7.0,34000.0,365471.0,21259.0,1725000.0,17013.0,1803.0,1700.0,68.0,1000.0,62500.0,128132.0,12213.0,41600.0,41.0,-1.0,30400.0,92.0,518385.0,-1.0,199494.0,2949.0,68587.0,102476.0,725.0,1683.0,17924.0,53500.0,23568.0,13713.0,2380.0,1889.0,79772.0,0.0,1293.0,2594.0,16265.0,73.0,5235.0,42082.0,435000.0,3300.0,3900.0,0.0,392.0,-1.0
