,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Melanesia,Papua New Guinea,Norway,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Mauritius,Luxembourg,Israel,Zambia,Belgium,United Arab Emirates,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Poland,"China, mainland",Mali,Timor-Leste,Thailand,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Germany,Turkey,South Sudan,Cabo Verde,Denmark,Canada,Japan,Bermuda,Iraq,Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Pakistan,Czechoslovakia,Czechia,French Guiana,Argentina,Ghana,Costa Rica,India,Guadeloupe,Austria,Niger,Morocco,Congo,Qatar,Mexico,USSR,Romania,Ecuador,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,France,Italy,Singapore,Polynesia,Australia,Egypt,Lithuania,Finland,Netherlands,Sudan (former),Guyana,Republic of Moldova,Belgium-Luxembourg
1981,-1.0,2550.0,37255.0,-1.0,-1.0,10886.0,48035.0,700.0,-1.0,-1.0,-1.0,43414.0,-1.0,82238.0,1600.0,-1.0,31807.0,30.0,30.0,930.0,-1.0,43532.0,29000.0,-1.0,7697.0,-1.0,-1.0,-1.0,1613.0,-1.0,1200.0,-1.0,5900.0,-1,-1.0,89.0,-1.0,12900.0,18146.0,1400.0,-1.0,-1,-1.0,1820.0,1439805.0,-1.0,521.0,9500.0,-1.0,68800.0,-1.0,83000.0,46501.0,-1.0,-1.0,43000.0,396.0,30000.0,-1.0,1400000.0,-1.0,-1.0,112501.0,-1.0,-1.0,14268.0,4758.0,-1.0,-1.0,-1.0,76987.0,300000.0,-1.0,-1.0,1020.0,45091.0,-1,25.0,4300.0,2134.0,22.0,228600.0,8955.0,-1.0,18529.0,117933.0,-1.0,-1.0,-1.0,4245.0,5196.0,-1.0,-1.0,3000.0,-1.0,-1.0,330000.0,875.0,12785.0,-1.0,15000.0,-1.0,-1.0,29323.0,-1.0,74000.0,16000.0,6956.0,-1.0,-1.0,-1.0,-1.0,-1.0,90800.0,289010.0,-1.0,0.0,34577.0,106516.0,-1.0,230.0,82000.0,-1.0,-1.0,-1.0,30500.0
1982,-1.0,3220.0,35524.0,-1.0,-1.0,8000.0,45977.0,1600.0,-1.0,-1.0,-1.0,54150.0,-1.0,85209.0,1700.0,-1.0,32457.0,44.0,44.0,1516.0,-1.0,44198.0,29000.0,-1.0,8740.0,-1.0,-1.0,-1.0,1630.0,-1.0,690.0,-1.0,5100.0,-1,-1.0,254.0,-1.0,10800.0,17495.0,1400.0,-1.0,-1,-1.0,1000.0,1553744.0,-1.0,1228.0,9000.0,-1.0,91800.0,-1.0,80000.0,43781.0,-1.0,-1.0,35000.0,437.0,29000.0,-1.0,1515000.0,500.0,-1.0,80350.0,-1.0,-1.0,17555.0,4986.0,-1.0,-1.0,-1.0,71837.0,320000.0,-1.0,-1.0,0.0,46760.0,-1,23.0,3600.0,1981.0,78.0,247600.0,10738.0,-1.0,20163.0,118000.0,-1.0,-1.0,-1.0,5117.0,5328.0,-1.0,-1.0,2850.0,-1.0,-1.0,350000.0,875.0,10787.0,-1.0,16000.0,-1.0,-1.0,34027.0,-1.0,90000.0,19000.0,4275.0,-1.0,-1.0,-1.0,-1.0,-1.0,116000.0,281490.0,-1.0,0.0,33460.0,117811.0,-1.0,530.0,93000.0,-1.0,-1.0,-1.0,45900.0
1983,-1.0,3000.0,31823.0,-1.0,-1.0,5000.0,53400.0,2100.0,-1.0,-1.0,-1.0,67300.0,-1.0,76235.0,1700.0,-1.0,34550.0,32.0,32.0,1039.0,-1.0,42261.0,29000.0,-1.0,9667.0,-1.0,-1.0,-1.0,1645.0,-1.0,860.0,-1.0,5425.0,-1,-1.0,297.0,-1.0,8100.0,31690.0,1400.0,-1.0,-1,-1.0,1000.0,1669823.0,-1.0,860.0,10000.0,-1.0,64900.0,-1.0,82000.0,31465.0,-1.0,-1.0,28000.0,353.0,28000.0,-1.0,1635000.0,1000.0,-1.0,75336.0,-1.0,-1.0,13416.0,5318.0,-1.0,-1.0,-1.0,55845.0,350000.0,-1.0,-1.0,0.0,45560.0,-1,20.0,3700.0,2400.0,54.0,241700.0,10000.0,-1.0,23611.0,114000.0,-1.0,-1.0,-1.0,13231.0,4448.0,-1.0,-1.0,2900.0,-1.0,-1.0,355000.0,1080.0,11084.0,-1.0,16400.0,-1.0,-1.0,32978.0,-1.0,90500.0,22000.0,6800.0,-1.0,-1.0,-1.0,-1.0,-1.0,102000.0,277580.0,-1.0,0.0,32261.0,113000.0,-1.0,500.0,71000.0,-1.0,-1.0,-1.0,43300.0
1984,-1.0,2700.0,35127.0,-1.0,3000.0,3500.0,50200.0,2100.0,-1.0,-1.0,-1.0,83275.0,-1.0,81941.0,2000.0,-1.0,35385.0,34.0,34.0,1377.0,-1.0,40085.0,29200.0,-1.0,9993.0,-1.0,-1.0,-1.0,1670.0,-1.0,1240.0,-1.0,5300.0,-1,-1.0,512.0,-1.0,8089.0,36337.0,1400.0,-1.0,-1,-1.0,1100.0,1917827.0,-1.0,1280.0,12000.0,-1.0,76728.0,-1.0,83000.0,33463.0,-1.0,-1.0,34000.0,426.0,29000.0,-1.0,1880000.0,1200.0,-1.0,64818.0,-1.0,-1.0,15702.0,5657.0,-1.0,200.0,-1.0,65653.0,400000.0,-1.0,-1.0,0.0,50660.0,-1,18.0,3300.0,2470.0,7.0,258422.0,9000.0,-1.0,17505.0,110000.0,-1.0,-1.0,-1.0,11788.0,4799.0,-1.0,-1.0,3000.0,-1.0,-1.0,360000.0,815.0,11913.0,-1.0,18000.0,-1.0,-1.0,42654.0,-1.0,80000.0,25000.0,8522.0,-1.0,-1.0,-1.0,-1.0,-1.0,97000.0,280490.0,-1.0,0.0,31085.0,110000.0,-1.0,926.0,54000.0,-1.0,-1.0,-1.0,47150.0
1985,-1.0,2210.0,40464.0,-1.0,3483.0,1990.0,61100.0,2745.0,-1.0,-1.0,-1.0,89740.0,-1.0,76792.0,2100.0,-1.0,36090.0,22.0,22.0,1003.0,-1.0,39040.0,23118.0,-1.0,11165.0,-1.0,-1.0,-1.0,1635.0,-1.0,1140.0,-1.0,4520.0,-1,-1.0,352.0,-1.0,10060.0,35567.0,1400.0,-1.0,-1,-1.0,1100.0,2032674.0,-1.0,1503.0,14000.0,-1.0,65121.0,-1.0,41770.0,36994.0,-1.0,-1.0,34000.0,540.0,30000.0,-1.0,1990000.0,1300.0,-1.0,98658.0,-1.0,-1.0,14725.0,6049.0,-1.0,200.0,-1.0,74296.0,400000.0,-1.0,-1.0,-1.0,45270.0,-1,16.0,9000.0,2450.0,99.0,279923.0,8500.0,-1.0,16297.0,116000.0,-1.0,-1.0,-1.0,12268.0,5624.0,-1.0,-1.0,3400.0,-1.0,-1.0,365000.0,949.0,12108.0,-1.0,21000.0,-1.0,-1.0,26657.0,-1.0,86000.0,29243.0,20494.0,-1.0,-1.0,-1.0,-1.0,-1.0,119400.0,261750.0,-1.0,0.0,30540.0,113000.0,-1.0,1044.0,65000.0,-1.0,-1.0,-1.0,41000.0
1986,-1.0,2300.0,41438.0,-1.0,2535.0,1890.0,50000.0,3585.0,-1.0,-1.0,-1.0,100000.0,-1.0,76315.0,2200.0,-1.0,37025.0,22.0,22.0,862.0,-1.0,37386.0,24414.0,-1.0,13999.0,-1.0,-1.0,-1.0,1625.0,-1.0,930.0,-1.0,4730.0,-1,-1.0,400.0,-1.0,11363.0,36976.0,1450.0,-1.0,-1,-1.0,1100.0,2043738.0,-1.0,2031.0,16000.0,-1.0,67413.0,-1.0,43000.0,33891.0,-1.0,-1.0,34000.0,291.0,26000.0,-1.0,2000000.0,1300.0,-1.0,80000.0,-1.0,-1.0,13677.0,7058.0,-1.0,300.0,-1.0,74515.0,400000.0,-1.0,-1.0,-1.0,36920.0,-1,10.0,3300.0,1900.0,70.0,245000.0,8000.0,-1.0,22789.0,122000.0,-1.0,-1.0,-1.0,11561.0,4703.0,-1.0,-1.0,2900.0,-1.0,-1.0,370000.0,1113.0,11005.0,-1.0,24000.0,-1.0,-1.0,35802.0,-1.0,70000.0,14065.0,12360.0,-1.0,-1.0,-1.0,-1.0,-1.0,117600.0,272180.0,-1.0,0.0,29386.0,149000.0,-1.0,1293.0,74000.0,-1.0,-1.0,-1.0,29920.0
1987,-1.0,2070.0,45787.0,-1.0,3072.0,1870.0,56200.0,1540.0,-1.0,-1.0,-1.0,112605.0,-1.0,71045.0,2300.0,-1.0,35950.0,14.0,14.0,306.0,-1.0,39228.0,19124.0,-1.0,16090.0,-1.0,-1.0,-1.0,1650.0,-1.0,750.0,-1.0,4800.0,-1,-1.0,442.0,-1.0,12332.0,37333.0,1500.0,-1.0,-1,-1.0,1100.0,2267857.0,-1.0,1112.0,18000.0,-1.0,50900.0,-1.0,43925.0,34940.0,-1.0,-1.0,35165.0,906.0,28000.0,-1.0,2220000.0,1300.0,-1.0,81000.0,-1.0,627.0,11520.0,7409.0,-1.0,300.0,-1.0,63967.0,400000.0,-1.0,10.0,-1.0,46420.0,-1,6.0,2700.0,2400.0,34.0,264700.0,6500.0,-1.0,16618.0,116000.0,-1.0,-1.0,-1.0,23541.0,5439.0,-1.0,-1.0,5360.0,-1.0,-1.0,375000.0,838.0,12377.0,-1.0,27300.0,-1.0,-1.0,42685.0,-1.0,60000.0,12165.0,9281.0,-1.0,-1.0,-1.0,-1.0,-1.0,112800.0,261990.0,-1.0,0.0,32728.0,157000.0,-1.0,410.0,50600.0,-1.0,-1.0,-1.0,50100.0
1988,-1.0,1950.0,35374.0,-1.0,3214.0,2010.0,54500.0,1540.0,-1.0,-1.0,-1.0,104000.0,-1.0,68900.0,2400.0,-1.0,38465.0,50.0,50.0,956.0,-1.0,42503.0,14590.0,-1.0,16417.0,-1.0,-1.0,2500.0,1700.0,-1.0,965.0,-1.0,6845.0,-1,-1.0,1199.0,110.0,12195.0,37733.0,1400.0,-1.0,-1,-1.0,2136.0,2519324.0,-1.0,1751.0,20000.0,-1.0,56000.0,-1.0,51435.0,43524.0,-1.0,-1.0,30317.0,1037.0,25000.0,-1.0,2482000.0,1300.0,-1.0,81500.0,-1.0,683.0,14179.0,7409.0,-1.0,400.0,-1.0,75086.0,410000.0,-1.0,10.0,-1.0,49660.0,-1,6.0,2000.0,2200.0,41.0,257700.0,7000.0,-1.0,15457.0,109000.0,-1.0,-1.0,-1.0,24260.0,6324.0,-1.0,-1.0,2800.0,-1.0,-1.0,385000.0,1490.0,13265.0,-1.0,29200.0,-1.0,-1.0,41254.0,-1.0,80000.0,12254.0,13903.0,-1.0,700.0,-1.0,-1.0,-1.0,105400.0,238470.0,-1.0,0.0,35503.0,122000.0,-1.0,600.0,59900.0,-1.0,-1.0,-1.0,47200.0
1989,-1.0,400.0,29442.0,-1.0,3375.0,8000.0,51700.0,1000.0,270.0,-1.0,-1.0,150000.0,-1.0,66600.0,2500.0,-1.0,37178.0,50.0,50.0,1099.0,-1.0,45412.0,30469.0,-1.0,16547.0,-1.0,-1.0,2600.0,1710.0,-1.0,1105.0,-1.0,6980.0,-1,-1.0,1913.0,111.0,9243.0,35703.0,1000.0,-1.0,-1,-1.0,1602.0,2829842.0,-1.0,1800.0,22000.0,-1.0,47383.0,-1.0,55522.0,41972.0,-1.0,-1.0,29059.0,578.0,25000.0,-1.0,2800000.0,1300.0,-1.0,95000.0,-1.0,474.0,12187.0,7080.0,-1.0,400.0,-1.0,69882.0,383000.0,-1.0,10.0,-1.0,48700.0,-1,4.0,2600.0,2500.0,45.0,277600.0,7000.0,-1.0,17228.0,103000.0,-1.0,-1.0,-1.0,14543.0,7858.0,-1.0,-1.0,2600.0,-1.0,-1.0,390000.0,1532.0,13594.0,-1.0,39500.0,-1.0,-1.0,57026.0,7000.0,90000.0,27242.0,15398.0,-1.0,1500.0,-1.0,-1.0,-1.0,96200.0,239080.0,-1.0,0.0,38412.0,114000.0,-1.0,218.0,69800.0,-1.0,-1.0,-1.0,48050.0
1990,30000.0,240.0,29698.0,-1.0,3543.0,14615.0,38000.0,1000.0,375.0,-1.0,-1.0,165140.0,-1.0,66015.0,2600.0,600.0,41702.0,55.0,55.0,1153.0,-1.0,38423.0,29147.0,-1.0,16918.0,-1.0,-1.0,2700.0,1800.0,-1.0,1235.0,-1.0,6355.0,-1,-1.0,2292.0,150.0,8955.0,35796.0,868.0,-1.0,-1,-1.0,2529.0,3029938.0,-1.0,1600.0,25000.0,-1.0,29917.0,-1.0,45893.0,40424.0,-1.0,-1.0,30450.0,1062.0,25000.0,5000.0,3000000.0,1365.0,26.0,105000.0,-1.0,423.0,10117.0,7434.0,-1.0,500.0,-1.0,47460.0,430000.0,-1.0,8.0,-1.0,45140.0,-1,4.0,4000.0,2300.0,50.0,276500.0,8500.0,-1.0,13992.0,92000.0,15000.0,3500.0,-1.0,15721.0,6394.0,-1.0,-1.0,3000.0,-1.0,-1.0,398084.0,850.0,16722.0,5000.0,32692.0,-1.0,-1.0,38674.0,8000.0,30200.0,17711.0,18115.0,-1.0,1700.0,4000.0,-1.0,-1.0,87600.0,234396.0,0.0,-1.0,29923.0,123000.0,-1.0,439.0,62200.0,-1.0,3650.0,-1.0,33600.0
1991,20000.0,170.0,24910.0,-1.0,3600.0,13306.0,41800.0,1300.0,450.0,-1.0,-1.0,163190.0,-1.0,78500.0,2700.0,700.0,41840.0,60.0,60.0,1551.0,-1.0,40496.0,36218.0,-1.0,18327.0,-1.0,-1.0,2800.0,1827.0,-1.0,945.0,-1.0,6688.0,-1,-1.0,1985.0,3.0,12764.0,35040.0,900.0,-1.0,-1,-1.0,2564.0,3250080.0,-1.0,1650.0,27331.0,-1.0,40771.0,-1.0,49956.0,39974.0,-1.0,-1.0,34371.0,1212.0,25000.0,7000.0,3225000.0,521.0,180.0,145000.0,-1.0,371.0,12731.0,9339.0,-1.0,593.0,-1.0,47792.0,436000.0,-1.0,12.0,-1.0,47470.0,-1,6.0,2780.0,2500.0,60.0,260800.0,8000.0,-1.0,17543.0,90000.0,12146.0,3498.0,-1.0,30116.0,7112.0,-1.0,-1.0,3100.0,-1.0,-1.0,374000.0,950.0,20299.0,5473.0,23121.0,-1.0,-1.0,47993.0,6000.0,40000.0,11069.0,9382.0,-1.0,1400.0,3746.0,-1.0,-1.0,117000.0,234754.0,0.0,-1.0,32496.0,147628.0,-1.0,587.0,81100.0,-1.0,3755.0,-1.0,40488.0
1992,22265.0,140.0,24447.0,1501.0,3700.0,13995.0,34800.0,1202.0,600.0,-1.0,-1.0,171010.0,17459.0,76100.0,2622.0,400.0,42980.0,70.0,70.0,1337.0,-1.0,39133.0,-1.0,-1.0,21661.0,1713.0,-1.0,2900.0,1850.0,1900.0,1020.0,-1.0,7596.0,-1,-1.0,2191.0,25.0,12487.0,35482.0,1000.0,-1.0,-1,2499.0,2599.0,3554587.0,2400.0,1618.0,27023.0,-1.0,42019.0,-1.0,60803.0,29977.0,-1.0,300.0,29832.0,1486.0,25000.0,6000.0,3530000.0,542.0,140.0,175000.0,500.0,318.0,11726.0,9648.0,73000.0,700.0,-1.0,59173.0,452000.0,-1.0,12.0,-1.0,43490.0,-1,10.0,3000.0,2400.0,80.0,255800.0,7100.0,-1.0,17212.0,72560.0,12311.0,3520.0,-1.0,30484.0,7200.0,-1.0,-1.0,3200.0,-1.0,-1.0,380000.0,1097.0,9283.0,6000.0,24633.0,-1.0,-1.0,50418.0,-1.0,35400.0,15532.0,9108.0,-1.0,1600.0,3633.0,-1.0,-1.0,149300.0,253517.0,0.0,-1.0,32033.0,128832.0,-1.0,838.0,95000.0,-1.0,3731.0,6000.0,74100.0
1993,19624.0,180.0,22626.0,1458.0,3800.0,13000.0,33900.0,1166.0,850.0,-1.0,-1.0,191990.0,12596.0,74600.0,2800.0,200.0,44795.0,80.0,80.0,792.0,-1.0,39800.0,-1.0,5000.0,24728.0,1958.0,-1.0,4463.0,1900.0,1700.0,1169.0,-1.0,7870.0,-1,-1.0,1885.0,53.0,12470.0,28028.0,1005.0,-1.0,-1,2100.0,1334.0,3722806.0,2000.0,1600.0,28000.0,-1.0,53507.0,-1.0,64314.0,28559.0,-1.0,200.0,30868.0,1500.0,25000.0,5000.0,3700000.0,563.0,415.0,210000.0,514.0,284.0,17191.0,9648.0,48479.0,800.0,-1.0,46761.0,440000.0,-1.0,36.0,-1.0,37660.0,-1,14.0,3100.0,2000.0,69.0,247300.0,8800.0,-1.0,12560.0,85550.0,12477.0,3541.0,-1.0,16006.0,-1.0,2488.0,-1.0,3300.0,-1.0,-1.0,385000.0,1010.0,15693.0,7000.0,24945.0,-1.0,-1.0,36898.0,-1.0,46500.0,16096.0,10000.0,-1.0,2500.0,3500.0,-1.0,3609.0,120500.0,253500.0,-1.0,-1.0,31000.0,106000.0,-1.0,221.0,75000.0,-1.0,3518.0,5000.0,79900.0
1994,18271.0,134.0,22774.0,1335.0,3878.0,12000.0,38700.0,1299.0,1090.0,-1.0,-1.0,129100.0,15308.0,72100.0,2658.0,800.0,47775.0,90.0,90.0,1274.0,-1.0,42200.0,-1.0,5206.0,20506.0,1827.0,-1.0,4039.0,1949.0,1700.0,1271.0,-1.0,8500.0,-1,-1.0,766.0,84.0,11476.0,26158.0,1000.0,-1.0,-1,1600.0,1800.0,3862908.0,1876.0,-1.0,30000.0,-1.0,37752.0,2630.0,56875.0,24252.0,-1.0,100.0,30815.0,1600.0,25000.0,4000.0,3840000.0,585.0,215.0,240000.0,547.0,290.0,17198.0,9704.0,62000.0,1000.0,-1.0,38127.0,435000.0,-1.0,36.0,-1.0,47160.0,-1,19.0,3050.0,1800.0,68.0,246000.0,12200.0,-1.0,14780.0,116900.0,12641.0,3562.0,-1.0,16086.0,-1.0,2490.0,3476.0,3400.0,-1.0,-1.0,388000.0,1010.0,14031.0,8000.0,18950.0,-1.0,-1.0,41594.0,-1.0,40000.0,12036.0,14720.0,-1.0,3500.0,3511.0,200.0,4529.0,108845.0,215207.0,-1.0,-1.0,30000.0,127000.0,-1.0,200.0,75300.0,-1.0,3670.0,4000.0,73844.0
1995,15219.0,217.0,25049.0,1479.0,3950.0,10813.0,30900.0,1361.0,1388.0,-1.0,-1.0,1110026.0,15308.0,72000.0,2700.0,500.0,49970.0,88.0,88.0,895.0,-1.0,38407.0,-1.0,5584.0,20451.0,2821.0,-1.0,4900.0,2000.0,1700.0,1622.0,-1.0,9110.0,-1,-1.0,1471.0,402.0,10484.0,28000.0,1038.0,-1.0,-1,1759.0,1800.0,4405266.0,1900.0,-1.0,34000.0,-1.0,31100.0,3316.0,57000.0,27700.0,-1.0,100.0,25848.0,1400.0,46600.0,3913.0,4380000.0,613.0,427.0,250000.0,600.0,295.0,20477.0,9783.0,73000.0,1022.0,-1.0,43803.0,460000.0,-1.0,24.0,-1.0,44310.0,-1,20.0,3100.0,2500.0,65.0,222700.0,9000.0,-1.0,20202.0,129760.0,12803.0,3584.0,-1.0,18000.0,-1.0,2500.0,3266.0,3500.0,1000.0,-1.0,390000.0,861.0,10722.0,9000.0,11705.0,-1.0,-1.0,55083.0,-1.0,44723.0,18047.0,22640.0,-1.0,1400.0,3501.0,500.0,3949.0,109700.0,200652.0,-1.0,-1.0,29407.0,165067.0,-1.0,300.0,72800.0,-1.0,8040.0,2000.0,58018.0
1996,21650.0,200.0,22382.0,1764.0,3080.0,11177.0,34191.0,1450.0,1611.0,-1.0,-1.0,900894.0,15531.0,73900.0,2567.0,600.0,54000.0,95.0,95.0,985.0,-1.0,42514.0,-1.0,5968.0,20990.0,2692.0,-1.0,6000.0,2100.0,1400.0,1861.0,-1.0,9200.0,-1,-1.0,1475.0,755.0,12590.0,28931.0,1056.0,-1.0,-1,1870.0,1800.0,4722582.0,1700.0,-1.0,36836.0,-1.0,35300.0,6842.0,50000.0,28808.0,-1.0,100.0,30271.0,1100.0,40700.0,3000.0,4700000.0,643.0,385.0,270000.0,700.0,300.0,18019.0,9640.0,60000.0,1500.0,-1.0,48605.0,455000.0,-1.0,2100.0,-1.0,42790.0,-1,19.0,3000.0,2200.0,67.0,246700.0,10500.0,-1.0,19072.0,136170.0,12966.0,3606.0,-1.0,17629.0,-1.0,2173.0,3266.0,3600.0,3000.0,-1.0,400000.0,955.0,7148.0,12000.0,17900.0,2593.0,-1.0,63039.0,-1.0,41001.0,18000.0,9236.0,-1.0,2300.0,3506.0,1000.0,4260.0,103900.0,200962.0,-1.0,-1.0,32014.0,201797.0,-1.0,164.0,84900.0,-1.0,4819.0,2000.0,59100.0
1997,25864.0,219.0,25519.0,1768.0,3753.0,11489.0,32600.0,1450.0,1818.0,-1.0,-1.0,755677.0,19423.0,76000.0,2531.0,650.0,47990.0,60.0,60.0,713.0,-1.0,49609.0,-1.0,6358.0,23648.0,2784.0,-1.0,6500.0,2200.0,1200.0,2393.0,-1.0,7780.0,-1,-1.0,1437.0,751.0,10950.0,30148.0,1070.0,-1.0,-1,1896.0,2000.0,4925738.0,1600.0,-1.0,11698.0,-1.0,35300.0,6451.0,45000.0,31594.0,-1.0,100.0,32820.0,985.0,33625.0,2000.0,4900000.0,620.0,796.0,280000.0,700.0,304.0,13620.0,9809.0,69000.0,2000.0,-1.0,46087.0,450000.0,-1.0,2000.0,-1.0,44480.0,-1,20.0,5800.0,2000.0,68.0,263975.0,12000.0,-1.0,20076.0,145280.0,13795.0,3610.0,-1.0,19797.0,-1.0,1985.0,2786.0,3649.0,5000.0,80.0,405361.0,890.0,7414.0,15000.0,23200.0,2984.0,-1.0,67305.0,-1.0,43586.0,18513.0,13736.0,-1.0,2200.0,3323.0,1600.0,3931.0,114600.0,192588.0,-1.0,-1.0,37609.0,219527.0,-1.0,43.0,74100.0,200.0,4532.0,2000.0,71751.0
1998,36267.0,239.0,16000.0,9599.0,7000.0,11900.0,31900.0,1463.0,2375.0,-1.0,2000.0,863738.0,17725.0,70000.0,2493.0,600.0,49265.0,80.0,80.0,500.0,-1.0,43162.0,-1.0,7000.0,22283.0,2507.0,53.0,9281.0,2100.0,1200.0,1885.0,-1.0,9730.0,-1,-1.0,1162.0,889.0,9371.0,28687.0,1080.0,-1.0,-1,1800.0,2500.0,5016239.0,800.0,-1.0,27400.0,4000.0,30300.0,6073.0,32888.0,28216.0,-1.0,200.0,33496.0,735.0,26059.0,2778.0,5000000.0,936.0,244.0,300000.0,700.0,305.0,11998.0,10214.0,64000.0,2200.0,-1.0,45686.0,455000.0,-1.0,1056.0,-1.0,55382.0,-1,19.0,7000.0,1700.0,70.0,273300.0,7600.0,-1.0,17225.0,138780.0,13772.0,3638.0,-1.0,20685.0,-1.0,1800.0,3266.0,3696.0,17000.0,90.0,410000.0,897.0,7654.0,19000.0,20220.0,1984.0,-1.0,49941.0,-1.0,45598.0,17681.0,18466.0,-1.0,1600.0,3133.0,2400.0,3394.0,126700.0,191200.0,-1.0,53.0,35562.0,179410.0,-1.0,21.0,69000.0,200.0,4494.0,3000.0,69600.0
1999,28220.0,300.0,16500.0,12121.0,5200.0,12139.0,30831.0,1459.0,2222.0,-1.0,3500.0,767240.0,17750.0,74000.0,2448.0,650.0,49000.0,90.0,90.0,1310.0,-1.0,37980.0,-1.0,7115.0,26306.0,2388.0,60.0,8387.0,2200.0,1400.0,1294.0,-1.0,10420.0,-1,-1.0,1611.0,1030.0,9721.0,31520.0,1086.0,-1.0,-1,1917.0,2800.0,5416800.0,2000.0,-1.0,26600.0,4500.0,23900.0,5263.0,33000.0,32852.0,-1.0,300.0,29968.0,585.0,20847.0,2952.0,5400000.0,1024.0,300.0,320000.0,700.0,304.0,16697.0,10923.0,73000.0,2400.0,-1.0,44328.0,471000.0,-1.0,579.0,-1.0,57044.0,-1,19.0,9000.0,2500.0,71.0,297545.0,7600.0,-1.0,15000.0,131880.0,13744.0,3666.0,-1.0,20488.0,-1.0,1250.0,3266.0,3800.0,17413.0,90.0,416751.0,1313.0,6981.0,22000.0,31360.0,3282.0,70.0,78174.0,-1.0,52431.0,17263.0,11237.0,-1.0,1600.0,3200.0,3000.0,3492.0,125000.0,193771.0,-1.0,60.0,30380.0,200021.0,-1.0,42.0,62000.0,250.0,4419.0,6900.0,99472.0
2000,22071.0,400.0,16000.0,6990.0,7000.0,11757.0,22938.0,1500.0,2000.0,-1.0,3700.0,717064.0,17700.0,73000.0,2800.0,800.0,49000.0,93.0,93.0,478.0,-1.0,42494.0,-1.0,7397.0,25523.0,2103.0,80.0,7467.0,2100.0,1000.0,1708.0,-1.0,5975.0,-1,92600.0,1267.0,1699.0,9140.0,34650.0,1100.0,-1.0,-1,1908.0,3271.0,5696400.0,2000.0,-1.0,45900.0,5600.0,21600.0,7241.0,32000.0,26737.0,-1.0,400.0,35927.0,570.0,16101.0,3000.0,5680000.0,439.0,330.0,395022.0,500.0,308.0,21116.0,11159.0,33897.0,2514.0,-1.0,47425.0,514000.0,-1.0,102.0,-1.0,55354.0,-1,20.0,8000.0,2100.0,70.0,285886.0,8000.0,-1.0,14000.0,121180.0,13709.0,3694.0,-1.0,16562.0,-1.0,850.0,3128.0,4000.0,20000.0,100.0,420000.0,1047.0,5838.0,22000.0,33390.0,3365.0,88.0,77874.0,-1.0,40146.0,8448.0,14096.0,-1.0,1769.0,3269.0,3800.0,2437.0,108300.0,206717.0,-1.0,80.0,34494.0,201628.0,-1.0,40.0,52000.0,300.0,12484.0,4400.0,-1.0
2001,27567.0,300.0,15800.0,9362.0,6395.0,11604.0,26890.0,1330.0,1500.0,-1.0,3000.0,643991.0,17500.0,70000.0,2258.0,1006.0,50000.0,100.0,100.0,567.0,-1.0,37955.0,-1.0,7500.0,29527.0,3076.0,110.0,8387.0,2004.0,1646.0,2008.0,-1.0,5511.0,-1,96000.0,2679.0,1596.0,2125.0,30890.0,1150.0,-1.0,-1,1888.0,2502.0,6816100.0,2000.0,-1.0,41600.0,4600.0,18700.0,6132.0,32500.0,28835.0,-1.0,500.0,34556.0,545.0,17373.0,3204.0,6800000.0,639.0,559.0,397040.0,700.0,319.0,21096.0,11325.0,62000.0,2500.0,-1.0,44800.0,490000.0,-1.0,108.0,-1.0,40618.0,-1,20.0,10900.0,2300.0,75.0,269846.0,5163.0,-1.0,8390.0,140180.0,12000.0,3700.0,-1.0,17900.0,-1.0,1650.0,3089.0,4083.0,19431.0,100.0,432648.0,1046.0,5044.0,22463.0,45590.0,3500.0,89.0,91708.0,-1.0,50759.0,9676.0,13130.0,-1.0,1755.0,4922.0,5620.0,1385.0,104500.0,210900.0,-1.0,110.0,32792.0,214887.0,-1.0,79.0,55000.0,350.0,5259.0,6000.0,-1.0
