,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Pacific Islands Trust Territory,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Brunei Darussalam,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,Denmark,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,New Zealand,Belize,Djibouti,Czechia,Czechoslovakia,Cuba,Egypt,Kyrgyzstan,Argentina,Democratic People's Republic of Korea,Germany,El Salvador,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Montserrat,Thailand,Lithuania,Finland,Netherlands,Oman,Angola,Nigeria,Norway,Guam,Turkey,Burundi,"China, Hong Kong SAR",Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Tunisia,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,Algeria,Senegal,Saint Lucia,Haiti,Sao Tome and Principe,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Vanuatu,Serbia,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Kuwait,French Guiana,Suriname,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Bhutan,Congo,USSR,Honduras,Ireland,Côte d'Ivoire,Gambia,Turkmenistan,Solomon Islands,South Africa,Sierra Leone,Réunion,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1972,43256.0,33454.0,227220.0,780015.0,104154.0,-1.0,352000.0,9100.0,260300.0,1003185.0,41324.0,-1.0,22.0,23.0,49200.0,19918.0,-1.0,-1.0,87466.0,-1.0,14702.0,2135.0,10111.0,723.0,325000.0,9.0,33800.0,90585.0,-1.0,5507.0,-1.0,13999864.0,73467.0,26710.0,124.0,3220.0,-1.0,-1.0,-1.0,29.0,3.0,527250.0,1396613.0,6657.0,51600.0,6700.0,875.0,-1.0,-1.0,34946.0,9.0,7645.0,15.0,317034.0,1688631.0,1017610.0,260710.0,237604.0,-1.0,24089.0,553.0,0.0,-1.0,418537.0,18440.0,206000.0,-1.0,1136767.0,105700.0,1257348.0,5026.0,396447.0,210380.0,186.0,803357.0,29632.0,22707.0,490147.0,68421.0,-1.0,74.0,376.0,0.0,525648.0,-1.0,283847.0,44000.0,348.0,15180.0,245039.0,53271.0,0.0,2590206.0,4767.0,189.0,-1.0,-1.0,534531.0,33724.0,301528.0,328446.0,49314.0,858533.0,45722.0,16.0,119802.0,35232.0,835758.0,100494.0,882621.0,44.0,4656.0,24090.0,23.0,263506.0,38499.0,1.0,13290.0,10.0,3.0,-1.0,15979.0,10070.0,1284.0,59908.0,849450.0,5200.0,41458.0,-1.0,8817.0,-1.0,-1.0,0.0,112039.0,139123.0,9.0,60089.0,1547300.0,13956420.0,-1.0,6989.0,35150.0,7048000.0,-1.0,24221.0,64444.0,36772.0,50.0,-1.0,21950.0,17798.0,213.0,-1.0,3588.0,9271.0,674211.0,134909.0,600238.0,8814.0,13621.0,21060.0,8037.0,300765.0,3666300.0,862170.0,37467.0,1.0,10.0,6203.0,58382.0,564.0,5715.0,-1.0,172023.0,40305.0,4385.0,395.0,20436440.0,6733.0,58053.0,45981.0,3010.0,-1.0,35.0,215469.0,35676.0,118.0,-1.0,19927.0,2894.0,3388.0,-1.0,72214.0
1973,43600.0,36257.0,219165.0,842266.0,106602.0,-1.0,344000.0,10050.0,259380.0,994835.0,40137.0,-1.0,20.0,24.0,52300.0,23964.0,-1.0,-1.0,88518.0,-1.0,15178.0,2642.0,13225.0,806.0,337000.0,9.0,36000.0,90770.0,-1.0,7309.0,-1.0,14170939.0,84515.0,26870.0,164.0,4320.0,-1.0,-1.0,-1.0,38.0,3.0,544800.0,1431321.0,6124.0,56480.0,7738.0,959.0,-1.0,-1.0,33721.0,11.0,9379.0,15.0,314326.0,1597670.0,1025310.0,260669.0,230734.0,-1.0,20763.0,667.0,0.0,-1.0,404969.0,16556.0,197984.0,-1.0,1009518.0,109100.0,1291107.0,5404.0,382631.0,213140.0,189.0,826305.0,29399.0,25400.0,456765.0,66732.0,-1.0,126.0,543.0,0.0,505778.0,-1.0,286951.0,42002.0,348.0,14890.0,198488.0,58054.0,0.0,2347953.0,4512.0,114.0,-1.0,-1.0,544161.0,38793.0,313402.0,340000.0,53766.0,729133.0,48700.0,17.0,121876.0,45493.0,771858.0,101971.0,749895.0,47.0,4949.0,24090.0,23.0,255457.0,41974.0,1.0,12660.0,11.0,3.0,-1.0,15643.0,10126.0,1325.0,72433.0,850350.0,6613.0,45860.0,-1.0,9292.0,-1.0,-1.0,0.0,123873.0,138978.0,9.0,60525.0,1538545.0,14127225.0,-1.0,8728.0,37450.0,7237500.0,-1.0,25118.0,63988.0,36581.0,50.0,-1.0,21681.0,16645.0,230.0,-1.0,3638.0,8762.0,673735.0,129619.0,619774.0,9056.0,14654.0,27325.0,8524.0,313856.0,4009051.0,885196.0,38632.0,0.0,10.0,6202.0,46200.0,610.0,6359.0,-1.0,168011.0,45544.0,4493.0,558.0,20621310.0,6572.0,57053.0,50158.0,2998.0,-1.0,35.0,192306.0,37595.0,119.0,-1.0,20804.0,3510.0,3261.0,-1.0,70482.0
1974,46457.0,34409.0,256589.0,936520.0,106381.0,-1.0,317000.0,9550.0,255908.0,1048845.0,36464.0,-1.0,19.0,24.0,51900.0,23137.0,-1.0,-1.0,89595.0,-1.0,15673.0,2802.0,19321.0,921.0,314000.0,9.0,34200.0,103255.0,-1.0,6511.0,-1.0,14316645.0,86255.0,33695.0,180.0,6160.0,-1.0,-1.0,-1.0,42.0,3.0,553500.0,1243633.0,6312.0,58975.0,9387.0,1127.0,-1.0,-1.0,36560.0,10.0,11219.0,5.0,313831.0,1675945.0,1045295.0,265540.0,214331.0,-1.0,17263.0,696.0,0.0,-1.0,408952.0,14572.0,212246.0,-1.0,1063489.0,112550.0,1264293.0,6523.0,346886.0,180129.0,184.0,829347.0,34304.0,24490.0,471142.0,66645.0,-1.0,259.0,683.0,0.0,562008.0,-1.0,273405.0,38005.0,348.0,14890.0,166957.0,58239.0,0.0,2327782.0,4918.0,119.0,-1.0,-1.0,548319.0,39275.0,328240.0,337376.0,54907.0,760506.0,56170.0,47.0,113160.0,44151.0,705418.0,103153.0,777769.0,78.0,4897.0,22330.0,23.0,253134.0,36647.0,1.0,12240.0,11.0,3.0,-1.0,17126.0,8228.0,1330.0,77667.0,826300.0,4730.0,55180.0,-1.0,9375.0,-1.0,-1.0,0.0,140772.0,133109.0,9.0,60631.0,1510305.0,14270070.0,-1.0,7732.0,37976.0,6524000.0,-1.0,26968.0,64312.0,39398.0,55.0,-1.0,22022.0,18750.0,248.0,-1.0,3788.0,7839.0,651300.0,135313.0,628695.0,11588.0,14632.0,30099.0,14061.0,318178.0,4270214.0,919776.0,39659.0,1.0,10.0,6603.0,63850.0,750.0,7113.0,-1.0,137970.0,42538.0,4588.0,573.0,20914351.0,7886.0,57038.0,63691.0,2919.0,-1.0,54.0,191722.0,38595.0,124.0,-1.0,17976.0,2560.0,2931.0,-1.0,66891.0
1975,46598.0,35953.0,288683.0,1097881.0,105681.0,-1.0,311000.0,10000.0,253896.0,1006425.0,36755.0,-1.0,16.0,24.0,60800.0,25177.0,-1.0,-1.0,88585.0,-1.0,16192.0,2942.0,18287.0,818.0,354000.0,9.0,29700.0,87635.0,-1.0,6705.0,-1.0,14584538.0,84801.0,47766.0,180.0,7290.0,-1.0,-1.0,-1.0,28.0,3.0,540108.0,1218502.0,6568.0,63886.0,8540.0,1089.0,-1.0,-1.0,33632.0,11.0,12999.0,3.0,314942.0,1807050.0,977550.0,264730.0,224355.0,-1.0,21763.0,720.0,0.0,-1.0,403409.0,13362.0,217300.0,-1.0,1114944.0,114100.0,1356287.0,5988.0,400839.0,157129.0,187.0,793102.0,36438.0,22470.0,483236.0,75335.0,-1.0,216.0,640.0,0.0,541681.0,-1.0,297475.0,39006.0,280.0,15240.0,191505.0,60350.0,0.0,2410775.0,4939.0,110.0,-1.0,-1.0,535509.0,35136.0,337168.0,317223.0,55284.0,769995.0,66340.0,4.0,152860.0,45538.0,618392.0,102098.0,791758.0,78.0,5159.0,22450.0,23.0,267817.0,33960.0,1.0,11640.0,10.0,3.0,-1.0,19431.0,7619.0,1400.0,81480.0,900450.0,5380.0,67446.0,-1.0,7589.0,-1.0,-1.0,0.0,140227.0,140215.0,9.0,66426.0,1495564.0,14537830.0,-1.0,7272.0,40896.0,7785000.0,-1.0,27806.0,65797.0,39342.0,60.0,-1.0,21637.0,18473.0,255.0,-1.0,3808.0,7318.0,658040.0,140017.0,634650.0,13794.0,10207.0,10640.0,14554.0,312378.0,4484557.0,868421.0,40536.0,1.0,11.0,6752.0,69850.0,825.0,6875.0,-1.0,138476.0,51963.0,4650.0,580.0,23987476.0,8742.0,57053.0,64885.0,2361.0,-1.0,117.0,192986.0,40764.0,98.0,-1.0,17379.0,1816.0,2984.0,-1.0,65418.0
1976,45975.0,32040.0,262865.0,1036532.0,108098.0,-1.0,305000.0,10300.0,248765.0,1021859.0,36886.0,-1.0,12.0,25.0,59050.0,25261.0,-1.0,-1.0,97523.0,-1.0,16878.0,3266.0,18977.0,850.0,346000.0,9.0,32000.0,90990.0,-1.0,6660.0,-1.0,14346896.0,78427.0,24365.0,140.0,6725.0,-1.0,-1.0,-1.0,19.0,3.0,538504.0,1156651.0,7354.0,63976.0,10605.0,1188.0,-1.0,-1.0,34348.0,13.0,12838.0,2.0,323125.0,1669508.0,993903.0,264265.0,173419.0,-1.0,22665.0,655.0,0.0,-1.0,407505.0,12563.0,219809.0,-1.0,1246912.0,114500.0,1335205.0,6096.0,417876.0,162074.0,201.0,791985.0,27314.0,18081.0,496137.0,78605.0,-1.0,140.0,630.0,0.0,567776.0,-1.0,300846.0,40004.0,220.0,15110.0,147399.0,59931.0,0.0,2396190.0,5025.0,44.0,-1.0,-1.0,541935.0,36335.0,337021.0,364889.0,40148.0,978235.0,66630.0,2.0,116051.0,39249.0,640193.0,88733.0,1000900.0,92.0,5511.0,22850.0,23.0,274315.0,34268.0,1.0,12647.0,10.0,3.0,-1.0,18810.0,5844.0,1447.0,59458.0,733600.0,5175.0,71957.0,-1.0,7901.0,-1.0,-1.0,0.0,131008.0,156544.0,9.0,67759.0,1548800.0,14300878.0,-1.0,7101.0,36930.0,7567000.0,-1.0,27995.0,66632.0,32823.0,60.0,-1.0,21217.0,18475.0,227.0,-1.0,3988.0,8247.0,654272.0,140963.0,666596.0,14316.0,23191.0,11659.0,8760.0,312056.0,4349299.0,826999.0,41249.0,1.0,19.0,6952.0,70340.0,940.0,6096.0,-1.0,136065.0,57222.0,4746.0,576.0,24240521.0,10715.0,61052.0,66725.0,2464.0,-1.0,175.0,187735.0,41782.0,84.0,-1.0,18605.0,1632.0,2448.0,-1.0,61662.0
1977,45286.0,27230.0,259772.0,963921.0,109933.0,-1.0,316990.0,9700.0,247279.0,1031847.0,40508.0,-1.0,23.0,25.0,68900.0,22459.0,-1.0,-1.0,94362.0,-1.0,17572.0,2980.0,19137.0,801.0,321000.0,9.0,30500.0,86355.0,-1.0,5844.0,-1.0,14364364.0,97853.0,42545.0,120.0,5365.0,-1.0,-1.0,-1.0,17.0,3.0,515534.0,1213210.0,7807.0,40420.0,10101.0,1227.0,-1.0,-1.0,37498.0,15.0,11812.0,2.0,328887.0,1638249.0,1022786.0,264560.0,250758.0,-1.0,20865.0,550.0,0.0,-1.0,401448.0,12561.0,284627.0,-1.0,979143.0,115190.0,1340099.0,6574.0,397673.0,169312.0,224.0,946349.0,18859.0,17623.0,486439.0,78360.0,-1.0,217.0,431.0,0.0,631189.0,-1.0,255168.0,40002.0,220.0,15040.0,133454.0,63270.0,0.0,2400680.0,4785.0,11.0,-1.0,-1.0,553237.0,35587.0,342784.0,327726.0,42127.0,1068062.0,71680.0,1.0,126777.0,43485.0,657220.0,89544.0,1088927.0,103.0,5843.0,23250.0,23.0,263328.0,39640.0,1.0,15082.0,10.0,3.0,-1.0,21100.0,6469.0,1490.0,51052.0,863350.0,5326.0,68226.0,-1.0,7945.0,-1.0,-1.0,0.0,122425.0,101427.0,9.0,65475.0,1540191.0,14319067.0,-1.0,7843.0,37804.0,8738000.0,-1.0,28560.0,47665.0,29160.0,60.0,-1.0,17161.0,17756.0,233.0,-1.0,4008.0,10891.0,676082.0,142288.0,853416.0,13927.0,23988.0,11534.0,17534.0,311769.0,3973290.0,816370.0,41343.0,3.0,23.0,7458.0,70550.0,1100.0,6239.0,-1.0,152809.0,58669.0,4854.0,530.0,24137615.0,10427.0,62046.0,70103.0,2714.0,-1.0,240.0,192067.0,43282.0,98.0,-1.0,16085.0,2646.0,2448.0,-1.0,60383.0
1978,43524.0,17397.0,269354.0,1041620.0,113646.0,-1.0,342000.0,10050.0,251449.0,1045215.0,40768.0,-1.0,39.0,25.0,71400.0,21236.0,-1.0,-1.0,96578.0,-1.0,18440.0,1979.0,18084.0,850.0,319000.0,9.0,34200.0,91150.0,-1.0,6870.0,-1.0,14265251.0,96190.0,42830.0,108.0,5585.0,-1.0,-1.0,-1.0,13.0,3.0,509820.0,1302046.0,8716.0,54783.0,10025.0,1275.0,-1.0,-1.0,37551.0,12.0,11962.0,0.0,332808.0,1554960.0,1009104.0,247425.0,223467.0,-1.0,25565.0,527.0,0.0,-1.0,390332.0,12263.0,303141.0,-1.0,936188.0,116050.0,1380183.0,6888.0,367157.0,176653.0,232.0,841947.0,22823.0,15228.0,472644.0,78323.0,-1.0,137.0,441.0,0.0,598569.0,-1.0,249789.0,36002.0,190.0,14830.0,126236.0,63945.0,0.0,2428648.0,5430.0,4.0,-1.0,-1.0,531002.0,35829.0,330171.0,303055.0,43992.0,853183.0,72300.0,1.0,138758.0,36712.0,674528.0,84611.0,878748.0,56.0,5738.0,24211.0,23.0,259202.0,35118.0,1.0,14693.0,9.0,3.0,-1.0,19400.0,6007.0,1685.0,60685.0,878850.0,4233.0,70120.0,-1.0,7773.0,-1.0,-1.0,0.0,121767.0,122345.0,9.0,63039.0,1596859.0,14221723.0,-1.0,7339.0,23035.0,8771000.0,-1.0,26726.0,59502.0,30590.0,60.0,-1.0,21567.0,20546.0,271.0,-1.0,4078.0,10424.0,690812.0,138028.0,851955.0,14305.0,28726.0,9923.0,15023.0,309422.0,4018490.0,810082.0,42481.0,6.0,51.0,8283.0,53250.0,1205.0,6585.0,-1.0,170864.0,59690.0,5023.0,510.0,23668812.0,8151.0,63039.0,72968.0,2637.0,-1.0,270.0,199016.0,40782.0,100.0,-1.0,21125.0,2754.0,3164.0,-1.0,59933.0
1979,54678.0,18183.0,266450.0,1044854.0,116483.0,-1.0,331000.0,9850.0,258665.0,1076800.0,34429.0,-1.0,72.0,25.0,66000.0,25031.0,-1.0,-1.0,99848.0,-1.0,19333.0,3617.0,19996.0,839.0,342600.0,9.0,32200.0,87135.0,-1.0,7000.0,-1.0,13995416.0,93114.0,45489.0,100.0,5705.0,-1.0,-1.0,-1.0,13.0,3.0,508029.0,1202105.0,9950.0,48434.0,11740.0,1373.0,-1.0,-1.0,36606.0,10.0,11970.0,0.0,333621.0,1719460.0,1016878.0,234190.0,246214.0,-1.0,21948.0,578.0,0.0,-1.0,385729.0,12280.0,299071.0,-1.0,953994.0,114350.0,1318981.0,7132.0,370721.0,190753.0,241.0,876081.0,24268.0,14516.0,515568.0,78663.0,-1.0,151.0,261.0,0.0,608295.0,-1.0,254773.0,35000.0,232.0,14480.0,150919.0,61360.0,0.0,2442790.0,5916.0,2.0,-1.0,-1.0,542714.0,32297.0,330474.0,350627.0,52583.0,1130941.0,74524.0,0.0,102834.0,47287.0,626665.0,77215.0,1152889.0,51.0,5441.0,26280.0,24.0,264016.0,39342.0,1.0,13434.0,9.0,3.0,-1.0,18225.0,5429.0,1690.0,48759.0,788800.0,3780.0,73242.0,-1.0,3225.0,-1.0,-1.0,0.0,118647.0,108855.0,9.0,58533.0,1671684.0,13940736.0,-1.0,6897.0,21465.0,7877000.0,-1.0,29060.0,48331.0,28755.0,63.0,-1.0,20952.0,15189.0,281.0,-1.0,4202.0,9258.0,697413.0,146069.0,840469.0,13158.0,28507.0,9637.0,11723.0,302565.0,4401528.0,919186.0,43485.0,5.0,38.0,8829.0,93530.0,1320.0,5120.0,-1.0,149298.0,63080.0,5170.0,275.0,23822346.0,8104.0,71026.0,59630.0,2884.0,-1.0,348.0,177773.0,41785.0,96.0,-1.0,22645.0,2571.0,3164.0,-1.0,58841.0
1980,37276.0,16046.0,280503.0,940295.0,120818.0,-1.0,351844.0,10500.0,252973.0,1108049.0,37607.0,-1.0,58.0,25.0,58000.0,24630.0,-1.0,-1.0,98725.0,-1.0,19952.0,3681.0,20321.0,746.0,304000.0,9.0,31900.0,87730.0,-1.0,7428.0,-1.0,13859786.0,95396.0,42270.0,96.0,7930.0,-1.0,-1.0,-1.0,14.0,3.0,500074.0,1193212.0,9269.0,49577.0,9561.0,1293.0,-1.0,-1.0,34508.0,9.0,12103.0,0.0,327517.0,1904180.0,1078544.0,226320.0,238080.0,-1.0,22065.0,662.0,0.0,-1.0,381389.0,12073.0,292180.0,-1.0,952797.0,115600.0,1290120.0,6589.0,368713.0,180016.0,244.0,870835.0,26002.0,17576.0,594010.0,76923.0,-1.0,136.0,105.0,0.0,610002.0,-1.0,242625.0,34000.0,97.0,14235.0,110724.0,70641.0,0.0,2391375.0,6208.0,1.0,-1.0,-1.0,542545.0,38306.0,327502.0,359037.0,63804.0,1082200.0,74806.0,3.0,113481.0,54440.0,633728.0,71537.0,1104265.0,64.0,6006.0,26830.0,24.0,261208.0,42745.0,0.0,12870.0,10.0,3.0,-1.0,11145.0,5207.0,1693.0,58683.0,774908.0,3995.0,68956.0,-1.0,3234.0,-1.0,-1.0,0.0,96994.0,120969.0,9.0,48066.0,1681601.0,13822509.0,-1.0,8690.0,21920.0,8729000.0,-1.0,29470.0,46804.0,29161.0,63.0,-1.0,20784.0,17408.0,278.0,-1.0,4229.0,10665.0,662980.0,150955.0,907416.0,16986.0,33641.0,10042.0,15816.0,305913.0,4804095.0,1011918.0,44690.0,11.0,33.0,9749.0,95530.0,1285.0,6667.0,-1.0,153001.0,66915.0,5171.0,273.0,23338737.0,8128.0,69026.0,59052.0,3322.0,-1.0,363.0,202041.0,40815.0,98.0,-1.0,21090.0,3178.0,2446.0,-1.0,55802.0
1981,37071.0,14897.0,263288.0,1044778.0,122678.0,-1.0,463000.0,10500.0,293821.0,1114049.0,40871.0,-1.0,68.0,25.0,62000.0,26023.0,-1.0,-1.0,98626.0,-1.0,20598.0,2587.0,19137.0,862.0,336000.0,9.0,32500.0,91110.0,-1.0,7822.0,-1.0,13689444.0,102271.0,48269.0,76.0,11910.0,-1.0,-1.0,-1.0,14.0,4.0,559178.0,1206309.0,10026.0,61008.0,12516.0,1359.0,-1.0,-1.0,38895.0,9.0,11304.0,0.0,322321.0,1901700.0,1005307.0,218158.0,246894.0,-1.0,31138.0,597.0,0.0,-1.0,377266.0,12514.0,291620.0,-1.0,993800.0,113400.0,1300405.0,5778.0,358622.0,186087.0,256.0,1009197.0,25416.0,14288.0,595504.0,77394.0,-1.0,105.0,113.0,0.0,613488.0,-1.0,239478.0,33000.0,97.0,14130.0,117784.0,71650.0,0.0,2461763.0,6015.0,1.0,-1.0,-1.0,519037.0,36613.0,319571.0,381991.0,69911.0,1081205.0,64288.0,2.0,94317.0,56057.0,596864.0,69455.0,1112344.0,79.0,6276.0,29550.0,24.0,247402.0,36558.0,0.0,12420.0,10.0,3.0,-1.0,11537.0,5444.0,1690.0,48182.0,793312.0,4844.0,71680.0,-1.0,3389.0,-1.0,-1.0,0.0,87754.0,107392.0,9.0,51405.0,1717598.0,13652373.0,-1.0,8541.0,24700.0,9128000.0,-1.0,30493.0,60403.0,30356.0,63.0,-1.0,19966.0,17408.0,355.0,-1.0,4356.0,10436.0,640800.0,157935.0,895461.0,17830.0,31640.0,9907.0,14215.0,307705.0,4715941.0,969334.0,45972.0,13.0,29.0,9298.0,104710.0,1350.0,6518.0,-1.0,164045.0,70596.0,5403.0,249.0,22905050.0,6671.0,66026.0,61699.0,3767.0,-1.0,287.0,222974.0,40865.0,98.0,-1.0,18425.0,3096.0,2505.0,-1.0,55227.0
1982,38792.0,17589.0,273126.0,841709.0,127177.0,-1.0,408000.0,11786.0,296393.0,1029793.0,39697.0,-1.0,69.0,24.0,75000.0,22676.0,-1.0,-1.0,98993.0,-1.0,21373.0,3055.0,35159.0,806.0,332000.0,9.0,33600.0,87860.0,-1.0,5414.0,-1.0,13909975.0,91633.0,53712.0,84.0,10276.0,-1.0,-1.0,-1.0,13.0,4.0,561433.0,1390489.0,10928.0,65800.0,11726.0,1234.0,-1.0,-1.0,35146.0,8.0,11616.0,0.0,318444.0,1908640.0,1123900.0,205930.0,279559.0,-1.0,38883.0,500.0,0.0,-1.0,377438.0,12402.0,300138.0,-1.0,955145.0,113450.0,1354130.0,5882.0,397061.0,200738.0,280.0,982219.0,20119.0,9261.0,580971.0,76045.0,-1.0,145.0,110.0,0.0,637459.0,-1.0,274590.0,35000.0,97.0,13878.0,133008.0,72765.0,0.0,2346333.0,6045.0,1.0,-1.0,-1.0,516627.0,37312.0,316740.0,441164.0,66137.0,1340493.0,60369.0,1.0,140068.0,52424.0,635948.0,71433.0,1379377.0,65.0,6554.0,29890.0,24.0,265852.0,29103.0,0.0,13380.0,12.0,4.0,-1.0,16027.0,5628.0,1660.0,54560.0,800838.0,4552.0,62721.0,-1.0,3374.0,-1.0,-1.0,0.0,83931.0,110985.0,9.0,54339.0,1757488.0,13871183.0,-1.0,7942.0,25685.0,8526179.0,-1.0,29059.0,56933.0,30163.0,63.0,-1.0,19643.0,16449.0,372.0,-1.0,4530.0,11231.0,652440.0,161834.0,916725.0,13636.0,24130.0,10225.0,8466.0,310702.0,4313200.0,956458.0,47361.0,20.0,63.0,10162.0,107830.0,1425.0,6437.0,-1.0,164220.0,70957.0,5615.0,289.0,22272974.0,7514.0,64039.0,65859.0,2912.0,-1.0,231.0,196564.0,38165.0,111.0,-1.0,18150.0,2410.0,1887.0,-1.0,55727.0
1983,36776.0,16583.0,302315.0,878588.0,144662.0,-1.0,485000.0,11580.0,305232.0,1078408.0,39961.0,-1.0,61.0,24.0,70000.0,24181.0,-1.0,-1.0,97641.0,-1.0,22544.0,2697.0,45117.0,944.0,316000.0,9.0,36300.0,85720.0,-1.0,4797.0,-1.0,13715108.0,82919.0,60879.0,106.0,8690.0,-1.0,-1.0,-1.0,25.0,4.0,574005.0,1503501.0,12561.0,59083.0,15319.0,1336.0,-1.0,-1.0,22555.0,8.0,12939.0,0.0,306604.0,1894960.0,1117609.0,199520.0,286895.0,-1.0,56134.0,555.0,0.0,-1.0,374256.0,13207.0,301300.0,-1.0,847279.0,114750.0,1304048.0,6204.0,379011.0,181660.0,282.0,893313.0,25212.0,12086.0,567524.0,76228.0,-1.0,224.0,172.0,0.0,637770.0,-1.0,296690.0,36000.0,97.0,13716.0,182333.0,74065.0,0.0,2448437.0,5940.0,1.0,-1.0,-1.0,527540.0,32054.0,293612.0,451962.0,66606.0,1357601.0,69140.0,0.0,116506.0,50171.0,648955.0,69780.0,1413735.0,48.0,6745.0,30340.0,26.0,241572.0,36993.0,0.0,13830.0,14.0,3.0,-1.0,12573.0,6037.0,1740.0,53625.0,851000.0,5686.0,60084.0,-1.0,2833.0,-1.0,-1.0,0.0,104512.0,105198.0,9.0,43151.0,1773062.0,13678331.0,-1.0,8178.0,26910.0,10397783.0,-1.0,26624.0,60700.0,29989.0,63.0,-1.0,18425.0,16081.0,302.0,-1.0,4564.0,11570.0,692440.0,165761.0,930013.0,17886.0,23716.0,10699.0,8904.0,307155.0,4489940.0,930255.0,48603.0,20.0,102.0,10272.0,88090.0,1527.0,6398.0,-1.0,161404.0,69039.0,5829.0,348.0,22039185.0,8584.0,67039.0,72264.0,2393.0,-1.0,220.0,205559.0,33154.0,100.0,-1.0,30345.0,2456.0,3429.0,-1.0,53916.0
1984,37577.0,19155.0,302191.0,915460.0,142513.0,-1.0,474385.0,11537.0,336622.0,1112011.0,39109.0,-1.0,48.0,24.0,71000.0,29812.0,-1.0,-1.0,98948.0,-1.0,23288.0,2856.0,73762.0,1050.0,314000.0,9.0,35200.0,102940.0,-1.0,3868.0,-1.0,13441934.0,82080.0,45327.0,44.0,5655.0,-1.0,-1.0,-1.0,29.0,4.0,591099.0,1607658.0,11117.0,60860.0,19223.0,1403.0,-1.0,-1.0,26639.0,8.0,12515.0,0.0,300880.0,1985980.0,1115823.0,189618.0,315634.0,-1.0,70913.0,622.0,0.0,-1.0,374217.0,13109.0,292017.0,-1.0,914736.0,115450.0,1267776.0,6527.0,402834.0,188540.0,299.0,895453.0,25631.0,9100.0,620450.0,76048.0,-1.0,208.0,184.0,0.0,651685.0,-1.0,253296.0,33000.0,89.0,13506.0,210420.0,74000.0,0.0,2419545.0,6754.0,0.0,-1.0,-1.0,524124.0,38385.0,307394.0,475101.0,79803.0,1230225.0,69212.0,0.0,150645.0,52681.0,605102.0,62604.0,1301139.0,47.0,6714.0,32340.0,24.0,293521.0,48314.0,0.0,14831.0,14.0,3.0,-1.0,19514.0,7082.0,1724.0,52672.0,860000.0,5953.0,56552.0,-1.0,3325.0,-1.0,-1.0,0.0,108563.0,101413.0,9.0,58997.0,1787538.0,13404357.0,-1.0,8582.0,23586.0,10278712.0,-1.0,33583.0,62637.0,29120.0,64.0,-1.0,19347.0,18097.0,295.0,-1.0,4105.0,11961.0,670260.0,166718.0,910345.0,16465.0,27792.0,10651.0,9631.0,291312.0,4407880.0,985911.0,55900.0,36.0,134.0,10278.0,90940.0,1545.0,6641.0,-1.0,161908.0,72072.0,5845.0,336.0,21650522.0,6824.0,66039.0,74034.0,3315.0,-1.0,195.0,206096.0,35342.0,111.0,-1.0,24980.0,3752.0,3521.0,-1.0,54687.0
