,India,Paraguay,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Belize,Burkina Faso,Malaysia,Grenada,Malta,Dominican Republic,Philippines,Syrian Arab Republic,Bangladesh,Lao People's Democratic Republic,Australia & New Zealand,Cook Islands,Martinique,Greece,Zimbabwe,Brazil,Iraq,Venezuela (Bolivarian Republic of),Cyprus,South Africa,Spain,New Zealand,Guyana,Portugal,Bahamas,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,French Polynesia,Algeria,Sudan (former),Madagascar,Egypt,French Guiana,Argentina,Cambodia,Haiti,Costa Rica,Cuba,Guadeloupe,Dominica,Viet Nam,Morocco,Congo,Lebanon,Mexico,Uruguay,Ecuador,Honduras,Central African Republic,Israel,Somalia,China,Suriname,Tunisia,Côte d'Ivoire,Jamaica,Uzbekistan,Trinidad and Tobago,Occupied Palestinian Territory,Italy,Saint Lucia,Chile,Saint Vincent and the Grenadines,Australia,France,Jordan,Sudan,Polynesia,"China, mainland",Puerto Rico,Swaziland,Thailand,Turkey
1992,129310.0,436499.0,98667.0,126861.0,78505.0,121996.0,90184.0,87243.0,153682.0,43333.0,155357.0,-1.0,50000.0,55426.0,-1.0,29103.0,62500.0,282383.0,149978.0,42593.0,197403.0,74286.0,193548.0,80894.0,99792.0,380000.0,221400.0,299621.0,239521.0,-1.0,54237.0,210526.0,365044.0,177581.0,195672.0,173333.0,69152.0,150000.0,84906.0,191549.0,17391.0,206233.0,72086.0,88585.0,74742.0,97876.0,104923.0,70028.0,84000.0,100000.0,-1.0,462407.0,140876.0,133333.0,166083.0,154931.0,68475.0,458731.0,80000.0,72575.0,65568.0,192007.0,49348.0,122301.0,96917.0,81818.0,-1.0,247171.0,76923.0,-1.0,84169.0,290163.0,109833.0,307966.0,-1.0,161694.0,55426.0,20743.0,106538.0,35392.0,317712.0
1993,140832.0,439098.0,98667.0,127657.0,113872.0,135232.0,87979.0,66568.0,153459.0,48946.0,142483.0,-1.0,50000.0,62621.0,-1.0,30461.0,68493.0,301395.0,149988.0,49259.0,207500.0,77778.0,193218.0,80482.0,99212.0,365000.0,212779.0,216883.0,250000.0,-1.0,60286.0,222222.0,429429.0,280656.0,197333.0,190421.0,96115.0,146341.0,84786.0,180000.0,20714.0,195894.0,72772.0,87777.0,75543.0,73336.0,105342.0,59863.0,81818.0,100000.0,-1.0,472727.0,153087.0,144421.0,112571.0,212444.0,68687.0,458338.0,85000.0,74472.0,67647.0,192596.0,53158.0,124577.0,97665.0,79554.0,-1.0,269136.0,80788.0,-1.0,82565.0,311544.0,51050.0,397727.0,-1.0,169549.0,56774.0,9673.0,106672.0,40851.0,335664.0
1994,150000.0,439977.0,101429.0,129327.0,113333.0,108140.0,85773.0,75605.0,153248.0,48519.0,137867.0,-1.0,50000.0,61253.0,-1.0,30651.0,65476.0,259417.0,150000.0,49259.0,167125.0,77586.0,193571.0,80050.0,98633.0,355828.0,240392.0,235270.0,367521.0,-1.0,90431.0,229508.0,384940.0,186091.0,202605.0,200000.0,96400.0,158537.0,85000.0,148525.0,24000.0,198172.0,72464.0,86965.0,76142.0,79458.0,105334.0,59271.0,79167.0,100000.0,-1.0,454533.0,153089.0,146133.0,120419.0,186667.0,68898.0,387633.0,90000.0,69096.0,70988.0,193183.0,60870.0,126852.0,98413.0,84895.0,257675.0,163649.0,78333.0,-1.0,80227.0,244709.0,64594.0,333097.0,-1.0,177778.0,57143.0,9167.0,106805.0,46429.0,347938.0
1995,158918.0,417155.0,101538.0,129811.0,113937.0,140242.0,85110.0,77707.0,153047.0,48519.0,138600.0,-1.0,50000.0,57888.0,-1.0,30799.0,57143.0,258509.0,150000.0,49643.0,174200.0,75379.0,193910.0,79590.0,98053.0,459375.0,246242.0,245948.0,341880.0,-1.0,94578.0,236364.0,392293.0,252640.0,199115.0,213333.0,95538.0,150000.0,85714.0,136414.0,18000.0,205516.0,74918.0,86150.0,76967.0,95194.0,105874.0,60011.0,82440.0,100000.0,-1.0,466667.0,171023.0,147856.0,136903.0,166667.0,69109.0,500619.0,86667.0,82095.0,74074.0,193768.0,46704.0,129128.0,99161.0,85847.0,332794.0,144474.0,86277.0,-1.0,83019.0,239000.0,75894.0,262972.0,-1.0,188000.0,64130.0,9673.0,107355.0,47222.0,344097.0
1996,169355.0,292075.0,103333.0,129838.0,108794.0,124798.0,81130.0,93460.0,152855.0,46875.0,126667.0,-1.0,50000.0,131889.0,-1.0,31380.0,62500.0,329330.0,-1.0,55600.0,159125.0,74194.0,194246.0,79096.0,97474.0,315152.0,254176.0,228636.0,338174.0,-1.0,93322.0,236364.0,349348.0,206597.0,153462.0,207423.0,102667.0,154762.0,82727.0,137055.0,19000.0,173751.0,76425.0,85439.0,77500.0,142086.0,106571.0,63410.0,76568.0,100000.0,137840.0,457440.0,240683.0,149325.0,161355.0,160000.0,69112.0,484527.0,80590.0,78565.0,54545.0,194349.0,45251.0,131404.0,98072.0,84255.0,251908.0,130000.0,86214.0,-1.0,84739.0,327814.0,90680.0,226943.0,-1.0,207423.0,64375.0,9800.0,108280.0,47619.0,349162.0
1997,177321.0,232408.0,105455.0,131797.0,110526.0,122565.0,77273.0,111248.0,152671.0,50000.0,125000.0,-1.0,50000.0,146362.0,-1.0,32669.0,70588.0,183598.0,149990.0,40000.0,244000.0,73770.0,195022.0,78560.0,97694.0,279097.0,259840.0,302258.0,352327.0,50000.0,94469.0,178038.0,355315.0,203362.0,160672.0,211456.0,87235.0,152381.0,83455.0,144554.0,19000.0,246574.0,77143.0,84536.0,77394.0,124225.0,106392.0,63636.0,100000.0,100000.0,138790.0,213146.0,224714.0,152755.0,103521.0,154545.0,69029.0,621429.0,75543.0,78115.0,66781.0,194925.0,6005.0,133679.0,99513.0,80889.0,371282.0,107143.0,98737.0,-1.0,86836.0,160133.0,59063.0,224653.0,-1.0,203348.0,65407.0,10956.0,126973.0,52273.0,221595.0
1998,186910.0,605576.0,103636.0,132258.0,109870.0,125650.0,78261.0,121926.0,152494.0,50000.0,125000.0,100000.0,50000.0,130189.0,-1.0,33144.0,70000.0,236804.0,149989.0,40000.0,240833.0,72857.0,196970.0,80769.0,96664.0,261194.0,261383.0,299724.0,400000.0,50327.0,95056.0,220145.0,338490.0,202928.0,159092.0,212627.0,92267.0,150000.0,83040.0,113776.0,23500.0,231267.0,78873.0,83696.0,78049.0,153934.0,103778.0,64063.0,90909.0,400000.0,138961.0,201667.0,175477.0,152587.0,61244.0,135722.0,69355.0,524271.0,71429.0,78378.0,61214.0,195496.0,59992.0,135955.0,100000.0,87900.0,367599.0,150000.0,81941.0,-1.0,92000.0,217425.0,112261.0,164828.0,-1.0,204866.0,63208.0,11529.0,84823.0,62222.0,346500.0
1999,200000.0,578240.0,110000.0,133486.0,110245.0,146077.0,79167.0,118942.0,152322.0,50000.0,117647.0,105295.0,50000.0,113281.0,-1.0,33700.0,65970.0,240370.0,149992.0,44000.0,209633.0,71429.0,191523.0,76478.0,96257.0,329851.0,279136.0,260934.0,400000.0,50196.0,98765.0,256946.0,359981.0,210829.0,157485.0,231500.0,116929.0,149425.0,82646.0,136667.0,23500.0,190984.0,96667.0,82851.0,81257.0,117422.0,109818.0,63333.0,84378.0,100000.0,139143.0,176667.0,192498.0,164188.0,104545.0,85322.0,69722.0,622408.0,69231.0,86710.0,56350.0,196059.0,59993.0,138230.0,100094.0,81545.0,347356.0,168000.0,81419.0,-1.0,85185.0,220005.0,119391.0,192602.0,-1.0,224565.0,70200.0,9708.0,112500.0,69565.0,453074.0
2000,203099.0,502298.0,111111.0,132877.0,103902.0,126838.0,68421.0,146113.0,152153.0,61195.0,117647.0,105202.0,50000.0,99669.0,-1.0,32949.0,64161.0,221672.0,149996.0,44292.0,249400.0,77778.0,188571.0,70000.0,96277.0,349068.0,322834.0,248808.0,300000.0,50307.0,93333.0,234300.0,402060.0,198156.0,153497.0,200000.0,98500.0,146667.0,82272.0,133244.0,33537.0,186244.0,96667.0,85000.0,85322.0,224082.0,109851.0,64286.0,125000.0,200000.0,139341.0,212230.0,199716.0,155533.0,97047.0,85366.0,70313.0,405941.0,45385.0,63740.0,58921.0,196616.0,59993.0,140506.0,100000.0,88550.0,349000.0,195500.0,78182.0,-1.0,92308.0,214161.0,119391.0,129044.0,-1.0,196895.0,52446.0,9769.0,107902.0,79038.0,402477.0
2001,208519.0,511921.0,120000.0,133409.0,97038.0,118470.0,67139.0,151431.0,151988.0,86832.0,117647.0,105213.0,50000.0,92882.0,-1.0,32301.0,62437.0,199460.0,149999.0,43750.0,189175.0,75000.0,186933.0,-1.0,95590.0,345342.0,282697.0,290582.0,180000.0,50024.0,111072.0,250000.0,380104.0,163797.0,153323.0,194493.0,114600.0,145652.0,81915.0,144742.0,42689.0,166241.0,96667.0,70000.0,85333.0,150754.0,110294.0,62963.0,109091.0,100000.0,139561.0,214953.0,241864.0,167717.0,93000.0,85366.0,70509.0,742117.0,42857.0,71440.0,78667.0,194118.0,59997.0,142781.0,100586.0,88880.0,323846.0,231818.0,77143.0,-1.0,90000.0,202748.0,139810.0,159363.0,-1.0,191851.0,61972.0,9726.0,107361.0,82700.0,409091.0
2002,215385.0,521374.0,120000.0,133152.0,97127.0,129612.0,63994.0,237969.0,151823.0,73412.0,117979.0,100000.0,50000.0,95773.0,234100.0,32301.0,60791.0,195672.0,150003.0,44000.0,224271.0,78415.0,186111.0,-1.0,95789.0,359509.0,286495.0,297541.0,195122.0,50000.0,124056.0,250000.0,395771.0,144000.0,153491.0,192249.0,153400.0,155556.0,81573.0,157970.0,53207.0,170626.0,98799.0,76923.0,84021.0,60463.0,109786.0,64222.0,107500.0,200000.0,139885.0,224176.0,207153.0,128095.0,106602.0,108231.0,70968.0,612895.0,42069.0,77522.0,72766.0,189474.0,60000.0,144464.0,100000.0,83600.0,303069.0,188979.0,77021.0,-1.0,87158.0,195735.0,139802.0,137553.0,-1.0,190236.0,67503.0,9824.0,107870.0,82695.0,368732.0
2003,216840.0,482229.0,120000.0,133107.0,106058.0,154008.0,60729.0,208426.0,151686.0,72500.0,117647.0,108636.0,50000.0,91180.0,182300.0,31768.0,59181.0,191929.0,150006.0,43747.0,230115.0,74545.0,178560.0,-1.0,94350.0,708894.0,293951.0,260126.0,250000.0,49336.0,129785.0,255102.0,359894.0,142308.0,153375.0,191970.0,188370.0,161654.0,80437.0,158497.0,65247.0,153468.0,102112.0,78479.0,83471.0,116165.0,110277.0,64399.0,131250.0,210000.0,140343.0,283810.0,238657.0,103636.0,112978.0,130405.0,70492.0,612201.0,43171.0,79636.0,88403.0,198529.0,59997.0,146624.0,100000.0,81250.0,297000.0,267837.0,80000.0,-1.0,85849.0,188198.0,124941.0,173621.0,-1.0,190314.0,67354.0,86391.0,108001.0,100366.0,378151.0
2004,219697.0,548163.0,126667.0,123595.0,103598.0,145650.0,58910.0,291667.0,151575.0,67958.0,117647.0,112465.0,50000.0,86527.0,237100.0,31746.0,57489.0,183432.0,150011.0,43835.0,226969.0,81125.0,168750.0,72670.0,93566.0,642795.0,300060.0,266526.0,266667.0,50000.0,258767.0,298077.0,422759.0,202051.0,153438.0,191952.0,190430.0,159420.0,81863.0,160260.0,76291.0,147675.0,104991.0,79545.0,82917.0,131556.0,110200.0,65071.0,116842.0,140000.0,140701.0,263793.0,243758.0,132964.0,80531.0,139860.0,70819.0,480612.0,43357.0,82711.0,82400.0,200751.0,59997.0,145000.0,110000.0,75714.0,298889.0,268571.0,75000.0,-1.0,87019.0,177566.0,152596.0,176064.0,-1.0,190683.0,72409.0,389850.0,108130.0,91273.0,375000.0
2005,220896.0,439080.0,128571.0,126033.0,116948.0,123884.0,56423.0,291789.0,151461.0,64535.0,117647.0,120000.0,50000.0,79267.0,234100.0,55000.0,55866.0,171617.0,150015.0,44260.0,224460.0,82931.0,171000.0,72292.0,92725.0,581181.0,290385.0,280197.0,208333.0,48379.0,92500.0,300000.0,221556.0,218043.0,153499.0,184333.0,166774.0,161654.0,81665.0,165789.0,124947.0,218163.0,107694.0,76923.0,82357.0,64438.0,110555.0,67420.0,115979.0,100000.0,140078.0,234000.0,225935.0,156897.0,110583.0,142857.0,70968.0,826144.0,43663.0,80594.0,77037.0,202993.0,60000.0,166899.0,120000.0,77778.0,274746.0,288000.0,78308.0,48780.0,87238.0,170084.0,189106.0,179172.0,-1.0,183602.0,74167.0,390684.0,108259.0,90001.0,410959.0
2006,219444.0,444620.0,140000.0,129165.0,104463.0,133884.0,53981.0,284452.0,151343.0,61483.0,117647.0,110000.0,52969.0,75043.0,234000.0,66907.0,54363.0,168176.0,-1.0,44170.0,229452.0,87368.0,169048.0,60000.0,91834.0,580640.0,307564.0,343862.0,280000.0,50000.0,114339.0,339623.0,303495.0,221739.0,153323.0,185263.0,269149.0,150416.0,81474.0,88605.0,172814.0,208696.0,110397.0,77222.0,81826.0,104201.0,110909.0,69272.0,115000.0,100000.0,141436.0,250000.0,246933.0,289822.0,107700.0,142857.0,71065.0,745106.0,44172.0,86708.0,87826.0,205252.0,58200.0,176827.0,120000.0,80288.0,309322.0,287356.0,79581.0,139373.0,83636.0,162091.0,176059.0,209515.0,-1.0,185263.0,80000.0,383333.0,108389.0,93250.0,482542.0
2007,219753.0,443182.0,140000.0,131021.0,82317.0,116579.0,51543.0,208160.0,146667.0,50829.0,116667.0,140000.0,44768.0,73066.0,233300.0,88676.0,52902.0,149804.0,-1.0,44079.0,232699.0,86340.0,167442.0,71124.0,90900.0,550515.0,298967.0,333766.0,243902.0,46315.0,114820.0,369231.0,423254.0,240000.0,153385.0,192273.0,110989.0,142857.0,81279.0,119122.0,183809.0,209524.0,113100.0,78438.0,81316.0,100901.0,111264.0,71557.0,109677.0,110989.0,140000.0,253333.0,192957.0,152483.0,118622.0,151724.0,71026.0,488833.0,45058.0,391654.0,101744.0,207526.0,56499.0,186259.0,125303.0,81472.0,294000.0,281765.0,80060.0,55749.0,80000.0,144483.0,148093.0,145589.0,-1.0,192273.0,428364.0,384000.0,108518.0,95814.0,435981.0
2008,235294.0,444773.0,164000.0,133424.0,89170.0,124068.0,47727.0,222552.0,151193.0,46251.0,116223.0,140000.0,70255.0,69141.0,228545.0,105339.0,51475.0,151266.0,150028.0,43989.0,232143.0,87724.0,171060.0,71881.0,89931.0,617197.0,309934.0,266091.0,237500.0,43546.0,100000.0,365079.0,416082.0,233518.0,153446.0,180909.0,112258.0,142857.0,81072.0,74329.0,193731.0,174068.0,115803.0,76923.0,80819.0,125767.0,111618.0,74405.0,112500.0,100000.0,136364.0,195000.0,241036.0,101722.0,116154.0,158621.0,70313.0,559355.0,45653.0,419480.0,114213.0,209813.0,57143.0,195289.0,130000.0,81222.0,258841.0,240000.0,80071.0,64189.0,92211.0,146667.0,135110.0,187691.0,-1.0,180428.0,457765.0,400230.0,108648.0,98499.0,447373.0
2009,240000.0,409900.0,170528.0,95847.0,74505.0,131615.0,47556.0,151208.0,151160.0,52855.0,115946.0,110000.0,50202.0,64618.0,231858.0,82524.0,50074.0,140069.0,150032.0,43899.0,233333.0,89054.0,173587.0,72663.0,88935.0,437799.0,338857.0,237428.0,239267.0,41193.0,100000.0,374131.0,363577.0,216941.0,153506.0,182500.0,132442.0,142857.0,80849.0,176774.0,202756.0,175910.0,118506.0,75522.0,80331.0,97795.0,111973.0,77978.0,111277.0,108333.0,140038.0,280066.0,239950.0,155643.0,113188.0,204693.0,71731.0,596684.0,46260.0,432981.0,109868.0,212110.0,58713.0,204027.0,140000.0,81109.0,325000.0,235149.0,80208.0,51546.0,91667.0,135052.0,119580.0,149300.0,-1.0,180583.0,469652.0,456077.0,108777.0,95000.0,505220.0
2010,236545.0,431572.0,179429.0,93410.0,63144.0,168426.0,44728.0,130704.0,151123.0,62260.0,116129.0,80000.0,103738.0,62776.0,266667.0,82003.0,48693.0,136859.0,150036.0,43808.0,275000.0,90353.0,175731.0,73464.0,87918.0,654891.0,309681.0,252966.0,255622.0,38585.0,114589.0,392346.0,364204.0,214276.0,153581.0,224500.0,209620.0,142857.0,80606.0,169470.0,210990.0,245699.0,121209.0,75808.0,79850.0,105285.0,112328.0,81250.0,111017.0,120017.0,136667.0,288594.0,228101.0,87419.0,97830.0,157798.0,72593.0,537916.0,46843.0,437187.0,108584.0,214416.0,59209.0,212549.0,160000.0,80996.0,303887.0,235149.0,79501.0,52265.0,118125.0,131335.0,117316.0,152604.0,-1.0,221521.0,464000.0,487128.0,108906.0,92813.0,559602.0
2011,235652.0,411686.0,131824.0,93080.0,69784.0,165566.0,43243.0,84042.0,151082.0,56435.0,114642.0,90000.0,162072.0,57418.0,268000.0,79354.0,47324.0,131592.0,150041.0,43718.0,295000.0,91624.0,177891.0,74276.0,86888.0,550695.0,296818.0,256275.0,256451.0,35714.0,115529.0,391593.0,380844.0,201516.0,152481.0,220689.0,245783.0,141571.0,80339.0,157936.0,220000.0,270064.0,123912.0,76326.0,79375.0,100965.0,112682.0,87639.0,115863.0,127593.0,147659.0,239843.0,228551.0,120424.0,100604.0,166289.0,73856.0,513078.0,47375.0,436821.0,124153.0,216728.0,58286.0,220901.0,163636.0,80882.0,298596.0,234323.0,79563.0,50523.0,127500.0,125150.0,122073.0,136570.0,-1.0,218111.0,456149.0,518681.0,109036.0,90581.0,552024.0
2012,234695.0,515728.0,140000.0,113590.0,71648.0,168757.0,41968.0,113708.0,150000.0,101131.0,112782.0,90000.0,231085.0,57375.0,227604.0,78681.0,42403.0,123569.0,150045.0,43627.0,839827.0,97826.0,181395.0,80000.0,84444.0,490567.0,290056.0,303018.0,255168.0,26250.0,107293.0,391593.0,416681.0,207856.0,151788.0,195763.0,226579.0,-1.0,80000.0,171013.0,220000.0,212979.0,126615.0,76083.0,78431.0,85640.0,113037.0,96429.0,116939.0,115890.0,173333.0,246238.0,243222.0,154172.0,105310.0,173161.0,76119.0,727487.0,48000.0,466836.0,138905.0,240000.0,58523.0,242077.0,170216.0,80769.0,298198.0,241628.0,79873.0,48780.0,131429.0,117965.0,114017.0,146661.0,145833.0,194165.0,488449.0,550234.0,109165.0,85686.0,527298.0
2013,233789.0,419048.0,141657.0,95480.0,64318.0,154590.0,40269.0,87542.0,149997.0,107173.0,112871.0,70000.0,232286.0,57911.0,280314.0,95104.0,44431.0,115776.0,150049.0,43537.0,265000.0,97826.0,181395.0,73944.0,84732.0,527173.0,303132.0,329983.0,253885.0,29401.0,118258.0,400684.0,378007.0,255109.0,152574.0,195742.0,228824.0,-1.0,79333.0,169871.0,220000.0,201694.0,129318.0,75840.0,78668.0,84128.0,113391.0,98878.0,116505.0,89655.0,161928.0,245119.0,252707.0,63375.0,105065.0,174555.0,76067.0,683364.0,48000.0,463969.0,173791.0,218181.0,58760.0,240541.0,174701.0,80656.0,297178.0,238190.0,79805.0,41812.0,138462.0,110762.0,132486.0,156598.0,145838.0,194074.0,484876.0,581787.0,109300.0,90625.0,356385.0
2014,232880.0,391429.0,129234.0,96289.0,72074.0,163328.0,38570.0,74386.0,150306.0,117255.0,113769.0,70000.0,232002.0,58253.0,264491.0,99880.0,51780.0,109767.0,150054.0,43446.0,226923.0,95563.0,177639.0,73497.0,85184.0,576000.0,298295.0,367970.0,252602.0,34598.0,119197.0,424214.0,337702.0,237160.0,152427.0,195639.0,267470.0,-1.0,79244.0,166250.0,222426.0,225877.0,132021.0,75597.0,80960.0,56547.0,113746.0,91846.0,120225.0,113095.0,148254.0,244000.0,262131.0,48500.0,104820.0,171892.0,74122.0,629856.0,47390.0,498293.0,167630.0,219357.0,58997.0,244029.0,183538.0,80543.0,296157.0,166975.0,79736.0,43103.0,182143.0,103141.0,106857.0,155655.0,145120.0,193975.0,521430.0,613340.0,109516.0,90625.0,359353.0
