,Ecuador,Iran,Antigua and Barbuda,Morocco,Costa Rica,North Korea,Albania,Turkey,Anguilla,Togo,Ukraine,Brazil,Cote d'Ivoire,Ghana,Botswana,Macao,Chad,Palestine,Yemen,Fiji,Colombia,South Korea,Tunisia,Turks and Caicos Islands,New Caledonia,Malaysia,Philippines,Pakistan,Bolivia,Cambodia,Hungary,Indonesia,Burundi,India,Syria,Namibia,South Africa,Jordan,Niger,Romania,Gabon,Norway,Japan,Luxembourg,Kyrgyzstan,Russia,Bahrain,China,Bhutan,Sweden,Azerbaijan,Bosnia and Herzegovina,Paraguay,Tanzania,Sudan,Martinique,Uganda,Mali,Panama,Nauru,Taiwan,United Arab Emirates,Dominica,Portugal,Rwanda,Yugoslavia,Qatar,Cyprus,Iceland,Lesotho,Comoros,Uruguay,Cook Islands,Suriname,Saint Lucia,Zimbabwe,Cuba,Montserrat,British Virgin Islands,Saudi Arabia,Thailand,United States,Chile,France,South Sudan,Denmark,New Zealand,Saint Helena,Malta,Micronesia (country),Finland,French Polynesia,Madagascar,Haiti,Papua New Guinea,Equatorial Guinea,Greece,Bulgaria,Czech Republic,Angola,Italy,Zambia,Tonga,Lebanon,Guinea-Bissau,Ireland,Lithuania,Libya,Gibraltar,Nepal,Oman,Poland,Tajikistan,Switzerland,Netherlands,Samoa,Slovakia,Burkina Faso,Belgium,Sao Tome and Principe,Argentina,Estonia,Grenada,Venezuela,Croatia,Egypt,Moldova,Eritrea,Cape Verde,Dominican Republic,Uzbekistan,Andorra,Saint Vincent and the Grenadines,Bahamas,Mongolia,Guatemala,Mauritius,El Salvador,Jamaica,Latvia,Liberia,Seychelles,Belarus,Cameroon,Armenia,Greenland,Palau,Serbia,Belize,Malawi,Singapore,Afghanistan,Laos,Djibouti,Iraq,Sri Lanka,Germany,Nigeria,Marshall Islands,Tuvalu,Guinea,Congo,Democratic Republic of Congo,Ethiopia,Kuwait,Vanuatu,Bermuda,Zanzibar,United Kingdom,Guadeloupe,Central African Republic,Somalia,Austria,Honduras,Niue,Maldives,Reunion,Guyana,Gambia,Spain,Saint Pierre and Miquelon,Vietnam,Kenya,Faeroe Islands,Solomon Islands,Mexico,Australia,Canada,French Guiana,Kiribati,Bangladesh,Mozambique,Timor,Algeria,Montenegro,Kazakhstan,Peru,Czechoslovakia,Liechtenstein,Slovenia,Wallis and Futuna,Trinidad and Tobago,Cayman Islands,Mauritania,Aruba,Sierra Leone,Benin,Macedonia,Georgia,Swaziland,Christmas Island,Puerto Rico,Nicaragua,Barbados,Curacao,Senegal,Myanmar,Falkland Islands,Turkmenistan,Israel
1895,,,,,,,,0.37434,,,,,,,,,,,,,,,,,,,,,,,6.87391,0.7707,,7.69599,,,3.34337,,,1.07898,,3.06445,12.24679,,,,,,,5.96375,,,,,,,,,,,,,,1.69921,,,,,,,,,,,,,,,,,,480.7333,0.52481,102.9435,,3.53054,1.62581,,,,0.23488,,,,,,0.31195,0.08441,,,12.04127,,,,,,,,,,,49.07157,,3.8535,11.64491,,,,40.19751,,2.26806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.67478,,,,,,,,,,,,366.14856,,,,20.4052,,,,,,,8.61716,,0.17983,,,,0.49545,4.59851,13.55331,,,,,,,,,0.04037,39.53324,,,,,,,,,,,,,,,,,,,,,,
1896,,,,,,,,0.44407,,,,,,,,,,,,,,,,,,,,,,,7.38771,0.86245,,8.32723,,,4.26454,,,1.11935,,3.13051,12.93675,,,,,,,6.1656,,,,,,,,,,,0.00367,,,1.73224,,,,,,,,,,,,,,,,,,481.66915,0.53582,106.45569,,4.31959,1.77261,,,,0.29727,,,,,,0.37434,0.10643,,,11.44306,,,,,,,,,,,52.8113,,4.21683,12.5147,,,,42.34813,,2.30843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.6798,,,,,,,,,,,,376.59705,,,,21.33371,,,,,,,9.31813,,0.36333,,,,0.57986,4.51043,14.67266,,,,,,,,,0.04037,40.50579,,,,,,,,,,,,,,,,,,,,,,
1897,,,,,,,,0.31562,,,,,,,,,,,,,,,,,,,,,,,7.47579,1.10834,,9.01352,,,4.78568,,,1.29918,,3.39108,13.56432,,,,,,,6.86657,,,,,,,,,,,0.05138,,,1.82032,,,,,,,,,,,,,,,,,,501.10547,0.63858,111.44322,,4.63154,1.87904,,,,0.51747,,,,,,0.36333,0.1101,,,11.93851,,,,,,,,,,,55.18212,,4.44804,13.12392,,,,43.81613,,2.08456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0022,,,,,,,,,,,,386.60147,,,,23.05861,,,,,,,9.56035,,0.52481,,,,0.68996,4.98386,14.82313,,,,,,,,,0.04037,42.86927,,,,,,,,,,,,,,,,,,,,,,
1898,,,,,,,,0.52481,,,,,,,,,,,,,,,,,,,,,,,8.54743,1.29184,,9.98607,,,6.05917,,,1.71389,,3.39108,17.27469,,,,,,,7.31064,,,,,,,,,,,0.11377,,,2.08456,,,,,,,,,,,,,,,,,,546.21344,0.74134,115.23433,,4.81137,2.02584,,,,0.48811,,,,,,0.46242,0.1468,,,12.42295,,,,,,,,,,,59.94211,,4.75632,12.9551,,,,45.15935,,2.35247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.84529,,,,,,,,,,,,387.51163,,,,24.49358,,,,,,,9.38786,,0.65693,,,,0.73767,5.62244,15.73329,,,,,,,,,0.08808,43.82714,,,,,,,,,,,,,,,,,,,,,,
1899,,,,,,,,0.67161,,,,,,,,,,,,,,,,,,,,,,,8.28686,1.12669,,11.00633,,,5.52702,,,1.6148,,4.05535,17.30038,,,,,0.09542,,9.14931,,,,,,,,,,,0.08074,,,2.14695,,,,,,,,,,,,,,,,,,626.55708,0.63491,120.49711,,5.25911,2.17998,,,,0.73767,,,,,,0.24222,0.1468,,,13.61203,,,,,,,,,,,62.01933,,5.13066,13.30008,,,,47.20354,,2.92499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.78058,,,,,,,,,,,,415.23114,,,,24.85691,,,,,,,10.643,,0.734,,,,0.75602,5.79493,19.20144,,,,,,,,,0.16148,44.96484,,,,,,,,,,,,,,,,,,,,,,
1900,,,,,,,,1.03861,,,,,,,,,,,,,,,,,,,,,,,9.60072,1.2111,,13.07254,,,2.33412,,,1.24046,,4.16178,19.44366,,,,,,,9.18601,,,,,,,,,,,0.1101,,,2.46991,,,,,,,,,,,,,,,,,,663.82226,0.85144,129.48861,,5.15635,2.44422,,,,0.60188,,,,,,0.41838,0.21653,,,13.93132,,,,,,,,,,,63.41026,,5.68483,14.65798,,,,49.74685,,2.07355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.29427,,,,,,,,,,,,420.42786,,,,27.71951,,,,,,,11.23754,,0.5138,,,,1.00191,10.18425,20.6621,,,,,,,,,0.24589,44.63821,,,,,,,,,,,,,,,,,,,,,,
1901,,,,,,,,0.95053,,,,2.10658,,,,,,,,,,,,,,,,,,,9.63375,2.24604,,14.41943,,,3.91589,,,1.59645,,3.90121,23.31184,,,,,,,8.53642,,,,,,,,,,,0.17616,,,2.39284,,,,,,,,,,,,,,,,,,722.70741,1.57076,125.20939,,5.36921,2.74516,,,,0.42205,,,,,,0.41838,0.27158,,,13.5423,,,,,,,,,,,67.00686,,5.19305,14.33502,,,,46.78516,,2.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.09051,,,,,,,,,,,,411.37397,,,,28.40947,,,,,,,11.82474,,0.50279,,,,1.31386,11.45774,23.88436,,,,,,,,,0.23855,46.64203,,,,,,,,,,,,,,,,,,,,,,
1902,,,,,,,,1.04962,,,,2.51028,,,,,,,,,,,,,,,,,,,8.86305,1.5414,,15.90211,,,5.8353,,,1.59278,,4.24986,24.98536,,,,,0.09542,,8.94012,,,,,,,,,,,0.2569,,,2.62405,,,,,,,,,,,,,,,,,,765.7455,1.96345,117.85471,,5.51234,3.0461,,,,0.40003,,,,,,0.33397,0.23855,,,15.03966,,,,,,,,,,,65.59758,,5.24443,14.32401,,,,48.93578,,2.81856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.71205,,,,,,,,,,,,427.33847,,,,25.69734,,,,,,,12.35689,,0.40003,,,,1.42763,11.4137,25.69,,,,,,,,,0.09909,47.26593,,,,,,,,,,,,,,,,,,,,,,
1903,,,,,,,,1.20743,,,,2.44422,,,,,,,,,,,,,,,,,,,9.18968,3.00573,,16.19204,,,7.79508,,,1.84968,,4.24619,25.82946,,,,,1.96712,,9.82092,,,,,,,,,,,0.21653,,,2.52496,,,,,,,,,,,,0.11377,,,,,,895.86902,2.1653,129.55467,,5.73621,3.17455,,,,0.5138,,,,,,0.40003,0.23488,,,15.3406,,,,,,,,,,,68.59964,,5.68116,15.32225,,,,52.71588,,2.86627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.16159,,,,,,,,,,,,430.68918,,,,25.59091,,,,,,,12.19541,,0.55784,,,,1.55975,11.23754,28.00577,,,,,,,,,0.21286,48.15407,,,,,,,,,,,,,,,,,,,,,,
1904,,,,,,,,1.36891,,,,2.62405,,,,,,,,,,,,,,,,,,,9.29244,3.37273,,18.09677,,,8.78231,,,2.19099,,4.16545,29.09943,,,,,2.0919,,10.34206,,,,,,,,,,,0.2202,,,2.58368,,,,,,,,,,,,0.14313,,,,,,881.66245,1.97079,126.20396,,6.18762,3.43879,,,,0.52848,,,,,,0.35599,0.30094,,,16.21406,,,,,,,,,,,69.49512,,5.97109,16.19204,,,,50.43314,,3.80212,,,0.00367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.70565,,,,,,,,,,,,432.70034,,,,26.97083,,,,,,,13.01382,,0.80373,,,,1.72123,11.56417,33.15111,,,,,,,,,0.27892,48.62383,,,,,,,,,,,,,,,,,,,,,,
1905,,,,,,,,1.53406,,,,2.80388,,,,,,,,,,,,,,,,,,,9.44658,4.13976,,18.50414,,,10.04479,,,2.66442,,4.15444,29.98023,,,,,2.30109,,10.18058,,,,,,,,,,,0.25323,,,2.52496,,,,,,,,,,,,0.23488,,,,,,986.11065,2.08089,127.63526,,6.0188,3.54522,,,,0.5872,,,,,,0.27892,0.35966,,,17.8729,,,,,,,,,,,75.00746,,6.25001,16.62143,,,,50.34873,,3.98929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.94982,,,,,,,,,,,,438.38884,,,,28.15257,,,,,,,13.59368,,0.79272,,,,1.71022,12.06696,35.44486,,,,,,,,,0.35232,50.05513,,,,,,,,,,,,,,,,,,,,,,
1906,,0.00367,,,,,,1.58177,,,,3.21125,,,,,,,,,,,,,,,,,,,10.18058,4.45905,,21.37775,,,11.48343,,,3.60394,,4.23151,32.90889,,,,,17.1389,,11.31094,,,,,,,,,,,0.27525,,,2.90297,,,,,,,,,,,,0.25323,,,,,,1035.03175,2.44422,136.79191,,6.55462,3.86818,,,,0.61656,,,,,,0.26057,0.31562,,,21.12452,,,,,,,,,,,78.82059,,6.90694,18.08576,,,,57.58964,,6.26469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.52994,,,,,,,,,,,,454.09277,,,,33.59151,,,,,,,13.88361,,0.83676,,,,1.92308,14.38273,37.44868,,,,,,,,,0.42939,52.27181,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,1.88271,,,,3.45714,,,,,,,,,,,,,,,0.00734,,,,10.22095,5.30315,,23.855,,,12.67251,,,4.56548,,4.78935,35.12924,,,,,16.86732,,12.79362,,,,,,,,,,,0.35966,,,3.16721,,,,,,,,,,,,0.27892,,,,,,1203.77101,2.18365,145.83479,,5.84264,4.09205,,,,0.88814,,,,,,0.42939,0.45508,,,22.84575,,,,,,,,,,,87.33866,,8.01161,18.6069,,,,58.41906,,6.26469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.90661,,,,,,,,,,,,474.34383,,,,42.18665,,,,,,,14.11849,,0.85144,,,,2.26806,15.50208,47.06775,,,,,,,,,0.80006,54.93623,,,,,,,,,,,,,,,,,,,,,,
1908,,,,,,,,1.7249,,,,3.60027,,,,,,,,,,,,,,,0.01835,,,,10.7898,5.50133,,27.29379,,,13.0285,,,4.39299,,5.7252,37.69457,,,,,22.76868,,13.66708,,,,,,,,,,,0.41104,,,3.14886,,,,,,,,,,,,0.39636,,,,,,1052.69546,2.46257,146.95414,,7.24825,4.15811,,,,1.40928,,,,,,0.73033,0.59821,,,23.30083,,,,,,,,,,,93.17396,,8.01895,18.95188,,,,57.94196,,7.62993,,,0.00367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.373,,,,,,,,,,,,462.72094,,,,59.03929,,,,,,,14.80845,,0.92117,,,,3.77643,16.78291,47.48613,,,,,,,,,1.21477,55.94915,,,,,,,,,,,,,,,,,,,,,,
1909,,,,,,,,1.95978,,,,3.61495,,,,,,,,,,,,,,,0.05505,,,,11.87245,5.99678,,26.36161,,,14.99929,,,4.86642,,5.77291,38.31847,,,,,20.87129,,12.58076,,,,,,,,,,,0.48811,,,3.20024,,,,,,,,,,,,0.41104,,,,,,1165.25803,2.35614,150.34155,,8.01895,4.27188,,,,1.2845,,,,,,0.56151,0.60555,,,25.74505,,,,,,,,,,,95.69158,,8.08134,19.95012,,,,57.85755,,5.9454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.30136,,,,,,,,,,,,466.84969,,,,42.23803,,,,,,,15.19013,,1.02026,,,,3.69936,14.57724,45.46029,,,,,,,,,1.51204,55.60784,,,,0.02569,,,,,,,,,,,,,,,,,,
1910,,,,,,,,1.88638,,,,4.20582,,,,,,,,,,,,,,,0.05138,,,,11.69629,6.12156,,25.73771,,,17.00678,,,4.82605,,5.94907,39.44883,,,,,18.77939,,13.01015,,,,,,,,,,,0.61656,,,3.25529,,,,,,,,,,,,0.43306,,,,,,1271.30635,2.81489,150.85902,,7.36202,4.91046,,,,1.0643,,,,,,0.71932,0.63491,,,25.77808,,,,,0.21653,,,,,,94.70068,,7.80242,20.86762,,,,61.38809,,8.92177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.09584,,,,,,,,,,,,470.50134,,,,57.61166,,,,,,,14.91855,,1.32487,,,,4.16178,17.46553,51.70663,,,,,,,,,1.33221,55.02798,,,,0.06606,,,,,,,,,,,,,,,,,,
1911,,0.13579,,,,,,2.23136,,,,4.61319,,,,,,,,,,,,,,,0.0367,,,,12.01558,6.73812,,27.158,,,16.3682,,,5.78392,,6.08853,44.28222,,,,,27.892,,12.67251,,,,,,,,,,,0.67895,,,3.14886,,,,,,,,,,,,0.5138,,,,,,1258.443,3.11216,157.16408,,7.84279,4.61686,,,,1.31753,,,,,,0.90649,0.89915,,,26.58181,,,,,,,,,,,99.76528,,8.6245,22.11542,,,,61.78812,,9.96038,,,,,0.01101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.3372,,,,,,,,,,,,482.13891,,,,48.11737,,,,,,,14.7534,,1.15972,,,,8.41531,19.27117,60.36783,,,,,,,,,1.50837,55.72528,,,,0.12478,,,,,,,,,,,,,,,,,,
1912,,0.25323,,,,,,2.00015,,,,5.60042,,,,,,,,,,,,,,,0.00367,,,,12.32386,5.84998,,31.2684,,,17.37745,,,6.02247,,6.88859,49.3615,,,,,9.80257,,14.04142,,,,,,,,,,,0.74134,,,3.65899,,,,,,,,,,,,0.52114,,,,,,1343.40717,3.46815,158.8376,,9.29978,4.87009,,,,1.48635,,,,,,,0.89915,,,27.89567,,,,,,,,,,,111.11659,,8.77497,24.96334,,,,64.88193,,9.49429,,,,,0.08441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.93841,,,,,,,,,,,,456.63241,,,,50.0221,,,,,,,16.00854,,1.14137,,,,8.64652,20.81991,67.3812,,,,,,,,,1.46066,59.29252,,,,0.19818,,,,,,,,,,,,,,,,,,
1913,,0.85511,,,,,,2.04052,,,,6.04449,,,,,,,,,,,,,,,0.00734,,,,13.04685,5.9087,,34.49433,,,19.01427,,,7.00236,,6.92896,54.40408,,,,,10.77512,,15.78467,,,,,,,,,,,0.85511,,,3.86451,,,,,,,,,,,,0.58353,,,,,,1442.47148,3.36172,171.39267,,9.542,4.2205,,,,1.66618,,,,,,1.33955,0.78905,,,30.01326,,,,,0.22387,,,,,,116.39772,,9.26675,27.59473,,,,68.12621,,10.16223,,,0.01468,,0.04037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.95946,,,,,,,,,,,,499.13835,,,,59.72558,,,,,,,17.44718,,1.35423,,,,11.76235,22.42737,79.41146,,,,,,,,,1.57443,62.01933,,,,0.22387,,,,,,,,,,,,,,,,,,
1914,,1.1744,,,,,,1.66618,,,,4.11407,,,,,,,,,,,,,,,0.01835,,,,11.61188,6.02614,,34.77325,,,18.43074,,,5.79493,,7.72168,58.11078,,,,,15.13141,,14.87084,,,,,,,,,,,0.92117,,,3.38007,,,,,,,,,,,,0.8441,,,,,,1317.85296,2.84792,118.54467,,9.78055,5.09029,,,,0.68996,,,,,,0.01101,1.18541,,,27.28278,,,,,0.24956,,,,,,97.16325,,8.441,25.86616,,,,40.64158,,8.68689,,,0.02936,,0.30828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.74199,,,,,,,,,,,,483.97391,,,,48.91376,,,,,,,17.32974,,1.64783,,,,10.15856,24.51927,68.49321,,,,,,,,,1.54507,56.54002,,,,0.28993,,,,,,,,,,,,,,,,,,
1915,,1.40561,,,,,,1.03861,,,,3.14886,,,,,,,,,,,,,,,0.05505,,,,11.78437,6.04082,,36.33667,,,18.54084,,,5.15268,,8.46302,52.92874,,,,,16.11497,,14.9736,,,,,,,,,,,1.01659,,,3.09014,,,,,,,,,,,,0.98723,,,,,,1367.50439,3.07179,103.40225,,10.47051,4.93982,,,,0.10643,,,,,,0.02202,0.76336,,,23.8183,,,,,0.22754,,,,,,94.89886,,8.94012,24.57432,,,,34.47598,,6.95098,,,0.05138,,0.09175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.66413,0.01835,,,,,,,,,,,490.28264,,,,34.95675,,,,,,,15.33693,,1.71022,,,,14.33869,21.82916,61.2156,,,,,,,,,1.89005,56.41524,,,,0.33397,,,,,,,,,,,,,,,,,,
1916,,2.01116,,,,,,0.5138,,,,2.88462,,,,,,,,,,,0.01101,,,,0.05138,,,,11.8541,6.77482,,36.74037,,,21.84751,,,3.00206,,7.90885,58.69431,,,,,17.99401,,15.78467,,,,,,,,,,,1.38726,,,2.99472,,,,,,,,,,,,1.18541,,,,,,1518.74142,3.71404,109.86879,,10.23196,5.04625,,,,0.17983,,,,,,0.06606,0.92484,,,23.55039,,,,,0.24222,,,,,,108.95496,,8.49605,22.43471,,,,45.86766,,4.99487,,,0.08074,,0.17983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.51651,0.06606,,,,,,,,,,,507.90231,,,,8.04464,,,,,,,17.89492,,1.82032,,,,17.2123,19.3042,76.58189,,,,,,0.00367,,,1.96712,60.04487,,,,0.41471,,,,,,,,,,,,,,,,,,
1917,0.02569,2.80388,,,,,,0.39269,,,,2.50294,,,,,,,,,,,0.02936,,,,0.01101,,,,11.73666,7.14916,,38.42123,,,23.3779,,,2.51762,,3.50118,67.59406,,,,,19.88406,,6.77482,,,,,,,,,,,1.80197,,,1.65884,,,,,,,,,,,,1.32487,,,,,,1671.20056,4.03333,121.80363,,7.44643,4.6242,,,,0.12111,,,,,,0.09175,1.14137,,,16.148,,,,,0.2569,,,,,,121.08064,,6.11789,8.66854,,,,36.30731,,2.23503,,,0.08074,,0.42205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.43757,0.22387,,,,,,,,,,,501.98994,,,,3.45714,,,,,,,15.87642,,1.73958,,,,26.17444,20.79422,85.38255,,,,,,0.00734,,,2.00749,56.46295,,,,0.52848,,,,,,,,,,,,,,,,,,
1918,0.02569,3.45347,,,,,,0.45875,,,,2.32678,,,,,,,,,,,0.04037,,,,0.02936,,,,10.66869,7.14182,,43.22893,,,22.25855,,,3.1929,,4.45905,71.66042,,,,,21.07681,,8.01528,,,,,,,,,,,2.14695,,,1.09733,,,,,,,,,,,,1.18174,,,,,,1748.44305,3.97461,108.62833,,8.69056,4.5508,,,,0.0734,,,,,,0.12478,1.42396,,,19.0106,,,,,0.24589,,,,,,101.69203,,5.75456,14.55155,,,,33.77868,,2.52496,,,0.21653,,0.86612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.24699,0.40003,,,,,,,,,,,467.61305,,,,3.34337,,,,,,,16.76089,,1.69187,,,,30.69221,22.97787,89.66544,,,,,,0.01835,,,1.94877,48.13939,,,,0.7707,,,,,,,,,,,,,,,,,,
1919,0.02569,4.32693,,,,,,0.93952,,,,3.07546,,,,,,,,,,,,,,,0.05872,,,,4.76366,7.64828,,47.19987,,,23.17605,,,4.67191,,5.29948,79.32338,,,,,24.2954,,7.69232,,,,,,,,,,,2.91398,,,2.16163,,,,,,,,,,,,1.22945,,,,,,1479.36966,3.8902,116.33166,,8.25016,4.13609,,,,0.23855,,,,,,0.10643,0.83676,,,18.63993,,,,,0.24956,,,,,,2.73415,,4.61319,22.01633,,,,44.94282,,3.73239,,,0.21286,,0.68996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.06213,0.37067,,,,,,,,,,,456.8783,,,,3.02041,,,,,,,15.95349,,1.76894,,,,41.15171,21.77411,76.21489,,,,,,0.01835,,,1.98547,45.47864,,,,0.64959,,,,,,,,,,,,,,,,,,
1920,0.02569,5.44628,,,,,,1.40561,,,,3.65165,,,,,,,,,,,0.02936,,,,0.10276,,,,5.59675,8.27585,,38.22305,,,25.70835,,,5.49399,,5.31049,74.40191,,,,,26.81302,,10.41913,,,,,,,,,,,3.04977,,,2.10658,,,,,,,,,,,,1.39093,,,,,,1738.73223,2.78553,152.02608,,7.20421,3.56357,,,,0.27525,,,,,,0.67895,1.101,,,17.89859,,,,,0.2936,,,,,,76.50482,,7.24458,22.20717,,,,55.24451,,5.90136,,,0.15047,,0.45508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.91114,0.48811,,,,,0.00367,,,,,,470.78393,,,,14.55155,,,,,,,14.07812,,1.86069,,,,76.36169,25.77441,84.51643,,,,,,0.02202,,,2.15062,45.1043,,,,0.86979,,,,,,,,,,0.20919,,,,,,,,
1921,0.02569,7.2666,,,,,,0.8441,,,,2.89563,,,,,,,,,0.02936,,0.02202,,,,0.06973,,,,9.25207,8.7713,,41.11134,,,25.45512,,,5.92705,,3.38007,66.91878,,,,,25.33034,,6.02247,,,,,,,,,,,2.75984,,,2.15062,,,,,,,,,,,,1.38726,,,,,,1424.30131,3.3397,138.13513,,6.80418,3.50485,,,,0.28259,,,,,,0.74501,1.36891,,,21.91724,,,,,0.23855,,,,,,75.06985,,4.47373,23.27147,,,,50.61664,,5.54904,,,0.16148,,0.56151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.95481,0.57252,,,,,0.00734,,,,,,320.32861,,,,19.37026,,,,,,,14.87084,,2.44789,,,,90.43614,23.19073,80.61522,,,,,,0.02569,,,2.45156,43.31701,,,,1.00191,,,,,,,,,,,,,,,,,,
1922,0.02569,9.24106,,,,,,1.01292,,,,3.78744,,,,,,,,,0.14313,,,,,,0.07707,,,,11.02835,8.31255,,40.45441,,,21.82182,,,7.15283,,6.49223,71.54665,,,,,26.67723,,9.96038,,,,,,,,,,,3.57825,,,2.96536,,,,,,,,,,,,1.24413,,,,,,1435.67464,2.75984,163.41776,,9.66678,3.56724,,,,0.71198,,,,,,0.67895,1.51204,,,25.74138,,,,,,,,,,,71.88796,,6.16193,27.31581,,,,56.00053,,7.31064,,,0.20552,,0.53215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.20669,0.30461,,,,,0.08074,,,,,,428.92391,,,,18.61791,,,,,,,14.96626,,2.63139,,,,85.69083,24.38348,69.32263,,,,,,0.02569,,,2.95802,38.65978,,,,0.98356,,,,,,,,,,,,,,,,,,
1923,0.0367,11.5972,,,,,,1.47534,,,,4.6242,,,,,,,,,0.18717,,,,,,0.07707,,,,11.87979,9.60439,,41.64349,,,26.48639,,,8.48871,,6.80418,76.03139,,,,,32.20425,,12.11834,,,,,,,,,,,3.83882,,,2.68277,,,,,,,,,,,,1.48635,,,,,,1897.11108,3.04977,184.4909,,10.54391,3.84249,,,,1.47901,,,,,,0.92117,1.60746,,,26.86807,,,,,,,,,,,52.63514,,7.67764,27.24241,,,,72.00173,,8.45935,,,0.45141,,0.46976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.47264,0.47343,,,,,0.16148,,,,,,455.63784,,,,17.80684,,,,,,,17.24166,,2.80755,,,,72.15587,24.88994,93.13359,,,,,,0.01468,,,2.98371,40.86178,,,,1.2111,,,,,,,,,,,,,,,,,,
1924,0.04404,13.52762,,,,,,2.45523,,,,5.11231,,,,,,,,,0.19818,,,,,,0.08441,,,,11.28158,10.60263,,44.58316,,,27.82227,,,10.02277,,7.74003,79.47752,,,,,35.15126,,14.46347,,,,,,,,,,,4.0003,,,3.03509,,,,,,,,,,,,1.57076,,,,,,1698.36957,4.03333,206.97332,,12.36056,3.99663,,,,1.74692,,,,,,1.29918,1.84601,,,32.23361,,,,,6.69775,,,,,,47.91552,,7.24458,30.6445,,,,76.38004,,10.97697,,,0.38535,,0.49912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.53302,0.54316,,,,,0.21653,,,,,,476.76236,,,,20.12628,,,,,,,18.41973,,3.28465,,,,67.98308,27.11396,77.5104,,,,,,0.02936,,,3.62229,50.15422,,,,1.65884,,,,,,,,,,,,,,,,,,
1925,0.06973,14.22492,,,,,,2.37082,,,,5.38389,,,,,,,,,0.44407,,,,,,0.08441,,,,10.14755,11.09808,,43.98862,,,29.00034,,,11.72932,,7.60791,82.14561,,,,,33.27589,,12.9184,,,,,,,,,,,4.49575,,,3.12684,,,,,,,,,,,,1.83133,,,,,,1743.74912,3.80579,214.17753,,10.73842,4.09572,,,,1.71389,,,,,,1.9818,1.81298,,,31.01884,,,,,6.04449,,,,,,48.15407,,7.54919,33.64656,,,,78.16733,,11.25589,,,0.67528,,0.55417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.81606,0.64592,,,,,0.17249,,,,,,450.39341,,,,19.02161,,,,,,,19.084,,3.62229,,,,57.1786,28.28102,75.37079,,,,,,0.03303,,,4.79302,47.19987,,,,1.94877,,,,,,,,,,,,,,,,,,
1926,0.09175,15.0837,,,,,,3.01307,,,,5.48665,,,,,,,,,0.84777,,,,,,0.05138,,,,11.79171,11.11643,,43.86384,,,30.47935,,,14.52586,,6.37112,82.74015,,,,,29.63892,,12.55507,,,,,,,,,,,4.75999,,,3.14152,,,,,,,,,,,,2.32678,,,,,,1891.6281,3.90855,214.08211,,10.48519,4.27922,,,,1.60012,,,,,,1.82399,1.78362,,,35.89994,,,,,8.1107,,,,,,48.20912,,7.46845,34.38423,,,,77.81134,,11.27791,,,1.07164,,0.53215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.91361,0.87713,,,,,0.23855,,,,,,246.77447,,,,18.65094,,,,,,,18.40872,,3.42778,,,,44.75932,27.89934,84.89444,,,,,,0.04037,,,4.74164,47.8568,,,,1.96345,,,,,,,,,,,,,,,,,,
