,Kenya,Peru,"China, Taiwan Province of",Serbia and Montenegro,Croatia,Cameroon,Serbia,India,Armenia,Syrian Arab Republic,Nepal,Uzbekistan,Yugoslav SFR,Canada,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Zimbabwe,Iraq,Cyprus,South Africa,Japan,New Zealand,Yemen,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Algeria,Pakistan,Morocco,Madagascar,Tajikistan,Kyrgyzstan,Argentina,Ukraine,Georgia,Germany,Slovenia,Austria,Turkmenistan,Czechoslovakia,Bhutan,Switzerland,Mexico,USSR,Romania,Azerbaijan,Spain,Egypt,Bosnia and Herzegovina,China,Tunisia,Malta,Libya,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Ecuador,Hungary,Kazakhstan,Chile,Israel,Australia,France,Jordan,Republic of Moldova,Poland,"China, mainland",Russian Federation,Italy,Turkey
1996,2.0,46.0,9619.0,5050.0,320.0,95.0,-1.0,2725.0,5700.0,8800.0,62.0,12000.0,-1.0,276.0,872.0,4600.0,5169.0,16.0,4277.0,310.0,5200.0,-1.0,735.0,3538.0,5785.0,4065.0,8730.0,26925.0,13460.0,11906.0,13800.0,122.0,8900.0,3400.0,3000.0,19000.0,5000.0,100.0,33.0,271.0,1000.0,-1.0,-1,667.0,495.0,-1.0,6028.0,3000.0,23300.0,3067.0,162.0,13619.0,17000.0,-1.0,2802.0,258.0,638.0,2075.0,5282.0,3100.0,553.0,107.0,9000.0,4000.0,2130.0,730.0,3330.0,16004.0,860.0,2100.0,-1.0,4000.0,17000.0,14410.0,58360.0
1997,2.0,52.0,9441.0,4200.0,330.0,95.0,-1.0,2804.0,4200.0,9000.0,65.0,12000.0,-1.0,200.0,928.0,5000.0,5203.0,16.0,4351.0,250.0,5800.0,-1.0,850.0,3538.0,5540.0,4220.0,8660.0,27316.0,13770.0,12075.0,13800.0,130.0,6000.0,4000.0,3859.0,19300.0,2000.0,100.0,40.0,363.0,4000.0,-1.0,-1,250.0,488.0,-1.0,5811.0,2857.0,24474.0,3080.0,180.0,13441.0,10400.0,-1.0,2928.0,340.0,652.0,2120.0,5127.0,3000.0,598.0,65.0,15900.0,3000.0,2333.0,720.0,3370.0,16057.0,746.0,3169.0,-1.0,4000.0,16700.0,14787.0,61175.0
1998,2.0,45.0,9354.0,966.0,335.0,97.0,-1.0,2920.0,3600.0,12409.0,62.0,8200.0,-1.0,210.0,833.0,5100.0,5244.0,13.0,4350.0,250.0,5003.0,-1.0,850.0,3538.0,5618.0,3774.0,8650.0,27746.0,13680.0,12179.0,13600.0,129.0,6400.0,5400.0,3298.0,12000.0,1500.0,100.0,40.0,363.0,1800.0,-1.0,-1,521.0,375.0,-1.0,5487.0,1360.0,25018.0,3199.0,200.0,13854.0,10000.0,9.0,3050.0,400.0,655.0,2040.0,5100.0,2960.0,591.0,60.0,6700.0,1500.0,2285.0,735.0,2924.0,15977.0,779.0,2871.0,-1.0,4500.0,16800.0,14969.0,61000.0
1999,2.0,34.0,8823.0,2000.0,400.0,97.0,-1.0,3281.0,3786.0,12399.0,67.0,8500.0,-1.0,178.0,400.0,5500.0,5303.0,16.0,4400.0,260.0,5628.0,17300.0,700.0,3542.0,5785.0,4059.0,8248.0,28035.0,13950.0,12489.0,13927.0,142.0,7500.0,5200.0,2813.0,12000.0,1200.0,100.0,40.0,433.0,1500.0,-1.0,-1,514.0,402.0,-1.0,5490.0,1334.0,24777.0,3350.0,210.0,13823.0,9700.0,7.0,3200.0,400.0,657.0,1650.0,5500.0,2870.0,318.0,70.0,9100.0,1500.0,2406.0,728.0,3359.0,15881.0,779.0,2500.0,1900.0,5000.0,17000.0,15150.0,62300.0
2000,8.0,40.0,9100.0,1716.0,388.0,100.0,-1.0,3470.0,3300.0,12420.0,73.0,17000.0,-1.0,160.0,300.0,5500.0,5363.0,13.0,4639.0,220.0,4873.0,17400.0,759.0,3585.0,5606.0,3859.0,8248.0,29024.0,13390.0,12909.0,13921.0,132.0,9000.0,7200.0,2200.0,11600.0,1350.0,100.0,43.0,440.0,1500.0,-1.0,-1,519.0,396.0,-1.0,4389.0,1260.0,23487.0,4960.0,203.0,16100.0,9720.0,7.0,3300.0,403.0,628.0,1500.0,5475.0,2770.0,680.0,71.0,9400.0,1800.0,2455.0,1100.0,3100.0,15894.0,784.0,2119.0,1665.0,7000.0,18000.0,15340.0,53650.0
2001,10.0,45.0,8845.0,2101.0,192.0,99.0,-1.0,3520.0,3243.0,12500.0,72.0,19000.0,-1.0,208.0,400.0,4700.0,5200.0,20.0,4555.0,225.0,6000.0,17400.0,697.0,3516.0,4942.0,4443.0,7863.0,30620.0,13530.0,13015.0,13700.0,133.0,6900.0,8000.0,2150.0,11600.0,1300.0,100.0,43.0,440.0,1700.0,-1.0,-1,530.0,412.0,-1.0,3632.0,1258.0,20787.0,5138.0,141.0,16845.0,9000.0,7.0,3354.0,665.0,612.0,1150.0,5781.0,2560.0,563.0,65.0,3750.0,1900.0,2480.0,1410.0,3746.0,15742.0,784.0,2222.0,2520.0,8000.0,19000.0,15343.0,54625.0
2002,10.0,45.0,8881.0,1865.0,283.0,103.0,-1.0,3625.0,3200.0,12612.0,73.0,23000.0,-1.0,200.0,350.0,5700.0,6014.0,20.0,4000.0,230.0,4883.0,17900.0,636.0,3528.0,4607.0,3636.0,7017.0,32000.0,14660.0,13758.0,12500.0,135.0,8000.0,9067.0,2200.0,10500.0,600.0,100.0,31.0,385.0,1700.0,-1.0,-1,558.0,440.0,-1.0,3919.0,1354.0,21061.0,6218.0,200.0,17881.0,9000.0,7.0,3400.0,632.0,550.0,1120.0,5797.0,2310.0,567.0,68.0,4914.0,1994.0,2350.0,1392.0,3000.0,14815.0,784.0,2219.0,2167.0,9000.0,20000.0,15314.0,55650.0
2003,10.0,50.0,8725.0,3500.0,307.0,104.0,-1.0,3749.0,3400.0,12900.0,78.0,19000.0,-1.0,210.0,250.0,5600.0,7007.0,20.0,4192.0,217.0,4231.0,18200.0,590.0,3540.0,8461.0,3690.0,7220.0,32500.0,16330.0,28389.0,12580.0,137.0,8300.0,9200.0,2249.0,10200.0,1500.0,53.0,31.0,385.0,1700.0,-1.0,-1,471.0,390.0,-1.0,3809.0,1457.0,20686.0,6747.0,211.0,18225.0,10575.0,6.0,3500.0,532.0,550.0,1100.0,6058.0,2250.0,476.0,70.0,6208.0,1904.0,2355.0,2334.0,3100.0,15402.0,775.0,1968.0,1655.0,9500.0,20500.0,15633.0,56750.0
2004,10.0,55.0,7957.0,4151.0,311.0,105.0,-1.0,3889.0,5100.0,13100.0,84.0,26000.0,-1.0,200.0,550.0,5731.0,5200.0,20.0,4100.0,202.0,7000.0,17300.0,590.0,633.0,8151.0,2953.0,7017.0,45931.0,19375.0,28972.0,12490.0,138.0,8000.0,7400.0,2275.0,10000.0,500.0,53.0,31.0,443.0,2000.0,-1.0,-1,592.0,327.0,-1.0,3468.0,1490.0,19858.0,7484.0,300.0,17957.0,9400.0,4.0,3500.0,350.0,566.0,1130.0,6300.0,2435.0,417.0,75.0,5798.0,1812.0,2400.0,2300.0,2363.0,15257.0,775.0,1903.0,1720.0,10000.0,23400.0,15551.0,57500.0
2005,10.0,60.0,7573.0,2300.0,275.0,116.0,-1.0,4044.0,5300.0,13330.0,84.0,24000.0,-1.0,164.0,350.0,5697.0,7286.0,20.0,5076.0,289.0,4533.0,17800.0,487.0,732.0,7340.0,5328.0,6410.0,49388.0,22888.0,28884.0,12000.0,142.0,8200.0,7300.0,2310.0,9900.0,1500.0,53.0,31.0,456.0,2700.0,-1.0,-1,602.0,284.0,-1.0,4151.0,1626.0,19249.0,7500.0,230.0,18573.0,8850.0,4.0,3579.0,400.0,566.0,1130.0,6400.0,2365.0,395.0,78.0,5823.0,1700.0,2300.0,1982.0,4841.0,13936.0,775.0,1871.0,1469.0,11000.0,19000.0,17318.0,60000.0
2006,11.0,62.0,7116.0,-1.0,500.0,123.0,3500.0,4218.0,5700.0,13944.0,84.0,34573.0,-1.0,127.0,400.0,5715.0,8030.0,20.0,5500.0,331.0,7000.0,18000.0,500.0,733.0,6857.0,6500.0,6289.0,47000.0,27362.0,29214.0,11750.0,140.0,8200.0,7300.0,2300.0,9600.0,550.0,53.0,31.0,472.0,2500.0,-1.0,-1,625.0,348.0,-1.0,2900.0,2004.0,18150.0,7300.0,300.0,19116.0,8900.0,5.0,3955.0,380.0,600.0,1180.0,6375.0,1606.0,457.0,80.0,5081.0,1700.0,2100.0,1600.0,6000.0,14021.0,775.0,1947.0,1501.0,12000.0,19000.0,17708.0,53400.0
2007,12.0,70.0,6660.0,-1.0,600.0,130.0,3581.0,4384.0,8215.0,13664.0,84.0,36000.0,-1.0,115.0,401.0,5732.0,8000.0,20.0,5000.0,317.0,5500.0,17500.0,457.0,755.0,7092.0,5637.0,5119.0,48000.0,31085.0,31256.0,11341.0,150.0,9500.0,7500.0,2400.0,9500.0,300.0,55.0,28.0,503.0,2400.0,-1.0,-1,646.0,310.0,-1.0,3314.0,2109.0,18338.0,6416.0,363.0,19660.0,8000.0,2.0,3953.0,200.0,420.0,1190.0,6397.0,1407.0,483.0,90.0,5295.0,2000.0,1879.0,1500.0,5180.0,14176.0,898.0,2088.0,1638.0,13000.0,18000.0,16308.0,55200.0
2008,14.0,74.0,6483.0,-1.0,510.0,135.0,3500.0,4565.0,8140.0,13600.0,84.0,33000.0,-1.0,192.0,400.0,5300.0,8000.0,20.0,5070.0,222.0,6100.0,17400.0,450.0,770.0,7000.0,5895.0,5038.0,47500.0,32849.0,31018.0,11187.0,149.0,10000.0,8500.0,2503.0,9400.0,400.0,75.0,28.0,492.0,2300.0,-1.0,-1,660.0,307.0,-1.0,2931.0,2269.0,18834.0,6546.0,275.0,20483.0,8200.0,5.0,3999.0,290.0,404.0,1220.0,6500.0,1331.0,535.0,88.0,4888.0,2300.0,1906.0,1100.0,5445.0,14049.0,898.0,2013.0,1670.0,14000.0,11000.0,17370.0,58000.0
2009,14.0,75.0,7349.0,-1.0,448.0,145.0,4500.0,4707.0,7808.0,13563.0,115.0,34000.0,-1.0,99.0,326.0,5100.0,8170.0,20.0,4724.0,309.0,5000.0,17100.0,426.0,780.0,7200.0,5240.0,4998.0,42000.0,34119.0,30206.0,11196.0,157.0,9800.0,8000.0,2453.0,9200.0,150.0,84.0,32.0,511.0,2600.0,-1.0,-1,669.0,311.0,-1.0,2578.0,2396.0,19226.0,6602.0,500.0,22349.0,7900.0,4.0,4056.0,300.0,387.0,1210.0,5900.0,1400.0,380.0,85.0,4840.0,2300.0,1770.0,770.0,4814.0,14398.0,898.0,2031.0,1821.0,15000.0,11000.0,18033.0,59000.0
2010,14.0,80.0,6425.0,-1.0,392.0,150.0,3500.0,4830.0,7928.0,13700.0,133.0,35500.0,-1.0,90.0,338.0,7500.0,8320.0,21.0,4850.0,250.0,4222.0,16900.0,446.0,547.0,7178.0,5775.0,4917.0,31923.0,37190.0,29648.0,12244.0,160.0,10000.0,8000.0,2445.0,9200.0,723.0,83.0,34.0,563.0,2771.0,-1.0,-1,689.0,331.0,-1.0,2618.0,2484.0,18333.0,6241.0,582.0,21709.0,5974.0,6.0,4250.0,273.0,400.0,718.0,4516.0,1305.0,124.0,81.0,4285.0,2500.0,1469.0,772.0,5329.0,13975.0,898.0,2001.0,1667.0,15284.0,11000.0,19543.0,59801.0
2011,14.0,82.0,5689.0,-1.0,375.0,154.0,5000.0,4926.0,7739.0,13746.0,163.0,39286.0,-1.0,98.0,431.0,4700.0,8320.0,21.0,4900.0,268.0,5322.0,16600.0,423.0,519.0,6686.0,6773.0,4917.0,16192.0,38174.0,29634.0,12505.0,161.0,10500.0,7800.0,2451.0,9300.0,297.0,48.0,37.0,584.0,2737.0,-1.0,-1,670.0,247.0,-1.0,2547.0,2541.0,18729.0,6247.0,600.0,21053.0,7339.0,8.0,4321.0,300.0,390.0,575.0,3570.0,1276.0,350.0,80.0,4306.0,3100.0,1405.0,637.0,6350.0,13900.0,904.0,2063.0,1692.0,15364.0,11000.0,19595.0,59696.0
2012,14.0,85.0,4483.0,-1.0,312.0,150.0,5000.0,5000.0,8221.0,13801.0,239.0,38886.0,-1.0,97.0,511.0,4700.0,8350.0,22.0,5000.0,261.0,6115.0,16400.0,434.0,471.0,2569.0,6734.0,4593.0,12045.0,47376.0,27536.0,12225.0,165.0,10700.0,7400.0,2458.0,9300.0,658.0,46.0,39.0,584.0,2704.0,-1.0,-1,694.0,300.0,-1.0,2501.0,2603.0,18542.0,6127.0,600.0,20667.0,7840.0,5.0,4300.0,301.0,402.0,168.0,5171.0,1295.0,403.0,80.0,4320.0,3500.0,1406.0,707.0,6300.0,13778.0,904.0,2034.0,1663.0,16184.0,11000.0,19186.0,60732.0
2013,15.0,89.0,4064.0,-1.0,360.0,165.0,5290.0,5000.0,8890.0,13780.0,253.0,42361.0,-1.0,83.0,445.0,6500.0,9005.0,22.0,5200.0,220.0,3830.0,16200.0,451.0,437.0,2325.0,6771.0,4391.0,13000.0,46893.0,28578.0,12298.0,165.0,11200.0,8300.0,2465.0,9300.0,655.0,43.0,44.0,768.0,2747.0,-1.0,-1,702.0,178.0,-1.0,2836.0,2678.0,20334.0,6332.0,600.0,20934.0,7090.0,6.0,4653.0,315.0,396.0,199.0,5188.0,1201.0,409.0,78.0,4440.0,3000.0,1406.0,662.0,6320.0,12733.0,914.0,2007.0,1405.0,16870.0,11000.0,18999.0,116634.0
2014,15.0,93.0,4256.0,-1.0,302.0,169.0,5290.0,5000.0,9027.0,13783.0,247.0,44331.0,-1.0,72.0,511.0,7200.0,9005.0,22.0,5200.0,218.0,3236.0,16200.0,530.0,404.0,1735.0,6780.0,4379.0,14796.0,38590.0,26950.0,12360.0,169.0,11600.0,8500.0,2472.0,8500.0,652.0,42.0,51.0,766.0,2789.0,-1.0,-1,708.0,181.0,-1.0,2984.0,2712.0,18451.0,6305.0,500.0,21805.0,6600.0,5.0,4343.0,320.0,429.0,177.0,5161.0,1211.0,406.0,77.0,4570.0,3581.0,1094.0,623.0,6250.0,12200.0,916.0,2446.0,1286.0,17549.0,11400.0,19093.0,117907.0
