,Kenya,"China, Taiwan Province of",Mozambique,Belize,Tokelau,Bulgaria,Philippines,Martinique,Nepal,Ethiopia,Indonesia,Maldives,Zimbabwe,Malawi,Melanesia,Papua New Guinea,Eritrea,French Polynesia,Slovenia,Saint Lucia,Vanuatu,Haiti,Botswana,Dominica,Fiji,Wallis and Futuna Islands,Lesotho,Equatorial Guinea,"China, Macao SAR",Egypt,China,Colombia,United Republic of Tanzania,Occupied Palestinian Territory,Hungary,Estonia,Suriname,Guinea-Bissau,France,Togo,Micronesia,Tuvalu,"China, mainland",Nicaragua,Kiribati,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Cameroon,Malaysia,Grenada,Namibia,Cook Islands,Pakistan,Saint Vincent and the Grenadines,Japan,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Cyprus,Spain,Guyana,Tonga,Iran (Islamic Republic of),Democratic Republic of the Congo,Ethiopia PDR,Cambodia,Timor-Leste,Costa Rica,Guadeloupe,Morocco,Bhutan,Congo,Republic of Korea,Mexico,Ecuador,Honduras,Puerto Rico,Tunisia,Côte d'Ivoire,Mali,Jamaica,Brunei Darussalam,Trinidad and Tobago,Singapore,Polynesia,Panama,Samoa,Thailand,Ghana,Swaziland,Guam
1990,17000.0,7233.0,5194.0,48.0,290.0,0.0,17130.0,9900.0,143000.0,-1.0,296344.0,6300.0,1039.0,374.0,296900.0,255000.0,-1.0,5000.0,-1.0,4200.0,39000.0,42000.0,66000.0,131.0,2900.0,1090.0,0.0,19200.0,-1,1800.0,31233.0,80391.0,-1.0,-1.0,2800.0,-1.0,298.0,52000.0,-1,121.0,8035.0,122.0,24000.0,400.0,6400.0,650.0,79956.0,251300.0,19731.0,32000.0,2850.0,212000.0,5000.0,299557.0,10000.0,87600.0,1875.0,22078.0,0.0,7400.0,7000.0,700.0,-1,87000.0,2500000.0,14000.0,48000.0,22000.0,3227.0,80.0,20200.0,34000.0,0.0,87732.0,19501.0,1500.0,6786.0,-1,-1.0,-1,23253.0,315.0,820.0,10.0,15102.0,350.0,2900.0,42657.0,38.0,36500.0,1635.0
1991,16574.0,0.0,3957.0,49.0,295.0,0.0,16725.0,11800.0,141000.0,-1.0,316099.0,6161.0,1200.0,434.0,293233.0,254101.0,-1.0,5322.0,-1.0,4165.0,38000.0,40000.0,67000.0,212.0,1132.0,1040.0,-1.0,19600.0,-1,2500.0,25000.0,61409.0,-1.0,-1.0,1000.0,-1.0,300.0,54000.0,-1,200.0,7888.0,130.0,25000.0,400.0,6300.0,700.0,99878.0,250544.0,27625.0,17800.0,2900.0,215000.0,5000.0,319487.0,9551.0,76200.0,922.0,23870.0,0.0,7322.0,9500.0,800.0,-1,122000.0,2400000.0,15000.0,44000.0,24000.0,3108.0,64.0,20600.0,32000.0,-1.0,75159.0,7302.0,1700.0,5185.0,-1,-1.0,-1,22225.0,300.0,850.0,10.0,15387.0,355.0,2800.0,50242.0,73.0,37500.0,1588.0
1992,18000.0,-1.0,4162.0,221.0,298.0,0.0,17112.0,11800.0,141000.0,-1.0,314410.0,6000.0,1200.0,333.0,293733.0,257500.0,-1.0,5358.0,-1.0,4101.0,36000.0,35000.0,72000.0,240.0,233.0,1041.0,-1.0,20000.0,-1,3500.0,24000.0,58816.0,-1.0,-1.0,609.0,-1.0,312.0,55000.0,-1,390.0,7834.0,125.0,24000.0,600.0,6200.0,720.0,82500.0,261300.0,28265.0,18000.0,2935.0,195000.0,4500.0,347510.0,9382.0,75500.0,1470.0,28063.0,0.0,6509.0,9681.0,1000.0,-1,157000.0,2600000.0,16000.0,60000.0,20000.0,3145.0,67.0,21000.0,34000.0,-1.0,73291.0,8218.0,1900.0,4944.0,-1,-1.0,-1,26729.0,293.0,980.0,10.0,15021.0,360.0,2700.0,56208.0,78.0,38500.0,1634.0
1993,12000.0,-1.0,4383.0,202.0,300.0,-1.0,16888.0,13700.0,130000.0,2800000.0,321000.0,5900.0,1200.0,222.0,289113.0,259700.0,83000.0,5394.0,-1.0,4105.0,28000.0,40000.0,72500.0,306.0,1413.0,1042.0,-1.0,20400.0,-1,3600.0,10000.0,66996.0,-1.0,-1.0,-1.0,-1.0,320.0,56000.0,-1,530.0,7780.0,120.0,10000.0,800.0,6100.0,700.0,88500.0,255972.0,28905.0,19600.0,2935.0,200000.0,2000.0,369346.0,9218.0,53200.0,1800.0,27246.0,0.0,6204.0,9000.0,1064.0,-1,192000.0,-1.0,17000.0,50000.0,18000.0,2868.0,70.0,21400.0,36000.0,-1.0,86800.0,6702.0,1895.0,3706.0,-1,-1.0,-1,34299.0,288.0,1016.0,10.0,12720.0,380.0,2800.0,55000.0,81.0,39500.0,1680.0
1994,18140.0,-1.0,4624.0,69.0,298.0,-1.0,17122.0,13700.0,120000.0,3000000.0,329000.0,5500.0,1200.0,213.0,292860.0,260000.0,85000.0,5500.0,-1.0,4100.0,32000.0,41059.0,75000.0,360.0,860.0,1044.0,-1.0,20800.0,-1,3500.0,13391.0,77362.0,-1.0,-1.0,-1.0,-1.0,330.0,57000.0,-1,950.0,7925.0,124.0,13391.0,2000.0,6200.0,671.0,85000.0,267500.0,29546.0,21800.0,2950.0,210000.0,2081.0,373275.0,9000.0,86700.0,1500.0,24564.0,0.0,7454.0,10000.0,990.0,-1,227000.0,-1.0,18000.0,44000.0,25000.0,2850.0,73.0,21800.0,38000.0,-1.0,95976.0,10968.0,1924.0,3356.0,-1,-1.0,-1,36380.0,285.0,1109.0,10.0,12908.0,400.0,2871.0,75000.0,65.0,40500.0,1725.0
1995,32000.0,-1.0,4883.0,68.0,294.0,-1.0,17486.0,9500.0,110000.0,3200000.0,330000.0,5600.0,1200.0,212.0,297551.0,262932.0,82000.0,6000.0,-1.0,4101.0,32000.0,43054.0,77000.0,480.0,2619.0,1045.0,-1.0,21300.0,-1,3600.0,13431.0,67892.0,-1.0,-1.0,-1.0,-1.0,350.0,58000.0,-1,2050.0,8150.0,124.0,13431.0,2200.0,6378.0,644.0,80000.0,240484.0,30186.0,22700.0,3000.0,220000.0,2101.0,395871.0,8929.0,81000.0,2000.0,24386.0,0.0,8820.0,15156.0,990.0,-1,261500.0,-1.0,19064.0,46069.0,33568.0,1890.0,76.0,22400.0,40000.0,-1.0,95563.0,8414.0,1950.0,2585.0,-1,-1.0,-1,40769.0,280.0,2387.0,10.0,13470.0,403.0,2915.0,91000.0,49.0,40985.0,1771.0
1996,34200.0,-1.0,5158.0,50.0,290.0,-1.0,17839.0,11000.0,105000.0,3300000.0,335499.0,5500.0,1200.0,218.0,304685.0,265000.0,80000.0,5498.0,-1.0,4136.0,37000.0,41870.0,78000.0,600.0,2685.0,1046.0,-1.0,21700.0,-1,3650.0,12000.0,57742.0,-1.0,3292.0,-1.0,-1.0,400.0,60000.0,-1,3100.0,8317.0,126.0,12000.0,2500.0,6500.0,617.0,75000.0,198270.0,30826.0,19800.0,2975.0,230000.0,2111.0,428567.0,8821.0,69900.0,1867.0,25486.0,0.0,6075.0,16000.0,922.0,-1,296500.0,-1.0,20000.0,45576.0,23208.0,2590.0,80.0,22552.0,42000.0,-1.0,99907.0,10302.0,2000.0,2322.0,-1,-1.0,-1,44611.0,290.0,1352.0,10.0,12994.0,2627.0,3000.0,109000.0,74.0,41500.0,1817.0
1997,22700.0,-1.0,5446.0,20.0,284.0,-1.0,17056.0,11750.0,102755.0,3394470.0,342175.0,4900.0,1200.0,232.0,312800.0,272000.0,85000.0,5500.0,-1.0,4200.0,38000.0,41936.0,80000.0,720.0,2800.0,1048.0,-1.0,22200.0,-1,3700.0,14143.0,79848.0,-1.0,3521.0,-1.0,-1.0,450.0,61000.0,-1,3200.0,8505.0,127.0,14143.0,2600.0,6642.0,586.0,70000.0,219203.0,31466.0,21000.0,3100.0,240000.0,1753.0,441000.0,8712.0,68000.0,1800.0,26906.0,0.0,6300.0,15566.0,905.0,-1,331500.0,-1.0,21111.0,44000.0,22686.0,2610.0,82.0,22800.0,40000.0,-1.0,86676.0,4328.0,2044.0,3500.0,-1,10000.0,-1,32163.0,300.0,1109.0,10.0,12587.0,2138.0,2969.0,112000.0,85.0,42500.0,1863.0
1998,26880.0,-1.0,5749.0,8.0,277.0,-1.0,14795.0,13250.0,100000.0,3530200.0,350000.0,4800.0,1200.0,247.0,317273.0,276150.0,86278.0,5400.0,-1.0,4263.0,38123.0,41928.0,83000.0,840.0,3000.0,1049.0,-1.0,22600.0,-1,3750.0,13500.0,69522.0,-1.0,2540.0,-1.0,-1.0,473.0,62500.0,-1,3000.0,8708.0,129.0,13500.0,2900.0,6800.0,555.0,70348.0,248072.0,32106.0,20000.0,3013.0,245000.0,2206.0,443420.0,8467.0,72000.0,1900.0,39217.0,0.0,6120.0,15992.0,1304.0,-1,366500.0,-1.0,22000.0,38000.0,16649.0,2640.0,85.0,22900.0,37460.0,-1.0,107827.0,5357.0,2113.0,5466.0,-1,10790.0,-1,27418.0,320.0,984.0,10.0,13348.0,2738.0,2984.0,108000.0,95.0,43000.0,1908.0
1999,14647.0,-1.0,5985.0,14.0,268.0,-1.0,16154.0,13250.0,100272.0,3671500.0,357789.0,4433.0,1200.0,279.0,321866.0,280000.0,87000.0,6000.0,-1.0,4300.0,38566.0,42000.0,84000.0,1000.0,3300.0,1050.0,-1.0,23100.0,-1,3800.0,14000.0,63117.0,200.0,2439.0,-1.0,-1.0,490.0,65000.0,-1,2900.0,9154.0,130.0,14000.0,5000.0,7200.0,515.0,68000.0,235960.0,32747.0,20100.0,3026.0,250000.0,2239.0,441714.0,8307.0,75000.0,2000.0,42781.0,0.0,8118.0,16402.0,1609.0,-1,401500.0,-1.0,23000.0,40000.0,32412.0,4221.0,88.0,24200.0,35000.0,-1.0,112538.0,5397.0,2100.0,752.0,-1,10994.0,-1,30262.0,326.0,1769.0,10.0,14293.0,1827.0,2997.0,124000.0,100.0,44000.0,1954.0
2000,19765.0,-1.0,6000.0,12.0,260.0,-1.0,16140.0,14774.0,101718.0,3818300.0,366862.0,4000.0,1200.0,299.0,329200.0,287000.0,85000.0,5500.0,-1.0,4400.0,39000.0,41376.0,85000.0,1400.0,3200.0,1052.0,-1.0,23500.0,-1,3833.0,14842.0,64000.0,220.0,2070.0,-1.0,-1.0,520.0,65240.0,-1,2800.0,9002.0,130.0,14842.0,5000.0,7000.0,490.0,66480.0,264394.0,33387.0,16000.0,3200.0,255000.0,2243.0,423829.0,8000.0,75500.0,1994.0,25465.0,0.0,6000.0,16805.0,2000.0,-1,436500.0,-1.0,26000.0,38000.0,19833.0,2800.0,91.0,24269.0,35769.0,-1.0,121665.0,5500.0,2600.0,1485.0,-1,11199.0,-1,20928.0,330.0,1428.0,10.0,14193.0,1871.0,3008.0,140949.0,115.0,45000.0,2002.0
2001,10625.0,-1.0,6546.0,15.0,251.0,-1.0,16339.0,19320.0,105000.0,3971100.0,380000.0,3800.0,1200.0,328.0,338500.0,295000.0,90000.0,5100.0,-1.0,4168.0,40500.0,41000.0,92000.0,1000.0,3000.0,1053.0,-1.0,24000.0,-1,3864.0,14500.0,73000.0,240.0,2449.0,-1.0,-1.0,850.0,65643.0,-1,2000.0,8868.0,134.0,14500.0,4900.0,7200.0,466.0,65000.0,263509.0,34027.0,14200.0,2968.0,270000.0,2223.0,428036.0,8000.0,75300.0,2029.0,30067.0,0.0,7715.0,17206.0,2500.0,-1,471500.0,-1.0,25949.0,40000.0,25589.0,2800.0,94.0,24600.0,36745.0,-1.0,120200.0,5075.0,3800.0,1226.0,-1,11405.0,-1,20475.0,336.0,854.0,10.0,14279.0,3072.0,3017.0,147292.0,126.0,45500.0,1668.0
2002,15865.0,-1.0,6811.0,56.0,243.0,-1.0,16429.0,21325.0,120000.0,4129900.0,388000.0,3600.0,1200.0,312.0,344210.0,300000.0,91603.0,5500.0,-1.0,3275.0,41400.0,41500.0,93000.0,500.0,2810.0,1055.0,-1.0,24928.0,-1,3891.0,15000.0,64000.0,280.0,2381.0,-1.0,-1.0,400.0,66503.0,-1,600.0,9100.0,136.0,15000.0,6350.0,7300.0,442.0,63000.0,259332.0,34667.0,13500.0,2890.0,285000.0,2212.0,429550.0,8700.0,72800.0,2100.0,41910.0,0.0,8000.0,17607.0,2159.0,-1,506000.0,-1.0,27000.0,43000.0,25700.0,2920.0,97.0,24936.0,38000.0,-1.0,112698.0,3111.0,4100.0,1087.0,-1,11612.0,-1,19499.0,340.0,1156.0,10.0,14329.0,2926.0,3025.0,135789.0,150.0,46000.0,1800.0
2003,21134.0,-1.0,7066.0,77.0,234.0,-1.0,14016.0,10220.0,125000.0,4295100.0,370000.0,3500.0,1200.0,297.0,347378.0,302378.0,95000.0,5300.0,-1.0,2416.0,42500.0,41000.0,92307.0,420.0,2500.0,1056.0,-1.0,25877.0,-1,3883.0,14000.0,95023.0,300.0,2333.0,-1.0,-1.0,500.0,68000.0,-1,500.0,9592.0,140.0,14000.0,6550.0,7547.0,415.0,57000.0,251968.0,35308.0,10000.0,2711.0,295000.0,2173.0,411543.0,8600.0,60200.0,2200.0,39117.0,0.0,7000.0,16312.0,2000.0,-1,541000.0,-1.0,27239.0,41395.0,25900.0,2900.0,99.0,25500.0,39121.0,-1.0,166880.0,2520.0,4700.0,2736.0,-1,11775.0,-1,18354.0,356.0,1200.0,10.0,13892.0,2118.0,2989.0,147547.0,200.0,46232.0,2045.0
2004,21400.0,-1.0,7315.0,69.0,226.0,-1.0,16580.0,3929.0,125000.0,4509800.0,375000.0,2834.0,1200.0,329.0,352000.0,306000.0,98892.0,5100.0,-1.0,2160.0,43000.0,40000.0,92533.0,400.0,3000.0,1057.0,-1.0,26842.0,-1,3903.0,12000.0,95550.0,340.0,2888.0,-1.0,6689.0,550.0,68853.0,-1,600.0,10050.0,140.0,12000.0,6000.0,7800.0,420.0,49465.0,225583.0,35948.0,8700.0,2592.0,305000.0,2107.0,454198.0,9600.0,60700.0,2250.0,35289.0,0.0,7361.0,14826.0,2039.0,-1,576000.0,-1.0,27893.0,46414.0,26000.0,3168.0,102.0,25675.0,39797.0,-1.0,168971.0,6870.0,4643.0,2750.0,-1,11983.0,-1,15679.0,370.0,1250.0,11.0,13659.0,1169.0,2989.0,191338.0,150.0,46500.0,2250.0
2005,16324.0,-1.0,7586.0,110.0,219.0,-1.0,16496.0,4022.0,127500.0,4690200.0,377000.0,2000.0,1200.0,337.0,337500.0,290000.0,105293.0,5200.0,-1.0,2200.0,44000.0,40821.0,92879.0,300.0,3500.0,1059.0,-1.0,27837.0,-1,3932.0,10000.0,94103.0,400.0,2408.0,-1.0,3130.0,400.0,72000.0,-1,650.0,10308.0,140.0,10000.0,6500.0,8000.0,425.0,50146.0,248130.0,36588.0,7000.0,2478.0,315000.0,2032.0,458307.0,10500.0,64200.0,2000.0,48635.0,0.0,8000.0,14824.0,2087.0,-1,611000.0,-1.0,28000.0,45000.0,26200.0,3227.0,105.0,25600.0,40000.0,-1.0,185209.0,10065.0,4636.0,2234.0,-1,12213.0,-1,14351.0,385.0,1280.0,11.0,13726.0,4890.0,2989.0,151887.0,100.0,47000.0,2308.0
2006,22846.0,-1.0,7806.0,171.0,213.0,-1.0,16435.0,3260.0,130000.0,4877800.0,378000.0,2200.0,1200.0,353.0,348700.0,300000.0,95822.0,5437.0,-1.0,1205.0,45000.0,41116.0,93500.0,336.0,3700.0,1060.0,-1.0,29273.0,-1,3832.0,15000.0,94500.0,450.0,3335.0,-1.0,1972.0,395.0,71000.0,-1,800.0,10300.0,142.0,15000.0,11600.0,7900.0,430.0,42817.0,247927.0,37208.0,6200.0,2355.0,320000.0,1949.0,470280.0,10700.0,58400.0,1600.0,58969.0,0.0,9500.0,14820.0,2133.0,-1,645500.0,-1.0,29449.0,43000.0,26331.0,3284.0,108.0,26400.0,39287.0,-1.0,190914.0,11000.0,4500.0,2250.0,-1,12000.0,-1,17914.0,403.0,1380.0,11.0,13922.0,1979.0,2988.0,183527.0,128.0,46000.0,2400.0
2007,16050.0,-1.0,8300.0,129.0,209.0,-1.0,16255.0,2256.0,134000.0,4950000.0,380000.0,2300.0,1200.0,333.0,354213.0,306000.0,88721.0,5250.0,-1.0,1419.0,44636.0,41504.0,94000.0,400.0,3577.0,1100.0,-1.0,30433.0,-1,3963.0,16500.0,100000.0,500.0,2280.0,-1.0,3446.0,360.0,71000.0,-1,900.0,10700.0,150.0,16500.0,14500.0,8200.0,450.0,51482.0,253282.0,38243.0,6450.0,2158.0,330000.0,1864.0,467825.0,11200.0,58200.0,1200.0,55387.0,0.0,10000.0,14816.0,2200.0,-1,680500.0,-1.0,30771.0,45000.0,16448.0,3352.0,111.0,26745.0,38000.0,-1.0,154823.0,13500.0,5100.0,2350.0,-1,13288.0,-1,17315.0,419.0,1500.0,12.0,13760.0,861.0,2987.0,217394.0,125.0,48112.0,2500.0
2008,17511.0,-1.0,8400.0,199.0,206.0,-1.0,16564.0,2500.0,135000.0,4860631.0,379000.0,2356.0,1200.0,353.0,369046.0,320000.0,82029.0,5479.0,31648.0,1491.0,45500.0,41003.0,90000.0,490.0,3546.0,1066.0,-1.0,31728.0,-1,4000.0,17000.0,77291.0,900.0,2168.0,-1.0,438.0,441.0,71000.0,-1,900.0,11610.0,145.0,17000.0,15200.0,9100.0,500.0,52031.0,250400.0,39310.0,6500.0,2141.0,323239.0,1779.0,432305.0,9600.0,63300.0,850.0,47672.0,0.0,8187.0,14814.0,2192.0,-1,715500.0,-1.0,31913.0,38674.0,21515.0,3300.0,114.0,26616.0,40000.0,-1.0,180034.0,15000.0,5200.0,2572.0,-1,14000.0,-1,16880.0,436.0,1462.0,12.0,13853.0,848.0,2986.0,231817.0,143.0,51513.0,2510.0
2009,18078.0,-1.0,8500.0,186.0,203.0,-1.0,16677.0,3266.0,155000.0,4824209.0,370000.0,2322.0,1200.0,499.0,383367.0,334000.0,70043.0,5511.0,36415.0,1500.0,46000.0,42000.0,91769.0,550.0,3367.0,1063.0,-1.0,32822.0,-1,4296.0,18000.0,49587.0,1500.0,1524.0,-1.0,717.0,621.0,72000.0,-1,957.0,11709.0,144.0,18000.0,17600.0,9300.0,520.0,51279.0,263200.0,38000.0,6366.0,1800.0,315000.0,1700.0,429501.0,9000.0,62200.0,470.0,49986.0,0.0,8026.0,14812.0,2193.0,-1,750595.0,-1.0,33028.0,37355.0,25716.0,3678.0,117.0,24100.0,47250.0,-1.0,157785.0,16000.0,5335.0,2832.0,-1,18000.0,-1,20940.0,452.0,1458.0,13.0,13799.0,171.0,2986.0,221946.0,149.0,54000.0,2409.0
2010,18227.0,-1.0,8600.0,180.0,202.0,-1.0,15480.0,3556.0,158084.0,4700000.0,365000.0,2321.0,1200.0,350.0,381089.0,330000.0,65000.0,5531.0,23853.0,1674.0,47801.0,50000.0,94986.0,611.0,3288.0,1060.0,-1.0,33895.0,-1,4517.0,19188.0,53798.0,1650.0,620.0,-1.0,344.0,421.0,58000.0,-1,1050.0,11506.0,143.0,19188.0,35000.0,9123.0,500.0,50208.0,252728.0,39500.0,2887.0,2226.0,330000.0,1629.0,416370.0,8611.0,60400.0,200.0,54184.0,0.0,6499.0,14809.0,2192.0,-1,800000.0,-1.0,34135.0,36262.0,24277.0,3892.0,120.0,22713.0,55000.0,-1.0,184271.0,20000.0,5500.0,3044.0,-1,24000.0,-1,23690.0,468.0,1446.0,13.0,13743.0,125.0,2985.0,226300.0,155.0,55000.0,2382.0
2011,18524.0,-1.0,8831.0,184.0,201.0,-1.0,15290.0,3824.0,158000.0,4985044.0,380000.0,2317.0,1200.0,337.0,388214.0,335000.0,64417.0,5700.0,21235.0,1798.0,50000.0,54445.0,96783.0,678.0,3214.0,1058.0,-1.0,35000.0,-1,4727.0,17000.0,76608.0,1700.0,1012.0,-1.0,460.0,441.0,58000.0,-1,1119.0,11436.0,143.0,17000.0,14000.0,9082.0,499.0,50512.0,251898.0,40581.0,2802.0,2330.0,334887.0,1570.0,451157.0,10418.0,58400.0,141.0,55000.0,0.0,5731.0,14805.0,2191.0,-1,850000.0,-1.0,35215.0,35159.0,26381.0,4119.0,123.0,35597.0,56000.0,-1.0,174702.0,25000.0,5387.0,3274.0,-1,30000.0,-1,27925.0,483.0,1566.0,14.0,13848.0,27.0,2986.0,246000.0,161.0,56957.0,2353.0
2012,18500.0,-1.0,9000.0,185.0,200.0,-1.0,14904.0,4250.0,156000.0,5200000.0,400000.0,2350.0,1200.0,360.0,387000.0,333000.0,62000.0,6000.0,20033.0,2000.0,51000.0,60000.0,99000.0,750.0,3000.0,1000.0,-1.0,36000.0,-1,5000.0,50000.0,83749.0,1800.0,800.0,-1.0,0.0,1095.0,100000.0,-1,1150.0,11300.0,140.0,50000.0,1000.0,9000.0,500.0,52459.0,273604.0,42000.0,2079.0,2450.0,338000.0,1500.0,449744.0,9531.0,62500.0,123.0,55000.0,0.0,6972.0,15000.0,2150.0,-1,865000.0,-1.0,36500.0,27000.0,11562.0,5400.0,125.0,36478.0,57000.0,-1.0,210188.0,23500.0,5350.0,4000.0,-1,40000.0,-1,27693.0,500.0,2179.0,14.0,13990.0,33.0,3000.0,250000.0,170.0,59000.0,2300.0
2013,18500.0,-1.0,9000.0,185.0,200.0,-1.0,13506.0,4241.0,155000.0,5200000.0,420000.0,2350.0,1200.0,370.0,395000.0,340000.0,63000.0,6000.0,19025.0,1800.0,52000.0,60000.0,99500.0,750.0,3000.0,1100.0,-1.0,36000.0,-1,5000.0,50000.0,74071.0,1800.0,825.0,-1.0,0.0,1663.0,100000.0,-1,1100.0,11550.0,142.0,50000.0,1000.0,9200.0,500.0,52222.0,280898.0,41500.0,2934.0,2500.0,350000.0,1550.0,446950.0,10007.0,63500.0,107.0,55000.0,0.0,6880.0,15000.0,2200.0,-1,860000.0,-1.0,37000.0,27500.0,10162.0,4522.0,130.0,34824.0,57500.0,-1.0,179453.0,24000.0,5350.0,4100.0,-1,40000.0,-1,25300.0,510.0,2285.0,14.0,14192.0,35.0,3000.0,254000.0,170.0,60000.0,2350.0
2014,18843.0,-1.0,9374.0,184.0,199.0,-1.0,14163.0,2783.0,154245.0,5329883.0,432343.0,2261.0,1200.0,370.0,399547.0,344068.0,62607.0,5735.0,17639.0,1785.0,52317.0,58735.0,100476.0,710.0,3162.0,1071.0,-1.0,36237.0,-1,5111.0,45574.0,83476.0,1789.0,928.0,-1.0,0.0,1870.0,94027.0,-1,991.0,11720.0,144.0,45574.0,4551.0,9355.0,497.0,52459.0,280555.0,42236.0,3541.0,2435.0,355183.0,1448.0,446940.0,9414.0,56300.0,111.0,62556.0,0.0,7245.0,14776.0,2243.0,-1,854587.0,-1.0,38096.0,32443.0,11600.0,3970.0,132.0,33049.0,57634.0,-1.0,187188.0,24854.0,5359.0,3589.0,-1,46571.0,-1,24223.0,519.0,918.0,14.0,13839.0,32.0,2999.0,268238.0,171.0,61283.0,2365.0
