,Samoa,USSR,Burkina Faso,France,Fiji,Australia,Panama,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Guyana,Yemen,Romania,Serbia,Lao People's Democratic Republic,Zambia,Nigeria,Lebanon,Somalia,Togo,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Congo,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Mali,United Arab Emirates,Montenegro,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Singapore,Madagascar,Cyprus,Peru,Rwanda,Bosnia and Herzegovina,Cameroon,Hungary,Guatemala,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Turkmenistan,Solomon Islands,Philippines,Iraq,Libya,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Benin,Sweden,Uzbekistan,China,Cambodia,Serbia and Montenegro,Armenia,Morocco,Switzerland,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Trinidad and Tobago,Georgia,Azerbaijan,Mauritius,Nicaragua,Oman,Viet Nam,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),American Samoa,Mexico,Guinea,Ukraine,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory,Sierra Leone
1992,38.0,,1794.0,11058.0,212.0,4722.0,1440.0,53843.0,,74000.0,,5330.0,101.0,3965.0,6500.0,,10474.0,5274.0,19318.0,1550.0,100.0,4984.0,4223.0,12846.0,344872.0,158.0,2775.0,412.0,41000.0,5191.0,565.0,350.0,26651.0,15496.0,23994.0,750.0,4700.0,427000.0,1175.0,2200.0,80.0,166847.0,22572.0,70836.0,331158.0,2987.0,430.0,3500.0,2801.0,312.0,22497.0,11366.0,94000.0,3200.0,460.0,29604.0,6500.0,469.0,563.0,62.0,,28109.0,22150.0,17810.0,,19332.0,2600.0,3200.0,2092900.0,6.0,2312.0,70.0,2314.0,2628.0,2600.0,2000.0,12846.0,8170.0,44673.0,196.0,4.0,317460.0,110.0,1100.0,100.0,95045.0,2300.0,500.0,0.0,37274.0,5257.0,,6520.0,,1008.0,36790.0,65104.0,0.0,3800.0,8500.0,680.0,0.0,9610.0,2099972.0,17500.0,10525.0,639.0,3232.0,660.0,5240.0,7534.0,720.0,86875.0,20800.0,130800.0,4570.0,7072.0,49.0,25.0,27464.0,,45.0,3100.0,16200.0,810.0,900.0,300.0,31400.0,3420.0,2190.0,955.0,4419.0,60.0,9120.0,-1.0,14546.0,3870.0,8566.0,24000.0,0.0,8388.0,18000.0,38.0,8377.0,51153.0,42900.0,-1.0,600.0
1993,40.0,,1931.0,10817.0,250.0,4480.0,1100.0,58214.0,12100.0,42000.0,5600.0,6000.0,101.0,3737.0,9371.0,,7098.0,12946.0,18461.0,2800.0,200.0,4846.0,4827.0,13017.0,372912.0,156.0,2846.0,773.0,42000.0,4920.0,570.0,360.0,31469.0,19138.0,20300.0,600.0,4930.0,418500.0,1180.0,2010.0,71.0,167932.0,18462.0,68549.0,339856.0,3062.0,418.0,4100.0,,350.0,21609.0,10333.0,77000.0,,449.0,35500.0,7000.0,440.0,558.0,61.0,,31206.0,18930.0,11800.0,,17123.0,2600.0,3500.0,2089000.0,6.0,2755.0,64.0,1847.0,2700.0,2644.0,2190.0,8933.0,8907.0,40340.0,195.0,4.0,302060.0,113.0,1100.0,100.0,90853.0,2350.0,498.0,-1.0,37274.0,5694.0,,6660.0,0.0,1064.0,36148.0,61878.0,-1.0,3000.0,7000.0,435.0,-1.0,10600.0,2096521.0,16800.0,12185.0,676.0,3829.0,685.0,6244.0,4018.0,750.0,93340.0,22200.0,129800.0,6310.0,7521.0,0.0,20.0,27349.0,,42.0,2608.0,16000.0,746.0,697.0,250.0,23500.0,4090.0,1956.0,975.0,4524.0,55.0,9042.0,-1.0,35995.0,3736.0,9000.0,24000.0,-1.0,9429.0,20000.0,40.0,7635.0,38857.0,41018.0,-1.0,570.0
1994,42.0,,1400.0,10281.0,218.0,3013.0,1094.0,57394.0,12200.0,45200.0,5500.0,8805.0,101.0,3562.0,9992.0,,7253.0,6350.0,18238.0,3108.0,250.0,4677.0,4296.0,6423.0,320185.0,155.0,2908.0,1300.0,42500.0,3314.0,580.0,340.0,26080.0,14563.0,17943.0,820.0,4268.0,384800.0,1164.0,1410.0,72.0,182293.0,25053.0,49378.0,227113.0,3070.0,390.0,3919.0,,318.0,14569.0,6871.0,71000.0,,420.0,36059.0,7200.0,301.0,850.0,61.0,,28430.0,15940.0,12000.0,,11509.0,2100.0,4528.0,1489750.0,3.0,5093.0,75.0,3600.0,2800.0,1700.0,2500.0,7975.0,7105.0,36375.0,190.0,3.0,271570.0,115.0,1000.0,100.0,51667.0,2300.0,550.0,-1.0,39474.0,2000.0,,6742.0,-1.0,1042.0,36229.0,54112.0,-1.0,4100.0,7500.0,535.0,-1.0,9800.0,1496599.0,14000.0,12267.0,200.0,3143.0,692.0,5190.0,6364.0,760.0,74080.0,18900.0,79207.0,3660.0,6849.0,0.0,10.0,26662.0,-1.0,20.0,1700.0,10600.0,696.0,628.0,230.0,24500.0,2420.0,1787.0,990.0,4536.0,55.0,9760.0,-1.0,28431.0,3612.0,7000.0,15962.0,-1.0,9521.0,19412.0,42.0,6659.0,26775.0,37766.0,387.0,600.0
1995,42.0,,1000.0,9725.0,130.0,2901.0,1094.0,47443.0,7500.0,42300.0,5000.0,8841.0,100.0,4046.0,9623.0,,7410.0,3073.0,17647.0,6200.0,262.0,4515.0,4700.0,6177.0,293425.0,154.0,2700.0,1262.0,42000.0,3051.0,840.0,329.0,26893.0,13579.0,17398.0,806.0,3377.0,381000.0,1141.0,670.0,65.0,216148.0,18554.0,49833.0,209919.0,4043.0,373.0,3950.0,,230.0,10894.0,9889.0,69000.0,,410.0,32230.0,6904.0,150.0,815.0,57.0,,20156.0,19383.0,13842.0,,13704.0,1700.0,2800.0,1470000.0,3.0,3478.0,75.0,4000.0,2827.0,1970.0,3000.0,7051.0,8210.0,38356.0,147.0,2.0,268360.0,117.0,600.0,100.0,56306.0,2400.0,600.0,-1.0,35104.0,705.0,,6028.0,-1.0,547.0,36000.0,49717.0,-1.0,3576.0,7525.0,537.0,-1.0,8300.0,1474988.0,13380.0,10798.0,100.0,2500.0,722.0,3854.0,9638.0,780.0,82110.0,8500.0,105738.0,2650.0,4988.0,0.0,20.0,26358.0,-1.0,21.0,1190.0,7846.0,673.0,1325.0,235.0,27700.0,1270.0,2011.0,1005.0,4526.0,50.0,8287.0,-1.0,16630.0,3497.0,5700.0,13996.0,-1.0,8577.0,20781.0,42.0,6798.0,14254.0,31187.0,225.0,662.0
1996,42.0,,879.0,9491.0,200.0,3060.0,1094.0,46104.0,704.0,45800.0,5037.0,10631.0,100.0,4206.0,9472.0,,7220.0,3653.0,22041.0,9516.0,248.0,4269.0,3464.0,6727.0,314279.0,151.0,2700.0,1311.0,42439.0,3060.0,561.0,302.0,25701.0,16563.0,18000.0,700.0,2443.0,394000.0,1198.0,680.0,14.0,222164.0,18568.0,55970.0,236620.0,2062.0,384.0,3950.0,,300.0,11734.0,10431.0,68000.0,,390.0,29900.0,7367.0,0.0,200.0,62.0,,16300.0,19681.0,12800.0,,17569.0,1300.0,3861.0,1853000.0,1.0,4192.0,80.0,6500.0,2818.0,1600.0,2000.0,6199.0,7920.0,41532.0,100.0,2.0,296660.0,118.0,1200.0,100.0,54218.0,2300.0,610.0,-1.0,39571.0,705.0,,6130.0,,470.0,36229.0,47876.0,-1.0,3414.0,7525.0,714.0,-1.0,7700.0,1857090.0,11850.0,9321.0,19.0,4250.0,724.0,3224.0,6542.0,798.0,86377.0,8600.0,113823.0,3800.0,4090.0,13.0,20.0,26100.0,-1.0,22.0,700.0,8676.0,618.0,2092.0,240.0,23900.0,820.0,2288.0,1020.0,5000.0,70.0,8733.0,-1.0,23093.0,3389.0,4000.0,14000.0,-1.0,8195.0,21175.0,42.0,7735.0,27863.0,28733.0,266.0,509.0
1997,41.0,,800.0,9127.0,197.0,3200.0,1094.0,48996.0,649.0,49700.0,5046.0,13956.0,100.0,5024.0,12787.0,,7500.0,2792.0,26653.0,9193.0,234.0,4124.0,5554.0,7525.0,338059.0,149.0,2700.0,2800.0,42728.0,3200.0,561.0,280.0,28108.0,13621.0,16589.0,635.0,3352.0,428000.0,1175.0,1000.0,17.0,219262.0,16766.0,69677.0,288976.0,2355.0,376.0,3950.0,,297.0,19296.0,10148.0,67000.0,,400.0,27161.0,7600.0,0.0,187.0,60.0,,17292.0,18824.0,11800.0,,20727.0,1400.0,3440.0,2353000.0,0.0,4192.0,70.0,5800.0,2786.0,1800.0,1700.0,6245.0,8323.0,46353.0,99.0,2.0,337880.0,119.0,1076.0,100.0,51105.0,2300.0,620.0,-1.0,42003.0,650.0,,5670.0,,286.0,34875.0,48194.0,-1.0,3492.0,7525.0,733.0,-1.0,8000.0,2357061.0,14944.0,8401.0,34.0,6613.0,655.0,3500.0,5157.0,800.0,97750.0,12400.0,114764.0,6170.0,4061.0,12.0,20.0,25662.0,-1.0,21.0,200.0,8294.0,441.0,3737.0,250.0,26300.0,550.0,2506.0,1030.0,7825.0,70.0,8580.0,-1.0,21569.0,3289.0,3500.0,15000.0,-1.0,7830.0,20000.0,41.0,7274.0,41589.0,33590.0,212.0,300.0
1998,40.0,,814.0,9052.0,160.0,2900.0,1094.0,53422.0,959.0,51000.0,4879.0,13983.0,100.0,5447.0,13500.0,,6580.0,2813.0,31303.0,11300.0,230.0,4000.0,4200.0,7064.0,353679.0,144.0,3524.0,3700.0,43000.0,2900.0,580.0,400.0,27666.0,17280.0,14658.0,662.0,4657.0,464000.0,1175.0,1765.0,16.0,174079.0,19288.0,77001.0,274617.0,2954.0,377.0,3400.0,,260.0,24984.0,11739.0,66000.0,,423.0,25793.0,7842.0,0.0,230.0,53.0,,21753.0,30672.0,13200.0,,21091.0,5100.0,4060.0,1361120.0,0.0,1800.0,80.0,4800.0,2768.0,2935.0,2000.0,6423.0,8873.0,48968.0,102.0,2.0,290400.0,121.0,1100.0,100.0,48489.0,2400.0,630.0,-1.0,42100.0,300.0,,5790.0,,400.0,32823.0,47475.0,-1.0,3522.0,7525.0,930.0,-1.0,9000.0,1365375.0,13761.0,8894.0,100.0,8600.0,711.0,4205.0,10554.0,820.0,99000.0,12554.0,114051.0,7330.0,4255.0,10.0,20.0,25300.0,-1.0,31.0,2925.0,8545.0,463.0,1541.0,270.0,32400.0,700.0,2595.0,1030.0,7800.0,70.0,7435.0,-1.0,31978.0,3194.0,3600.0,14400.0,-1.0,6690.0,20000.0,40.0,7445.0,33611.0,37637.0,109.0,141.0
1999,40.0,,898.0,9361.0,230.0,2800.0,1094.0,57300.0,835.0,51300.0,4600.0,14000.0,100.0,5209.0,10900.0,,4295.0,8022.0,35000.0,11800.0,238.0,4000.0,3700.0,6700.0,341591.0,145.0,2800.0,7000.0,43346.0,2800.0,600.0,463.0,25266.0,13750.0,14185.0,750.0,4879.0,508100.0,1175.0,1735.0,90.0,167271.0,20868.0,68201.0,258701.0,3150.0,382.0,3400.0,,330.0,24696.0,8328.0,65000.0,,422.0,24886.0,7700.0,0.0,698.0,54.0,,18608.0,12260.0,16163.0,,23113.0,4800.0,3950.0,1373700.0,0.0,1665.0,74.0,6300.0,2796.0,2360.0,3400.0,8036.0,7637.0,45785.0,108.0,2.0,261900.0,122.0,1600.0,100.0,47306.0,2400.0,660.0,-1.0,46500.0,367.0,,4422.0,,103.0,31565.0,40211.0,-1.0,4546.0,13500.0,917.0,-1.0,6700.0,1377869.0,8292.0,8779.0,820.0,3270.0,696.0,3959.0,10885.0,830.0,91242.0,12163.0,116400.0,5670.0,4169.0,9.0,20.0,24757.0,-1.0,40.0,1808.0,4446.0,403.0,697.0,270.0,32500.0,1620.0,2194.0,1050.0,6911.0,60.0,6397.0,-1.0,25983.0,3106.0,4200.0,13900.0,-1.0,4790.0,20000.0,40.0,6490.0,26047.0,29950.0,328.0,60.0
2000,40.0,,1000.0,9282.0,300.0,3185.0,1100.0,56400.0,1134.0,31363.0,4700.0,14160.0,100.0,5347.0,11300.0,,6700.0,9000.0,37000.0,8726.0,250.0,4000.0,3231.0,5700.0,309989.0,145.0,9000.0,6200.0,44000.0,3185.0,580.0,600.0,23800.0,14692.0,14078.0,750.0,3702.0,433400.0,1180.0,4174.0,194.0,168300.0,14057.0,59612.0,236569.0,3069.0,,3401.0,,400.0,22785.0,9129.0,61000.0,,400.0,24300.0,7958.0,0.0,372.0,52.0,,23537.0,13250.0,18100.0,,19685.0,8900.0,3950.0,1437390.0,0.0,2807.0,76.0,4900.0,2848.0,3204.0,3400.0,5764.0,8374.0,45323.0,111.0,2.0,189970.0,123.0,1600.0,100.0,44042.0,2400.0,682.0,-1.0,44000.0,705.0,400.0,4283.0,,117.0,31161.0,38788.0,-1.0,4576.0,14115.0,1007.0,-1.0,6700.0,1441537.0,9669.0,9858.0,2528.0,4570.0,681.0,3508.0,11214.0,830.0,90769.0,14465.0,118752.0,6450.0,4147.0,8.0,20.0,23991.0,-1.0,60.0,1801.0,8177.0,397.0,934.0,270.0,24400.0,1840.0,2118.0,1060.0,3235.0,65.0,5362.0,-1.0,22674.0,3023.0,3600.0,15600.0,-1.0,4480.0,20000.0,40.0,5678.0,28523.0,33185.0,283.0,40.0
2001,40.0,,1073.0,8939.0,350.0,3000.0,1160.0,45600.0,1245.0,31166.0,4605.0,14500.0,101.0,5528.0,9200.0,,5060.0,10800.0,28000.0,9110.0,275.0,4000.0,3513.0,4100.0,302559.0,145.0,10500.0,299.0,43992.0,3000.0,600.0,578.0,23724.0,13378.0,13010.0,600.0,3096.0,260000.0,1181.0,2830.0,200.0,262000.0,12591.0,56829.0,195770.0,2662.0,,3500.0,,450.0,20100.0,8863.0,61600.0,,400.0,23900.0,8000.0,0.0,761.0,49.0,,16930.0,13000.0,16500.0,,19629.0,8000.0,3950.0,1339440.0,0.0,1813.0,77.0,4600.0,2899.0,3123.0,3261.0,5314.0,8793.0,40820.0,111.0,2.0,175024.0,124.0,1600.0,100.0,40903.0,1880.0,700.0,-1.0,34500.0,705.0,400.0,4226.0,,117.0,29959.0,38773.0,-1.0,4624.0,12831.0,1010.0,-1.0,6700.0,1343694.0,8540.0,11706.0,1088.0,5948.0,680.0,2509.0,11555.0,850.0,67108.0,9652.0,114097.0,6300.0,4254.0,7.0,20.0,23400.0,-1.0,80.0,1053.0,6288.0,386.0,1325.0,267.0,24400.0,840.0,2020.0,1062.0,6983.0,70.0,3367.0,-1.0,20324.0,2945.0,2700.0,15000.0,-1.0,3630.0,20000.0,40.0,5500.0,45487.0,33185.0,383.0,37.0
2002,40.0,,1107.0,8901.0,270.0,3000.0,1180.0,49400.0,1100.0,32780.0,4500.0,15000.0,102.0,5431.0,8613.0,,5476.0,11600.0,28000.0,8800.0,280.0,4000.0,2914.0,2300.0,344080.0,145.0,24000.0,1000.0,45000.0,3000.0,636.0,670.0,18939.0,13511.0,13627.0,497.0,3153.0,350000.0,1181.0,4163.0,175.0,256081.0,10296.0,65988.0,191000.0,2964.0,,3391.0,,370.0,20600.0,10000.0,59534.0,,389.0,21000.0,8042.0,0.0,977.0,48.0,,9240.0,10000.0,15811.0,,21000.0,7384.0,3950.0,1327800.0,0.0,1902.0,77.0,3500.0,2900.0,3299.0,3386.0,5477.0,9232.0,33942.0,115.0,2.0,172928.0,125.0,1600.0,100.0,40659.0,1930.0,710.0,-1.0,34000.0,966.0,400.0,3813.0,,63.0,30352.0,37901.0,-1.0,4789.0,18000.0,1078.0,-1.0,6700.0,1330662.0,8530.0,11264.0,890.0,4120.0,679.0,2270.0,4123.0,866.0,55388.0,2582.0,122033.0,5410.0,2862.0,7.0,20.0,23000.0,-1.0,100.0,994.0,1563.0,379.0,1325.0,267.0,26600.0,350.0,1902.0,1062.0,5347.0,72.0,3221.0,-1.0,12447.0,2871.0,1700.0,14700.0,-1.0,3150.0,20000.0,40.0,5489.0,39366.0,29140.0,311.0,42.0
2003,40.0,,1124.0,8786.0,350.0,2306.0,1200.0,46600.0,1080.0,37074.0,4500.0,15653.0,102.0,5515.0,7111.0,,4772.0,15000.0,26000.0,8983.0,270.0,4000.0,2000.0,1642.0,392619.0,145.0,35000.0,1361.0,44285.0,2306.0,651.0,710.0,15994.0,16131.0,13747.0,601.0,795.0,330000.0,1186.0,4233.0,149.0,256926.0,10299.0,65702.0,183043.0,2900.0,,3315.0,,450.0,19158.0,13000.0,57300.0,,387.0,18000.0,7400.0,0.0,824.0,12.0,,5350.0,9000.0,15482.0,,14326.0,7405.0,3950.0,1264500.0,0.0,1208.0,100.0,672.0,2903.0,3104.0,3380.0,5299.0,9388.0,22156.0,116.0,2.0,166388.0,126.0,1600.0,100.0,41721.0,1770.0,704.0,-1.0,30820.0,970.0,376.0,3597.0,,63.0,30756.0,36690.0,-1.0,4700.0,17377.0,1005.0,-1.0,6700.0,1266696.0,6406.0,8766.0,526.0,2435.0,704.0,2700.0,4135.0,900.0,47293.0,3600.0,127521.0,5360.0,2196.0,7.0,20.0,22507.0,-1.0,110.0,770.0,2095.0,378.0,1555.0,270.0,23000.0,160.0,1966.0,788.0,6894.0,75.0,3621.0,-1.0,12218.0,2786.0,1400.0,13600.0,-1.0,3110.0,19409.0,40.0,5748.0,41404.0,20640.0,305.0,50.0
2004,40.0,,1119.0,8354.0,220.0,1536.0,1250.0,45600.0,935.0,30502.0,4500.0,16500.0,103.0,7935.0,7471.0,,5720.0,23000.0,25000.0,9390.0,250.0,4002.0,2000.0,1900.0,462265.0,145.0,48000.0,1000.0,44659.0,1536.0,667.0,700.0,15700.0,16122.0,13150.0,543.0,1540.0,369700.0,1183.0,4338.0,177.0,200973.0,17255.0,77597.0,192710.0,2900.0,,3313.0,,320.0,17716.0,12100.0,55930.0,,420.0,14900.0,8500.0,0.0,824.0,21.0,,5700.0,9000.0,16085.0,,10893.0,6856.0,3950.0,1265600.0,0.0,2076.0,78.0,586.0,2800.0,2751.0,3400.0,6068.0,9500.0,27646.0,100.0,2.0,165134.0,126.0,1600.0,100.0,33772.0,1770.0,698.0,-1.0,33167.0,1150.0,376.0,3398.0,,65.0,30352.0,33760.0,-1.0,4448.0,17897.0,874.0,-1.0,6700.0,1267796.0,1708.0,7855.0,480.0,1727.0,697.0,2970.0,4147.0,894.0,55584.0,5329.0,136012.0,5498.0,2196.0,6.0,20.0,21538.0,-1.0,120.0,779.0,2649.0,348.0,1743.0,270.0,16300.0,220.0,1788.0,818.0,8268.0,80.0,2151.0,-1.0,11510.0,2692.0,1500.0,19000.0,-1.0,3480.0,20000.0,40.0,5394.0,47149.0,22260.0,850.0,55.0
2005,40.0,,1100.0,8367.0,250.0,1417.0,1300.0,50500.0,933.0,30497.0,4336.0,18500.0,103.0,8116.0,3220.0,,5360.0,26000.0,25000.0,9000.0,264.0,4039.0,2240.0,1500.0,493761.0,146.0,62500.0,505.0,46000.0,1417.0,683.0,699.0,16000.0,17581.0,12944.0,546.0,1178.0,366500.0,1176.0,4001.0,190.0,198212.0,14875.0,83169.0,185342.0,2592.0,,3289.0,,350.0,18488.0,13000.0,54369.0,,425.0,14300.0,8235.0,0.0,656.0,18.0,,4700.0,8004.0,16272.0,,13799.0,7600.0,5500.0,1363200.0,0.0,2055.0,78.0,657.0,2922.0,2903.0,3320.0,6553.0,9656.0,20313.0,98.0,2.0,120225.0,127.0,1700.0,100.0,29589.0,2400.0,699.0,-1.0,39238.0,1400.0,325.0,3003.0,,55.0,29947.0,34372.0,-1.0,4459.0,18104.0,1116.0,-1.0,7200.0,1364312.0,8177.0,7413.0,210.0,823.0,682.0,3090.0,4159.0,900.0,51167.0,5488.0,141527.0,4900.0,1112.0,6.0,22.0,19100.0,-1.0,130.0,500.0,2780.0,287.0,1855.0,260.0,16800.0,120.0,1618.0,850.0,7800.0,85.0,2507.0,-1.0,8580.0,2635.0,620.0,9000.0,-1.0,3040.0,19701.0,40.0,5131.0,40869.0,25900.0,874.0,60.0
2006,40.0,,1000.0,7347.0,400.0,1450.0,1400.0,56360.0,920.0,32120.0,4178.0,12179.0,104.0,9299.0,1408.0,6821.0,5660.0,45000.0,23000.0,8640.0,279.0,4070.0,2680.0,1800.0,495706.0,148.0,58000.0,824.0,45141.0,1450.0,707.0,680.0,15896.0,10680.0,10123.0,571.0,1160.0,372800.0,1192.0,4050.0,203.0,172234.0,16819.0,78255.0,146166.0,2635.0,,3245.0,,520.0,17438.0,10650.0,23381.0,,430.0,14000.0,8507.0,0.0,850.0,20.0,194.0,3500.0,6921.0,15870.0,,11874.0,6900.0,5749.0,1338000.0,0.0,2100.0,78.0,520.0,2950.0,2425.0,3449.0,5904.0,9500.0,27033.0,196.0,2.0,137190.0,128.0,1650.0,120.0,26323.0,2400.0,703.0,-1.0,40000.0,1500.0,77.0,2733.0,,63.0,31721.0,28000.0,-1.0,3357.0,9593.0,814.0,-1.0,7000.0,1338877.0,8768.0,,80.0,820.0,622.0,2770.0,4350.0,887.0,38865.0,5576.0,136527.0,5092.0,877.0,0.0,22.0,18500.0,-1.0,170.0,200.0,1841.0,249.0,1890.0,263.0,26700.0,10.0,791.0,852.0,8000.0,90.0,3540.0,-1.0,9780.0,2728.0,480.0,6000.0,-1.0,2510.0,20600.0,40.0,4940.0,27369.0,25900.0,632.0,64.0
2007,45.0,,1050.0,6809.0,500.0,1450.0,1500.0,50861.0,586.0,42570.0,4077.0,13379.0,104.0,9642.0,757.0,8043.0,4985.0,23928.0,19000.0,8500.0,291.0,4100.0,1790.0,1200.0,459481.0,150.0,70000.0,781.0,45000.0,1450.0,725.0,700.0,16500.0,10817.0,9986.0,588.0,374.0,370000.0,1200.0,4100.0,216.0,198054.0,17570.0,73267.0,144904.0,2568.0,,3202.0,,620.0,17132.0,7726.0,18038.0,,590.0,13000.0,8300.0,0.0,1010.0,22.0,159.0,3052.0,9643.0,14227.0,,8400.0,4900.0,5750.0,1163800.0,0.0,2400.0,78.0,400.0,3301.0,2321.0,3919.0,5600.0,10240.0,22858.0,190.0,2.0,144070.0,129.0,1600.0,120.0,23863.0,2400.0,706.0,-1.0,44000.0,1500.0,72.0,2729.0,,69.0,30699.0,32000.0,-1.0,3270.0,16956.0,792.0,-1.0,8000.0,1164503.0,7277.0,,118.0,820.0,549.0,2737.0,4400.0,873.0,75202.0,5848.0,118551.0,4438.0,703.0,6.0,23.0,17700.0,-1.0,150.0,720.0,1296.0,252.0,1813.0,262.0,19200.0,3.0,443.0,879.0,8000.0,95.0,3166.0,-1.0,6894.0,2100.0,230.0,5000.0,-1.0,2680.0,20154.0,45.0,6005.0,29900.0,17000.0,516.0,66.0
2008,45.0,,1027.0,6273.0,500.0,1462.0,1422.0,51398.0,10.0,31870.0,3985.0,15000.0,106.0,9950.0,1235.0,7126.0,5923.0,62877.0,18000.0,9000.0,308.0,4149.0,1900.0,1100.0,432182.0,149.0,62000.0,760.0,49000.0,1462.0,742.0,786.0,14419.0,14321.0,9792.0,588.0,136.0,350000.0,1069.0,4100.0,229.0,196627.0,17395.0,67498.0,146874.0,2607.0,,3158.0,,620.0,17064.0,7720.0,15700.0,,480.0,13500.0,8000.0,0.0,1050.0,23.0,154.0,2664.0,7441.0,13817.0,,10800.0,4200.0,5491.0,1326000.0,0.0,2425.0,12.0,303.0,3639.0,2009.0,3859.0,5865.0,10690.0,23048.0,0.0,2.0,143457.0,129.0,1400.0,120.0,22182.0,2400.0,708.0,-1.0,47000.0,1500.0,63.0,2687.0,,50.0,29289.0,26085.0,-1.0,3143.0,20000.0,1305.0,-1.0,8700.0,1326703.0,9447.0,,170.0,820.0,539.0,2010.0,4215.0,859.0,76069.0,5476.0,161626.0,4541.0,703.0,9.0,23.0,16800.0,,150.0,700.0,1066.0,259.0,1771.0,261.0,16400.0,1.0,430.0,899.0,2220.0,80.0,3200.0,-1.0,5919.0,2247.0,220.0,3363.0,-1.0,2140.0,18774.0,45.0,5897.0,25276.0,14014.0,437.0,68.0
2009,45.0,,1051.0,6652.0,600.0,1305.0,1431.0,49676.0,19.0,30836.0,3893.0,17000.0,107.0,10169.0,850.0,6103.0,5513.0,60778.0,18281.0,7514.0,319.0,4201.0,1266.0,1200.0,442397.0,149.0,60000.0,2000.0,50000.0,1305.0,759.0,863.0,13426.0,8653.0,10115.0,583.0,130.0,390690.0,993.0,4196.0,241.0,204450.0,16900.0,74546.0,116143.0,2580.0,,3115.0,,720.0,17800.0,8207.0,16116.0,,478.0,13600.0,7800.0,0.0,1013.0,27.0,126.0,2516.0,8043.0,12674.0,,7993.0,3950.0,5176.0,1391000.0,0.0,2171.0,10.0,521.0,3981.0,1614.0,3984.0,5918.0,11180.0,24861.0,51.0,1.0,143275.0,130.0,1300.0,120.0,26104.0,2400.0,709.0,-1.0,55210.0,1600.0,64.0,2542.0,,44.0,29869.0,28230.0,-1.0,3091.0,14000.0,183.0,-1.0,12000.0,1391703.0,9269.0,,297.0,871.0,556.0,1652.0,3894.0,845.0,93000.0,4838.0,183052.0,4594.0,703.0,10.0,24.0,15800.0,,160.0,700.0,1200.0,210.0,1841.0,260.0,20729.0,1.0,618.0,916.0,3250.0,85.0,2871.0,-1.0,4312.0,2256.0,120.0,3562.0,-1.0,2210.0,18459.0,45.0,6062.0,27865.0,16780.0,250.0,70.0
2010,45.0,,1067.0,7081.0,600.0,1187.0,1413.0,55800.0,3.0,31198.0,3800.0,18079.0,109.0,10341.0,1532.0,5828.0,8355.0,59988.0,14886.0,8344.0,330.0,4302.0,1211.0,1200.0,449629.0,148.0,60134.0,529.0,50000.0,1187.0,777.0,950.0,12542.0,10209.0,10527.0,578.0,300.0,444280.0,924.0,4234.0,253.0,216300.0,15724.0,67674.0,81334.0,2554.0,,3072.0,,726.0,20300.0,2855.0,15600.0,,446.0,13631.0,7536.0,0.0,1015.0,31.0,125.0,4311.0,12579.0,12958.0,,9586.0,1589.0,5247.0,1345000.0,0.0,2030.0,25.0,503.0,4300.0,1461.0,4109.0,6178.0,11818.0,20256.0,0.0,1.0,136582.0,131.0,1406.0,126.0,29706.0,2450.0,700.0,-1.0,78930.0,1822.0,76.0,2534.0,,50.0,38270.0,27829.0,-1.0,2356.0,20598.0,661.0,-1.0,9790.0,1345703.0,10062.0,,417.0,855.0,569.0,2509.0,3745.0,838.0,94175.0,4037.0,165577.0,4219.0,703.0,9.0,24.0,15000.0,,141.0,621.0,1351.0,213.0,1848.0,259.0,31484.0,3.0,280.0,1031.0,2953.0,77.0,2451.0,-1.0,4004.0,2367.0,280.0,3950.0,-1.0,2560.0,18237.0,45.0,4119.0,24518.0,16701.0,168.0,75.0
