,Kenya,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Philippines,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Iran (Islamic Republic of),Republic of Korea,Uzbekistan,Yemen,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Latvia,Haiti,Ukraine,Israel,Turkmenistan,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Sudan (former),Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Mauritius,Portugal,"China, mainland",Russian Federation,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Czechoslovakia,Serbia,Cuba,Armenia,Dominican Republic,South Sudan,Canada,Spain,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Japan,New Zealand,Bulgaria,United States of America,Bangladesh,Thailand,Kuwait,Nigeria,Czechia,Argentina,Timor-Leste,Paraguay,Georgia,India,Cabo Verde,Austria,Niger,Morocco,Bhutan,USSR,Mexico,Romania,Ecuador,Honduras,Jordan,Tunisia,Albania,Slovakia,France,Italy,Réunion,Sudan,Lithuania,Finland,Netherlands,Oman,Republic of Moldova,Turkey
1986,23.0,9572.0,-1.0,-1.0,10798.0,6840.0,1939.0,14628.0,260.0,-1.0,-1.0,17000.0,-1.0,2200.0,-1.0,48240.0,-1.0,361.0,100.0,18334.0,1320.0,6590.0,-1.0,135.0,-1.0,-1.0,10.0,-1.0,370.0,-1.0,-1.0,850.0,-1.0,3780.0,-1.0,339572.0,370.0,-1.0,500.0,750.0,800.0,-1.0,-1.0,1650.0,748.0,-1.0,-1.0,-1.0,43.0,250.0,330000.0,-1.0,525.0,2992.0,7000.0,-1.0,2074.0,-1.0,15.0,-1.0,893.0,-1,-1.0,39900.0,6580.0,3325.0,1591.0,17.0,-1.0,100.0,4107.0,6400.0,12390.0,28172.0,95.0,-1,-1.0,6284.0,-1.0,828.0,-1.0,59600.0,-1.0,-1.0,-1.0,1300.0,-1.0,11000.0,6047.0,7800.0,952.0,60.0,190.0,620.0,-1.0,-1.0,7000.0,5038.0,240.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13200.0
1987,25.0,10089.0,-1.0,-1.0,10606.0,6292.0,1825.0,17850.0,260.0,-1.0,-1.0,15729.0,-1.0,2500.0,-1.0,49198.0,-1.0,510.0,88.0,19000.0,1320.0,6960.0,-1.0,135.0,-1.0,-1.0,10.0,-1.0,410.0,-1.0,-1.0,860.0,-1.0,7560.0,-1.0,340089.0,370.0,-1.0,500.0,770.0,900.0,-1.0,-1.0,2194.0,1255.0,-1.0,-1.0,-1.0,38.0,250.0,330000.0,-1.0,600.0,2789.0,7300.0,-1.0,2186.0,-1.0,15.0,-1.0,1111.0,-1,-1.0,42500.0,6919.0,1350.0,1631.0,16.0,-1.0,88.0,4195.0,6800.0,12380.0,34363.0,160.0,-1,-1.0,7192.0,-1.0,1021.0,-1.0,93700.0,5.0,-1.0,-1.0,1450.0,-1.0,13000.0,7356.0,8000.0,600.0,40.0,381.0,700.0,-1.0,-1.0,7700.0,4996.0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13000.0
1988,28.0,6869.0,-1.0,-1.0,10205.0,5450.0,1915.0,14374.0,270.0,-1.0,-1.0,17500.0,-1.0,2400.0,-1.0,36994.0,-1.0,567.0,118.0,19822.0,1330.0,7310.0,-1.0,135.0,-1.0,-1.0,10.0,-1.0,460.0,-1.0,-1.0,850.0,-1.0,7140.0,-1.0,341869.0,370.0,-1.0,500.0,760.0,1000.0,-1.0,-1.0,3568.0,2640.0,-1.0,-1.0,-1.0,26.0,250.0,335000.0,-1.0,650.0,3363.0,7500.0,-1.0,2223.0,-1.0,15.0,-1.0,938.0,-1,-1.0,41600.0,7299.0,1525.0,1503.0,16.0,-1.0,118.0,4650.0,7600.0,12513.0,37313.0,221.0,-1,-1.0,7030.0,-1.0,1066.0,-1.0,85600.0,5.0,-1.0,-1.0,1600.0,-1.0,13000.0,8569.0,8700.0,420.0,30.0,644.0,680.0,-1.0,-1.0,7100.0,5041.0,380.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13100.0
1989,30.0,7073.0,-1.0,-1.0,10972.0,6143.0,1800.0,13935.0,280.0,-1.0,-1.0,18915.0,-1.0,2300.0,-1.0,38506.0,-1.0,929.0,113.0,19928.0,1330.0,8480.0,-1.0,138.0,-1.0,-1.0,10.0,-1.0,530.0,-1.0,-1.0,860.0,-1.0,4667.0,-1.0,347073.0,375.0,-1.0,500.0,780.0,1100.0,-1.0,-1.0,2301.0,2824.0,-1.0,-1.0,-1.0,21.0,250.0,340000.0,-1.0,780.0,3701.0,7500.0,-1.0,2533.0,-1.0,15.0,-1.0,493.0,-1,-1.0,38800.0,7166.0,2375.0,1429.0,15.0,-1.0,113.0,5196.0,8400.0,12692.0,28985.0,279.0,-1,-1.0,5970.0,-1.0,1010.0,-1.0,85400.0,5.0,-1.0,-1.0,1726.0,-1.0,14000.0,6230.0,13600.0,600.0,28.0,139.0,1000.0,-1.0,-1.0,6724.0,4455.0,350.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12700.0
1990,25.0,7216.0,-1.0,-1.0,10619.0,6406.0,1700.0,17149.0,290.0,-1.0,-1.0,18483.0,-1.0,1779.0,4100.0,43643.0,-1.0,772.0,131.0,19265.0,1340.0,7740.0,-1.0,140.0,-1.0,-1.0,22.0,-1.0,549.0,-1.0,-1.0,376.0,-1.0,6211.0,-1.0,386603.0,375.0,-1.0,500.0,795.0,1200.0,-1.0,-1.0,2674.0,2264.0,-1.0,-1.0,-1.0,21.0,257.0,379387.0,-1.0,919.0,2446.0,8369.0,-1.0,2431.0,-1.0,1000.0,-1.0,1069.0,-1,-1.0,34900.0,5747.0,1525.0,1118.0,16.0,-1.0,131.0,4506.0,9100.0,13000.0,25632.0,195.0,-1,-1.0,6415.0,124.0,331.0,-1.0,90100.0,4.0,-1.0,100.0,2078.0,-1.0,24000.0,5511.0,9700.0,670.0,25.0,74.0,600.0,600.0,-1.0,6763.0,4707.0,414.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11901.0
1991,50.0,7517.0,-1.0,-1.0,10217.0,4456.0,1798.0,18722.0,300.0,-1.0,-1.0,21128.0,-1.0,2100.0,4040.0,49160.0,-1.0,766.0,140.0,19008.0,1352.0,7250.0,-1.0,140.0,-1.0,-1.0,10.0,-1.0,577.0,-1.0,-1.0,400.0,-1.0,7000.0,-1.0,352517.0,330.0,-1.0,550.0,800.0,1367.0,-1.0,-1.0,2373.0,2454.0,-1.0,-1.0,-1.0,17.0,242.0,345000.0,-1.0,1076.0,3082.0,7963.0,-1.0,2454.0,-1.0,1000.0,-1.0,674.0,-1,-1.0,34700.0,6300.0,1175.0,1426.0,16.0,-1.0,140.0,4637.0,9824.0,12592.0,24096.0,50.0,-1,-1.0,10500.0,314.0,610.0,-1.0,94300.0,5.0,-1.0,150.0,2126.0,-1.0,24600.0,6947.0,8600.0,480.0,25.0,263.0,700.0,450.0,-1.0,7284.0,4744.0,420.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,12298.0
1992,134.0,7718.0,-1.0,2304.0,11110.0,4189.0,1800.0,16900.0,290.0,-1.0,-1.0,22240.0,1390.0,1800.0,4099.0,43494.0,4200.0,783.0,145.0,-1.0,1350.0,7670.0,239.0,140.0,20.0,836.0,10.0,12463.0,468.0,400.0,-1.0,400.0,1300.0,6082.0,1200.0,354718.0,380.0,-1.0,500.0,815.0,1396.0,1100.0,-1.0,4044.0,2874.0,-1.0,-1.0,39.0,23.0,213.0,347000.0,15000.0,1080.0,2962.0,7950.0,11530.0,2473.0,-1.0,1305.0,300.0,758.0,-1,-1.0,34100.0,7300.0,2300.0,1403.0,15.0,-1.0,145.0,4311.0,9310.0,12737.0,24608.0,70.0,-1,-1.0,12695.0,150.0,526.0,-1.0,85500.0,6.0,-1.0,180.0,2300.0,-1.0,-1.0,8482.0,10600.0,710.0,26.0,375.0,800.0,650.0,-1.0,7630.0,4616.0,450.0,-1.0,300.0,6.0,-1.0,-1.0,-1.0,11778.0
1993,25.0,7772.0,-1.0,2439.0,12916.0,4262.0,1800.0,17441.0,300.0,-1.0,-1.0,20010.0,1320.0,1900.0,4159.0,36241.0,3500.0,783.0,140.0,-1.0,1360.0,8240.0,235.0,150.0,40.0,900.0,11.0,17000.0,600.0,200.0,-1.0,570.0,1000.0,7860.0,900.0,387772.0,286.0,-1.0,570.0,830.0,1400.0,800.0,-1.0,3872.0,1461.0,-1.0,-1.0,40.0,22.0,198.0,380000.0,15000.0,1215.0,2489.0,7957.0,10663.0,-1.0,-1.0,1092.0,400.0,895.0,-1,-1.0,30500.0,7662.0,2000.0,1197.0,16.0,-1.0,140.0,3500.0,10520.0,12670.0,24272.0,67.0,-1,1441.0,11435.0,570.0,495.0,-1.0,76200.0,8.0,-1.0,250.0,2500.0,-1.0,-1.0,7461.0,12500.0,330.0,23.0,264.0,1300.0,750.0,1195.0,7496.0,4583.0,300.0,-1.0,300.0,9.0,-1.0,-1.0,-1.0,11351.0
1994,142.0,6740.0,-1.0,2543.0,12052.0,5793.0,2376.0,17648.0,310.0,-1.0,2000.0,20809.0,1294.0,1900.0,4219.0,34959.0,3500.0,783.0,150.0,-1.0,1279.0,8420.0,196.0,143.0,50.0,900.0,10.0,19000.0,608.0,200.0,-1.0,600.0,1000.0,4998.0,700.0,385023.0,273.0,-1.0,450.0,845.0,1650.0,1200.0,-1.0,2984.0,3300.0,-1.0,-1.0,40.0,36.0,211.0,378283.0,16000.0,1350.0,3694.0,8000.0,12000.0,-1.0,-1.0,2340.0,500.0,1134.0,-1,-1.0,30300.0,8522.0,1800.0,1499.0,17.0,-1.0,150.0,4071.0,10925.0,12774.0,24512.0,68.0,-1,1317.0,9800.0,769.0,490.0,-1.0,98900.0,10.0,-1.0,280.0,2476.0,-1.0,-1.0,6420.0,12900.0,320.0,23.0,550.0,1100.0,800.0,1088.0,7200.0,4360.0,340.0,-1.0,300.0,18.0,-1.0,-1.0,-1.0,11700.0
1995,227.0,6880.0,-1.0,2419.0,11300.0,6299.0,2300.0,12758.0,330.0,-1.0,2264.0,21896.0,1510.0,1900.0,4280.0,39636.0,3300.0,783.0,155.0,-1.0,1248.0,8440.0,144.0,147.0,50.0,800.0,12.0,20100.0,759.0,200.0,-1.0,611.0,1000.0,5597.0,1300.0,401880.0,245.0,-1.0,505.0,850.0,1850.0,2000.0,-1.0,3145.0,3234.0,-1.0,-1.0,40.0,27.0,222.0,395000.0,21600.0,1449.0,4607.0,7000.0,12300.0,-1.0,-1.0,1325.0,500.0,657.0,-1,-1.0,26600.0,9121.0,2200.0,1449.0,15.0,-1.0,155.0,7155.0,11530.0,13000.0,26307.0,40.0,-1,1297.0,7900.0,324.0,480.0,-1.0,111900.0,10.0,10.0,320.0,2000.0,-1.0,-1.0,6052.0,13200.0,300.0,23.0,570.0,1200.0,800.0,1159.0,6500.0,4000.0,340.0,-1.0,300.0,25.0,-1.0,-1.0,-1.0,13200.0
1996,226.0,9189.0,-1.0,2400.0,11700.0,6298.0,2400.0,11994.0,340.0,-1.0,2500.0,20551.0,1653.0,1900.0,4180.0,41973.0,3000.0,783.0,155.0,-1.0,1120.0,8350.0,141.0,147.0,40.0,800.0,14.0,20300.0,620.0,200.0,-1.0,594.0,908.0,10661.0,1700.0,409189.0,200.0,-1.0,518.0,900.0,2105.0,1600.0,231.0,3526.0,1783.0,-1.0,-1.0,51.0,30.0,195.0,400000.0,20820.0,1520.0,6138.0,7253.0,12478.0,-1.0,-1.0,1231.0,630.0,681.0,-1,-1.0,26200.0,8502.0,2300.0,1523.0,23.0,-1.0,155.0,7000.0,14160.0,13000.0,27040.0,62.0,-1,1570.0,9710.0,325.0,473.0,-1.0,94300.0,12.0,20.0,350.0,1500.0,-1.0,-1.0,8071.0,13104.0,950.0,23.0,600.0,1600.0,750.0,1209.0,6102.0,4293.0,340.0,-1.0,300.0,30.0,-1.0,-1.0,-1.0,13500.0
1997,189.0,8985.0,-1.0,2460.0,11763.0,7912.0,1921.0,12903.0,330.0,-1.0,3000.0,18566.0,1465.0,2100.0,4236.0,36282.0,2800.0,800.0,155.0,-1.0,770.0,7810.0,133.0,149.0,50.0,100.0,16.0,21300.0,600.0,200.0,-1.0,551.0,524.0,6988.0,2000.0,438985.0,199.0,-1.0,500.0,950.0,1100.0,1800.0,307.0,2580.0,2235.0,-1.0,-1.0,47.0,11.0,222.0,430000.0,25240.0,1597.0,6681.0,7317.0,12200.0,-1.0,-1.0,1790.0,1200.0,721.0,-1,-1.0,25903.0,8500.0,1900.0,1607.0,20.0,-1.0,155.0,7100.0,13350.0,13089.0,23520.0,32.0,-1,1563.0,12087.0,482.0,450.0,-1.0,108800.0,14.0,20.0,380.0,2170.0,-1.0,-1.0,9304.0,12900.0,380.0,24.0,770.0,1450.0,900.0,1157.0,5900.0,4003.0,170.0,-1.0,300.0,25.0,-1.0,-1.0,600.0,14000.0
1998,234.0,7321.0,-1.0,2651.0,14012.0,5185.0,2176.0,10879.0,340.0,500.0,3108.0,18238.0,1415.0,2000.0,4351.0,37337.0,2800.0,831.0,140.0,-1.0,840.0,8060.0,93.0,147.0,40.0,72.0,20.0,20900.0,822.0,200.0,-1.0,362.0,653.0,7564.0,2179.0,457321.0,194.0,-1.0,500.0,980.0,700.0,1800.0,39.0,2758.0,1959.0,-1.0,-1.0,47.0,19.0,223.0,450000.0,25200.0,1600.0,5137.0,7300.0,12000.0,-1.0,-1.0,1712.0,1000.0,974.0,-1,-1.0,23150.0,8820.0,2000.0,1667.0,19.0,-1.0,140.0,7147.0,15380.0,13122.0,21570.0,45.0,-1,1552.0,15717.0,378.0,439.0,-1.0,123200.0,16.0,10.0,400.0,1760.0,-1.0,-1.0,9139.0,13600.0,213.0,24.0,210.0,2000.0,900.0,1146.0,5600.0,4097.0,159.0,-1.0,300.0,23.0,-1.0,-1.0,500.0,13462.0
1999,234.0,7828.0,-1.0,2670.0,13914.0,3799.0,2239.0,12093.0,350.0,1000.0,3500.0,12936.0,1325.0,2000.0,4472.0,42416.0,3000.0,850.0,140.0,-1.0,840.0,8220.0,90.0,148.0,45.0,66.0,20.0,21400.0,691.0,200.0,-1.0,178.0,2131.0,10699.0,1873.0,487828.0,215.0,185.0,600.0,990.0,600.0,2300.0,157.0,3142.0,1813.0,-1.0,-1.0,48.0,6.0,224.0,480000.0,27620.0,1680.0,6101.0,7500.0,10000.0,-1.0,-1.0,1634.0,909.0,656.0,-1,-1.0,23865.0,9166.0,1637.0,1583.0,19.0,-1.0,140.0,7000.0,16190.0,12950.0,21760.0,39.0,-1,1546.0,13900.0,400.0,579.0,-1.0,118800.0,18.0,10.0,970.0,1935.0,-1.0,-1.0,8106.0,14900.0,359.0,25.0,157.0,1200.0,900.0,1135.0,5550.0,3645.0,140.0,-1.0,300.0,24.0,-1.0,-1.0,700.0,14298.0
2000,174.0,9833.0,-1.0,2671.0,16743.0,5269.0,2263.0,13269.0,395.0,2000.0,5000.0,9981.0,1266.0,1900.0,4600.0,44941.0,2800.0,950.0,284.0,-1.0,840.0,8930.0,54.0,150.0,50.0,72.0,20.0,23400.0,788.0,200.0,-1.0,124.0,2781.0,12521.0,1889.0,559833.0,213.0,229.0,620.0,1000.0,550.0,2500.0,280.0,3235.0,1856.0,-1.0,400.0,57.0,7.0,227.0,550000.0,28120.0,1670.0,7355.0,7491.0,10098.0,-1.0,-1.0,3583.0,867.0,710.0,-1,-1.0,22741.0,8625.0,1546.0,1597.0,18.0,-1.0,284.0,7200.0,14080.0,13355.0,21775.0,36.0,-1,1391.0,15500.0,278.0,514.0,-1.0,124600.0,20.0,10.0,820.0,2415.0,-1.0,-1.0,7469.0,14800.0,443.0,25.0,183.0,950.0,1000.0,1075.0,3811.0,3677.0,125.0,-1.0,300.0,21.0,-1.0,-1.0,1000.0,13891.0
2001,232.0,9924.0,-1.0,2619.0,18491.0,5707.0,2706.0,14297.0,429.0,2773.0,5000.0,9279.0,1100.0,1800.0,5000.0,37118.0,2800.0,715.0,276.0,-1.0,900.0,8790.0,54.0,180.0,56.0,193.0,20.0,20900.0,850.0,200.0,-1.0,118.0,2441.0,9296.0,1806.0,584924.0,150.0,160.0,601.0,1050.0,490.0,2975.0,75.0,3100.0,1657.0,-1.0,500.0,88.0,6.0,229.0,575000.0,29880.0,1675.0,8610.0,8000.0,9747.0,-1.0,-1.0,2687.0,750.0,773.0,-1,-1.0,24038.0,7931.0,1530.0,1591.0,16.0,-1.0,276.0,7200.0,14250.0,13365.0,23580.0,30.0,-1,1018.0,13500.0,330.0,548.0,-1.0,120000.0,20.0,20.0,800.0,1920.0,-1.0,-1.0,6695.0,14700.0,464.0,26.0,86.0,1200.0,1000.0,736.0,3857.0,3879.0,115.0,-1.0,250.0,21.0,-1.0,-1.0,5100.0,15000.0
2002,285.0,7428.0,-1.0,2631.0,19147.0,5637.0,2802.0,15715.0,468.0,3071.0,4802.0,7923.0,1040.0,1300.0,5800.0,33153.0,3100.0,720.0,268.0,-1.0,1075.0,8960.0,52.0,250.0,7.0,285.0,15.0,21100.0,1026.0,250.0,-1.0,225.0,2265.0,8665.0,1920.0,627428.0,87.0,121.0,613.0,1100.0,510.0,1031.0,122.0,2900.0,1645.0,-1.0,500.0,108.0,4.0,214.0,620000.0,29890.0,1679.0,8297.0,8114.0,9866.0,-1.0,-1.0,2500.0,675.0,1055.0,-1,-1.0,23959.0,6952.0,1823.0,1356.0,19.0,-1.0,268.0,832.0,13270.0,14170.0,22085.0,29.0,-1,427.0,13000.0,385.0,575.0,-1.0,115333.0,25.0,20.0,649.0,1560.0,-1.0,-1.0,4784.0,14900.0,462.0,26.0,59.0,1150.0,1000.0,995.0,4009.0,3228.0,97.0,-1.0,250.0,16.0,-1.0,-1.0,3900.0,15000.0
2003,306.0,7350.0,4614.0,2547.0,21209.0,5459.0,4314.0,15099.0,513.0,3842.0,8000.0,6345.0,1068.0,1400.0,6978.0,33140.0,2040.0,740.0,280.0,-1.0,1292.0,9600.0,62.0,300.0,10.0,365.0,15.0,20600.0,1255.0,200.0,-1.0,207.0,2334.0,9509.0,1954.0,632350.0,87.0,207.0,630.0,3500.0,477.0,1783.0,86.0,2800.0,1259.0,-1.0,600.0,107.0,8.0,223.0,625000.0,30110.0,688.0,7362.0,8500.0,9560.0,-1.0,-1.0,4390.0,761.0,885.0,-1,-1.0,21683.0,7032.0,4750.0,1326.0,19.0,1740.0,280.0,804.0,14160.0,14409.0,20808.0,27.0,-1,381.0,14500.0,393.0,416.0,-1.0,111500.0,20.0,20.0,653.0,2785.0,-1.0,-1.0,5425.0,14757.0,470.0,28.0,152.0,1300.0,1200.0,981.0,3908.0,3064.0,85.0,-1.0,342.0,18.0,-1.0,-1.0,2000.0,19000.0
2004,300.0,7962.0,4478.0,1000.0,21000.0,5312.0,3805.0,10517.0,586.0,4085.0,9465.0,4930.0,1096.0,1785.0,7927.0,30237.0,2300.0,699.0,264.0,-1.0,1544.0,10444.0,35.0,310.0,15.0,206.0,23.0,19600.0,880.0,300.0,2.0,238.0,2418.0,8349.0,1972.0,637962.0,70.0,322.0,650.0,5830.0,310.0,2068.0,111.0,2700.0,889.0,-1.0,1000.0,94.0,8.0,229.0,630000.0,30610.0,680.0,6278.0,8507.0,9998.0,-1.0,-1.0,4278.0,753.0,351.0,-1,-1.0,21428.0,6849.0,5250.0,1393.0,20.0,1920.0,264.0,962.0,12790.0,21087.0,15516.0,30.0,-1,333.0,14000.0,403.0,366.0,600.0,138900.0,22.0,22.0,674.0,2070.0,9.0,-1.0,5608.0,8747.0,625.0,30.0,110.0,1000.0,1000.0,972.0,3623.0,3004.0,73.0,-1.0,215.0,17.0,-1.0,80.0,1930.0,17000.0
2005,263.0,8136.0,4331.0,1200.0,23800.0,4704.0,4916.0,10362.0,643.0,4135.0,13657.0,3280.0,1101.0,1720.0,8900.0,31766.0,2280.0,750.0,274.0,-1.0,1763.0,10848.0,35.0,310.0,15.0,229.0,23.0,19100.0,959.0,350.0,1.0,175.0,2514.0,7147.0,1936.0,648136.0,74.0,417.0,649.0,5980.0,300.0,2251.0,166.0,2500.0,1295.0,-1.0,800.0,92.0,12.0,235.0,640000.0,30800.0,695.0,6451.0,9000.0,8967.0,-1.0,-1.0,5682.0,781.0,176.0,-1,-1.0,17331.0,6600.0,5000.0,1560.0,20.0,1940.0,274.0,619.0,12100.0,25593.0,16831.0,30.0,-1,328.0,11991.0,396.0,350.0,650.0,144100.0,15.0,24.0,674.0,4100.0,150.0,-1.0,4884.0,12418.0,620.0,32.0,107.0,1200.0,1000.0,603.0,3383.0,3163.0,57.0,-1.0,367.0,15.0,-1.0,73.0,1977.0,17168.0
2006,239.0,6574.0,4155.0,900.0,24300.0,4448.0,5600.0,10486.0,661.0,4175.0,12481.0,3107.0,964.0,1710.0,8366.0,28594.0,2560.0,768.0,278.0,-1.0,1940.0,11433.0,45.0,350.0,13.0,202.0,23.0,18100.0,1200.0,250.0,1.0,175.0,2667.0,7270.0,1846.0,656574.0,80.0,375.0,650.0,6303.0,310.0,2198.0,157.0,1800.0,1122.0,206.0,900.0,79.0,8.0,201.0,650000.0,29900.0,719.0,7849.0,8660.0,-1.0,-1.0,8658.0,4128.0,844.0,480.0,-1,-1.0,15860.0,7000.0,8000.0,1554.0,20.0,1950.0,278.0,846.0,11950.0,26709.0,13331.0,28.0,-1,337.0,15500.0,410.0,300.0,400.0,134900.0,10.0,23.0,724.0,3695.0,615.0,-1.0,5101.0,13024.0,630.0,35.0,100.0,1100.0,265.0,614.0,2793.0,3071.0,47.0,-1.0,473.0,13.0,0.0,42.0,1970.0,15000.0
2007,169.0,6556.0,3929.0,880.0,26300.0,3863.0,4085.0,11258.0,726.0,4806.0,9266.0,2690.0,1013.0,1541.0,8766.0,26986.0,2600.0,833.0,290.0,-1.0,1956.0,11976.0,36.0,390.0,12.0,286.0,38.0,18300.0,1150.0,300.0,2.0,181.0,2736.0,10442.0,1888.0,756556.0,70.0,419.0,650.0,5042.0,305.0,2502.0,192.0,1044.0,641.0,192.0,1000.0,80.0,9.0,270.0,750000.0,29730.0,733.0,7974.0,8500.0,-1.0,-1.0,8419.0,4378.0,841.0,509.0,-1,-1.0,16686.0,7779.0,6100.0,1437.0,20.0,2030.0,290.0,274.0,10040.0,38807.0,12094.0,25.0,-1,357.0,15600.0,423.0,350.0,400.0,159200.0,15.0,22.0,661.0,1550.0,509.0,-1.0,5491.0,11431.0,650.0,37.0,100.0,1700.0,300.0,625.0,2652.0,3141.0,40.0,-1.0,624.0,12.0,0.0,65.0,2022.0,11100.0
2008,195.0,7040.0,3694.0,930.0,28700.0,3849.0,4200.0,10228.0,792.0,4616.0,9317.0,1922.0,1003.0,1500.0,7084.0,28416.0,2300.0,858.0,300.0,-1.0,2026.0,11456.0,48.0,390.0,12.0,65.0,35.0,17300.0,900.0,300.0,6.0,174.0,2558.0,11794.0,1836.0,822140.0,75.0,348.0,650.0,5294.0,300.0,2479.0,159.0,1000.0,636.0,192.0,1100.0,77.0,3.0,280.0,815100.0,25470.0,745.0,6711.0,8375.0,-1.0,-1.0,8215.0,4596.0,882.0,421.0,-1,150.0,15473.0,8125.0,4600.0,1440.0,20.0,2050.0,300.0,230.0,10300.0,33607.0,13821.0,24.0,-1,304.0,15227.0,326.0,151.0,300.0,206120.0,15.0,30.0,641.0,1445.0,600.0,-1.0,5035.0,13773.0,850.0,40.0,13.0,1600.0,840.0,530.0,2608.0,3141.0,30.0,-1.0,597.0,15.0,0.0,70.0,2202.0,11000.0
2009,145.0,6432.0,3668.0,570.0,26018.0,3552.0,3650.0,10063.0,855.0,5026.0,15361.0,2293.0,1060.0,1400.0,7433.0,26323.0,2300.0,900.0,288.0,-1.0,2026.0,11193.0,48.0,426.0,35.0,54.0,31.0,18900.0,1000.0,300.0,2.0,135.0,2614.0,7329.0,1740.0,779232.0,80.0,342.0,685.0,5833.0,251.0,2651.0,96.0,1253.0,672.0,202.0,700.0,66.0,4.0,257.0,772800.0,27200.0,1576.0,5916.0,7973.0,-1.0,-1.0,8113.0,5509.0,866.0,199.0,-1,214.0,15919.0,8357.0,2531.0,1500.0,20.0,2140.0,288.0,188.0,9000.0,34319.0,11094.0,14.0,-1,56.0,15476.0,263.0,155.0,300.0,166210.0,15.0,36.0,215.0,1470.0,581.0,-1.0,5674.0,13142.0,926.0,41.0,42.0,1600.0,877.0,526.0,2711.0,2954.0,25.0,-1.0,559.0,11.0,0.0,68.0,2299.0,12000.0
2010,197.0,6144.0,3592.0,440.0,28244.0,3039.0,4004.0,10450.0,900.0,5381.0,10690.0,1816.0,996.0,1100.0,7876.0,22414.0,2400.0,930.0,297.0,-1.0,2545.0,10574.0,38.0,470.0,19.0,40.0,32.0,19500.0,790.0,294.0,2.0,131.0,2589.0,9674.0,1625.0,804144.0,67.0,321.0,700.0,6000.0,340.0,2552.0,36.0,1258.0,602.0,205.0,1200.0,70.0,4.0,297.0,798000.0,26800.0,1488.0,6360.0,7568.0,-1.0,-1.0,7867.0,4679.0,898.0,347.0,-1,208.0,14850.0,6856.0,1529.0,1961.0,20.0,2240.0,297.0,406.0,9250.0,37055.0,10836.0,7.0,-1,67.0,15307.0,285.0,154.0,700.0,164860.0,17.0,45.0,200.0,1380.0,357.0,-1.0,4909.0,12803.0,743.0,43.0,21.0,2800.0,902.0,523.0,2562.0,3185.0,27.0,-1.0,563.0,12.0,0.0,62.0,2397.0,9510.0
2011,178.0,6137.0,2454.0,540.0,29194.0,2830.0,4137.0,12928.0,1100.0,5773.0,13279.0,1828.0,947.0,950.0,8183.0,24035.0,4412.0,790.0,315.0,-1.0,3115.0,9503.0,61.0,438.0,58.0,49.0,33.0,21200.0,1204.0,306.0,17.0,139.0,2210.0,12145.0,1698.0,794417.0,69.0,429.0,729.0,6600.0,298.0,2501.0,97.0,1463.0,1048.0,227.0,1300.0,75.0,5.0,470.0,788280.0,26800.0,1498.0,8590.0,7200.0,-1.0,-1.0,7744.0,3650.0,1010.0,352.0,-1,310.0,15750.0,6521.0,1462.0,2012.0,20.0,2240.0,315.0,406.0,10180.0,41997.0,11949.0,21.0,-1,82.0,15468.0,291.0,158.0,600.0,200600.0,17.0,76.0,273.0,1513.0,419.0,-1.0,5675.0,12128.0,708.0,45.0,15.0,2675.0,1586.0,329.0,2615.0,3155.0,17.0,-1.0,600.0,13.0,0.0,73.0,2340.0,10313.0
2012,215.0,5837.0,2877.0,410.0,28400.0,2591.0,4973.0,10064.0,1300.0,5911.0,21258.0,2632.0,936.0,1100.0,8085.0,28278.0,3090.0,920.0,314.0,-1.0,3634.0,9055.0,67.0,400.0,100.0,74.0,34.0,22500.0,1069.0,302.0,25.0,139.0,2454.0,12296.0,1805.0,800497.0,78.0,462.0,850.0,-1.0,217.0,3065.0,110.0,1322.0,1055.0,222.0,1500.0,133.0,16.0,358.0,794660.0,27700.0,1500.0,7657.0,7500.0,-1.0,-1.0,2795.0,3568.0,1042.0,552.0,-1,261.0,17494.0,6768.0,1692.0,1400.0,21.0,2300.0,314.0,16.0,10500.0,44284.0,13043.0,31.0,-1,164.0,15631.0,221.0,162.0,600.0,242000.0,17.0,103.0,582.0,878.0,515.0,-1.0,5299.0,11367.0,760.0,45.0,67.0,2870.0,1700.0,30.0,2671.0,2980.0,9.0,6666.0,500.0,14.0,0.0,60.0,2345.0,9270.0
