,Ukraine,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Sweden,Malaysia,Israel,Malta,Tunisia,Philippines,Iran (Islamic Republic of),Denmark,Indonesia,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Switzerland,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Belgium,Cyprus,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Slovenia,Kuwait,Senegal,Czechia,Netherlands,Haiti,Costa Rica,Germany,Austria,Czechoslovakia,United Arab Emirates,Congo,Lebanon,Mexico,Qatar,Romania,Italy,Spain,Egypt,China,Ireland,Colombia,Albania,Portugal,Slovakia,Jamaica,Brunei Darussalam,Occupied Palestinian Territory,Hungary,Greece,Australia,Singapore,France,Jordan,Lithuania,Peru,Finland,"China, mainland",Turkey,Belgium-Luxembourg
2003,-1.0,2124.0,512.0,-1,-1.0,3000.0,80.0,19.0,915.0,-1.0,3814.0,-1.0,33008.0,583.0,8.0,24300.0,7363.0,1198.0,935.0,6625.0,145.0,3800.0,116.0,400.0,181.0,1050.0,19417.0,5666.0,44.0,21.0,-1,369.0,2100.0,54.0,6.0,3433.0,348.0,-1.0,36.0,94.0,127.0,1450.0,8.0,558.0,6810.0,2870.0,2101.0,620512.0,-1,95.0,700.0,854.0,150.0,766.0,155.0,166.0,422.0,3600.0,650.0,90.0,5898.0,59.0,15.0,1140.0,74.0,620000.0,22700.0,-1.0
2004,-1.0,2138.0,509.0,-1,-1.0,3500.0,74.0,20.0,1047.0,146.0,2033.0,-1.0,34371.0,631.0,10.0,23800.0,7706.0,1018.0,1300.0,7145.0,189.0,3900.0,115.0,400.0,455.0,1100.0,19830.0,6070.0,33.0,25.0,-1,529.0,2067.0,54.0,6.0,3431.0,371.0,-1.0,40.0,100.0,300.0,1455.0,5.0,642.0,7133.0,2798.0,2907.0,600509.0,-1,174.0,600.0,880.0,54.0,670.0,174.0,220.0,444.0,3547.0,700.0,96.0,5543.0,111.0,7.0,1143.0,58.0,600000.0,21800.0,-1.0
2005,-1.0,2203.0,506.0,-1,-1.0,3620.0,75.0,21.0,1106.0,148.0,3196.0,-1.0,36952.0,524.0,8.0,23700.0,7720.0,1171.0,1500.0,6693.0,179.0,4400.0,115.0,410.0,47.0,1210.0,21084.0,6530.0,33.0,25.0,-1,256.0,2131.0,65.0,7.0,3545.0,437.0,-1.0,35.0,107.0,500.0,1468.0,29.0,238.0,7367.0,3016.0,2500.0,620506.0,-1,198.0,700.0,880.0,59.0,709.0,164.0,249.0,116.0,4121.0,800.0,91.0,5626.0,118.0,11.0,995.0,66.0,620000.0,24000.0,-1.0
2006,-1.0,2613.0,503.0,-1,-1.0,3730.0,78.0,20.0,1600.0,140.0,3086.0,-1.0,42847.0,573.0,10.0,23300.0,7136.0,1211.0,1700.0,6445.0,181.0,4400.0,117.0,427.0,59.0,1448.0,18575.0,7130.0,27.0,23.0,-1,300.0,2400.0,65.0,7.0,3338.0,478.0,-1.0,40.0,103.0,450.0,1270.0,34.0,655.0,7021.0,3367.0,5911.0,635503.0,-1,222.0,283.0,893.0,65.0,797.0,193.0,226.0,112.0,4145.0,1021.0,89.0,6456.0,293.0,24.0,851.0,72.0,635000.0,25000.0,-1.0
2007,-1.0,3651.0,500.0,-1,-1.0,3858.0,77.0,23.0,1450.0,150.0,2256.0,-1.0,43774.0,558.0,8.0,22900.0,6863.0,1255.0,1925.0,5402.0,260.0,4600.0,108.0,450.0,72.0,1919.0,17523.0,7436.0,24.0,25.0,-1,317.0,2300.0,73.0,8.0,3582.0,537.0,-1.0,45.0,92.0,270.0,1061.0,48.0,382.0,7049.0,3225.0,7376.0,625500.0,-1,223.0,300.0,900.0,112.0,717.0,147.0,234.0,148.0,4125.0,1469.0,100.0,6445.0,84.0,13.0,806.0,112.0,625000.0,24000.0,-1.0
2008,15.0,3910.0,497.0,-1,-1.0,4094.0,18.0,18.0,1300.0,220.0,5417.0,-1.0,44711.0,737.0,9.0,22500.0,6770.0,1206.0,2100.0,6282.0,222.0,4100.0,101.0,500.0,45.0,1698.0,18570.0,7793.0,28.0,24.0,-1,300.0,1800.0,65.0,8.0,3528.0,562.0,-1.0,128.0,100.0,265.0,1255.0,50.0,203.0,7200.0,2919.0,7969.0,621197.0,-1,296.0,680.0,887.0,229.0,668.0,150.0,239.0,153.0,4100.0,1198.0,96.0,6480.0,131.0,24.0,1056.0,117.0,620700.0,23474.0,-1.0
2009,15.0,2308.0,494.0,-1,-1.0,4584.0,15.0,27.0,1350.0,224.0,3898.0,-1.0,44975.0,662.0,9.0,22400.0,7884.0,1240.0,1650.0,6509.0,200.0,4400.0,100.0,550.0,40.0,1923.0,18900.0,8016.0,28.0,27.0,-1,280.0,1690.0,71.0,9.0,3546.0,429.0,-1.0,44.0,96.0,200.0,1039.0,23.0,191.0,6305.0,2441.0,3313.0,634194.0,-1,392.0,511.0,920.0,246.0,781.0,158.0,199.0,214.0,4800.0,1373.0,105.0,4143.0,138.0,21.0,1202.0,92.0,633700.0,24000.0,-1.0
2010,18.0,4047.0,491.0,-1,-1.0,3585.0,6.0,25.0,430.0,210.0,4124.0,110.0,48844.0,834.0,8.0,22100.0,7847.0,1155.0,1509.0,5351.0,205.0,4250.0,88.0,613.0,80.0,1954.0,17520.0,8181.0,23.0,25.0,-1,252.0,1821.0,76.0,9.0,3145.0,476.0,-1.0,109.0,76.0,379.0,1178.0,28.0,211.0,6406.0,3049.0,1808.0,655091.0,-1,456.0,1153.0,858.0,130.0,807.0,159.0,111.0,135.0,3800.0,1342.0,95.0,4299.0,213.0,23.0,1122.0,58.0,654600.0,23000.0,-1.0
2011,20.0,4413.0,488.0,-1,-1.0,4098.0,6.0,22.0,520.0,210.0,4348.0,153.0,46882.0,718.0,9.0,21800.0,8167.0,1083.0,1321.0,6710.0,208.0,4550.0,80.0,433.0,94.0,1810.0,17321.0,8077.0,16.0,19.0,-1,217.0,1800.0,74.0,10.0,3377.0,601.0,-1.0,122.0,97.0,334.0,1746.0,20.0,258.0,6152.0,3647.0,1817.0,675238.0,-1,390.0,1200.0,812.0,128.0,937.0,161.0,175.0,325.0,4000.0,1377.0,100.0,5816.0,38.0,26.0,1527.0,49.0,674750.0,23500.0,-1.0
2012,20.0,4651.0,500.0,-1,-1.0,4023.0,5.0,18.0,536.0,217.0,4221.0,45.0,46211.0,707.0,10.0,21700.0,8540.0,1065.0,1160.0,6070.0,203.0,4000.0,77.0,381.0,75.0,1863.0,16930.0,8094.0,16.0,22.0,-1,194.0,1812.0,76.0,10.0,3424.0,575.0,-1.0,127.0,125.0,284.0,1784.0,27.0,273.0,4863.0,3289.0,2299.0,700770.0,-1,372.0,1300.0,744.0,189.0,973.0,160.0,203.0,370.0,3300.0,1481.0,100.0,5083.0,44.0,26.0,1614.0,46.0,700270.0,23800.0,-1.0
2013,20.0,4784.0,500.0,-1,-1.0,4288.0,5.0,20.0,620.0,257.0,4350.0,50.0,45294.0,638.0,9.0,21300.0,8317.0,1315.0,1470.0,6391.0,299.0,4100.0,106.0,386.0,87.0,1930.0,17780.0,8094.0,20.0,22.0,-1,181.0,1800.0,78.0,11.0,3030.0,526.0,-1.0,125.0,113.0,279.0,1791.0,37.0,325.0,6660.0,2908.0,2098.0,728150.0,-1,336.0,1324.0,635.0,139.0,962.0,167.0,204.0,360.0,3200.0,1544.0,101.0,6103.0,22.0,27.0,1649.0,53.0,727650.0,23600.0,-1.0
2014,20.0,10085.0,481.0,-1,-1.0,4386.0,7.0,20.0,609.0,292.0,4479.0,42.0,45325.0,688.0,10.0,21200.0,8635.0,1020.0,1159.0,5645.0,353.0,4300.0,90.0,391.0,123.0,1859.0,18870.0,8094.0,20.0,26.0,-1,168.0,2190.0,81.0,11.0,3103.0,481.0,-1.0,122.0,97.0,277.0,1992.0,36.0,368.0,6574.0,3200.0,1741.0,755049.0,-1,304.0,1254.0,723.0,196.0,899.0,171.0,205.0,410.0,3860.0,1468.0,103.0,5827.0,36.0,23.0,1710.0,51.0,754568.0,21200.0,-1.0
