,Iraq,"China, Taiwan Province of",United Arab Emirates,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Lao People's Democratic Republic,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,Australia & New Zealand,Barbados,Guatemala,French Polynesia,El Salvador,American Samoa,Haiti,Ukraine,Guinea,Israel,Fiji,Wallis and Futuna Islands,Kuwait,Switzerland,Uruguay,Azerbaijan,Egypt,Sudan (former),China,Colombia,Libya,Lebanon,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Guam,Portugal,Brazil,Micronesia,"China, mainland",Costa Rica,Peru,Yemen,Cameroon,Grenada,Malta,Dominican Republic,South Sudan,Namibia,Denmark,Canada,Japan,Afghanistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Bahrain,Belize,France,United States of America,Bangladesh,Sudan,Djibouti,Pakistan,Czechoslovakia,Cuba,Czechia,Argentina,Paraguay,Democratic People's Republic of Korea,India,Guadeloupe,Austria,Niger,Morocco,Qatar,Mexico,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Tunisia,Albania,Slovakia,Jamaica,Solomon Islands,Italy,Polynesia,Réunion,Panama,Ghana,Netherlands,Oman,Turkey,Republic of Moldova,Belgium-Luxembourg
1985,434500.0,132735.0,15792.0,168708.0,2000.0,179700.0,775.0,3000.0,-1.0,-1.0,131511.0,-1.0,916178.0,114554.0,740.0,35285.0,-1.0,26533.0,310.0,13000.0,-1.0,3200.0,-1.0,-1.0,40800.0,200.0,71.0,5402.0,-1.0,2200.0,-1.0,459000.0,19000.0,3432735.0,11050.0,32000.0,13000.0,-1.0,51000.0,7323.0,-1,-1.0,33688.0,252.0,20000.0,26019.0,252.0,3300000.0,2000.0,7837.0,37540.0,-1.0,-1.0,2500.0,19167.0,-1.0,-1.0,515.0,830.0,366300.0,23000.0,34235.0,-1.0,7400.0,122.0,845667.0,1050.0,36.0,-1.0,253900.0,1066000.0,123705.0,-1.0,20.0,203194.0,16470.0,47293.0,-1.0,62500.0,22388.0,86000.0,530000.0,894.0,-1,-1.0,280000.0,1586.0,331789.0,517500.0,16756.0,6200.0,13900.0,10130.0,80000.0,-1.0,-1.0,-1.0,540.0,351300.0,381.0,1800.0,3302.0,-1.0,3500.0,-1.0,2077913.0,-1.0,-1
1986,355600.0,104741.0,10000.0,162613.0,2000.0,152300.0,1500.0,3200.0,-1.0,-1.0,129800.0,-1.0,985608.0,84084.0,730.0,37150.0,-1.0,30377.0,360.0,14000.0,-1.0,3200.0,-1.0,-1.0,42500.0,200.0,72.0,5694.0,-1.0,2200.0,-1.0,449000.0,20000.0,3704741.0,13253.0,27000.0,13700.0,-1.0,70000.0,8079.0,-1,-1.0,32565.0,285.0,20000.0,24678.0,285.0,3600000.0,4000.0,8390.0,45972.0,-1.0,-1.0,2600.0,20000.0,-1.0,-1.0,0.0,1720.0,378800.0,21300.0,36050.0,-1.0,6500.0,300.0,951500.0,1100.0,55.0,-1.0,267600.0,1179000.0,123825.0,-1.0,24.0,179742.0,21022.0,40025.0,-1.0,70600.0,20148.0,91000.0,550000.0,1124.0,-1,-1.0,300000.0,2016.0,384017.0,417200.0,16064.0,16000.0,15177.0,6930.0,90000.0,-1.0,-1.0,-1.0,530.0,369170.0,432.0,2000.0,3365.0,-1.0,4000.0,-1.0,2000000.0,-1.0,-1
1987,272800.0,120949.0,5634.0,133186.0,2000.0,104100.0,1250.0,2800.0,-1.0,-1.0,149600.0,-1.0,518950.0,133098.0,735.0,35348.0,-1.0,33871.0,332.0,15000.0,-1.0,3200.0,-1.0,-1.0,46500.0,200.0,73.0,3790.0,-1.0,2200.0,-1.0,452000.0,21000.0,4220949.0,13599.0,22400.0,13000.0,-1.0,81885.0,11641.0,-1,-1.0,30003.0,230.0,20000.0,31022.0,230.0,4100000.0,10000.0,9812.0,48835.0,-1.0,-1.0,2600.0,16000.0,-1.0,-1.0,-1.0,1850.0,410900.0,21000.0,33848.0,-1.0,6800.0,560.0,908600.0,1500.0,59.0,-1.0,279800.0,1137800.0,120175.0,-1.0,101.0,270688.0,29075.0,45819.0,-1.0,61300.0,26083.0,94000.0,580000.0,1404.0,-1,-1.0,321300.0,1827.0,339541.0,430900.0,22155.0,30000.0,28509.0,1090.0,90000.0,-1.0,-1.0,-1.0,535.0,356840.0,405.0,2100.0,5826.0,-1.0,3600.0,-1.0,1927146.0,-1.0,-1
1988,259800.0,127622.0,2769.0,133671.0,2000.0,100300.0,1300.0,2500.0,-1.0,-1.0,159000.0,-1.0,895322.0,163286.0,740.0,42626.0,-1.0,37176.0,284.0,16000.0,-1.0,3100.0,-1.0,-1.0,47700.0,200.0,73.0,3000.0,-1.0,2200.0,-1.0,511217.0,20000.0,4327622.0,7325.0,23000.0,14300.0,-1.0,78600.0,12009.0,-1,-1.0,26320.0,270.0,20000.0,34880.0,270.0,4200000.0,20000.0,8551.0,49625.0,-1.0,-1.0,2600.0,18000.0,-1.0,-1.0,-1.0,1890.0,403400.0,20900.0,41626.0,-1.0,7500.0,672.0,903100.0,1000.0,67.0,-1.0,264000.0,1005000.0,115820.0,-1.0,76.0,252420.0,35984.0,34333.0,-1.0,80500.0,26865.0,96000.0,600000.0,2784.0,-1,-1.0,270000.0,2260.0,436819.0,498300.0,28882.0,28989.0,20184.0,4560.0,50000.0,-1.0,-1.0,-1.0,540.0,324620.0,357.0,2300.0,12549.0,-1.0,3100.0,-1.0,1950000.0,-1.0,-1
1989,317200.0,132531.0,1555.0,135454.0,3000.0,51700.0,1200.0,2800.0,-1.0,-1.0,136600.0,-1.0,478918.0,191810.0,750.0,50313.0,-1.0,44574.0,325.0,16000.0,-1.0,3000.0,-1.0,-1.0,52600.0,200.0,73.0,1723.0,-1.0,2200.0,-1.0,540062.0,20500.0,3632531.0,6916.0,24000.0,16500.0,-1.0,53352.0,7650.0,-1,-1.0,29142.0,270.0,20000.0,40414.0,270.0,3500000.0,30450.0,9295.0,58983.0,-1.0,-1.0,2750.0,20000.0,-1.0,-1.0,-1.0,1740.0,415300.0,19500.0,49373.0,-1.0,7700.0,700.0,916200.0,940.0,61.0,12.0,285087.0,1217700.0,115851.0,-1.0,122.0,248039.0,42263.0,33012.0,-1.0,74000.0,27402.0,98000.0,610000.0,3324.0,-1,-1.0,314889.0,2669.0,496435.0,215700.0,28702.0,48000.0,16494.0,3340.0,54000.0,-1.0,-1.0,-1.0,550.0,347390.0,398.0,2400.0,7581.0,-1.0,3200.0,-1.0,1500000.0,-1.0,-1
1990,312100.0,118664.0,1414.0,119514.0,3957.0,44100.0,2390.0,3000.0,10000.0,-1.0,139000.0,300.0,1246531.0,179007.0,742.0,48924.0,120.0,41028.0,310.0,17000.0,-1.0,2900.0,-1.0,1000.0,67800.0,182.0,74.0,1500.0,-1.0,2316.0,-1.0,416597.0,18000.0,3018664.0,5036.0,24000.0,20000.0,-1.0,53842.0,4700.0,-1,-1.0,29718.0,290.0,20000.0,47488.0,290.0,2900000.0,48600.0,8131.0,43659.0,5000.0,-1.0,2700.0,16000.0,-1.0,-1.0,-1.0,1250.0,420700.0,22400.0,47924.0,35000.0,8500.0,750.0,947200.0,1000.0,58.0,9.0,307510.0,1032800.0,112030.0,-1.0,80.0,280190.0,26387.0,34000.0,-1.0,77100.0,27787.0,100000.0,615000.0,3270.0,-1,-1.0,371166.0,3299.0,523194.0,381585.0,16781.0,46920.0,30645.0,3025.0,97300.0,-1.0,-1.0,-1.0,560.0,336138.0,384.0,2500.0,5580.0,-1.0,4500.0,-1.0,1650000.0,-1.0,-1
1991,121750.0,175505.0,2588.0,110845.0,13016.0,45800.0,2300.0,3200.0,12474.0,-1.0,153000.0,350.0,1049019.0,203480.0,693.0,46584.0,123.0,44241.0,294.0,17500.0,-1.0,2800.0,-1.0,1598.0,63570.0,135.0,74.0,1000.0,-1.0,2500.0,-1.0,462831.0,21000.0,3175505.0,10307.0,25000.0,24347.0,-1.0,59458.0,4513.0,-1,-1.0,27972.0,300.0,20000.0,64136.0,300.0,3000000.0,49950.0,7059.0,35555.0,7000.0,-1.0,2600.0,15000.0,-1.0,-1.0,-1.0,0.0,379700.0,22300.0,45284.0,35874.0,9000.0,800.0,915500.0,1300.0,54.0,409.0,343500.0,921200.0,112810.0,-1.0,76.0,266649.0,30909.0,34000.0,-1.0,67000.0,28178.0,105000.0,633000.0,3510.0,-1,-1.0,326033.0,3396.0,645254.0,740464.0,24048.0,63882.0,17452.0,5606.0,75700.0,-1.0,-1.0,-1.0,558.0,370637.0,368.0,2600.0,11866.0,-1.0,3300.0,-1.0,1880000.0,-1.0,-1
1992,230000.0,174107.0,3336.0,132416.0,13059.0,56000.0,2300.0,3300.0,15000.0,-1.0,155000.0,250.0,1100000.0,209834.0,706.0,65532.0,78.0,53728.0,305.0,17800.0,-1.0,2500.0,-1.0,1689.0,73405.0,136.0,75.0,1020.0,-1.0,2800.0,-1.0,401000.0,21200.0,3974107.0,7838.0,24000.0,25511.0,-1.0,64944.0,4017.0,-1,-1.0,28536.0,320.0,20000.0,71898.0,320.0,3800000.0,86855.0,5633.0,34846.0,10000.0,-1.0,3477.0,15000.0,-1.0,-1.0,-1.0,0.0,397200.0,22400.0,64132.0,42677.0,8900.0,735.0,864500.0,1400.0,67.0,132.0,298674.0,1036500.0,110245.0,-1.0,77.0,282662.0,31237.0,32000.0,-1.0,69000.0,28575.0,100000.0,620000.0,3522.0,-1,-1.0,313106.0,3224.0,495732.0,623036.0,34614.0,49738.0,22398.0,3270.0,82200.0,-1.0,-1.0,-1.0,570.0,401935.0,380.0,2938.0,19187.0,-1.0,2700.0,-1.0,1620000.0,2000.0,-1
1993,240000.0,184077.0,6973.0,130302.0,13000.0,57800.0,2300.0,3500.0,20000.0,-1.0,176500.0,238.0,783000.0,231521.0,636.0,77209.0,120.0,57164.0,338.0,18500.0,-1.0,2634.0,-1.0,1667.0,89300.0,136.0,75.0,1030.0,-1.0,3000.0,-1.0,340000.0,20000.0,4784077.0,9000.0,23000.0,26000.0,-1.0,48024.0,5382.0,-1,-1.0,34357.0,330.0,20000.0,91219.0,330.0,4600000.0,87124.0,5476.0,35183.0,12000.0,-1.0,4837.0,14000.0,-1.0,-1.0,-1.0,5450.0,369400.0,22000.0,75953.0,49618.0,9100.0,723.0,852800.0,1256.0,56.0,111.0,304715.0,1033240.0,95925.0,-1.0,79.0,302225.0,-1.0,30000.0,34.0,70000.0,29004.0,105000.0,625000.0,3544.0,-1,-1.0,300600.0,3345.0,394216.0,601400.0,35984.0,95578.0,16989.0,1940.0,74300.0,-1.0,1000.0,-1.0,500.0,402592.0,413.0,2500.0,19000.0,-1.0,2900.0,-1.0,1650000.0,2500.0,-1
1994,220000.0,141667.0,10437.0,118565.0,12151.0,70434.0,2720.0,3400.0,21030.0,-1.0,159500.0,225.0,418000.0,258067.0,574.0,74220.0,105.0,58563.0,304.0,18800.0,-1.0,2639.0,-1.0,1500.0,82200.0,136.0,75.0,680.0,-1.0,3300.0,-1.0,345000.0,21000.0,4841667.0,9468.0,22000.0,28000.0,4821.0,76896.0,5581.0,-1,-1.0,30407.0,340.0,20306.0,86866.0,340.0,4700000.0,120000.0,10902.0,31101.0,15000.0,-1.0,6320.0,20000.0,-1.0,-1.0,-1.0,7540.0,353700.0,22363.0,72870.0,61725.0,8500.0,711.0,877300.0,1350.0,68.0,2.0,330274.0,1028800.0,103890.0,-1.0,80.0,293081.0,-1.0,28000.0,0.0,93500.0,29584.0,110000.0,630000.0,2880.0,-1,-1.0,415200.0,2400.0,446674.0,611100.0,44779.0,110000.0,21884.0,1845.0,82000.0,-1.0,5338.0,-1.0,438.0,426140.0,379.0,2200.0,19000.0,-1.0,2300.0,-1.0,1750000.0,2800.0,-1
1995,218937.0,162312.0,15628.0,132661.0,12094.0,62400.0,2860.0,3100.0,25000.0,-1.0,152100.0,200.0,462000.0,331126.0,679.0,70625.0,393.0,64070.0,310.0,19000.0,-1.0,2644.0,34200.0,2000.0,79400.0,129.0,75.0,1132.0,-1.0,3319.0,-1.0,350842.0,23000.0,5162312.0,10161.0,23000.0,30000.0,8300.0,77000.0,7905.0,-1,-1.0,32622.0,343.0,20443.0,127414.0,343.0,5000000.0,100000.0,12197.0,31568.0,18000.0,-1.0,7647.0,30000.0,-1.0,-1.0,-1.0,7090.0,366000.0,22341.0,69625.0,59120.0,9000.0,650.0,860200.0,1000.0,92.0,8.0,332389.0,1056600.0,101000.0,-1.0,82.0,300000.0,-1.0,28000.0,-1.0,103000.0,26995.0,100000.0,635000.0,2561.0,-1,1000.0,193210.0,3270.0,423972.0,639400.0,11020.0,110000.0,19134.0,2810.0,66000.0,-1.0,1142.0,-1.0,550.0,467198.0,385.0,2112.0,23179.0,-1.0,1600.0,-1.0,1800000.0,2500.0,-1
1996,225000.0,171517.0,27572.0,135235.0,12000.0,51658.0,3260.0,3900.0,26200.0,-1.0,163800.0,250.0,643000.0,291710.0,659.0,73551.0,400.0,78276.0,322.0,19000.0,-1.0,2671.0,30300.0,4000.0,80100.0,100.0,75.0,1034.0,-1.0,3335.0,-1.0,525913.0,25000.0,5741577.0,9500.0,24000.0,32028.0,3979.0,72000.0,6385.0,-1,-1.0,24255.0,345.0,20561.0,119985.0,345.0,5570060.0,110000.0,10882.0,33312.0,20000.0,-1.0,10000.0,35867.0,-1.0,-1.0,-1.0,6230.0,366000.0,22585.0,72294.0,64812.0,9500.0,703.0,967900.0,1257.0,93.0,127.0,314974.0,1193400.0,96000.0,-1.0,85.0,294080.0,-1.0,25000.0,-1.0,103000.0,27805.0,102518.0,640000.0,2785.0,-1,1200.0,457900.0,3280.0,472045.0,693900.0,37199.0,170000.0,9208.0,2400.0,81000.0,-1.0,1200.0,-1.0,559.0,486500.0,396.0,2000.0,17617.0,20.0,0.0,-1.0,1900000.0,2241.0,-1
1997,220000.0,179081.0,33976.0,140280.0,12944.0,48000.0,2900.0,3200.0,28663.0,-1.0,172000.0,258.0,926000.0,294081.0,699.0,73154.0,282.0,86101.0,327.0,19000.0,-1.0,2685.0,24700.0,3000.0,82800.0,99.0,75.0,1237.0,-1.0,3233.0,-1.0,546814.0,25500.0,4557040.0,11692.0,24500.0,61000.0,11804.0,68000.0,5672.0,-1,-1.0,24233.0,347.0,20689.0,118530.0,347.0,4377959.0,137076.0,12281.0,32795.0,25000.0,-1.0,12680.0,40000.0,-1.0,500.0,-1.0,8690.0,360000.0,22983.0,71873.0,70230.0,9000.0,708.0,920900.0,1281.0,91.0,22.0,277820.0,1164300.0,97000.0,-1.0,86.0,304669.0,-1.0,23000.0,-1.0,90000.0,28361.0,104731.0,646527.0,3240.0,-1,1400.0,400200.0,3957.0,591949.0,625700.0,5230.0,110000.0,18904.0,2200.0,92000.0,-1.0,1400.0,-1.0,600.0,519461.0,402.0,1944.0,17243.0,22.0,0.0,-1.0,1750000.0,2000.0,-1
1998,226000.0,156384.0,53270.0,138361.0,10000.0,67400.0,2220.0,3300.0,30000.0,-1.0,184000.0,267.0,1168000.0,298664.0,721.0,86404.0,281.0,108100.0,218.0,13000.0,4.0,2690.0,42200.0,4000.0,80800.0,133.0,75.0,1188.0,-1.0,3140.0,-1.0,467421.0,26000.0,5023463.0,12880.0,25000.0,40400.0,8949.0,60000.0,7155.0,-1,-1.0,26651.0,345.0,20825.0,142237.0,345.0,4867079.0,158564.0,12619.0,35301.0,30000.0,-1.0,15430.0,33816.0,-1.0,613.0,-1.0,6700.0,336000.0,18004.0,85115.0,132678.0,10500.0,714.0,1020000.0,1289.0,94.0,22.0,324866.0,1196530.0,96000.0,-1.0,90.0,332268.0,-1.0,23000.0,-1.0,67912.0,29000.0,108000.0,645803.0,3594.0,-1,1600.0,372200.0,4000.0,553450.0,689620.0,16267.0,156009.0,16972.0,2200.0,84000.0,-1.0,2000.0,-1.0,588.0,476207.0,297.0,1871.0,41571.0,23.0,2000.0,-1.0,1885000.0,2350.0,-1
1999,210000.0,168044.0,100882.0,100000.0,10214.0,44706.0,2240.0,3400.0,33998.0,-1.0,160000.0,299.0,1054691.0,319374.0,793.0,102455.0,290.0,151340.0,230.0,13000.0,10.0,2708.0,51700.0,3200.0,73800.0,143.0,75.0,1376.0,-1.0,3255.0,-1.0,773624.0,26200.0,5999041.0,11250.0,26000.0,43100.0,6024.0,57112.0,7706.0,-1,-1.0,31655.0,346.0,20943.0,139093.0,346.0,5830997.0,149000.0,13199.0,35906.0,34170.0,-1.0,12900.0,50000.0,-1.0,617.0,-1.0,10270.0,317000.0,21546.0,101045.0,125672.0,10400.0,721.0,1183900.0,1410.0,91.0,108.0,322300.0,1264790.0,97000.0,-1.0,91.0,327346.0,-1.0,52000.0,-1.0,60796.0,30000.0,108406.0,648420.0,4072.0,-1,1800.0,419210.0,4100.0,643394.0,65300.0,20018.0,76796.0,21386.0,2200.0,115000.0,-1.0,1500.0,-1.0,650.0,506200.0,315.0,1800.0,24896.0,25.0,2000.0,-1.0,1793000.0,4500.0,-1
2000,195000.0,143611.0,165289.0,105400.0,9698.0,48172.0,2723.0,3500.0,37154.0,-1.0,164100.0,266.0,994000.0,332780.0,823.0,88530.0,300.0,186300.0,250.0,13000.0,18.0,2725.0,47700.0,2800.0,67500.0,200.0,75.0,1386.0,-1.0,3500.0,-1.0,800000.0,26500.0,7387119.0,14488.0,27173.0,21600.0,5721.0,62000.0,5948.0,-1,97000.0,25707.0,346.0,21074.0,139768.0,346.0,7243508.0,177000.0,15138.0,35648.0,34639.0,-1.0,13890.0,58000.0,-1.0,621.0,-1.0,8500.0,317500.0,22500.0,87064.0,113011.0,10000.0,715.0,1006500.0,1466.0,100.0,215.0,313000.0,1200000.0,79000.0,-1.0,94.0,282919.0,-1.0,53000.0,-1.0,74426.0,28923.0,110000.0,645000.0,5485.0,-1,2000.0,414340.0,4300.0,603214.0,43100.0,18000.0,88717.0,34031.0,2000.0,81000.0,-1.0,1779.0,-1.0,623.0,570700.0,343.0,1600.0,23425.0,30.0,2000.0,-1.0,1865000.0,3580.0,-1
2001,209742.0,130911.0,12461.0,212261.0,10123.0,73567.0,2782.0,3300.0,37141.0,-1.0,180000.0,267.0,1082000.0,270325.0,852.0,93416.0,290.0,188163.0,278.0,12000.0,30.0,2400.0,40300.0,2200.0,68500.0,152.0,75.0,1400.0,-1.0,3800.0,-1.0,856532.0,27000.0,11800911.0,20073.0,26973.0,14900.0,3675.0,63000.0,8932.0,-1,119200.0,27864.0,348.0,21250.0,150000.0,348.0,11670000.0,190922.0,15754.0,36269.0,34689.0,-1.0,8000.0,52000.0,-1.0,624.0,-1.0,10710.0,307400.0,30000.0,91952.0,130765.0,10100.0,700.0,984100.0,1464.0,180.0,316.0,318300.0,1238030.0,85000.0,-1.0,95.0,233568.0,-1.0,55000.0,-1.0,69942.0,28000.0,112000.0,657507.0,5952.0,-1,2200.0,458860.0,3788.0,536160.0,43900.0,15958.0,129000.0,51550.0,2000.0,84000.0,-1.0,1600.0,-1.0,700.0,536347.0,383.0,1400.0,26153.0,38.0,2000.0,-1.0,1775000.0,5200.0,-1
2002,170000.0,156904.0,12329.0,220899.0,9959.0,100100.0,2687.0,3400.0,59106.0,500.0,170000.0,268.0,1218000.0,247187.0,792.0,75630.0,281.0,256000.0,280.0,7000.0,46.0,2500.0,56300.0,2231.0,52800.0,153.0,75.0,1073.0,-1.0,3144.0,-1.0,489076.0,44000.0,12775378.0,30533.0,27000.0,32200.0,3524.0,64000.0,11926.0,-1,144800.0,28509.0,350.0,21334.0,180000.0,350.0,12618474.0,188949.0,11259.0,37469.0,36820.0,-1.0,5000.0,53000.0,-1.0,625.0,-1.0,13160.0,286700.0,50000.0,74101.0,181645.0,10600.0,750.0,1101779.0,1529.0,118.0,363.0,283388.0,1247730.0,86000.0,-1.0,101.0,265227.0,-1.0,64499.0,-1.0,80196.0,29025.0,115500.0,664434.0,6020.0,-1,2400.0,574410.0,3521.0,542351.0,51300.0,12618.0,178000.0,36520.0,2000.0,88000.0,-1.0,1594.0,-1.0,639.0,506159.0,402.0,1200.0,36037.0,50.0,2000.0,-1.0,1820000.0,3300.0,-1
2003,190000.0,131363.0,4685.0,232905.0,10206.0,116200.0,3600.0,3600.0,70560.0,761.0,192000.0,268.0,1405287.0,239360.0,788.0,73252.0,343.0,324564.0,303.0,6500.0,63.0,2750.0,50600.0,2397.0,49040.0,153.0,75.0,797.0,-1.0,1900.0,-1.0,473809.0,60000.0,11787912.0,32941.0,27000.0,8300.0,2036.0,61000.0,12006.0,-1,138800.0,29000.0,355.0,21456.0,349498.0,355.0,11656549.0,222716.0,10792.0,38129.0,37961.0,-1.0,5300.0,52773.0,-1.0,615.0,-1.0,9550.0,268400.0,90000.0,71633.0,228516.0,10700.0,780.0,1071189.0,1619.0,151.0,256.0,298772.0,1240660.0,85000.0,-1.0,97.0,251813.0,-1.0,74599.0,-1.0,79000.0,30000.0,114000.0,672094.0,7681.0,-1,2600.0,546315.0,2531.0,463894.0,58311.0,14853.0,214000.0,37551.0,2000.0,87000.0,30200.0,1368.0,-1.0,634.0,569698.0,441.0,1000.0,39025.0,70.0,2000.0,-1.0,1735000.0,3900.0,-1
2004,240000.0,126153.0,7000.0,262082.0,9695.0,101900.0,3024.0,3500.0,47664.0,809.0,175043.0,266.0,1221631.0,243098.0,784.0,94986.0,376.0,287496.0,527.0,9000.0,60.0,2500.0,62300.0,2411.0,49130.0,154.0,75.0,800.0,31.0,4000.0,-1.0,563016.0,60000.0,12077733.0,27267.0,26000.0,9200.0,5667.0,58000.0,14693.0,-1,152700.0,22920.0,360.0,21567.0,340863.0,360.0,11951580.0,227000.0,12917.0,28586.0,39138.0,-1.0,5500.0,52660.0,-1.0,550.0,-1.0,11860.0,248600.0,50000.0,93936.0,232094.0,9415.0,840.0,1071154.0,1050.0,99.0,197.0,291418.0,1229090.0,89000.0,-1.0,107.0,257625.0,-1.0,90885.0,-1.0,79500.0,28660.0,115500.0,758937.0,7534.0,-1,2700.0,665000.0,1652.0,534438.0,41939.0,16985.0,228000.0,24043.0,2000.0,99000.0,30500.0,1884.0,-1.0,630.0,580268.0,662.0,800.0,68980.0,73.0,2028.0,10800.0,1750000.0,2152.0,-1
2005,243000.0,98709.0,6865.0,242593.0,11006.0,105900.0,3681.0,3600.0,58440.0,1000.0,168766.0,261.0,1583753.0,199785.0,777.0,84890.0,380.0,307334.0,753.0,6000.0,62.0,2848.0,54100.0,2420.0,50050.0,154.0,75.0,790.0,25.0,4500.0,70000.0,565000.0,60000.0,13051211.0,32425.0,25991.0,6000.0,4273.0,53000.0,15114.0,-1,157300.0,23329.0,361.0,21639.0,352742.0,361.0,12952502.0,243903.0,12847.0,27502.0,40351.0,45.0,5154.0,40000.0,-1.0,648.0,-1.0,12420.0,241200.0,100000.0,82987.0,293599.0,10140.0,852.0,1086718.0,1903.0,116.0,280.0,296974.0,1179010.0,96485.0,-1.0,110.0,235403.0,-1.0,75000.0,-1.0,79656.0,28880.0,121000.0,793007.0,10535.0,-1,2800.0,648510.0,1292.0,579974.0,63434.0,15092.0,213000.0,32303.0,2000.0,95000.0,31000.0,2134.0,-1.0,623.0,611501.0,890.0,600.0,102893.0,77.0,2092.0,12040.0,1825000.0,11515.0,-1
2006,232000.0,122343.0,2518.0,216139.0,11433.0,97880.0,2766.0,3600.0,55370.0,880.0,159902.0,260.0,1367345.0,219712.0,772.0,83519.0,310.0,384248.0,600.0,1200.0,66.0,3000.0,124100.0,2300.0,47943.0,155.0,77.0,2900.0,63.0,3515.0,90000.0,745953.0,66000.0,13915773.0,21669.0,26000.0,8100.0,4213.0,48000.0,13680.0,-1,156100.0,21979.0,365.0,22000.0,500021.0,365.0,13793430.0,291332.0,13024.0,26996.0,42000.0,49.0,4467.0,30363.0,-1.0,600.0,-1.0,13060.0,216600.0,300000.0,81519.0,131573.0,10181.0,862.0,1087917.0,2000.0,809.0,396.0,293815.0,1125540.0,97160.0,-1.0,114.0,255703.0,-1.0,68675.0,-1.0,80000.0,29302.0,115000.0,820451.0,8213.0,-1,2900.0,648460.0,730.0,570188.0,54035.0,15500.0,223000.0,26831.0,2000.0,94861.0,40805.0,2069.0,-1.0,617.0,624959.0,743.0,400.0,100309.0,80.0,2200.0,5026.0,1765605.0,3023.0,-1
2007,231182.0,86590.0,2104.0,208569.0,11803.0,158800.0,2766.0,3700.0,59814.0,904.0,174033.0,265.0,1660276.0,205416.0,767.0,74983.0,477.0,491751.0,572.0,1158.0,67.0,4000.0,90800.0,2400.0,42853.0,155.0,80.0,2900.0,78.0,2736.0,100000.0,829779.0,59000.0,14210090.0,39956.0,26000.0,8500.0,3223.0,46000.0,14200.0,-1,185060.0,24664.0,370.0,20750.0,495323.0,370.0,14123500.0,266871.0,14827.0,29696.0,40500.0,56.0,4593.0,32319.0,-1.0,1912.0,-1.0,9550.0,221300.0,300000.0,71583.0,207517.0,10070.0,881.0,1183154.0,3400.0,953.0,290.0,234543.0,1114470.0,105830.0,-1.0,120.0,241234.0,-1.0,63636.0,-1.0,85000.0,29000.0,115000.0,849019.0,9061.0,-1,3137.0,734265.0,730.0,543336.0,33437.0,16000.0,204622.0,30671.0,2000.0,95963.0,40000.0,1097.0,2743.0,612.0,616664.0,719.0,280.0,116591.0,79.0,2300.0,9289.0,1661130.0,1558.0,-1
2008,205852.0,77101.0,2421.0,236401.0,9889.0,61000.0,4700.0,3900.0,56883.0,926.0,145300.0,308.0,1332066.0,220385.0,761.0,70221.0,185.0,490310.0,249.0,1286.0,64.0,3000.0,97000.0,2500.0,41067.0,155.0,79.0,2900.0,27.0,3259.0,108837.0,923718.0,64000.0,16068101.0,39344.0,26000.0,8500.0,3733.0,45000.0,14157.0,-1,215750.0,23439.0,366.0,22350.0,340464.0,366.0,15991000.0,209910.0,19302.0,30290.0,41500.0,78.0,4329.0,24248.0,-1.0,442.0,-1.0,11830.0,208500.0,300000.0,66921.0,188082.0,9577.0,900.0,1042439.0,3300.0,758.0,231.0,278938.0,1042530.0,204593.0,-1.0,124.0,274664.0,-1.0,60805.0,-1.0,87000.0,29500.0,120000.0,877599.0,7949.0,-1,23959.0,736800.0,900.0,582288.0,53794.0,27133.0,216899.0,28418.0,1930.0,102000.0,74800.0,858.0,2520.0,606.0,653309.0,392.0,350.0,110586.0,80.0,2284.0,9800.0,1749935.0,2673.0,-1
2009,184991.0,71401.0,1768.0,210600.0,8993.0,106510.0,5200.0,4000.0,85861.0,946.0,130000.0,339.0,1278542.0,227832.0,756.0,79119.0,251.0,455556.0,432.0,1794.0,60.0,3071.0,103700.0,2600.0,39285.0,155.0,77.0,2288.0,19.0,2882.0,110072.0,918360.0,66000.0,12224788.0,46485.0,26000.0,14000.0,2120.0,46900.0,12283.0,-1,273160.0,19915.0,361.0,22400.0,402959.0,361.0,12153387.0,198565.0,17613.0,31598.0,42000.0,98.0,3977.0,18571.0,-1.0,500.0,-1.0,13080.0,199400.0,424800.0,75619.0,190000.0,10366.0,923.0,984786.0,3500.0,628.0,289.0,301965.0,1037180.0,200238.0,-1.0,128.0,278091.0,-1.0,58065.0,-1.0,80759.0,29800.0,124338.0,905836.0,7000.0,-1,14539.0,887005.0,2878.0,552371.0,50031.0,28000.0,229912.0,16975.0,1901.0,98463.0,32696.0,984.0,2337.0,601.0,621267.0,569.0,350.0,43891.0,81.0,2271.0,6060.0,1679191.0,5273.0,-1
