,Burundi,"China, Taiwan Province of",Mozambique,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Uganda,Bangladesh,Malawi,Melanesia,Yemen,Rwanda,Portugal,Australia & New Zealand,Yugoslav SFR,Guatemala,Mauritius,American Samoa,Senegal,Madagascar,Tajikistan,Ukraine,Algeria,Bhutan,Guinea,Israel,Zambia,Fiji,Belgium,Chad,United Arab Emirates,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Colombia,Libya,Sweden,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Saint Vincent and the Grenadines,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,Paraguay,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,El Salvador,Benin,Canada,Japan,Pakistan,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Somalia,Czechoslovakia,Cuba,Turkey,Kyrgyzstan,Argentina,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Ethiopia PDR,Congo,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Viet Nam,Tunisia,Côte d'Ivoire,Mali,Albania,Slovakia,Jamaica,Solomon Islands,Trinidad and Tobago,Italy,Singapore,Polynesia,Sierra Leone,Samoa,Australia,Panama,Ghana,Oman,Angola,Nigeria,Swaziland,Republic of Moldova,Belgium-Luxembourg
1988,10000.0,24190.0,11111.0,-1.0,13649.0,3260.0,11158.0,10694.0,15340.0,25130.0,6893.0,-1.0,6238.0,-1.0,16742.0,20369.0,9774.0,8807.0,8067.0,10695.0,16195.0,13913.0,19603.0,24873.0,9994.0,22245.0,12825.0,-1.0,-1.0,4904.0,-1.0,-1.0,13593.0,13978.0,9000.0,7000.0,8898.0,11368.0,-1.0,14286.0,86613.0,22174.0,11562.0,18530.0,-1.0,12127.0,-1.0,15360.0,17621.0,-1.0,16682.0,25000.0,-1.0,12502.0,5632.0,-1.0,32783.0,16657.0,-1.0,-1.0,11800.0,14250.0,23884.0,5000.0,20000.0,21643.0,17586.0,-1.0,14490.0,12920.0,16490.0,8775.0,12400.0,15500.0,-1.0,10000.0,-1.0,7735.0,19184.0,-1.0,12256.0,15968.0,4685.0,20024.0,21450.0,16714.0,10435.0,-1.0,16800.0,21649.0,15748.0,24089.0,10000.0,13307.0,24209.0,14421.0,5385.0,7747.0,4000.0,14776.0,7826.0,9241.0,-1.0,12942.0,5043.0,-1.0,17301.0,-1.0,11553.0,-1.0,17683.0,7154.0,12000.0,6731.0,2857.0,22940.0,16338.0,18591.0,10170.0,21443.0,5818.0,10296.0,17436.0,9005.0,8789.0,2000.0,8564.0,4516.0,-1.0,19906.0,10000.0,19500.0,19652.0,16667.0,41500.0,10833.0,37500.0,24966.0,16297.0,5000.0,50000.0,9091.0,4762.0,6000.0,-1.0,35205.0
1989,10000.0,23881.0,11111.0,-1.0,13550.0,4010.0,12624.0,9155.0,15466.0,24852.0,7370.0,-1.0,4406.0,-1.0,15833.0,22806.0,9366.0,8585.0,9620.0,13989.0,15974.0,13750.0,23279.0,24293.0,11574.0,26413.0,13355.0,-1.0,-1.0,8274.0,-1.0,-1.0,12596.0,14211.0,9000.0,7895.0,7156.0,18022.0,-1.0,14286.0,77692.0,23448.0,11828.0,21940.0,-1.0,7724.0,-1.0,10700.0,15777.0,-1.0,16420.0,25806.0,-1.0,11198.0,5170.0,-1.0,30477.0,12083.0,-1.0,-1.0,14760.0,13667.0,24959.0,5000.0,26475.0,19049.0,15742.0,-1.0,14741.0,12920.0,16295.0,8726.0,12400.0,16000.0,-1.0,5999.0,-1.0,11080.0,18219.0,-1.0,10989.0,12500.0,6289.0,24697.0,24354.0,17111.0,10079.0,-1.0,16417.0,26160.0,21440.0,18711.0,10000.0,11148.0,22595.0,10547.0,5370.0,10622.0,4000.0,15402.0,8826.0,9477.0,-1.0,15504.0,5130.0,-1.0,16824.0,-1.0,13072.0,-1.0,15781.0,6786.0,11948.0,7273.0,5000.0,25310.0,17232.0,20637.0,7994.0,21380.0,6538.0,9556.0,14750.0,8536.0,10280.0,2000.0,8564.0,7037.0,-1.0,19906.0,10000.0,19722.0,20734.0,16667.0,41750.0,10833.0,37500.0,24879.0,16097.0,5000.0,24621.0,8889.0,4661.0,6316.0,-1.0,35103.0
1990,9463.0,24379.0,10515.0,-1.0,13158.0,4683.0,12931.0,10234.0,16253.0,29258.0,8673.0,-1.0,6632.0,-1.0,17220.0,21695.0,7762.0,8387.0,10092.0,10031.0,18292.0,13600.0,21711.0,23806.0,10036.0,11255.0,12662.0,-1.0,-1.0,10959.0,-1.0,-1.0,12338.0,14000.0,10198.0,7212.0,8677.0,10909.0,-1.0,15000.0,101829.0,16507.0,11586.0,22012.0,-1.0,8016.0,-1.0,16615.0,16533.0,-1.0,16569.0,26042.0,-1.0,11188.0,8000.0,-1.0,32170.0,15663.0,-1.0,-1.0,10960.0,11429.0,25621.0,5080.0,19556.0,21434.0,16496.0,-1.0,14940.0,12963.0,18091.0,8821.0,13053.0,18262.0,-1.0,7381.0,-1.0,9986.0,18977.0,-1.0,12359.0,13167.0,5949.0,21490.0,26833.0,16645.0,8585.0,-1.0,16151.0,33960.0,20470.0,18333.0,10000.0,14470.0,24859.0,11492.0,5188.0,11010.0,4038.0,15174.0,6983.0,9243.0,-1.0,15396.0,5000.0,-1.0,18305.0,-1.0,13353.0,-1.0,17787.0,7039.0,12490.0,7143.0,4267.0,22367.0,15625.0,26469.0,8452.0,24548.0,7219.0,8457.0,11111.0,8243.0,12604.0,4500.0,8706.0,5875.0,-1.0,19906.0,8173.0,21042.0,24496.0,21667.0,36222.0,10833.0,32222.0,24292.0,18116.0,3825.0,48900.0,10188.0,4091.0,3026.0,-1.0,33604.0
1991,7727.0,27413.0,10837.0,-1.0,13012.0,5646.0,12539.0,11250.0,14406.0,29511.0,9575.0,-1.0,6530.0,-1.0,19818.0,24927.0,7343.0,8884.0,9674.0,12122.0,18331.0,13462.0,22138.0,25031.0,12873.0,15966.0,13859.0,-1.0,-1.0,5374.0,-1.0,-1.0,12391.0,13810.0,5412.0,3614.0,17765.0,14157.0,-1.0,15153.0,101667.0,21667.0,11410.0,22004.0,-1.0,9524.0,-1.0,14038.0,16840.0,-1.0,15172.0,26531.0,-1.0,9853.0,7410.0,-1.0,32715.0,14400.0,-1.0,-1.0,13773.0,12000.0,25257.0,3914.0,18182.0,20724.0,16795.0,-1.0,14381.0,13000.0,18832.0,9089.0,13917.0,14900.0,-1.0,6001.0,-1.0,8631.0,27572.0,-1.0,12846.0,12857.0,5849.0,25912.0,24166.0,18401.0,9273.0,-1.0,15559.0,34921.0,20694.0,18113.0,9466.0,13555.0,24427.0,11268.0,5367.0,13725.0,2778.0,47447.0,6200.0,8551.0,-1.0,16369.0,5057.0,-1.0,15934.0,-1.0,13532.0,-1.0,14815.0,32437.0,11667.0,7143.0,4011.0,22724.0,17322.0,20714.0,14040.0,26036.0,6789.0,7416.0,8889.0,9602.0,10486.0,4867.0,7920.0,6364.0,-1.0,19906.0,8500.0,18925.0,22854.0,17143.0,37068.0,10833.0,32645.0,25732.0,20551.0,3314.0,50000.0,8781.0,4747.0,4000.0,-1.0,35828.0
1992,7989.0,23180.0,10797.0,13908.0,13124.0,5295.0,12405.0,13237.0,16692.0,29177.0,9210.0,-1.0,6692.0,11780.0,19851.0,24333.0,7866.0,9263.0,9726.0,11667.0,22066.0,13454.0,19795.0,23782.0,-1.0,20233.0,11889.0,-1.0,-1.0,6488.0,20511.0,10496.0,13525.0,14091.0,5634.0,3061.0,4376.0,13160.0,-1.0,14919.0,99032.0,17773.0,11030.0,29167.0,32284.0,9333.0,11538.0,8800.0,16738.0,9157.0,18010.0,25000.0,-1.0,11006.0,6257.0,-1.0,31485.0,10200.0,-1.0,8031.0,14583.0,11667.0,22030.0,3952.0,16885.0,19914.0,16716.0,5906.0,18889.0,13043.0,18783.0,8293.0,13396.0,15610.0,10913.0,10000.0,-1.0,9894.0,21316.0,23224.0,8982.0,12920.0,6750.0,24629.0,25990.0,18075.0,10870.0,20000.0,15639.0,45000.0,18776.0,18108.0,9396.0,12892.0,24600.0,11464.0,4774.0,12649.0,2000.0,36116.0,5515.0,10094.0,20769.0,15410.0,5086.0,-1.0,19206.0,12581.0,13686.0,-1.0,16327.0,24926.0,11590.0,7143.0,4286.0,26877.0,14636.0,-1.0,11692.0,22164.0,7722.0,10807.0,12500.0,8694.0,12337.0,5333.0,8363.0,9727.0,-1.0,19906.0,8500.0,18222.0,23171.0,16861.0,37830.0,11000.0,32837.0,24346.0,18993.0,5438.0,50000.0,8571.0,4866.0,4381.0,15078.0,37209.0
1993,7200.0,23172.0,10644.0,12554.0,12769.0,5024.0,11534.0,12712.0,17584.0,51857.0,9039.0,6980.0,7227.0,11107.0,21805.0,21940.0,7404.0,10064.0,10046.0,12914.0,21999.0,13333.0,12965.0,24738.0,-1.0,22688.0,13606.0,-1.0,-1.0,8878.0,23327.0,8889.0,10899.0,14108.0,5855.0,-1.0,5138.0,14680.0,-1.0,14684.0,98361.0,20978.0,12404.0,32000.0,28063.0,8333.0,12133.0,14500.0,16544.0,8019.0,17933.0,24112.0,-1.0,16071.0,6468.0,-1.0,31448.0,12466.0,-1.0,8077.0,12667.0,11818.0,23876.0,4009.0,16667.0,19549.0,16520.0,8557.0,18910.0,13044.0,18725.0,8513.0,16782.0,14286.0,10996.0,9231.0,-1.0,9367.0,29000.0,23669.0,9874.0,12982.0,5471.0,24620.0,22191.0,17453.0,11064.0,22727.0,18393.0,48125.0,22069.0,19318.0,9327.0,11729.0,24227.0,11966.0,4586.0,22286.0,4000.0,-1.0,4931.0,9969.0,21892.0,16383.0,2964.0,-1.0,19267.0,8455.0,14253.0,-1.0,20154.0,13641.0,11068.0,-1.0,3982.0,29998.0,17859.0,-1.0,11101.0,16050.0,13905.0,11042.0,12500.0,8638.0,10773.0,4800.0,8440.0,10362.0,11074.0,19915.0,8500.0,17619.0,21930.0,16667.0,38250.0,11754.0,33750.0,25270.0,20682.0,4929.0,52000.0,9756.0,4983.0,4526.0,16093.0,37392.0
1994,6800.0,27049.0,10639.0,12934.0,13730.0,5000.0,11013.0,11917.0,16226.0,47742.0,10383.0,7091.0,7139.0,12947.0,19950.0,24631.0,8731.0,10868.0,12537.0,11220.0,20129.0,13398.0,26295.0,26729.0,-1.0,19976.0,14713.0,-1.0,-1.0,10308.0,22898.0,8571.0,10164.0,14162.0,6077.0,-1.0,9603.0,12466.0,-1.0,14450.0,97049.0,19046.0,12857.0,31594.0,19623.0,7927.0,11765.0,8300.0,15078.0,11327.0,18475.0,22727.0,-1.0,17384.0,6534.0,6357.0,30842.0,15083.0,-1.0,13286.0,12217.0,11827.0,26423.0,4093.0,10131.0,17194.0,15023.0,7975.0,14522.0,13095.0,18783.0,8687.0,15278.0,15294.0,11414.0,10000.0,-1.0,8859.0,18780.0,25000.0,10928.0,12931.0,6318.0,26894.0,26979.0,17465.0,10652.0,22000.0,15960.0,40400.0,24540.0,16611.0,9262.0,12218.0,26437.0,8591.0,4613.0,11239.0,4000.0,-1.0,4697.0,8232.0,19259.0,16598.0,8571.0,-1.0,17246.0,9412.0,14628.0,-1.0,18579.0,7154.0,11282.0,-1.0,3938.0,27344.0,20952.0,-1.0,13003.0,21957.0,14717.0,4941.0,10000.0,8857.0,8333.0,4945.0,8141.0,6002.0,11475.0,18893.0,8500.0,15500.0,22283.0,16667.0,37507.0,11667.0,33235.0,27740.0,20000.0,4925.0,54348.0,9575.0,5099.0,4426.0,14592.0,37410.0
1995,8511.0,25431.0,10741.0,12574.0,12049.0,5000.0,11314.0,16877.0,15540.0,35955.0,9036.0,7000.0,6485.0,14396.0,21528.0,24160.0,9104.0,10556.0,12238.0,9609.0,19943.0,13377.0,24590.0,22868.0,-1.0,13057.0,15097.0,-1.0,-1.0,11458.0,18656.0,7193.0,10528.0,14213.0,6298.0,-1.0,12366.0,10462.0,-1.0,14215.0,97018.0,22078.0,13272.0,32051.0,14912.0,8066.0,10888.0,10000.0,15774.0,20964.0,19147.0,21667.0,-1.0,13710.0,6447.0,6800.0,31549.0,15954.0,-1.0,9882.0,14697.0,12000.0,27048.0,4177.0,14704.0,21424.0,15741.0,5827.0,13691.0,12927.0,15345.0,8856.0,15000.0,14286.0,12486.0,10000.0,-1.0,10434.0,19116.0,20000.0,10010.0,14762.0,5624.0,27598.0,26706.0,17056.0,10417.0,21745.0,17800.0,41333.0,24667.0,13333.0,9201.0,13191.0,21464.0,10104.0,4837.0,11537.0,3568.0,-1.0,6515.0,9739.0,20706.0,15855.0,8280.0,-1.0,16984.0,8403.0,14874.0,-1.0,20408.0,7367.0,15848.0,-1.0,3899.0,26020.0,16477.0,-1.0,13881.0,24254.0,7012.0,11768.0,10000.0,10000.0,8511.0,5101.0,8488.0,9294.0,11600.0,17527.0,8500.0,15200.0,25040.0,16667.0,37847.0,9825.0,33594.0,23361.0,10676.0,6071.0,54468.0,9873.0,5213.0,5077.0,13396.0,33592.0
1996,8511.0,27457.0,10741.0,14573.0,15313.0,4887.0,11982.0,14141.0,15042.0,36066.0,8989.0,6949.0,6798.0,13134.0,19669.0,24163.0,8437.0,10868.0,12446.0,9967.0,20385.0,13362.0,27124.0,27954.0,-1.0,21673.0,14207.0,-1.0,-1.0,8879.0,11727.0,7500.0,10645.0,14261.0,6520.0,3293.0,10517.0,10700.0,-1.0,13998.0,98871.0,22914.0,13081.0,31854.0,13817.0,7143.0,12500.0,10308.0,17475.0,15065.0,18361.0,21967.0,-1.0,12872.0,7227.0,7594.0,34116.0,16685.0,-1.0,12308.0,15371.0,12143.0,29144.0,4304.0,15032.0,20595.0,17453.0,7073.0,13929.0,13077.0,16312.0,8873.0,15385.0,14543.0,11838.0,10000.0,-1.0,11239.0,24347.0,12105.0,14773.0,18503.0,6106.0,27295.0,25287.0,17330.0,10652.0,20833.0,16503.0,42000.0,24664.0,-1.0,9145.0,14281.0,23221.0,9931.0,4800.0,13057.0,3544.0,-1.0,7581.0,9518.0,20834.0,17545.0,8118.0,-1.0,17000.0,14286.0,13584.0,-1.0,21000.0,7093.0,14306.0,-1.0,3819.0,20437.0,18461.0,-1.0,12766.0,26706.0,6863.0,13565.0,10000.0,9833.0,7794.0,5195.0,7950.0,9423.0,15710.0,16162.0,8500.0,15500.0,27277.0,20000.0,38224.0,8490.0,33953.0,27954.0,20000.0,5180.0,54167.0,9873.0,5371.0,7143.0,11963.0,35677.0
1997,7308.0,25321.0,10741.0,15588.0,15034.0,4900.0,12796.0,14237.0,17658.0,37333.0,7901.0,6937.0,6237.0,12079.0,20444.0,22033.0,10890.0,10925.0,13777.0,10099.0,20360.0,13376.0,23324.0,27025.0,-1.0,22246.0,16372.0,-1.0,-1.0,7156.0,19007.0,8571.0,13214.0,14307.0,6741.0,3297.0,10838.0,10911.0,-1.0,13890.0,101833.0,15878.0,12759.0,32500.0,18190.0,7845.0,14444.0,10220.0,18079.0,23875.0,17120.0,21774.0,-1.0,12542.0,8423.0,4670.0,31763.0,17516.0,-1.0,16929.0,17613.0,12143.0,27527.0,4412.0,15676.0,19306.0,18066.0,10000.0,12299.0,13750.0,17922.0,8932.0,24645.0,14542.0,14460.0,10000.0,-1.0,11078.0,24353.0,11905.0,19367.0,18503.0,5457.0,27111.0,26695.0,18703.0,10870.0,29926.0,16161.0,46000.0,27780.0,-1.0,9000.0,14739.0,23995.0,11595.0,4800.0,14567.0,3552.0,-1.0,6674.0,9911.0,20762.0,17682.0,7022.0,-1.0,14965.0,10000.0,14439.0,-1.0,20769.0,7143.0,13768.0,-1.0,3571.0,20024.0,14931.0,-1.0,14155.0,38500.0,8532.0,9919.0,10000.0,10342.0,5942.0,5800.0,8563.0,10437.0,15316.0,15319.0,8500.0,15399.0,27081.0,-1.0,38731.0,6667.0,34309.0,27025.0,20000.0,5884.0,50000.0,9873.0,5464.0,9412.0,13736.0,28883.0
1998,6667.0,23436.0,10666.0,16297.0,15118.0,4915.0,12826.0,16439.0,14288.0,38906.0,7876.0,6931.0,7902.0,12679.0,20775.0,26263.0,15060.0,11167.0,10921.0,9692.0,21056.0,13367.0,26513.0,29172.0,-1.0,23036.0,15140.0,-1.0,-1.0,6111.0,21595.0,8333.0,9072.0,14351.0,6962.0,3302.0,10853.0,10438.0,-1.0,14236.0,100943.0,21181.0,13519.0,32688.0,17130.0,7926.0,15557.0,10161.0,17387.0,25556.0,17497.0,22222.0,-1.0,10000.0,11954.0,6239.0,27774.0,19520.0,-1.0,17098.0,21944.0,12143.0,28956.0,4500.0,7867.0,19532.0,17368.0,7429.0,13945.0,13294.0,17564.0,8932.0,25640.0,14419.0,13492.0,10000.0,-1.0,9514.0,24145.0,20000.0,14128.0,17897.0,6269.0,26451.0,25296.0,18457.0,10625.0,29273.0,16589.0,44250.0,29784.0,-1.0,9000.0,11512.0,23115.0,11039.0,5369.0,14569.0,3478.0,-1.0,7734.0,9124.0,22351.0,15131.0,7372.0,-1.0,15000.0,11675.0,13922.0,-1.0,19608.0,7030.0,12872.0,-1.0,3750.0,21531.0,15249.0,-1.0,12990.0,19609.0,4254.0,7810.0,10000.0,10278.0,9048.0,6750.0,7826.0,10474.0,15506.0,15319.0,8500.0,15362.0,27911.0,-1.0,39125.0,6918.0,34662.0,29172.0,20000.0,5887.0,48148.0,9706.0,5553.0,11250.0,11223.0,34960.0
1999,10000.0,22296.0,10714.0,15487.0,15326.0,4957.0,10927.0,15282.0,18429.0,54366.0,8844.0,6957.0,8250.0,11892.0,21506.0,21173.0,15455.0,9187.0,7264.0,9636.0,21273.0,13358.0,26345.0,25179.0,-1.0,22132.0,16576.0,-1.0,-1.0,9610.0,14087.0,9524.0,9871.0,14392.0,7184.0,3307.0,10719.0,10130.0,-1.0,14483.0,125556.0,15848.0,12547.0,33140.0,19402.0,7600.0,17339.0,10115.0,17986.0,28806.0,18951.0,22727.0,-1.0,10593.0,8157.0,9512.0,29778.0,19523.0,-1.0,16667.0,21655.0,11667.0,27947.0,4500.0,12000.0,20934.0,17973.0,9444.0,14347.0,13290.0,15801.0,9190.0,24700.0,14549.0,16517.0,13824.0,-1.0,9216.0,24549.0,22622.0,12900.0,18333.0,7655.0,27790.0,26145.0,18988.0,9583.0,20125.0,15685.0,45000.0,28477.0,-1.0,9000.0,13236.0,22389.0,9654.0,6123.0,15458.0,3717.0,-1.0,6675.0,9411.0,24496.0,16627.0,7668.0,-1.0,18155.0,11858.0,14489.0,-1.0,18519.0,7063.0,10703.0,-1.0,3836.0,26297.0,19462.0,-1.0,13578.0,22196.0,3716.0,1781.0,10000.0,10954.0,8108.0,6000.0,11074.0,10896.0,15437.0,15319.0,8500.0,15000.0,31422.0,18102.0,39538.0,6667.0,35011.0,25179.0,15996.0,3418.0,48148.0,9705.0,6000.0,5556.0,12042.0,34398.0
2000,10809.0,27755.0,10522.0,17108.0,15338.0,5000.0,11246.0,14427.0,18660.0,59591.0,8893.0,7021.0,12141.0,9732.0,22392.0,25089.0,16180.0,11232.0,8309.0,9950.0,21719.0,13344.0,28966.0,24370.0,-1.0,22247.0,14181.0,-1.0,-1.0,7852.0,19411.0,8333.0,11090.0,14433.0,7405.0,3311.0,10592.0,10433.0,30000.0,12690.0,126923.0,17357.0,12054.0,33735.0,21106.0,8693.0,10228.0,10079.0,17786.0,28358.0,18899.0,21995.0,-1.0,12377.0,5996.0,6749.0,29991.0,18190.0,-1.0,18157.0,19038.0,11538.0,27205.0,4500.0,12684.0,21018.0,17757.0,7826.0,15835.0,13750.0,13867.0,9198.0,24998.0,14318.0,11504.0,13824.0,-1.0,7856.0,24006.0,18105.0,13003.0,18103.0,6743.0,22273.0,25344.0,19096.0,9375.0,20125.0,16328.0,49211.0,30479.0,-1.0,8970.0,11323.0,25149.0,10658.0,5290.0,19330.0,4000.0,-1.0,7113.0,8466.0,23929.0,19209.0,7927.0,-1.0,15983.0,10300.0,11998.0,-1.0,27027.0,7132.0,11670.0,-1.0,3333.0,28065.0,19919.0,-1.0,9646.0,12171.0,4490.0,8693.0,10000.0,11107.0,10634.0,5100.0,11989.0,10877.0,16490.0,15624.0,8500.0,15000.0,33499.0,18238.0,39500.0,5000.0,35000.0,24370.0,16364.0,3418.0,48148.0,9703.0,5946.0,3660.0,10752.0,-1.0
2001,12667.0,21662.0,10638.0,19095.0,16182.0,5039.0,11777.0,17456.0,18790.0,59449.0,9401.0,6873.0,7599.0,11542.0,23052.0,23820.0,17592.0,12350.0,7235.0,10556.0,21928.0,13344.0,28535.0,30000.0,-1.0,22247.0,14404.0,-1.0,-1.0,7683.0,13110.0,8148.0,12343.0,14472.0,7627.0,3316.0,10756.0,11143.0,35000.0,12414.0,129388.0,19706.0,12452.0,34118.0,20258.0,10000.0,11761.0,10047.0,17555.0,28358.0,19553.0,21429.0,-1.0,14050.0,7108.0,5509.0,29422.0,16807.0,-1.0,18375.0,22667.0,11429.0,26693.0,4500.0,13448.0,18979.0,17542.0,9167.0,13834.0,12500.0,17912.0,9209.0,24861.0,14472.0,14169.0,12994.0,-1.0,10155.0,24743.0,23355.0,12923.0,18333.0,6149.0,24703.0,25897.0,18662.0,13298.0,20125.0,19198.0,46364.0,31291.0,-1.0,8931.0,12711.0,25690.0,10112.0,4699.0,23768.0,3845.0,-1.0,7778.0,7396.0,24903.0,17264.0,5459.0,-1.0,7863.0,15518.0,13077.0,-1.0,27027.0,5485.0,10886.0,-1.0,3805.0,23258.0,19957.0,-1.0,10978.0,17399.0,4405.0,4741.0,10000.0,13115.0,8884.0,5100.0,16018.0,8780.0,15960.0,15703.0,8500.0,15000.0,33654.0,18374.0,40213.0,5331.0,35668.0,30000.0,18362.0,3418.0,47566.0,9429.0,6071.0,3750.0,9485.0,-1.0
2002,6636.0,26478.0,10671.0,19867.0,16301.0,5067.0,12340.0,17519.0,19481.0,50214.0,9869.0,6667.0,7501.0,10701.0,22340.0,20516.0,20172.0,12520.0,7326.0,8730.0,21666.0,13448.0,29458.0,30000.0,-1.0,22249.0,12797.0,-1.0,-1.0,6756.0,12943.0,9412.0,10808.0,14509.0,7848.0,3320.0,12053.0,8815.0,30000.0,12414.0,245417.0,21532.0,12127.0,33913.0,20940.0,9565.0,15681.0,10018.0,18443.0,28358.0,19595.0,21128.0,-1.0,11023.0,8066.0,6431.0,30731.0,20610.0,-1.0,21438.0,22449.0,11667.0,27333.0,4500.0,13333.0,20132.0,18425.0,7429.0,15057.0,12854.0,18283.0,9228.0,28091.0,14311.0,16315.0,13186.0,-1.0,12404.0,23992.0,30494.0,12700.0,18608.0,6883.0,28803.0,25304.0,19130.0,12953.0,18750.0,20192.0,46364.0,30473.0,-1.0,8891.0,15813.0,22850.0,12857.0,4501.0,23701.0,3929.0,-1.0,10163.0,8003.0,23834.0,20070.0,5501.0,-1.0,14603.0,20775.0,15714.0,-1.0,26087.0,10000.0,15777.0,-1.0,3731.0,22642.0,17624.0,-1.0,18577.0,17209.0,14198.0,14399.0,10096.0,12481.0,9609.0,5100.0,14944.0,11304.0,18364.0,15792.0,8500.0,15000.0,32250.0,18511.0,40472.0,5225.0,35972.0,30000.0,18220.0,3418.0,47566.0,9733.0,6071.0,4172.0,12777.0,-1.0
2003,7041.0,23875.0,10586.0,16841.0,16182.0,5100.0,12680.0,16929.0,16713.0,53883.0,9619.0,6667.0,7818.0,11270.0,23735.0,19773.0,19710.0,12030.0,7396.0,10444.0,21507.0,13333.0,29171.0,28018.0,-1.0,22145.0,11270.0,-1.0,-1.0,9975.0,9358.0,10357.0,10586.0,14544.0,8114.0,3349.0,13357.0,11000.0,34574.0,12414.0,536667.0,22500.0,12251.0,33333.0,22363.0,8676.0,10564.0,10073.0,17863.0,28358.0,21361.0,21303.0,-1.0,11021.0,9085.0,6459.0,28567.0,21583.0,-1.0,21469.0,27500.0,12000.0,28986.0,4500.0,12470.0,21361.0,17852.0,5000.0,14585.0,12909.0,18857.0,13020.0,36696.0,14452.0,13573.0,13313.0,-1.0,10405.0,24734.0,22890.0,12778.0,18813.0,8587.0,28972.0,22509.0,18927.0,14124.0,18750.0,19992.0,35000.0,29237.0,-1.0,8846.0,14863.0,21879.0,15493.0,4753.0,20308.0,3704.0,-1.0,11554.0,6127.0,24139.0,17631.0,11865.0,-1.0,14603.0,17974.0,14848.0,-1.0,28621.0,12887.0,16571.0,-1.0,4507.0,19814.0,18364.0,-1.0,11110.0,18800.0,14399.0,7776.0,10000.0,13826.0,9890.0,5258.0,12184.0,8624.0,17889.0,16064.0,8500.0,15000.0,34065.0,18605.0,40791.0,5000.0,36291.0,28018.0,18333.0,3418.0,47037.0,9907.0,6154.0,5034.0,12508.0,-1.0
2004,7826.0,25000.0,10318.0,19082.0,16792.0,5142.0,14304.0,16128.0,19930.0,57692.0,9741.0,6667.0,8215.0,11933.0,23947.0,14089.0,18171.0,12849.0,7807.0,9656.0,21425.0,13571.0,29961.0,24622.0,-1.0,22220.0,10259.0,-1.0,-1.0,8223.0,17370.0,7333.0,13823.0,14574.0,8425.0,3401.0,16222.0,10182.0,32473.0,12414.0,289524.0,18938.0,12615.0,33477.0,24606.0,8741.0,15434.0,9997.0,19021.0,28358.0,20150.0,21495.0,-1.0,11715.0,10251.0,6294.0,31384.0,18809.0,-1.0,20878.0,11684.0,11875.0,30606.0,4519.0,13333.0,16844.0,19011.0,6364.0,14596.0,13095.0,19999.0,13289.0,30205.0,14433.0,16550.0,13132.0,-1.0,11446.0,22709.0,22917.0,12844.0,18984.0,8799.0,27025.0,24449.0,18904.0,14124.0,18750.0,17094.0,44872.0,30871.0,-1.0,8796.0,14755.0,24223.0,11495.0,4911.0,22375.0,3822.0,-1.0,11466.0,6949.0,24372.0,20271.0,14514.0,-1.0,18154.0,18755.0,14874.0,-1.0,23400.0,8970.0,14285.0,-1.0,4228.0,24416.0,18908.0,-1.0,10000.0,19249.0,14599.0,7000.0,10000.0,14356.0,9925.0,5100.0,12184.0,11053.0,13882.0,16242.0,8500.0,15000.0,34918.0,18657.0,41131.0,4909.0,36631.0,24622.0,18400.0,3418.0,46668.0,9924.0,6000.0,4732.0,13860.0,-1.0
