,"China, Taiwan Province of",Zambia,Syrian Arab Republic,Brazil,Nepal,Ethiopia,Indonesia,Liberia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Bahamas,Mongolia,Guatemala,Latvia,Slovenia,Madagascar,Luxembourg,Guinea,Botswana,Saudi Arabia,Fiji,Sweden,Switzerland,Sri Lanka,Azerbaijan,Central African Republic,Bosnia and Herzegovina,China,Colombia,Libya,Czechia,Guinea-Bissau,Montenegro,Kazakhstan,Estonia,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Paraguay,Saint Kitts and Nevis,Melanesia,Georgia,Serbia and Montenegro,Cameroon,Grenada,Dominican Republic,Guadeloupe,El Salvador,Denmark,Canada,Spain,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,New Zealand,Belize,Djibouti,Czechoslovakia,Cuba,Egypt,Kyrgyzstan,Argentina,Democratic People's Republic of Korea,Germany,Cabo Verde,Bahrain,Morocco,Ethiopia PDR,Gabon,Romania,Ecuador,Jordan,Mexico,Albania,Slovakia,Jamaica,Trinidad and Tobago,Thailand,Lithuania,Finland,Netherlands,Angola,Nigeria,Norway,Turkey,Burundi,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Martinique,Lao People's Democratic Republic,Australia,United Republic of Tanzania,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Australia & New Zealand,Papua New Guinea,Rwanda,Mozambique,Barbados,Algeria,Senegal,Saint Lucia,Uganda,Dominica,Belgium,Chad,Lesotho,Comoros,Uruguay,Italy,Panama,Sudan (former),Armenia,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Portugal,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia,Israel,Malta,South Sudan,Namibia,Benin,United Kingdom,Japan,Pakistan,Somalia,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Suriname,Cambodia,Timor-Leste,Costa Rica,Tajikistan,Austria,Niger,Bhutan,Congo,USSR,Honduras,Puerto Rico,Viet Nam,Tunisia,Côte d'Ivoire,Gambia,Turkmenistan,Solomon Islands,South Africa,Sierra Leone,Réunion,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova,Belgium-Luxembourg
1971,8941.0,8000.0,7080.0,6744.0,5299.0,-1.0,11223.0,4800.0,10613.0,7716.0,6068.0,-1.0,7778.0,13115.0,10000.0,3768.0,-1.0,-1.0,8552.0,-1.0,6667.0,5200.0,17200.0,5000.0,18126.0,30000.0,6057.0,-1.0,5000.0,-1.0,10089.0,6415.0,13210.0,-1.0,10000.0,-1.0,-1.0,-1.0,7000.0,12213.0,19018.0,2500.0,2591.0,6564.0,10000.0,5973.0,-1.0,-1.0,5256.0,11373.0,10740.0,-1.0,8647.0,29517.0,14418.0,7474.0,9615.0,8236.0,-1.0,22831.0,8690.0,-1.0,12165.0,3143.0,20940.0,-1.0,8953.0,6667.0,21017.0,1350.0,-1.0,7857.0,8197.0,5000.0,1874.0,5052.0,9423.0,5184.0,6213.0,-1.0,6839.0,13451.0,9973.0,-1.0,20769.0,31311.0,5833.0,2181.0,-1.0,11577.0,9869.0,-1.0,-1.0,4816.0,4545.0,5129.0,-1.0,6759.0,8794.0,4301.0,6000.0,20833.0,5948.0,12149.0,6276.0,11842.0,5000.0,8952.0,5583.0,12207.0,5920.0,3679.0,21111.0,5145.0,4750.0,-1.0,4148.0,3103.0,5536.0,9124.0,10885.0,3018.0,11974.0,-1.0,7914.0,-1.0,-1.0,8745.0,2715.0,4868.0,13619.0,10094.0,-1.0,9139.0,4651.0,5141.0,-1.0,7912.0,7973.0,9231.0,-1.0,11622.0,21288.0,-1.0,9583.0,4047.0,24160.0,10400.0,5326.0,3302.0,3883.0,7880.0,7900.0,7329.0,14822.0,7656.0,5914.0,10136.0,7775.0,5734.0,3826.0,-1.0,21802.0,980.0,5000.0,5922.0,12397.0,5644.0,9749.0,4840.0,4231.0,5250.0,2333.0,-1.0,7429.0,5581.0,5236.0,33333.0,-1.0,921.0,3589.0,5383.0,-1.0,31574.0
1972,9168.0,8005.0,9023.0,6698.0,5268.0,-1.0,10758.0,4400.0,10194.0,7231.0,6069.0,-1.0,7895.0,13188.0,1875.0,5679.0,-1.0,-1.0,8388.0,-1.0,6667.0,4800.0,16923.0,5000.0,17963.0,33333.0,6330.0,-1.0,5000.0,-1.0,9675.0,6457.0,11791.0,-1.0,10000.0,-1.0,-1.0,-1.0,7000.0,10787.0,17296.0,3711.0,2580.0,5974.0,10000.0,5972.0,-1.0,-1.0,5563.0,11833.0,11417.0,-1.0,6886.0,29351.0,16103.0,7395.0,9800.0,8640.0,-1.0,25616.0,5529.0,-1.0,12027.0,3500.0,23260.0,-1.0,8748.0,6875.0,17515.0,2300.0,-1.0,8612.0,8340.0,5000.0,1543.0,4941.0,8035.0,5692.0,6016.0,-1.0,7072.0,14758.0,9359.0,-1.0,22593.0,16556.0,5833.0,1776.0,-1.0,11338.0,9612.0,-1.0,-1.0,4641.0,4562.0,5191.0,-1.0,6952.0,4249.0,4755.0,6000.0,32500.0,5946.0,11259.0,6207.0,8998.0,5000.0,8345.0,5667.0,12167.0,4573.0,1272.0,21667.0,6823.0,5000.0,-1.0,3852.0,2500.0,5517.0,8954.0,11699.0,3434.0,13360.0,-1.0,8292.0,-1.0,-1.0,8663.0,2514.0,5000.0,13291.0,9677.0,-1.0,7099.0,4740.0,4886.0,-1.0,8560.0,8171.0,10000.0,-1.0,17309.0,22485.0,-1.0,9600.0,3713.0,32067.0,15337.0,5301.0,3298.0,3719.0,6396.0,8153.0,5610.0,14861.0,6615.0,5904.0,10152.0,6111.0,7976.0,4001.0,-1.0,22750.0,1702.0,5000.0,5943.0,11201.0,5323.0,10346.0,4869.0,5430.0,5417.0,2143.0,-1.0,7444.0,5727.0,5044.0,47619.0,-1.0,1169.0,3389.0,5750.0,-1.0,28672.0
1973,10341.0,7997.0,3373.0,5796.0,5297.0,-1.0,10247.0,4000.0,10283.0,6978.0,6094.0,-1.0,8000.0,13492.0,5581.0,6184.0,-1.0,-1.0,8616.0,-1.0,6333.0,5200.0,17037.0,5000.0,15273.0,34722.0,6949.0,-1.0,5000.0,-1.0,10162.0,5899.0,12018.0,-1.0,10000.0,-1.0,-1.0,-1.0,7353.0,11778.0,19740.0,3696.0,2572.0,7266.0,10000.0,6058.0,-1.0,-1.0,5887.0,11821.0,11714.0,7625.0,8308.0,25188.0,15717.0,7006.0,9000.0,7546.0,-1.0,27926.0,5287.0,-1.0,12514.0,3000.0,21738.0,-1.0,9275.0,7188.0,18746.0,1440.0,-1.0,6406.0,7673.0,5000.0,1555.0,5279.0,2288.0,5946.0,6376.0,-1.0,6405.0,14367.0,8622.0,-1.0,20000.0,28673.0,6000.0,1721.0,-1.0,10376.0,9729.0,-1.0,-1.0,4134.0,4590.0,5398.0,-1.0,6759.0,8170.0,4279.0,6000.0,33333.0,6039.0,12363.0,6266.0,11940.0,5000.0,8217.0,5750.0,12833.0,4719.0,3099.0,22222.0,5123.0,5000.0,-1.0,3481.0,3333.0,5500.0,8489.0,11666.0,3730.0,11326.0,-1.0,8075.0,-1.0,-1.0,7912.0,2505.0,4655.0,13850.0,10161.0,-1.0,7274.0,4734.0,4909.0,-1.0,8604.0,8302.0,9333.0,-1.0,13989.0,22434.0,-1.0,10000.0,3146.0,31727.0,14930.0,5341.0,3296.0,3857.0,1616.0,6517.0,7624.0,13299.0,7474.0,5945.0,10377.0,6000.0,7888.0,4134.0,-1.0,22576.0,1332.0,5161.0,6028.0,12829.0,5501.0,10286.0,4595.0,5135.0,6000.0,2286.0,-1.0,7667.0,4492.0,5155.0,36452.0,-1.0,1250.0,3542.0,5197.0,-1.0,31876.0
1974,9007.0,8002.0,8217.0,5168.0,5337.0,-1.0,10874.0,5200.0,10727.0,7016.0,6113.0,-1.0,7143.0,13586.0,3061.0,7903.0,-1.0,-1.0,8678.0,-1.0,5833.0,6000.0,17857.0,5000.0,20192.0,38168.0,5676.0,-1.0,5000.0,-1.0,10681.0,6073.0,11029.0,-1.0,10000.0,-1.0,-1.0,-1.0,7500.0,19973.0,19112.0,3928.0,2590.0,8087.0,10000.0,6008.0,-1.0,-1.0,5750.0,11952.0,11924.0,7733.0,6549.0,36194.0,13352.0,7187.0,9606.0,7838.0,-1.0,25982.0,6071.0,-1.0,13049.0,2778.0,20771.0,-1.0,10761.0,7385.0,21839.0,2200.0,-1.0,12014.0,6874.0,5000.0,1398.0,5140.0,11344.0,6743.0,6748.0,-1.0,7215.0,14494.0,9261.0,-1.0,19692.0,31968.0,6000.0,3764.0,-1.0,11026.0,9115.0,-1.0,-1.0,4410.0,4458.0,4970.0,-1.0,6697.0,7439.0,4301.0,6000.0,25000.0,5993.0,12520.0,7779.0,9690.0,5000.0,6319.0,5833.0,11667.0,5377.0,3749.0,20500.0,5113.0,4750.0,-1.0,3630.0,4909.0,5484.0,8554.0,12372.0,3531.0,11621.0,-1.0,8503.0,-1.0,-1.0,8576.0,2342.0,4775.0,13604.0,10690.0,-1.0,7156.0,4585.0,4109.0,-1.0,9061.0,8342.0,9846.0,-1.0,12565.0,17839.0,-1.0,9455.0,3778.0,31737.0,14505.0,5390.0,3292.0,4102.0,6251.0,6722.0,5892.0,15155.0,7877.0,6031.0,10725.0,5667.0,9151.0,3871.0,-1.0,23361.0,1540.0,5313.0,6055.0,13919.0,5370.0,7103.0,4703.0,4468.0,6129.0,2414.0,-1.0,7568.0,7199.0,5369.0,27696.0,-1.0,1133.0,3203.0,6508.0,-1.0,32285.0
1975,8421.0,3809.0,6620.0,5426.0,5427.0,-1.0,10669.0,4667.0,12034.0,7065.0,6096.0,-1.0,6667.0,13797.0,6579.0,5400.0,-1.0,-1.0,8335.0,-1.0,5833.0,5667.0,17931.0,5000.0,14504.0,33119.0,7455.0,-1.0,5000.0,-1.0,10678.0,6368.0,11000.0,-1.0,10000.0,-1.0,-1.0,-1.0,7750.0,16779.0,22482.0,4035.0,2680.0,7938.0,10000.0,6064.0,-1.0,-1.0,5927.0,11846.0,10722.0,7615.0,7097.0,27555.0,14959.0,7299.0,9697.0,7533.0,-1.0,21777.0,5606.0,-1.0,15365.0,2667.0,20488.0,-1.0,8994.0,7576.0,21197.0,2000.0,-1.0,8021.0,6476.0,2000.0,1235.0,5244.0,3618.0,6347.0,6154.0,-1.0,7158.0,14545.0,7830.0,-1.0,20192.0,30178.0,5833.0,2895.0,-1.0,11903.0,9703.0,-1.0,-1.0,4334.0,4418.0,6170.0,-1.0,6955.0,7831.0,4496.0,6000.0,33333.0,5991.0,11681.0,7637.0,9401.0,5000.0,8012.0,6250.0,11833.0,7728.0,3973.0,20000.0,7230.0,4750.0,-1.0,3741.0,5039.0,5469.0,8882.0,12458.0,3067.0,12229.0,-1.0,7691.0,-1.0,-1.0,9264.0,2361.0,5222.0,11401.0,10690.0,-1.0,7886.0,5350.0,4733.0,-1.0,9616.0,8205.0,9861.0,-1.0,18010.0,18022.0,-1.0,9818.0,3819.0,32547.0,12811.0,5663.0,5000.0,4163.0,8242.0,6850.0,7678.0,13698.0,8455.0,6113.0,7054.0,5357.0,11000.0,4117.0,-1.0,27265.0,2669.0,5373.0,6023.0,8636.0,4407.0,6380.0,4655.0,5829.0,6250.0,2414.0,-1.0,7838.0,5673.0,5469.0,27941.0,-1.0,1156.0,3529.0,6604.0,-1.0,30875.0
1976,8654.0,5006.0,8816.0,4489.0,5396.0,-1.0,10468.0,5000.0,11773.0,6897.0,6093.0,-1.0,6667.0,14382.0,5278.0,5710.0,-1.0,-1.0,9257.0,-1.0,6667.0,6000.0,18000.0,5000.0,20790.0,20000.0,5776.0,-1.0,5000.0,-1.0,10935.0,5892.0,11855.0,-1.0,9000.0,-1.0,-1.0,-1.0,8500.0,17114.0,14184.0,3404.0,2581.0,8065.0,10000.0,6082.0,-1.0,-1.0,6053.0,11825.0,9394.0,7608.0,7569.0,26546.0,14672.0,6428.0,9657.0,7720.0,-1.0,28722.0,5585.0,-1.0,11081.0,2000.0,20478.0,-1.0,12870.0,8000.0,14640.0,2000.0,-1.0,8407.0,7061.0,5000.0,1060.0,5518.0,3967.0,5808.0,6729.0,-1.0,6235.0,14598.0,6206.0,-1.0,30208.0,23250.0,5833.0,2752.0,-1.0,11988.0,9888.0,-1.0,-1.0,4263.0,4507.0,6341.0,-1.0,7018.0,3919.0,4370.0,6000.0,30000.0,6078.0,11447.0,8719.0,6627.0,5000.0,8046.0,6250.0,12000.0,7741.0,1968.0,20000.0,6443.0,5000.0,-1.0,3926.0,3622.0,5485.0,8883.0,12069.0,3071.0,13532.0,-1.0,9262.0,-1.0,-1.0,7836.0,2333.0,5165.0,11566.0,10948.0,-1.0,8017.0,5033.0,5360.0,-1.0,8776.0,8155.0,10000.0,-1.0,13707.0,20063.0,-1.0,9333.0,3987.0,31074.0,13066.0,5751.0,4975.0,4567.0,8626.0,6368.0,6979.0,13896.0,8676.0,6108.0,7705.0,5806.0,11000.0,5880.0,-1.0,27689.0,2507.0,5507.0,6018.0,15481.0,4123.0,6862.0,4997.0,6382.0,5833.0,2667.0,-1.0,7895.0,6549.0,5673.0,27941.0,-1.0,1025.0,3663.0,5959.0,-1.0,20333.0
1977,11251.0,3558.0,7116.0,4973.0,5375.0,-1.0,8905.0,5000.0,10585.0,6528.0,6118.0,-1.0,8333.0,14621.0,3684.0,6723.0,-1.0,-1.0,8523.0,-1.0,5833.0,6667.0,18065.0,5000.0,20732.0,36364.0,7204.0,-1.0,5000.0,-1.0,10350.0,5643.0,10256.0,-1.0,9000.0,-1.0,-1.0,-1.0,9091.0,16541.0,22519.0,2643.0,2572.0,8134.0,10000.0,6031.0,-1.0,-1.0,6037.0,11865.0,9860.0,5042.0,6416.0,33665.0,10017.0,6940.0,9459.0,8137.0,-1.0,23943.0,5053.0,-1.0,16890.0,2400.0,19941.0,-1.0,10418.0,8308.0,17904.0,1600.0,-1.0,3531.0,8621.0,5000.0,1346.0,4610.0,4556.0,5542.0,7365.0,-1.0,7304.0,15602.0,5698.0,-1.0,12000.0,30970.0,5417.0,2756.0,-1.0,11784.0,9910.0,-1.0,-1.0,5224.0,4482.0,6403.0,-1.0,7087.0,4764.0,4873.0,6000.0,33333.0,6105.0,13961.0,9080.0,7221.0,5000.0,8039.0,5833.0,12131.0,6938.0,2075.0,20000.0,6045.0,5000.0,-1.0,3902.0,12832.0,11765.0,8984.0,12572.0,2748.0,11337.0,-1.0,9360.0,-1.0,-1.0,10265.0,2184.0,4989.0,11403.0,10345.0,-1.0,6683.0,4422.0,5041.0,-1.0,10098.0,8356.0,11389.0,-1.0,12148.0,18475.0,-1.0,9194.0,4759.0,31419.0,15464.0,5759.0,5426.0,4690.0,8175.0,5445.0,8855.0,12560.0,7162.0,6079.0,9844.0,6061.0,11400.0,5811.0,-1.0,27848.0,2915.0,5797.0,6067.0,13283.0,3850.0,6908.0,4944.0,5473.0,6667.0,2667.0,-1.0,7895.0,8500.0,5771.0,27561.0,-1.0,892.0,3767.0,4894.0,-1.0,29115.0
1978,15484.0,3629.0,7181.0,4704.0,5366.0,-1.0,9003.0,5000.0,11703.0,6699.0,6154.0,-1.0,8750.0,12306.0,1667.0,7833.0,-1.0,-1.0,8401.0,-1.0,5385.0,6667.0,18125.0,5000.0,20470.0,40000.0,7376.0,-1.0,5000.0,-1.0,12928.0,5842.0,10719.0,-1.0,9150.0,-1.0,-1.0,-1.0,9000.0,19990.0,24807.0,2994.0,2564.0,8307.0,10000.0,6110.0,-1.0,-1.0,6216.0,13701.0,9365.0,5042.0,8294.0,33577.0,13639.0,8183.0,9730.0,7356.0,-1.0,28387.0,5044.0,-1.0,19218.0,2593.0,20684.0,-1.0,9524.0,8523.0,20039.0,2250.0,-1.0,5642.0,7795.0,5098.0,1569.0,4911.0,5937.0,6643.0,7098.0,-1.0,7858.0,16088.0,6868.0,-1.0,18382.0,31879.0,3636.0,3628.0,-1.0,11388.0,10016.0,-1.0,-1.0,5425.0,4456.0,6312.0,-1.0,6975.0,9295.0,4977.0,6000.0,30000.0,5000.0,11874.0,8696.0,12120.0,5000.0,7882.0,5417.0,12063.0,6112.0,3649.0,20000.0,6195.0,5000.0,-1.0,3968.0,9868.0,11429.0,9019.0,13349.0,3315.0,13363.0,-1.0,7656.0,-1.0,-1.0,8989.0,2382.0,4990.0,13836.0,12910.0,-1.0,8343.0,4432.0,4999.0,-1.0,9309.0,8421.0,10132.0,-1.0,9098.0,18081.0,-1.0,9355.0,4598.0,31250.0,16543.0,5524.0,4633.0,4878.0,11290.0,4783.0,13744.0,14967.0,7686.0,5877.0,8065.0,6071.0,11000.0,4831.0,-1.0,28095.0,2891.0,5833.0,5688.0,14128.0,5162.0,7690.0,4912.0,5776.0,6667.0,2667.0,-1.0,8158.0,8736.0,5923.0,30494.0,-1.0,932.0,3894.0,7513.0,-1.0,34935.0
1979,15422.0,3636.0,6201.0,5121.0,5368.0,-1.0,9613.0,5000.0,11425.0,6683.0,6000.0,-1.0,9000.0,12250.0,1250.0,8228.0,-1.0,-1.0,8689.0,-1.0,6615.0,6667.0,17879.0,5000.0,21478.0,33333.0,6761.0,-1.0,5000.0,-1.0,12175.0,5927.0,10855.0,-1.0,9500.0,-1.0,-1.0,-1.0,9091.0,9888.0,30689.0,2393.0,2561.0,8048.0,10000.0,6238.0,-1.0,-1.0,6244.0,11547.0,10585.0,5000.0,8453.0,36775.0,18203.0,7597.0,9867.0,8000.0,-1.0,28137.0,4484.0,-1.0,15163.0,2963.0,20622.0,-1.0,9740.0,8563.0,21504.0,2083.0,7500.0,7242.0,10294.0,5192.0,2047.0,5252.0,1677.0,7669.0,7081.0,-1.0,8714.0,16151.0,6829.0,-1.0,21310.0,32947.0,3985.0,4451.0,-1.0,11319.0,9964.0,-1.0,-1.0,5306.0,4473.0,6278.0,-1.0,7040.0,8364.0,4679.0,6000.0,40000.0,5704.0,11877.0,9591.0,10706.0,5000.0,7441.0,4169.0,12063.0,4464.0,3399.0,20000.0,6571.0,4950.0,-1.0,4042.0,9592.0,11111.0,9019.0,13054.0,3745.0,12788.0,-1.0,9013.0,-1.0,-1.0,9036.0,2362.0,4882.0,13342.0,12155.0,-1.0,5413.0,4643.0,4968.0,-1.0,10016.0,8487.0,10676.0,-1.0,7243.0,19815.0,-1.0,9231.0,4639.0,31747.0,15192.0,4789.0,4940.0,4714.0,9985.0,5023.0,10338.0,16161.0,8867.0,6041.0,7892.0,6000.0,10800.0,4528.0,-1.0,28525.0,3294.0,5867.0,5645.0,7899.0,4754.0,8426.0,4762.0,5903.0,6667.0,2667.0,-1.0,8316.0,5994.0,5679.0,25238.0,-1.0,744.0,3995.0,6200.0,-1.0,35012.0
1980,15294.0,3636.0,9345.0,4197.0,5341.0,-1.0,8529.0,5000.0,12867.0,6301.0,6024.0,-1.0,6667.0,12381.0,3333.0,8124.0,-1.0,-1.0,8504.0,-1.0,6615.0,6000.0,17941.0,5000.0,21314.0,35714.0,8721.0,-1.0,5000.0,-1.0,12426.0,6325.0,10685.0,-1.0,10000.0,-1.0,-1.0,-1.0,9130.0,21292.0,34182.0,2119.0,2492.0,7485.0,10000.0,6252.0,-1.0,-1.0,6356.0,17291.0,9867.0,5000.0,7436.0,29264.0,14209.0,8376.0,9880.0,7095.0,-1.0,28591.0,5598.0,-1.0,19386.0,2400.0,19499.0,-1.0,7482.0,8485.0,17666.0,4450.0,10000.0,6231.0,11181.0,5283.0,2019.0,5477.0,7023.0,7615.0,7035.0,-1.0,8399.0,16280.0,7153.0,-1.0,25814.0,27252.0,3925.0,3568.0,-1.0,11199.0,9451.0,-1.0,-1.0,6663.0,4535.0,6658.0,-1.0,7072.0,9191.0,4682.0,6000.0,30000.0,5704.0,11692.0,9008.0,11393.0,5000.0,7021.0,4000.0,12031.0,4098.0,4176.0,23600.0,5542.0,4400.0,-1.0,4123.0,6364.0,13514.0,9019.0,13629.0,3971.0,12056.0,-1.0,9719.0,-1.0,-1.0,7086.0,2431.0,5009.0,10857.0,12407.0,-1.0,5230.0,4621.0,4001.0,-1.0,10117.0,8330.0,10667.0,-1.0,10743.0,25574.0,-1.0,9538.0,4597.0,31939.0,11330.0,3740.0,5027.0,5068.0,10498.0,5058.0,8762.0,16208.0,7759.0,6033.0,7576.0,6250.0,11111.0,5229.0,-1.0,28875.0,2471.0,5897.0,5646.0,12436.0,5248.0,7816.0,6786.0,5363.0,6667.0,2667.0,-1.0,8421.0,9715.0,5839.0,25238.0,-1.0,1333.0,3597.0,4803.0,-1.0,27186.0
1981,15783.0,2919.0,8409.0,4589.0,5372.0,-1.0,8303.0,5000.0,13568.0,6246.0,6073.0,-1.0,7500.0,12500.0,4167.0,8862.0,-1.0,-1.0,7898.0,-1.0,6154.0,6000.0,18571.0,6202.0,24656.0,31579.0,9878.0,-1.0,6667.0,-1.0,12098.0,5856.0,10838.0,-1.0,9619.0,-1.0,-1.0,-1.0,9167.0,15232.0,34262.0,2638.0,2230.0,8554.0,10000.0,6342.0,-1.0,-1.0,6423.0,19361.0,8826.0,5433.0,9600.0,36547.0,14897.0,5158.0,9911.0,8979.0,-1.0,32305.0,5684.0,-1.0,16210.0,2398.0,19888.0,-1.0,10301.0,8408.0,17890.0,2000.0,10000.0,3643.0,10698.0,5370.0,3660.0,5676.0,7525.0,7642.0,7941.0,-1.0,9360.0,16713.0,6579.0,-1.0,18333.0,34141.0,3636.0,4759.0,-1.0,11674.0,9352.0,-1.0,-1.0,5673.0,4457.0,9497.0,-1.0,7154.0,9803.0,4728.0,6000.0,33333.0,5570.0,10818.0,9594.0,11136.0,5000.0,7345.0,3250.0,12188.0,4356.0,4361.0,22000.0,7026.0,4650.0,-1.0,4213.0,5570.0,12500.0,9244.0,13381.0,5565.0,12958.0,-1.0,9477.0,-1.0,-1.0,9162.0,2045.0,5054.0,12749.0,12075.0,-1.0,6645.0,4872.0,4874.0,-1.0,10301.0,8611.0,10824.0,-1.0,10657.0,24587.0,-1.0,9538.0,4123.0,31343.0,11211.0,4562.0,4865.0,5501.0,10938.0,4533.0,10373.0,16052.0,7347.0,6048.0,10000.0,5385.0,10625.0,5189.0,-1.0,28889.0,2308.0,6000.0,5875.0,7212.0,5514.0,8633.0,5178.0,5535.0,6667.0,2667.0,-1.0,8462.0,11310.0,5842.0,28297.0,-1.0,965.0,3917.0,6281.0,-1.0,30203.0
1982,15644.0,2930.0,8636.0,4859.0,5396.0,-1.0,8657.0,5000.0,12763.0,6528.0,6038.0,-1.0,7333.0,12609.0,6667.0,9071.0,-1.0,-1.0,8172.0,-1.0,6154.0,6000.0,18611.0,5000.0,25425.0,36000.0,9303.0,-1.0,8197.0,-1.0,13141.0,5951.0,10668.0,-1.0,9714.0,-1.0,-1.0,-1.0,9600.0,16440.0,36131.0,3023.0,2521.0,8531.0,10000.0,6341.0,-1.0,-1.0,6557.0,17304.0,10273.0,5015.0,6869.0,37169.0,16371.0,6459.0,9707.0,9085.0,-1.0,29736.0,5673.0,-1.0,17745.0,3044.0,20911.0,-1.0,11228.0,7879.0,20014.0,2467.0,10000.0,7551.0,9783.0,5357.0,5221.0,5836.0,7518.0,7782.0,8483.0,-1.0,9302.0,16325.0,6754.0,-1.0,23333.0,41456.0,3333.0,4096.0,-1.0,10220.0,9085.0,-1.0,-1.0,7299.0,4486.0,9464.0,-1.0,7154.0,7662.0,4755.0,6000.0,32500.0,7778.0,11218.0,10237.0,8804.0,5000.0,7988.0,2800.0,12308.0,3377.0,2407.0,20000.0,6032.0,4750.0,-1.0,4314.0,4145.0,10000.0,9426.0,12780.0,3632.0,12150.0,-1.0,9576.0,-1.0,-1.0,10755.0,2338.0,6382.0,13368.0,13125.0,-1.0,6920.0,4812.0,4844.0,-1.0,10812.0,8584.0,10902.0,-1.0,9733.0,22496.0,-1.0,9692.0,4098.0,34426.0,16266.0,4321.0,5556.0,4834.0,10645.0,4774.0,11434.0,15550.0,8610.0,6045.0,8780.0,4865.0,11667.0,4099.0,-1.0,29237.0,1882.0,5993.0,5926.0,12149.0,5997.0,8434.0,5526.0,5307.0,6667.0,2667.0,-1.0,8718.0,9918.0,5868.0,20000.0,-1.0,879.0,3420.0,3642.0,-1.0,37300.0
1983,16321.0,3410.0,8798.0,3863.0,5344.0,-1.0,14864.0,5082.0,12639.0,6612.0,6058.0,-1.0,7333.0,12917.0,10000.0,8025.0,-1.0,-1.0,8211.0,-1.0,6154.0,5000.0,18611.0,5112.0,26355.0,40829.0,5889.0,-1.0,8065.0,-1.0,12418.0,6387.0,10753.0,-1.0,9810.0,-1.0,-1.0,-1.0,9615.0,17335.0,36868.0,2295.0,1537.0,8459.0,10000.0,6683.0,-1.0,-1.0,6033.0,15109.0,9552.0,5100.0,7496.0,36680.0,15407.0,6362.0,9282.0,8541.0,-1.0,33610.0,5587.0,-1.0,21692.0,3291.0,20362.0,-1.0,11253.0,8182.0,18068.0,2200.0,10000.0,6929.0,11287.0,5536.0,3375.0,5707.0,8483.0,7407.0,8467.0,-1.0,8639.0,14786.0,6723.0,-1.0,32021.0,38568.0,3077.0,4858.0,-1.0,10031.0,8871.0,-1.0,-1.0,7929.0,4512.0,9096.0,-1.0,7154.0,10335.0,5414.0,6000.0,38012.0,7115.0,11227.0,9791.0,11314.0,5000.0,8154.0,3137.0,12462.0,2936.0,3287.0,20000.0,7412.0,4850.0,-1.0,4427.0,3730.0,10000.0,9628.0,12093.0,4749.0,10951.0,-1.0,9676.0,-1.0,-1.0,9035.0,2456.0,7091.0,13494.0,12396.0,-1.0,6384.0,4846.0,5367.0,-1.0,9771.0,8099.0,5721.0,-1.0,10190.0,23368.0,-1.0,9846.0,3788.0,23457.0,9669.0,5396.0,4815.0,4853.0,9616.0,5400.0,8096.0,15469.0,6383.0,6047.0,9722.0,5000.0,11500.0,3608.0,-1.0,30145.0,1595.0,6024.0,5938.0,13245.0,6022.0,8243.0,5504.0,4775.0,6667.0,2667.0,-1.0,10000.0,6164.0,5877.0,20222.0,-1.0,927.0,2518.0,4113.0,-1.0,34976.0
