,Jamaica,Eritrea,Israel,Australia & New Zealand,Australia,Iraq,Czechia,Slovakia,Belgium,Nepal,Ethiopia,Luxembourg,Libya,Switzerland,Italy,Ukraine,Lebanon,Syrian Arab Republic,Portugal,Albania,Uzbekistan,Brazil,Paraguay,Sudan (former),Morocco,Slovenia,Sierra Leone,Malta,Argentina,Colombia,Spain,Kyrgyzstan,Germany,Cyprus,Austria,Ecuador,Japan,Poland,Canada,Belgium-Luxembourg,Turkey,Jordan,Denmark,Ethiopia PDR,Egypt,Sudan,Greece,Czechoslovakia,France,Tunisia,Yemen,Hungary,Russian Federation,Dominican Republic,Cameroon,Bolivia (Plurinational State of),Occupied Palestinian Territory,Iran (Islamic Republic of),Guyana,Peru,Mexico,China,"China, mainland",Azerbaijan,Algeria,United Kingdom,Uruguay,Lithuania,Bulgaria,Netherlands,Guatemala,South Sudan
2005,125.0,4500.0,3400.0,183000.0,183000.0,4500.0,5400.0,848.0,700.0,7836.0,460577.0,100.0,1105.0,-1.0,48507.0,8000.0,297.0,16374.0,23194.0,139.0,3000.0,34452.0,14950.0,67226.0,145600.0,8.0,1150.0,275.0,1650.0,1938.0,59515.0,,15700.0,476.0,3549.0,15029.0,102.0,330.0,4000.0,,12400.0,-1.0,-1.0,,83230.0,,1821.0,,100392.0,46000.0,2310.0,267.0,22600.0,8279.0,235.0,13215.0,457.0,-1.0,359.0,44923.0,19266.0,1045000.0,1045000.0,800.0,35082.0,32500.0,383.0,-1.0,4.0,441.0,15800.0,
2006,146.0,2571.0,5600.0,186637.0,186637.0,3000.0,2382.0,2687.0,500.0,8003.0,427719.0,100.0,1000.0,-1.0,44617.0,6700.0,180.0,14290.0,24359.0,144.0,2400.0,36857.0,13070.0,66667.0,169100.0,9.0,1250.0,270.0,1660.0,2245.0,36641.0,,15000.0,500.0,4555.0,14216.0,103.0,230.0,8400.0,,10538.0,-1.0,-1.0,,73650.0,,1780.0,,77643.0,49900.0,3599.0,442.0,27400.0,8377.0,236.0,13200.0,461.0,-1.0,360.0,46861.0,20013.0,875000.0,875000.0,500.0,33537.0,42000.0,380.0,300.0,4.0,513.0,16381.0,
2007,128.0,1996.0,5800.0,133000.0,133000.0,4750.0,1378.0,1800.0,300.0,7970.0,458202.0,37.0,1000.0,-1.0,49972.0,4700.0,175.0,14707.0,24500.0,146.0,2000.0,34797.0,15000.0,67500.0,180800.0,1.0,1200.0,280.0,1700.0,2217.0,25672.0,-1.0,12216.0,450.0,4479.0,13606.0,104.0,270.0,5700.0,,10846.0,-1.0,-1.0,,89030.0,,1803.0,,53447.0,53500.0,4030.0,364.0,16600.0,8500.0,237.0,13395.0,480.0,-1.0,364.0,49336.0,21290.0,962000.0,962000.0,300.0,31284.0,30000.0,380.0,600.0,4.0,300.0,20961.0,
2008,124.0,2062.0,3600.0,129000.0,129000.0,4250.0,883.0,504.0,300.0,7832.0,520520.0,100.0,1000.0,-1.0,54310.0,2900.0,180.0,22300.0,25000.0,150.0,2500.0,41785.0,14000.0,69748.0,181900.0,1.0,1300.0,279.0,1700.0,2250.0,21228.0,,11128.0,430.0,3695.0,11961.0,104.0,214.0,0.0,,10261.0,-1.0,-1.0,,71445.0,,1500.0,,60697.0,57700.0,4112.0,237.0,15100.0,8837.0,238.0,13356.0,399.0,-1.0,374.0,52498.0,20818.0,945000.0,945000.0,100.0,30688.0,22000.0,400.0,600.0,4.0,314.0,20961.0,
2009,163.0,225.0,3700.0,134000.0,134000.0,3128.0,2017.0,556.0,300.0,7845.0,512067.0,100.0,1020.0,259.0,49784.0,3800.0,135.0,17461.0,25200.0,154.0,2500.0,45276.0,14500.0,67083.0,179800.0,24.0,1400.0,281.0,1725.0,1656.0,18700.0,,12022.0,450.0,2819.0,12907.0,105.0,180.0,0.0,,9383.0,-1.0,-1.0,,86519.0,,1500.0,,88306.0,54700.0,4131.0,83.0,13400.0,9190.0,242.0,13354.0,400.0,-1.0,385.0,54672.0,18155.0,875000.0,875000.0,71.0,32278.0,37000.0,410.0,800.0,4.0,592.0,20961.0,
2010,185.0,981.0,263.0,129000.0,129000.0,5094.0,2100.0,202.0,600.0,8000.0,459184.0,33.0,1086.0,274.0,52108.0,4600.0,125.0,16876.0,24020.0,150.0,2600.0,27728.0,15601.0,71000.0,196900.0,3.0,1500.0,291.0,1750.0,1657.0,24675.0,,16900.0,202.0,4200.0,8250.0,104.0,140.0,0.0,,8291.0,-1.0,-1.0,,77149.0,,2500.0,,151342.0,58700.0,4203.0,108.0,11200.0,10400.0,230.0,13321.0,70.0,-1.0,396.0,53534.0,20330.0,870000.0,870000.0,60.0,34210.0,97000.0,389.0,1000.0,2.0,564.0,21032.0,
2011,202.0,165.0,125.0,162600.0,162600.0,3534.0,1700.0,193.0,468.0,7901.0,457560.0,44.0,306.0,319.0,43800.0,3600.0,122.0,17145.0,23475.0,157.0,1400.0,37132.0,18402.0,72420.0,199610.0,0.0,1434.0,290.0,1766.0,1887.0,27957.0,,17300.0,148.0,6028.0,16175.0,109.0,190.0,0.0,,7442.0,-1.0,-1.0,,55200.0,,820.0,,91429.0,56570.0,4202.0,211.0,10700.0,10000.0,250.0,13271.0,199.0,-1.0,404.0,52003.0,14850.0,872000.0,872000.0,97.0,37090.0,81000.0,376.0,1200.0,4.0,491.0,21183.0,
2012,209.0,200.0,100.0,151400.0,151400.0,2346.0,1549.0,291.0,470.0,7867.0,574061.0,31.0,226.0,305.0,46130.0,3100.0,149.0,15094.0,22000.0,190.0,2000.0,20969.0,20454.0,,187160.0,0.0,1400.0,250.0,1800.0,2127.0,24600.0,,15800.0,105.0,6852.0,13287.0,124.0,190.0,0.0,,8533.0,-1.0,-1.0,,41121.0,73144.0,900.0,,60340.0,54495.0,4276.0,140.0,7500.0,10500.0,275.0,13500.0,275.0,-1.0,400.0,55703.0,23141.0,829000.0,829000.0,92.0,36835.0,66000.0,350.0,1400.0,1.0,512.0,20827.0,-1.0
2013,215.0,200.0,100.0,202900.0,202900.0,2388.0,1649.0,203.0,500.0,6362.0,538458.0,71.0,199.0,426.0,42584.0,2400.0,167.0,14933.0,22500.0,150.0,2500.0,23469.0,22271.0,,205520.0,0.0,1450.0,250.0,1800.0,1175.0,17500.0,,16500.0,106.0,6194.0,6333.0,125.0,190.0,0.0,,7075.0,-1.0,-1.0,,44065.0,73200.0,2240.0,,67946.0,55933.0,4328.0,180.0,7510.0,10000.0,270.0,14000.0,275.0,-1.0,400.0,57477.0,25049.0,725000.0,725000.0,67.0,37668.0,73000.0,350.0,2200.0,0.0,355.0,21037.0,-1.0
2014,208.0,595.0,100.0,152100.0,152100.0,1209.0,1721.0,269.0,600.0,6233.0,443107.0,97.0,197.0,493.0,41074.0,2200.0,181.0,19558.0,22138.0,163.0,2700.0,21591.0,23950.0,,190966.0,0.0,1488.0,260.0,1803.0,1029.0,23155.0,,20500.0,87.0,7661.0,6717.0,125.0,199.0,-1.0,,5911.0,-1.0,-1.0,,37677.0,75000.0,1760.0,,74884.0,57736.0,4025.0,220.0,6091.0,9617.0,257.0,13086.0,260.0,-1.0,405.0,58261.0,26467.0,701600.0,701600.0,57.0,37499.0,21400.0,360.0,2578.0,2.0,242.0,21037.0,-1.0
