,Congo,Armenia,Vanuatu,Portugal,Morocco,Angola,Japan,Solomon Islands,New Zealand,Bosnia and Herzegovina,Comoros,India,Greece,Thailand,Ireland,Sri Lanka,Australia,Brunei Darussalam,Falkland Islands,South Africa,Turkey,Benin,South Korea,Slovakia,Guyana,Barbados,Afghanistan,Niger,Iceland,United Arab Emirates,Malawi,United States,Cape Verde,Bulgaria,Namibia,South Sudan,Côte d'Ivoire,Belarus,Gambia,Timor-Leste,Panama,Chile,Curaçao,Cuba,Samoa,Nepal,Maldives,Trinidad and Tobago,Zambia,Gabon,Uzbekistan,Saint Lucia,Burundi,Iran,Mauritania,Slovenia,Sudan,Mexico,Ukraine,Malta,Cyprus,Guadeloupe,Sweden,Martinique,Kyrgyzstan,Kuwait,Turkmenistan,Azerbaijan,Sao Tome and Principe,Togo,Denmark,Pakistan,Mozambique,Singapore,Egypt,Moldova,Czech Republic,Argentina,Kenya,Oman,Tunisia,Botswana,Nicaragua,Burkina Faso,Brazil,Mongolia,Zimbabwe,The Netherlands,Grenada,Honduras,Venezuela,Indonesia,Spain,Wallis and Futuna Islands,Slovakia,Romania,France,Estonia,Serbia,Mali,Belgium,Djibouti,Costa Rica,Aruba,Jordan,"Micronesia, Federated States of",Tanzania,Bangladesh,Latvia,Finland,Cambodia,Kazakhstan,Jamaica,Germany,Belize,Qatar,Madagascar,Saint Helena,Georgia,Macedonia,Dominican Republic,Faroe Islands,French Polynesia,Austria,Guatemala,Colombia,Ecuador,Cameroon,Yemen,Taiwan,Bhutan,Saudi Arabia,Chad,Bahrain,Russian Federation,Ethiopia,Syria,Ghana,Canada,Haiti,Guinea-Bissau,Paraguay,Senegal,Malaysia,Switzerland,Peru,United Kingdom,Lesotho,Liberia,Croatia,Israel,Philippines,Mauritius,Luxembourg,Somalia,Uganda,Bahamas,Norway,Equatorial Guinea,Bolivia,Guinea,China,Swaziland,Albania,Fiji,Uruguay,Tajikistan,New Caledonia,Poland,Myanmar,Lithuania,French Guiana,Iraq,El Salvador,Sierra Leone,Rwanda,Suriname,Italy,Montenegro,Christmas Island,Tonga,Nigeria,Eritrea,Papua New Guinea,"Palestine, State of",Algeria,Lebanon,Réunion,Hungary,Central African Republic
1954,0.0024549918166939444,,,,0.0006364793598836152,0.071831242044008,,0.0009092562284051647,0.0001818512456810329,,0.0002727768685215494,,0.000818330605564648,,,0.0011820330969267141,,,0.0001818512456810329,0.0003637024913620658,0.004182578650663757,0.006364793598836152,0.010092744135297326,0.026368430623749776,0.0011820330969267141,0.011820330969267141,0.0001818512456810329,0.01845790143662484,,0.004819058010547372,,,0.020185488270594645,0.03609747226768503,,,,0.0011820330969267141,0.0020912893253318787,0.0034551736679396252,,0.014820876523004182,0.0009092562284051647,0.013638843426077468,0.0019094380796508452,0.0002727768685215494,,,0.0002727768685215494,0.0009092562284051647,0.007728677941443898,,0.003364248045099109,9.092562284051648e-05,0.0009092562284051647,,0.004000727404982724,0.001818512456810329,,0.0013638843426077467,,9.092562284051648e-05,,0.008728859792689581,0.0013638843426077467,0.0005455537370430988,0.0005455537370430988,0.007183124204400802,0.0006364793598836152,,0.0012729587197672304,0.012547735951991271,0.0001818512456810329,0.0005455537370430988,,,,0.044371703946172035,0.004909983633387889,0.014366248408801604,0.0001818512456810329,,0.026823058737952352,,0.0003637024913620658,,,,0.002909619930896527,0.0005455537370430988,,,0.0014548099654482635,0.0001818512456810329,0.01945808328787052,,9.092562284051648e-05,0.024186215675577383,0.0006364793598836152,,,0.0010911074740861976,,0.0001818512456810329,0.0001818512456810329,,,0.010820149118021458,0.001636661211129296,,9.092562284051648e-05,,0.001636661211129296,,0.006364793598836152,,0.0038188761593016905,,,,,0.0003637024913620658,0.0006364793598836152,9.092562284051648e-05,0.005364611747590471,,0.0009092562284051647,0.3267866884888161,0.008637934169849064,0.00045462811420258234,,0.0005455537370430988,,0.006001091107474087,0.000818330605564648,,,0.0024549918166939444,0.0022731405710129113,,,,,0.0001818512456810329,0.0020912893253318787,0.0009092562284051647,0.00045462811420258234,0.021003818876159302,,0.0023640661938534283,0.00045462811420258234,0.0002727768685215494,,0.005455537370430987,0.0006364793598836152,,,,0.00045462811420258234,0.013002364066193851,0.012184033460629205,0.0003637024913620658,,,9.092562284051648e-05,,,,,,0.0001818512456810329,0.001000181851245681,0.0009092562284051647,,9.092562284051648e-05,9.092562284051648e-05,0.0002727768685215494,,0.0001818512456810329,0.013729769048917984,,0.0001818512456810329,,,0.0034551736679396252,0.0006364793598836152,0.0001818512456810329,0.001636661211129296,,
1955,0.0024647288798232197,,,,0.000679925208227095,0.07521672616012239,,0.0009348971613122556,0.00016998130205677376,,0.0003399626041135475,,0.0005099439061703213,,,0.0011898691143974163,,,0.00016998130205677376,0.0003399626041135475,0.003994560598334185,0.006544280129185789,0.008754037055923848,0.024987251402345742,0.0010198878123406426,0.012493625701172871,0.00016998130205677376,0.017678055413904468,,0.004844467108618052,,,0.024477307496175417,0.03637599864014958,,,,0.001444841067482577,0.001954784973652898,0.0032296447390787013,,0.011048784633690294,0.0008499065102838688,0.013088560258371578,0.0018697943226245112,0.00016998130205677376,,,0.00025497195308516065,0.000679925208227095,0.009348971613122556,,0.003569607343192249,8.499065102838688e-05,0.0011048784633690297,,0.0038245792962774095,0.002039775624681285,,0.0012748597654258034,,8.499065102838688e-05,,0.009688934217236104,0.0012748597654258034,0.0005949345571987082,0.0005949345571987082,0.007734149243583207,0.000679925208227095,,0.001444841067482577,0.013343532211456741,0.00016998130205677376,0.0004249532551419344,,,,0.027027027027027025,0.004844467108618052,0.014108448070712222,0.00016998130205677376,,0.02609212986571477,,0.0010198878123406426,,,,0.002804691483936767,0.0007649158592554818,,,0.0016148223695393506,0.00016998130205677376,0.023967363590005092,8.499065102838688e-05,8.499065102838688e-05,0.024052354241033486,0.000679925208227095,,,0.0011048784633690297,,0.00016998130205677376,0.00025497195308516065,,,0.010198878123406424,0.0016998130205677375,,0.00016998130205677376,,0.0016998130205677375,,0.006289308176100629,,0.0037395886452490225,,,,,0.0003399626041135475,0.000679925208227095,8.499065102838688e-05,0.006289308176100629,,0.00135985041645419,0.3166751657317695,0.008414074451810302,0.0004249532551419344,,0.0005949345571987082,,0.007309195988441272,0.0007649158592554818,,,0.0024647288798232197,0.0023797382287948326,,,,,0.0018697943226245112,0.002294747577766445,0.0008499065102838688,0.0005099439061703213,0.02150263471018188,,0.003399626041135475,0.0005099439061703213,0.00025497195308516065,,0.005949345571987081,0.000679925208227095,,,,0.0004249532551419344,0.01274859765425803,0.012493625701172871,0.0003399626041135475,,,0.00025497195308516065,,,,,,0.00016998130205677376,0.00135985041645419,0.0011048784633690297,,8.499065102838688e-05,8.499065102838688e-05,0.00025497195308516065,,0.00025497195308516065,0.013258541560428352,,0.00025497195308516065,,,0.002889682134965154,0.0007649158592554818,0.00016998130205677376,0.0016998130205677375,,
1956,0.002460428114491921,,,,0.0007381284343475764,0.0756991716558681,,0.0009021569753137047,0.0001640285409661281,,0.0003280570819322562,,0.0008201427048306403,,,0.0009841712457967686,,,0.0001640285409661281,0.0003280570819322562,0.00385467071270401,0.005412941851882227,0.008693512671204787,0.02624456655458049,0.0009021569753137047,0.013286311818256376,0.0001640285409661281,0.018207168047240214,,0.005166899040433035,8.201427048306405e-05,,0.016976953989994256,0.036168293283031235,,,,0.0021323710325596647,0.002788485196424177,0.0031985565488394977,,0.010087755269416878,0.0007381284343475764,0.013450340359222502,0.001886328221110473,8.201427048306405e-05,,,0.00024604281144919215,0.0009021569753137047,0.008447469859755597,,0.00385467071270401,0.00024604281144919215,0.0010661855162798326,,0.003772656442220946,0.001968342491593537,,0.0011481997867628967,,0.0001640285409661281,,0.009103584023620107,0.0013122283277290248,0.0005740998933814484,0.0005740998933814484,0.00770934142540802,0.0008201427048306403,,0.0018043139506274085,0.013122283277290248,0.0001640285409661281,0.0003280570819322562,,,,0.03018125153776757,0.005166899040433035,0.013204297547773313,0.00024604281144919215,,0.02493233822685147,,0.0011481997867628967,,0.0009841712457967686,,0.002788485196424177,0.0007381284343475764,,,0.0018043139506274085,0.0001640285409661281,0.03756253588124333,8.201427048306405e-05,8.201427048306405e-05,0.02427622406298696,0.0007381284343475764,,,0.0011481997867628967,,0.0001640285409661281,0.00024604281144919215,,,0.009923726728450748,0.0013942425982120888,,0.0001640285409661281,,0.0017222996801443454,,0.007545312884441892,,0.00385467071270401,,,,,0.0003280570819322562,0.0006561141638645124,8.201427048306405e-05,0.007381284343475764,,0.0009841712457967686,0.31969162634298365,0.007545312884441892,0.0004920856228983843,,0.0005740998933814484,,0.007955384236857212,0.0008201427048306403,,,0.0021323710325596647,0.001968342491593537,,,,,0.0025424423849749853,0.0025424423849749853,0.0008201427048306403,0.00041007135241532015,0.022061838759944226,,0.0033625850898056256,0.0004920856228983843,0.00024604281144919215,,0.006397113097678995,0.0006561141638645124,,,,0.0004920856228983843,0.013696383170671695,0.01238415484294267,0.00024604281144919215,,,0.0001640285409661281,,,,,,0.0001640285409661281,0.0014762568686951527,0.0013122283277290248,,8.201427048306405e-05,8.201427048306405e-05,0.0003280570819322562,,0.00024604281144919215,0.013450340359222502,,0.00024604281144919215,,,0.002952513737390305,0.0008201427048306403,0.0001640285409661281,0.0018043139506274085,,
1957,0.002368893971573273,,,,0.0008168599901976803,0.0784185590589773,,0.0008985459892174482,0.0002450579970593041,,0.00032674399607907214,,0.0008168599901976803,,,0.0013069759843162886,,,0.00016337199803953604,0.00040842999509884016,0.003675869955889561,0.00539127593530469,0.007433425910798891,0.02450579970593041,0.0010619179872569844,0.011762783858846592,0.00016337199803953604,0.018706093775526875,,0.005718019931383761,8.168599901976802e-05,,0.01159941186080706,0.03512497957850025,,,,0.0019604639764744325,0.003349125959810489,0.003757555954909329,,0.009475575886293093,0.0006534879921581443,0.014213363829439638,0.0018787779774546644,0.00016337199803953604,,,0.0002450579970593041,0.0008168599901976803,0.007596797908838426,,0.004002613951968633,0.00032674399607907214,0.0013886619833360565,,0.0040842999509884,0.0020421499754942,,0.0011436039862767525,,0.00016337199803953604,,0.009312203888253554,0.0013886619833360565,0.0005718019931383763,0.0007351739911779121,0.0072700539127593545,0.0007351739911779121,,0.002287207972553505,0.012988073844143116,0.00016337199803953604,0.0005718019931383763,,,,0.017562489789250124,0.00539127593530469,0.01233458585198497,0.00032674399607907214,,0.02450579970593041,,0.0010619179872569844,,0.0008985459892174482,,0.003185753961770953,0.0007351739911779121,,,0.0018787779774546644,0.0002450579970593041,0.03332788760006535,8.168599901976802e-05,8.168599901976802e-05,0.023933997712792032,0.0006534879921581443,,,0.0012252899852965202,,0.00016337199803953604,0.00032674399607907214,,,0.010292435876490771,0.0016337199803953607,,0.00016337199803953604,,0.0018787779774546644,,0.007678483907858194,,0.004165985950008169,,,,,0.00032674399607907214,0.0006534879921581443,8.168599901976802e-05,0.0072700539127593545,,0.0012252899852965202,0.3199640581604313,0.008658715896095409,0.0005718019931383763,,0.0005718019931383763,,0.006371507923541906,0.0009802319882372165,,,0.0022055219735337365,0.004574415945107009,,,,,0.002368893971573273,0.002613951968632577,0.0007351739911779121,0.0004901159941186081,0.021891847737297833,,0.0040842999509884,0.0004901159941186081,0.0002450579970593041,,0.006289821924522137,0.0006534879921581443,,,,0.0004901159941186081,0.01396830583238033,0.01241627185100474,0.00032674399607907214,,8.168599901976802e-05,0.00016337199803953604,,,,,,0.00040842999509884016,0.0014703479823558242,0.002287207972553505,,8.168599901976802e-05,8.168599901976802e-05,0.00016337199803953604,,0.0002450579970593041,0.013069759843162885,,0.0002450579970593041,,,0.003185753961770953,0.0008985459892174482,8.168599901976802e-05,0.0019604639764744325,,
1958,0.0018551441601607796,,,,0.0007729767334003247,0.06871763159928887,,0.0007729767334003247,0.00023189302002009745,,0.0003864883667001624,,0.0006956790600602923,,,0.001314060446780552,,,0.00015459534668006494,0.0003864883667001624,0.0036329906469815256,0.0053335394604622395,0.009198423127463865,0.02249362294194945,0.0010821674267604546,0.011981139367705031,0.00015459534668006494,0.019247120661668084,,0.005797325500502435,7.729767334003247e-05,,0.0180876555615676,0.03161474839607328,,,,0.0020097395068408444,0.0028600139135812014,0.0039421813403416545,,0.009275720800803895,0.0006183813867202598,0.01314060446780552,0.0020097395068408444,0.0003091906933601299,,,0.0003091906933601299,0.0007729767334003247,0.006647599907242793,,0.0037875859936615905,0.00023189302002009745,0.0011594651001004869,,0.003401097626961429,0.001932441833500812,,0.0012367627734405195,,0.00015459534668006494,,0.008502744067403572,0.0012367627734405195,0.0006183813867202598,0.0006956790600602923,0.006724897580582825,0.0006183813867202598,,0.001777846486820747,0.013604390507845714,0.00015459534668006494,0.0004637860400401949,,,,0.008580041740743605,0.0046378604004019474,0.012522223081085259,0.00023189302002009745,,0.02249362294194945,,0.0010821674267604546,,0.0017005488134807145,,0.0031692046069413306,0.0006956790600602923,,,0.002628120893561104,0.00023189302002009745,0.021256860168508928,7.729767334003247e-05,7.729767334003247e-05,0.020483883435108603,0.0006956790600602923,,,0.0010821674267604546,,0.00015459534668006494,0.0003091906933601299,,,0.009430316147483962,0.0018551441601607796,,0.00015459534668006494,,0.001932441833500812,,0.006647599907242793,,0.004251372033701786,,,,,0.0003864883667001624,0.0005410837133802273,7.729767334003247e-05,0.00718868362062302,,0.0018551441601607796,0.3552601066707892,0.008348148720723507,0.0005410837133802273,,0.0007729767334003247,,0.007343278967303084,0.0009275720800803897,0.0003091906933601299,,0.0022416325268609415,0.0054881348071423065,,,,,0.002550823220221072,0.0023189302002009737,0.0009275720800803897,0.0004637860400401949,0.01947901368168818,,0.0037875859936615905,0.0005410837133802273,0.00023189302002009745,,0.005101646440442143,0.0006183813867202598,,,,0.0004637860400401949,0.012599520754425293,0.012290330061065162,0.00023189302002009745,,7.729767334003247e-05,0.00023189302002009745,7.729767334003247e-05,,,,,0.00023189302002009745,0.0013913581201205846,0.0017005488134807145,,7.729767334003247e-05,7.729767334003247e-05,0.00015459534668006494,,0.00023189302002009745,0.012676818427765323,,0.00023189302002009745,,,0.002473525546881039,0.0017005488134807145,0.00023189302002009745,0.001777846486820747,,
1959,0.0028863003814039788,,,,0.001340068034223276,0.09411400886506546,,0.0010308215647871354,0.0004123286259148542,,0.0005154107823935677,,0.0010308215647871354,,,0.0012369858777445625,,,0.0002061643129574271,0.0006184929388722812,0.004741779198020823,0.006391093701680239,0.010617462117307495,0.029687661065869494,0.001340068034223276,0.016080816410679308,0.0002061643129574271,0.025461292650242242,,0.007834243892382228,0.00010308215647871356,,0.0236058138336254,0.042779094938666114,,,,0.0028863003814039788,0.0041232862591485415,0.004844861354499536,,0.012060612308009484,0.0008246572518297084,0.01865787032264715,0.0029893825378826924,0.0004123286259148542,,,0.0004123286259148542,0.0008246572518297084,0.012163694464488195,,0.005360272136893104,0.0003092464694361406,0.0016493145036594167,,0.00494794351097825,0.0028863003814039788,,0.001958560973095557,,0.00010308215647871356,,0.011235955056179777,0.0017523966601381302,0.0008246572518297084,0.0008246572518297084,0.00938047623956293,0.0008246572518297084,0.0003092464694361406,0.0031955468508401193,0.02020410266982785,0.0002061643129574271,0.0006184929388722812,,,,0.011854447995052057,0.006803422327595093,0.016080816410679308,0.0003092464694361406,,0.029378414596433363,,0.0014431501907019894,,0.0021647252860529844,,0.0044325327285846825,0.0009277394083084217,,,0.004020204102669828,0.0003092464694361406,0.02185341717348727,0.00010308215647871356,0.00010308215647871356,0.027316771466859086,0.0008246572518297084,,,0.0015462323471807028,,0.0002061643129574271,0.0004123286259148542,,,0.012472940933924336,0.0025770539119678378,,0.0002061643129574271,,0.0027832182249252647,,0.008865065457169365,,0.007112668797031234,0.00010308215647871356,,,,0.0005154107823935677,0.0008246572518297084,0.00010308215647871356,0.008658901144211938,,0.001340068034223276,0.13215132460571075,0.011854447995052057,0.0007215750953509947,,0.0008246572518297084,,0.008349654674775796,0.0015462323471807028,0.0004123286259148542,,0.0035047933202762603,0.006288011545201526,,0.00010308215647871356,,,0.0034017111637975467,0.003710957633233687,0.0012369858777445625,0.0006184929388722812,0.025564374806720955,,0.007009586640552521,0.0007215750953509947,0.0003092464694361406,0.0005154107823935677,0.008658901144211938,0.0008246572518297084,,,,0.0006184929388722812,0.01628698072363674,0.015668487784764457,0.0004123286259148542,,0.00010308215647871356,0.0003092464694361406,0.00010308215647871356,0.00010308215647871356,,,0.0002061643129574271,0.0003092464694361406,0.0021647252860529844,0.0025770539119678378,,0.00010308215647871356,0.0002061643129574271,0.0003092464694361406,,0.0003092464694361406,0.016802391506030304,0.00010308215647871356,0.0003092464694361406,,,0.0036078754767549736,0.0030924646943614057,0.0004123286259148542,0.0025770539119678378,,
1960,0.002774646666088616,,,,0.0012139079164137693,0.08670770831526924,,0.0009537847914679618,0.00034683083326107696,,0.0006069539582068846,,0.0006069539582068846,,,0.0011272002080985,,,0.00017341541663053848,0.0005202462498916154,0.004161969999132923,0.0053758779155466925,0.007283447498482616,0.02549206624468915,0.0013873233330443078,0.015520679788433191,0.00017341541663053848,0.02263071187028527,,0.00684990895690627,8.670770831526924e-05,,0.008410647706581115,0.036243822075782535,,,,0.0026879389577733463,0.003641723749241308,0.003815139165871846,,0.009884678747940693,0.0007803693748374231,0.016301049163270617,0.0026879389577733463,0.00034683083326107696,,,0.00034683083326107696,0.0008670770831526923,0.009364432498049077,,0.005202462498916154,0.00034683083326107696,0.0013873233330443078,,0.003988554582502384,0.0024278158328275385,,0.0015607387496748462,,8.670770831526924e-05,0.00017341541663053848,0.010318217289517038,0.0013873233330443078,0.0007803693748374231,0.0006936616665221539,0.008670770831526923,0.0006936616665221539,0.0002601231249458077,0.002167692707881731,0.016301049163270617,0.00017341541663053848,0.0005202462498916154,,,,0.008757478539842194,0.0056360010404925,0.015347264371802654,0.0002601231249458077,,0.026185727911211303,,0.0016474464579901151,,0.0035550160409260384,,0.0039018468741871147,0.0007803693748374231,,,0.0032081852076649613,0.0002601231249458077,0.026185727911211303,8.670770831526924e-05,8.670770831526924e-05,0.023497788953437963,0.0009537847914679618,,,0.0013873233330443078,,0.00017341541663053848,0.0004335385415763461,,8.670770831526924e-05,0.011532125205930808,0.0020809849995664614,,0.0002601231249458077,,0.0026879389577733463,,0.008670770831526923,,0.00667649354027573,0.0006069539582068846,,,,0.00017341541663053848,0.0006936616665221539,8.670770831526924e-05,0.008237232289950576,,0.0015607387496748462,0.2133009624555623,0.010751755831093385,0.0006069539582068846,,0.0006936616665221539,,0.0039018468741871147,0.0013006156247290384,0.0002601231249458077,,0.002601231249458077,0.004508800832394,,8.670770831526924e-05,,,0.003988554582502384,0.0032081852076649613,0.0011272002080985,0.0005202462498916154,0.02323766582849215,,0.008844186248157459,0.0006069539582068846,0.00034683083326107696,0.0005202462498916154,0.008063816873320038,0.0007803693748374231,,,,0.0005202462498916154,0.014046648747073615,0.01335298708055146,0.00034683083326107696,,8.670770831526924e-05,0.0002601231249458077,0.0002601231249458077,8.670770831526924e-05,,,0.00017341541663053848,0.0007803693748374231,0.001994277291251192,0.002948062082719154,,8.670770831526924e-05,0.00017341541663053848,0.0002601231249458077,,0.00034683083326107696,0.015260556663487385,8.670770831526924e-05,0.0002601231249458077,,,0.0035550160409260384,0.002774646666088616,0.00034683083326107696,0.002167692707881731,,
1961,0.003016461260018961,,,,0.0012927691114366974,0.08583986899939669,,0.0009480306817202447,0.0002585538222873395,,0.0005171076445746789,,0.0006894768594329052,,,0.0011203998965784712,,,0.0001723692148582263,0.0006032922520037921,0.004309230371455658,0.0056019994828923544,0.012669137292079635,0.024993536154442816,0.0013789537188658107,0.015254675514953029,0.0001723692148582263,0.024217874687580798,,0.007067137809187278,8.618460742911317e-05,,0.0249073515470137,0.0353356890459364,,,,0.002671722830302508,0.003533568904593639,0.004136861156597432,,0.008618460742911315,0.0007756614668620183,0.016547444626389726,0.002671722830302508,0.00034473842971645267,,,0.00043092303714556575,0.0008618460742911315,0.010255968284064464,,0.005860553305179695,0.00043092303714556575,0.0013789537188658107,,0.003792122726880979,0.0025855382228733947,,0.0014651383262949235,,0.0001723692148582263,,0.01060070671378092,0.0013789537188658107,0.0007756614668620183,0.0008618460742911315,0.008704645350340429,0.0006894768594329052,0.0002585538222873395,0.003016461260018961,0.014306644833232785,0.0001723692148582263,0.0005171076445746789,,,,0.007498060846332844,0.005774368697750582,0.016202706196673276,0.0001723692148582263,,0.026113936051021292,,0.0015513229337240366,,0.003447384297164526,,0.0038783073343100923,0.0006894768594329052,,,0.003361199689735413,0.0002585538222873395,0.025855382228733948,8.618460742911317e-05,8.618460742911317e-05,0.023700767043006117,0.0008618460742911315,,,0.0012927691114366974,,0.0001723692148582263,0.0005171076445746789,,8.618460742911317e-05,0.011376368180642938,0.0022407997931569424,,0.0002585538222873395,0.00043092303714556575,0.002757907437731621,,0.008790829957769542,,0.00767043006119107,0.0007756614668620183,,,8.618460742911317e-05,0.0001723692148582263,0.0006894768594329052,8.618460742911317e-05,0.00904938378005688,,0.0019822459708696027,0.16926656899077824,0.01146255278807205,0.0007756614668620183,,0.0006894768594329052,,0.007584245453761958,0.0014651383262949235,0.00034473842971645267,,0.0022407997931569424,0.0039644919417392045,,8.618460742911317e-05,,,0.003792122726880979,0.003188830474877187,0.0009480306817202447,0.00043092303714556575,0.02309747479100233,,0.011117814358355595,0.0006894768594329052,0.00034473842971645267,0.0006032922520037921,0.007842799276049297,0.0007756614668620183,,,,0.0005171076445746789,0.014306644833232785,0.013444798758941652,0.00034473842971645267,,8.618460742911317e-05,0.0002585538222873395,0.00043092303714556575,,,,0.0001723692148582263,0.00034473842971645267,0.0024993536154442816,0.003188830474877187,,0.0001723692148582263,0.0001723692148582263,0.0002585538222873395,,0.00034473842971645267,0.015427044729811256,8.618460742911317e-05,0.0002585538222873395,,,0.003361199689735413,0.0019822459708696027,0.00043092303714556575,0.002413169008015169,,
1962,0.00287890044576523,,,,0.0016716196136701336,0.09110326894502227,,0.0010215453194650818,0.00037147102526002975,,0.000650074294205052,,0.0009286775631500742,0.0009286775631500742,9.286775631500744e-05,0.0012072808320950964,,,0.00018573551263001488,0.000650074294205052,0.005293462109955423,0.0063150074294205044,0.02117384843982169,0.02813893016344725,0.0015787518573551265,0.017180534918276376,0.00018573551263001488,0.02758172362555721,,0.008636701337295691,0.00018573551263001488,,0.023402674591381872,0.03891158989598811,,,,0.002971768202080238,0.003993313521545319,0.004921991084695394,,0.010679791976225856,0.000650074294205052,0.018387815750371468,0.003157503714710253,0.0005572065378900445,,,0.0004643387815750371,0.0009286775631500742,0.011701337295690936,,0.007336552748885588,0.00037147102526002975,0.001485884101040119,,0.0039004457652303116,0.00287890044576523,,0.0015787518573551265,,0.00018573551263001488,,0.012072808320950965,0.0018573551263001485,0.0008358098068350668,0.0008358098068350668,0.009843982169390787,0.0008358098068350668,0.0004643387815750371,0.003157503714710253,0.01662332838038633,0.00018573551263001488,0.000650074294205052,,,,0.008636701337295691,0.0064078751857355115,0.02015230312035661,0.0005572065378900445,,0.02813893016344725,,0.0016716196136701336,,0.0027860326894502225,,0.0039004457652303116,0.0009286775631500742,,,0.004921991084695394,0.00027860326894502233,0.017180534918276376,9.286775631500744e-05,9.286775631500744e-05,0.026838781575037145,0.0008358098068350668,,,0.001300148588410104,,0.00018573551263001488,0.0004643387815750371,,9.286775631500744e-05,0.011422734026745913,0.0025074294205052004,,0.00027860326894502233,0.000650074294205052,0.003064635958395245,,0.011051263001485885,,0.00975111441307578,0.0004643387815750371,,,,0.00018573551263001488,0.0007429420505200595,9.286775631500744e-05,0.008543833580980683,,0.003714710252600297,0.055070579494799404,0.012722882615156016,0.000650074294205052,0.000650074294205052,0.0009286775631500742,,0.008543833580980683,0.0016716196136701336,0.00037147102526002975,,0.0026931649331352154,0.004829123328380386,,0.00018573551263001488,,,0.004086181277860327,0.003528974739970283,0.0018573551263001485,0.0004643387815750371,0.026095839524517085,,0.01513744427934621,0.0007429420505200595,0.00037147102526002975,0.0005572065378900445,0.009472511144130757,0.0009286775631500742,,,,0.0005572065378900445,0.01615898959881129,0.014580237741456163,0.00037147102526002975,,0.00018573551263001488,0.00027860326894502233,0.0004643387815750371,9.286775631500744e-05,,,9.286775631500744e-05,0.00037147102526002975,0.0026931649331352154,0.00362184249628529,,0.00018573551263001488,0.00018573551263001488,0.00018573551263001488,0.001485884101040119,0.0004643387815750371,0.01801634472511144,9.286775631500744e-05,0.00027860326894502233,,,0.004086181277860327,0.0016716196136701336,0.0004643387815750371,0.002600297176820208,,
1963,0.002063527157491341,,,,0.0015476453681185056,0.0708231999410421,,0.0008843687817820034,0.00022109219544550084,,0.00029478959392733445,,0.0005895791878546689,0.0007369739848183362,7.369739848183361e-05,0.0013265531726730046,0.00029478959392733445,,0.00014739479696366723,0.0005895791878546689,0.004200751713464516,0.004864028299801018,0.003021593337755178,0.022404009138477416,0.0014002505711548385,0.014592084899403055,0.00022109219544550084,0.022846193529368414,,0.007443437246665194,0.00014739479696366723,,0.013560321320657385,0.03176357874567028,,,,0.002358316751418676,0.00346377772864618,0.003758567322573514,,0.007811924239074362,0.0006632765863365023,0.01532905888422139,0.002579408946864176,0.0005895791878546689,,,0.00036848699240916804,0.0008106713833001697,0.009506964404156536,,0.0065590684648831905,0.00022109219544550084,0.0014002505711548385,,0.003316382931682512,0.002432014149900509,,0.0014002505711548385,,0.00014739479696366723,,0.010391333185938538,0.0014739479696366721,0.0006632765863365023,0.0006632765863365023,0.00818041123148353,0.0006632765863365023,0.00036848699240916804,0.002800501142309677,0.014076203110030218,0.00014739479696366723,0.0004421843908910017,,,,0.2012675952538876,0.004642936104355518,0.017466283440194567,0.0004421843908910017,,0.022551403935441083,,0.0014739479696366721,,0.0028741985407915106,,0.0031689881347188448,0.0006632765863365023,,,0.003095290736237012,0.00029478959392733445,0.014518387500921218,0.00014739479696366723,7.369739848183361e-05,0.022772496130886586,0.0007369739848183362,,,0.0009580661802638367,,0.00014739479696366723,0.0004421843908910017,,7.369739848183361e-05,0.009728056599602035,0.0019161323605276733,,0.00022109219544550084,0.0010317635787456703,0.0028741985407915106,,0.010317635787456704,,0.008548898223892699,0.00029478959392733445,,,,0.00022109219544550084,0.0006632765863365023,7.369739848183361e-05,0.006411673667919522,,0.003095290736237012,0.04399734689365466,0.011202004569238708,0.0004421843908910017,0.0005158817893728354,0.0008843687817820034,,0.007001252855774192,0.0014002505711548385,0.00029478959392733445,,0.0026531063453460093,0.00346377772864618,,0.00022109219544550084,,,0.00346377772864618,0.0029478959392733447,0.0012528557741911714,0.0004421843908910017,0.02225661434151375,,0.011202004569238708,0.0006632765863365023,0.00029478959392733445,0.0004421843908910017,0.00862259562237453,0.0008106713833001697,,,,0.0007369739848183362,0.014076203110030218,0.011717886358611544,0.00036848699240916804,,0.00014739479696366723,0.00022109219544550084,0.00036848699240916804,7.369739848183361e-05,,,7.369739848183361e-05,0.00029478959392733445,0.002432014149900509,0.002358316751418676,,0.00014739479696366723,0.00014739479696366723,0.00014739479696366723,0.0010317635787456703,0.00036848699240916804,0.015402756282703225,0.00014739479696366723,0.00022109219544550084,,,0.0033900803301643453,0.0012528557741911714,0.0005158817893728354,0.002284619352936841,,
